COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,"REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP State Senator, District 30","REP State Senator, District 30","REP State Senator, District 30","REP State Senator, District 30","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District",REP County Chair,REP County Chair,REP County Chair,REP County Chair
COLL,26,PCT 026,1273,12,0,9,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,8,2,0,2
COLL,26,PCT 026,1273,15,0,8,5,0,2,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,10,5,0,0
COLL,26,PCT 026,1273,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
COLL,26,PCT 026,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,26,PCT 026,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,27,PCT 027,2751,29,0,0,0,0,0,9,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,1,15,12,0,2
COLL,27,PCT 027,2751,35,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,2,14,17,0,4
COLL,27,PCT 027,2751,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
COLL,27,PCT 027,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,27,PCT 027,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,28,PCT 028,3550,39,0,0,0,0,0,13,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,1,23,15,0,1
COLL,28,PCT 028,3550,61,1,0,0,0,0,29,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,14,0,2,44,14,0,3
COLL,28,PCT 028,3550,8,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,4,0,0
COLL,28,PCT 028,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,28,PCT 028,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,29,PCT 029,4753,53,0,0,0,0,0,15,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,1,20,26,0,7
COLL,29,PCT 029,4753,46,0,0,0,0,0,18,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,2,29,15,0,2
COLL,29,PCT 029,4753,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
COLL,29,PCT 029,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,29,PCT 029,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,30,PCT 030,4917,55,0,0,0,0,0,25,29,0,1,25,27,0,3,0,0,0,0,0,0,0,0,39,13,0,3,25,20,0,10
COLL,30,PCT 030,4917,127,0,0,0,0,0,69,56,0,2,61,65,0,1,0,0,0,0,0,0,0,0,94,27,0,6,70,39,0,18
COLL,30,PCT 030,4917,6,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0
COLL,30,PCT 030,4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,30,PCT 030,4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,31,PCT 031,2033,27,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,16,11,0,0
COLL,31,PCT 031,2033,79,0,0,0,0,0,33,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,29,0,1,65,12,0,2
COLL,31,PCT 031,2033,8,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,1,0,0
COLL,31,PCT 031,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,31,PCT 031,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,32,PCT 032,2470,39,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,1,31,8,0,0
COLL,32,PCT 032,2470,88,0,0,0,0,0,48,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,33,0,3,66,19,0,3
COLL,32,PCT 032,2470,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,0,1
COLL,32,PCT 032,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,32,PCT 032,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,33,PCT 033,6003,79,0,0,0,0,0,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,24,0,3,49,24,0,6
COLL,33,PCT 033,6003,63,0,0,0,0,0,26,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,5,0,2,34,25,0,4
COLL,33,PCT 033,6003,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
COLL,33,PCT 033,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,33,PCT 033,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,34,PCT 034,4377,41,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,14,27,0,0
COLL,34,PCT 034,4377,57,0,0,0,0,0,35,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,20,0,2,34,21,0,2
COLL,34,PCT 034,4377,8,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,1,0,1
COLL,34,PCT 034,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,34,PCT 034,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,35,PCT 035,1815,12,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,10,2,0,0
