political_subdivison,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes,Absentee Voting Votes,Early Voting Votes
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 1,For,,44,60,4,40
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 1,Against,,1,2,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 2,For,,43,55,4,39
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 2,Against,,3,7,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 3,For,,45,61,4,41
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 3,Against,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 4,For,,44,58,3,41
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 4,Against,,2,1,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 5,For,,43,58,3,40
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 5,Against,,3,1,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 6,For,,42,54,4,38
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 6,Against,,3,7,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 7,For,,45,60,3,42
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 7,Against,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 8,For,,42,59,3,39
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 8,Against,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 9,For,,44,58,4,40
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 9,Against,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 10,For,,44,57,4,40
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,5,547,PROPOSITION 10,Against,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,U. S. REPRESENTATIVE DISTRICT 5,LANCE GOODEN,,67,180,6,61
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,KANDY KAYE HORN,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,CHAD PRATHER,,3,26,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,DON HUFFINES,,4,13,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,ALLEN B. WEST,,6,27,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,PAUL BELEW,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,DANNY HARRISON,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,RICK PERRY,,3,1,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,GOVERNOR,GREG ABBOTT,,78,148,6,72
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,TRAYCE BRADFORD,,5,14,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,DANIEL MILLER,,4,17,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,ZACH VANCE,,3,3,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,DAN PATRICK,,70,134,5,65
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,AARON SORRELLS,,4,25,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,TODD M. BULLIS,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,ATTORNEY GENERAL,EVA GUZMAN,,10,15,0,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,ATTORNEY GENERAL,LOUIE GOHMERT,,38,120,3,35
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,ATTORNEY GENERAL,GEORGE P. BUSH,,11,21,0,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,ATTORNEY GENERAL,KEN PAXTON,,34,52,3,31
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMPTROLLER OF PUBLIC ACCOUNTS,MARK V. GOLOBY,,15,50,1,14
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,,57,126,5,52
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,RUFUS LOPEZ,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,,13,35,0,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,WESTON MARTINEZ,,0,9,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,VICTOR AVILA,,7,5,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,,25,57,2,23
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,BEN ARMENTA,,3,6,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,DON W. MINTON,,13,21,2,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,JON SPIERS,,7,27,1,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF AGRICULTURE,SID MILLER,,54,109,2,52
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF AGRICULTURE,CAREY A. COUNSIL,,4,11,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COMMISSIONER OF AGRICULTURE,JAMES WHITE,,21,64,3,18
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,"MARVIN ""SARGE"" SUMMERS",,15,32,0,15
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,DAWAYNE TIPTON,,4,13,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,SARAH STOGNER,,9,25,1,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,,30,75,2,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,TOM SLOCUM JR,,12,28,3,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,,70,176,6,64
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,,67,172,6,61
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 9",DAVID J. SCHENCK,,32,85,1,31
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,,35,83,5,30
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 2",MARY LOU KEEL,,69,173,6,63
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",CLINT MORGAN,,24,75,1,23
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",SCOTT WALKER,,46,91,5,41
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6","JESSE F. MCCLURE, III",,66,169,6,60
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",KEVEN M. ELLIS,,68,170,6,62
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"STATE SENATOR, DISTRICT 1",BRYAN HUGHES,,75,190,6,69
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,STATE REPRESENTATIVE DISTRICT 5,DEWEY R. COLLIER,,17,47,0,17
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,STATE REPRESENTATIVE DISTRICT 5,COLE HEFNER,,65,148,6,59
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"CHIEF JUSTICE, 6TH COURT OF APPEALS DISTRICT",SCOTT E. STEVENS,,66,174,6,60
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"JUSTICE, 12TH COURT OF APPEALS DISTRICT, PLACE 2",BRIAN HOYLE,,66,171,6,60
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,"DISTRICT JUDGE, 115TH JUDICIAL DISTRICT",DEAN FOWLER,,78,186,6,72
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,CRIMINAL DISTRICT ATTORNEY UPSHUR COUNTY,BILLY BYRD,,73,184,6,67
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY JUDGE,TODD TEFTELLER,,78,183,6,72
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,DISTRICT CLERK,KAREN BUNN,,39,73,6,33
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,DISTRICT CLERK,NICOLE HERNANDEZ,,45,116,0,45
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY CLERK,TERRI ROSS,,74,175,6,68
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY TREASURER,BRANDY VICK,,74,177,6,68
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY COMMISSIONER PRECINCT 2,DUSTIN NICHOLSON,,73,177,6,67
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,JUSTICE OF THE PEACE PRECINCT 2,LYLE POTTER JR,,76,179,6,70
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY CHAIRMAN,CARL BYERS,,59,131,6,53
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,COUNTY CHAIRMAN,DE'BORAH STORMCLOUD DEAZ,,13,29,0,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 1,For,,85,208,6,79
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 1,Against,,6,3,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 2,For,,69,165,6,63
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 2,Against,,20,37,0,20
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 3,For,,84,202,4,80
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 3,Against,,9,8,2,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 4,For,,89,203,6,83
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 4,Against,,4,8,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 5,For,,79,191,5,74
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 5,Against,,13,16,1,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 6,For,,78,192,6,72
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 6,Against,,11,12,0,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 7,For,,87,208,6,81
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 7,Against,,4,1,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 8,For,,86,199,6,80
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 8,Against,,4,7,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 9,For,,79,181,6,73
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 9,Against,,12,26,0,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 10,For,,87,199,5,82
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,6,1567,PROPOSITION 10,Against,,6,10,1,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,U. S. REPRESENTATIVE DISTRICT 5,LANCE GOODEN,,152,289,10,142
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,KANDY KAYE HORN,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,CHAD PRATHER,,8,20,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,DON HUFFINES,,7,34,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,ALLEN B. WEST,,21,29,0,21
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,PAUL BELEW,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,DANNY HARRISON,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,RICK PERRY,,1,5,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,GOVERNOR,GREG ABBOTT,,143,270,10,133
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,TRAYCE BRADFORD,,10,25,0,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,DANIEL MILLER,,8,25,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,ZACH VANCE,,1,11,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,DAN PATRICK,,145,253,8,137
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,AARON SORRELLS,,2,13,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,TODD M. BULLIS,,7,15,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,ATTORNEY GENERAL,EVA GUZMAN,,8,20,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,ATTORNEY GENERAL,LOUIE GOHMERT,,89,192,5,84
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,ATTORNEY GENERAL,GEORGE P. BUSH,,14,31,2,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,ATTORNEY GENERAL,KEN PAXTON,,67,111,2,65
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMPTROLLER OF PUBLIC ACCOUNTS,MARK V. GOLOBY,,25,86,0,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,,127,230,6,121
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,RUFUS LOPEZ,,2,16,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,,20,71,0,20
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,WESTON MARTINEZ,,3,13,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,VICTOR AVILA,,10,15,0,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,,56,75,3,53
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,BEN ARMENTA,,5,10,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,DON W. MINTON,,27,30,2,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,JON SPIERS,,22,56,0,22
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF AGRICULTURE,SID MILLER,,98,189,6,92
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF AGRICULTURE,CAREY A. COUNSIL,,11,16,0,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COMMISSIONER OF AGRICULTURE,JAMES WHITE,,47,111,1,46
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,"MARVIN ""SARGE"" SUMMERS",,22,76,2,20
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,DAWAYNE TIPTON,,15,27,0,15
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,SARAH STOGNER,,20,31,2,18
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,,67,106,3,64
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,TOM SLOCUM JR,,25,60,0,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,,148,286,10,138
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,,147,286,9,138
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 9",DAVID J. SCHENCK,,77,138,0,77
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,,70,145,5,65
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 2",MARY LOU KEEL,,148,287,9,139
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",CLINT MORGAN,,57,134,0,57
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",SCOTT WALKER,,98,152,8,90
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6","JESSE F. MCCLURE, III",,142,279,7,135
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",KEVEN M. ELLIS,,149,287,10,139
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"STATE SENATOR, DISTRICT 1",BRYAN HUGHES,,158,318,10,148
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,STATE REPRESENTATIVE DISTRICT 5,DEWEY R. COLLIER,,31,70,2,29
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,STATE REPRESENTATIVE DISTRICT 5,COLE HEFNER,,141,272,7,134
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"CHIEF JUSTICE, 6TH COURT OF APPEALS DISTRICT",SCOTT E. STEVENS,,147,285,8,139
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"JUSTICE, 12TH COURT OF APPEALS DISTRICT, PLACE 2",BRIAN HOYLE,,145,283,8,137
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,"DISTRICT JUDGE, 115TH JUDICIAL DISTRICT",DEAN FOWLER,,151,312,10,141
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,CRIMINAL DISTRICT ATTORNEY UPSHUR COUNTY,BILLY BYRD,,149,310,9,140
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,COUNTY JUDGE,TODD TEFTELLER,,147,316,7,140
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,DISTRICT CLERK,KAREN BUNN,,66,157,2,64
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,7,2953,DISTRICT CLERK,NICOLE HERNANDEZ,,103,176,7,96
