political_subdivision,election_date,election_name,total provisional ballots,total provisioinal ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"Justice, Supreme Court, Place 9",Julia Maldonado,,88,38
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,89,39
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,88,38
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,County Chairman,David Martinez,,89,39
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"United States Representative, District 13",Kathleen Brown,,50,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Governor,Inocencio (Inno) Barrientez,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Governor,Joy Diaz,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Governor,Beto O'Rourke,,45,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Governor,Michael Cooper,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Lieutenant Governor,Carla Brailey,,16,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Lieutenant Governor,Michelle Beckley,,19,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Lieutenant Governor,Mike Collier,,15,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Attorney General,Joe Jaworski,,11,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Attorney General,Lee Merritt,,10,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Attorney General,Rochelle Mercedes Garza,,17,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Attorney General,"S. ""TBone"" Raynor",,6,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Attorney General,Mike Fields,,6,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Comptroller of Public Accounts,Janet T. Dudding,,27,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Comptroller of Public Accounts,Tim Mahoney,,11,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Comptroller of Public Accounts,Angel Luis Vega,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of the General Land Office,Jinny Suh,,14,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of the General Land Office,Michael Lange,,8,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of the General Land Office,Sandragrace Martinez,,16,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of the General Land Office,Jay Kleberg,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of Agriculture,Susan Hays,,39,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Commissioner of Agriculture,Ed Ireson,,11,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,Railroad Commissioner,Luke Warford,,47,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"Justice, Supreme Court, Place 3",Erin A. Nowell,,48,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"Justice, Supreme Court, Place 5",Amanda Reichek,,48,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"Justice, Supreme Court, Place 9",Julia Maldonado,,48,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,48,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,48,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,325,2606,County Chairman,David Martinez,,48,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"United States Representative, District 13",Kathleen Brown,,22,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Governor,Inocencio (Inno) Barrientez,,3,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Governor,Joy Diaz,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Governor,Beto O'Rourke,,18,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Lieutenant Governor,Carla Brailey,,5,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Lieutenant Governor,Michelle Beckley,,10,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Lieutenant Governor,Mike Collier,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Attorney General,Joe Jaworski,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Attorney General,Lee Merritt,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Attorney General,Rochelle Mercedes Garza,,9,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Attorney General,"S. ""TBone"" Raynor",,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Attorney General,Mike Fields,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Comptroller of Public Accounts,Janet T. Dudding,,15,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Comptroller of Public Accounts,Tim Mahoney,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Comptroller of Public Accounts,Angel Luis Vega,,3,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of the General Land Office,Jinny Suh,,3,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of the General Land Office,Michael Lange,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of the General Land Office,Sandragrace Martinez,,6,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of the General Land Office,Jay Kleberg,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of Agriculture,Susan Hays,,17,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Commissioner of Agriculture,Ed Ireson,,5,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,Railroad Commissioner,Luke Warford,,20,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"Justice, Supreme Court, Place 3",Erin A. Nowell,,20,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"Justice, Supreme Court, Place 5",Amanda Reichek,,20,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"Justice, Supreme Court, Place 9",Julia Maldonado,,19,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,18,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,18,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,326,3019,County Chairman,David Martinez,,19,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"United States Representative, District 13",Kathleen Brown,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Governor,Inocencio (Inno) Barrientez,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Governor,Joy Diaz,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Governor,Beto O'Rourke,,11,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Governor,Rich Wakeland,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Governor,Michael Cooper,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Lieutenant Governor,Carla Brailey,,8,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Lieutenant Governor,Michelle Beckley,,6,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Lieutenant Governor,Mike Collier,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Attorney General,Joe Jaworski,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Attorney General,Lee Merritt,,1,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Attorney General,Rochelle Mercedes Garza,,8,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Attorney General,"S. ""TBone"" Raynor",,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Attorney General,Mike Fields,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Comptroller of Public Accounts,Janet T. Dudding,,6,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Comptroller of Public Accounts,Tim Mahoney,,4,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Comptroller of Public Accounts,Angel Luis Vega,,6,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of the General Land Office,Jinny Suh,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of the General Land Office,Michael Lange,,5,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of the General Land Office,Sandragrace Martinez,,6,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of the General Land Office,Jay Kleberg,,3,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of Agriculture,Susan Hays,,11,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Commissioner of Agriculture,Ed Ireson,,5,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,Railroad Commissioner,Luke Warford,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"Justice, Supreme Court, Place 3",Erin A. Nowell,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"Justice, Supreme Court, Place 5",Amanda Reichek,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"Justice, Supreme Court, Place 9",Julia Maldonado,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,16,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,327,1382,County Chairman,David Martinez,,15,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"United States Representative, District 13",Kathleen Brown,,15,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Governor,Inocencio (Inno) Barrientez,,0,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Governor,Joy Diaz,,1,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Governor,Beto O'Rourke,,16,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Lieutenant Governor,Carla Brailey,,4,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Lieutenant Governor,Michelle Beckley,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Lieutenant Governor,Mike Collier,,8,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Attorney General,Joe Jaworski,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Attorney General,Lee Merritt,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Attorney General,Rochelle Mercedes Garza,,6,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Attorney General,"S. ""TBone"" Raynor",,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Attorney General,Mike Fields,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Comptroller of Public Accounts,Janet T. Dudding,,6,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Comptroller of Public Accounts,Tim Mahoney,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Comptroller of Public Accounts,Angel Luis Vega,,6,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of the General Land Office,Jinny Suh,,3,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of the General Land Office,Michael Lange,,7,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of the General Land Office,Sandragrace Martinez,,6,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of the General Land Office,Jay Kleberg,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of Agriculture,Susan Hays,,16,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Commissioner of Agriculture,Ed Ireson,,2,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,Railroad Commissioner,Luke Warford,,17,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Justice, Supreme Court, Place 3",Erin A. Nowell,,16,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Justice, Supreme Court, Place 5",Amanda Reichek,,16,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Justice, Supreme Court, Place 9",Julia Maldonado,,17,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,16,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,14,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"County Commissioner, Precinct No. 4",Timothy Gassaway,,4,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"County Commissioner, Precinct No. 4",Melodie Graves,,8,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,16,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,421,1640,County Chairman,David Martinez,,18,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"United States Representative, District 13",Kathleen Brown,,101,99
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Governor,Inocencio (Inno) Barrientez,,2,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Governor,Joy Diaz,,6,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Governor,Beto O'Rourke,,87,97
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Governor,Michael Cooper,,15,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Lieutenant Governor,Carla Brailey,,41,42
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Lieutenant Governor,Michelle Beckley,,38,35
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Lieutenant Governor,Mike Collier,,21,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Attorney General,Joe Jaworski,,9,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Attorney General,Lee Merritt,,26,44
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Attorney General,Rochelle Mercedes Garza,,29,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Attorney General,"S. ""TBone"" Raynor",,10,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Attorney General,Mike Fields,,27,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Comptroller of Public Accounts,Janet T. Dudding,,41,47
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Comptroller of Public Accounts,Tim Mahoney,,26,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Comptroller of Public Accounts,Angel Luis Vega,,32,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of the General Land Office,Jinny Suh,,23,21
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of the General Land Office,Michael Lange,,27,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of the General Land Office,Sandragrace Martinez,,32,42
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of the General Land Office,Jay Kleberg,,14,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of Agriculture,Susan Hays,,84,84
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Commissioner of Agriculture,Ed Ireson,,17,20
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,Railroad Commissioner,Luke Warford,,102,97
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Justice, Supreme Court, Place 3",Erin A. Nowell,,99,94
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Justice, Supreme Court, Place 5",Amanda Reichek,,96,94
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Justice, Supreme Court, Place 9",Julia Maldonado,,102,93
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,101,96
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,100,99
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"County Commissioner, Precinct No. 4",Timothy Gassaway,,26,41
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,54,48
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"County Commissioner, Precinct No. 4",Melodie Graves,,34,40
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,112,121
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,422,4103,County Chairman,David Martinez,,106,102
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"United States Representative, District 13",Kathleen Brown,,43,35
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Governor,Inocencio (Inno) Barrientez,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Governor,Joy Diaz,,4,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Governor,Beto O'Rourke,,40,37
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Governor,Rich Wakeland,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Governor,Michael Cooper,,0,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Lieutenant Governor,Carla Brailey,,12,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Lieutenant Governor,Michelle Beckley,,20,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Lieutenant Governor,Mike Collier,,15,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Attorney General,Joe Jaworski,,9,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Attorney General,Lee Merritt,,16,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Attorney General,Rochelle Mercedes Garza,,12,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Attorney General,"S. ""TBone"" Raynor",,2,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Attorney General,Mike Fields,,8,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Comptroller of Public Accounts,Janet T. Dudding,,21,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Comptroller of Public Accounts,Tim Mahoney,,19,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Comptroller of Public Accounts,Angel Luis Vega,,7,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of the General Land Office,Jinny Suh,,13,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of the General Land Office,Michael Lange,,15,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of the General Land Office,Sandragrace Martinez,,14,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of the General Land Office,Jay Kleberg,,5,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of Agriculture,Susan Hays,,38,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Commissioner of Agriculture,Ed Ireson,,8,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,Railroad Commissioner,Luke Warford,,45,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Justice, Supreme Court, Place 3",Erin A. Nowell,,45,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Justice, Supreme Court, Place 5",Amanda Reichek,,45,31
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Justice, Supreme Court, Place 9",Julia Maldonado,,44,31
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,45,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,45,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"County Commissioner, Precinct No. 4",Timothy Gassaway,,9,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,16,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"County Commissioner, Precinct No. 4",Melodie Graves,,24,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,51,42
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,424,1483,County Chairman,David Martinez,,45,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"United States Representative, District 13",Kathleen Brown,,27,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Governor,Inocencio (Inno) Barrientez,,0,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Governor,Joy Diaz,,5,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Governor,Beto O'Rourke,,22,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Governor,Michael Cooper,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Lieutenant Governor,Carla Brailey,,10,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Lieutenant Governor,Michelle Beckley,,12,18
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Lieutenant Governor,Mike Collier,,8,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Attorney General,Joe Jaworski,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Attorney General,Lee Merritt,,6,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Attorney General,Rochelle Mercedes Garza,,10,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Attorney General,"S. ""TBone"" Raynor",,2,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Attorney General,Mike Fields,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Comptroller of Public Accounts,Janet T. Dudding,,14,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Comptroller of Public Accounts,Tim Mahoney,,6,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Comptroller of Public Accounts,Angel Luis Vega,,10,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of the General Land Office,Jinny Suh,,6,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of the General Land Office,Michael Lange,,9,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of the General Land Office,Sandragrace Martinez,,11,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of the General Land Office,Jay Kleberg,,4,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of Agriculture,Susan Hays,,23,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Commissioner of Agriculture,Ed Ireson,,6,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,Railroad Commissioner,Luke Warford,,28,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Justice, Supreme Court, Place 3",Erin A. Nowell,,27,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Justice, Supreme Court, Place 5",Amanda Reichek,,27,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Justice, Supreme Court, Place 9",Julia Maldonado,,27,31
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,28,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,27,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"County Commissioner, Precinct No. 4",Timothy Gassaway,,7,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,10,11
