political_subdivison,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes,Absentee Voting Votes,Early Voting Votes
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,GOVERNOR,JOY DIAZ,,3,1,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,GOVERNOR,MICHAEL COOPER,,3,0,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,LIEUTENANT GOVERNOR,CARLA BRAILEY,,8,2,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,LIEUTENANT GOVERNOR,MIKE COLLIER,,7,4,4,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,4,4,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,3,0,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,6,5,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,ATTORNEY GENERAL,MIKE FIELDS,,8,0,6,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,ATTORNEY GENERAL,JOE JAWORSKI,,2,2,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,ATTORNEY GENERAL,LEE MERRITT,,0,4,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,6,1,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,6,5,5,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,7,4,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,3,1,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,7,2,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,7,2,4,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,14,8,8,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COMMISSIONER OF AGRICULTURE,ED IRESON,,5,2,4,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,RAILROAD COMMISSIONER,LUKE WARFORD,,19,10,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,19,9,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,19,9,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,19,9,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,19,8,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,19,8,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,COUNTY CHAIRMAN,WINIFRED JACKSON,,19,10,12,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,0,3,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,3,5,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,3,2,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,GOVERNOR,RICH WAKELAND,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,GOVERNOR,BETO O'ROURKE,,8,11,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,GOVERNOR,JOY DIAZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,GOVERNOR,MICHAEL COOPER,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,LIEUTENANT GOVERNOR,CARLA BRAILEY,,3,6,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,LIEUTENANT GOVERNOR,MIKE COLLIER,,3,2,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,1,3,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,4,3,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,ATTORNEY GENERAL,MIKE FIELDS,,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,ATTORNEY GENERAL,JOE JAWORSKI,,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,ATTORNEY GENERAL,LEE MERRITT,,1,6,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,1,5,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,3,3,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,3,3,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,1,3,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,2,3,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,3,3,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,1,2,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,6,7,5,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COMMISSIONER OF AGRICULTURE,ED IRESON,,1,4,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,RAILROAD COMMISSIONER,LUKE WARFORD,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,11,694,COUNTY CHAIRMAN,WINIFRED JACKSON,,7,11,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,5,0,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,1,2,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,2,0,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,5,0,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,GOVERNOR,RICH WAKELAND,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,GOVERNOR,BETO O'ROURKE,,14,2,5,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,GOVERNOR,JOY DIAZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,GOVERNOR,MICHAEL COOPER,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,LIEUTENANT GOVERNOR,CARLA BRAILEY,,5,1,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,LIEUTENANT GOVERNOR,MIKE COLLIER,,7,0,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,2,1,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,2,0,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,1,2,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,ATTORNEY GENERAL,MIKE FIELDS,,4,0,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,ATTORNEY GENERAL,JOE JAWORSKI,,3,0,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,ATTORNEY GENERAL,LEE MERRITT,,4,0,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,3,0,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,7,0,3,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,4,2,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,3,1,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,5,0,3,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,2,1,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,4,0,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,9,2,2,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COMMISSIONER OF AGRICULTURE,ED IRESON,,4,0,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,RAILROAD COMMISSIONER,LUKE WARFORD,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,12,777,COUNTY CHAIRMAN,WINIFRED JACKSON,,13,2,5,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,4,2,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,2,3,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,5,4,1,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,9,2,4,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,GOVERNOR,RICH WAKELAND,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,GOVERNOR,BETO O'ROURKE,,23,9,6,17
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,GOVERNOR,JOY DIAZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,GOVERNOR,MICHAEL COOPER,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,LIEUTENANT GOVERNOR,CARLA BRAILEY,,6,2,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,LIEUTENANT GOVERNOR,MIKE COLLIER,,11,4,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,5,7,1,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,9,6,1,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,ATTORNEY GENERAL,MIKE FIELDS,,7,2,3,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,ATTORNEY GENERAL,JOE JAWORSKI,,1,2,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,ATTORNEY GENERAL,LEE MERRITT,,4,2,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,4,5,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,12,4,6,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,5,4,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,3,0,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,5,0,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,5,5,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,8,7,2,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,16,12,3,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COMMISSIONER OF AGRICULTURE,ED IRESON,,4,2,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,RAILROAD COMMISSIONER,LUKE WARFORD,,20,12,6,14
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,20,11,6,14
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,19,11,6,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,18,11,6,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,19,12,6,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,20,11,6,14
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,13,774,COUNTY CHAIRMAN,WINIFRED JACKSON,,19,11,6,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,U. S. REPRESENTATIVE DISTRICT 5,KATHLEEN CORDELIA BAILEY,,4,9,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,U. S. REPRESENTATIVE DISTRICT 5,TARTISHA HILL,,5,1,4,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,GOVERNOR,RICH WAKELAND,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,GOVERNOR,BETO O'ROURKE,,9,8,7,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,GOVERNOR,JOY DIAZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,GOVERNOR,MICHAEL COOPER,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,LIEUTENANT GOVERNOR,CARLA BRAILEY,,3,4,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,LIEUTENANT GOVERNOR,MIKE COLLIER,,4,4,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,2,2,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,1,4,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,ATTORNEY GENERAL,MIKE FIELDS,,2,1,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,ATTORNEY GENERAL,JOE JAWORSKI,,0,4,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,ATTORNEY GENERAL,LEE MERRITT,,5,0,4,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,3,4,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,5,6,4,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,1,0,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,3,2,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,1,2,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,4,5,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,8,7,6,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,COMMISSIONER OF AGRICULTURE,ED IRESON,,1,3,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,14,716,RAILROAD COMMISSIONER,LUKE WARFORD,,8,10,6,2
