political_subdivison,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes,Absentee Voting Votes,Early Voting Votes
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,GOVERNOR,JOY DIAZ,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,GOVERNOR,MICHAEL COOPER,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,CARLA BRAILEY,,5,5,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,MIKE COLLIER,,2,5,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,6,3,1,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,0,3,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,3,3,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,ATTORNEY GENERAL,MIKE FIELDS,,4,2,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,ATTORNEY GENERAL,JOE JAWORSKI,,1,3,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,ATTORNEY GENERAL,LEE MERRITT,,5,1,1,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,6,5,1,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,3,5,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,4,3,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,0,2,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,4,2,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,4,4,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,3,5,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,6,12,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COMMISSIONER OF AGRICULTURE,ED IRESON,,6,1,3,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,LUKE WARFORD,,11,10,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,11,9,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,11,10,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,11,10,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,12,10,5,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,11,9,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,2,2874,COUNTY CHAIRMAN,WINIFRED JACKSON,,11,10,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,1,7,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,5,8,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,2,5,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,GOVERNOR,RICH WAKELAND,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,GOVERNOR,BETO O'ROURKE,,6,19,3,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,GOVERNOR,JOY DIAZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,GOVERNOR,MICHAEL COOPER,,2,3,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,LIEUTENANT GOVERNOR,CARLA BRAILEY,,0,8,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,LIEUTENANT GOVERNOR,MIKE COLLIER,,8,4,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,0,10,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,1,2,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,2,8,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,ATTORNEY GENERAL,MIKE FIELDS,,2,3,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,ATTORNEY GENERAL,JOE JAWORSKI,,0,5,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,ATTORNEY GENERAL,LEE MERRITT,,2,5,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,1,3,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,3,8,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,4,11,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,1,4,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,3,5,3,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,4,6,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,0,7,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,5,14,3,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COMMISSIONER OF AGRICULTURE,ED IRESON,,2,8,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,RAILROAD COMMISSIONER,LUKE WARFORD,,8,21,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,7,20,4,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,8,19,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,7,19,4,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,8,19,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,7,19,4,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,3,1487,COUNTY CHAIRMAN,WINIFRED JACKSON,,8,19,5,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,U. S. REPRESENTATIVE DISTRICT 5,KATHLEEN CORDELIA BAILEY,,6,9,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,U. S. REPRESENTATIVE DISTRICT 5,TARTISHA HILL,,5,6,3,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,GOVERNOR,RICH WAKELAND,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,GOVERNOR,BETO O'ROURKE,,7,15,5,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,GOVERNOR,JOY DIAZ,,2,1,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,GOVERNOR,MICHAEL COOPER,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,LIEUTENANT GOVERNOR,CARLA BRAILEY,,4,6,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,LIEUTENANT GOVERNOR,MIKE COLLIER,,6,6,5,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,1,4,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,0,5,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,5,4,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,ATTORNEY GENERAL,MIKE FIELDS,,3,0,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,ATTORNEY GENERAL,JOE JAWORSKI,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,ATTORNEY GENERAL,LEE MERRITT,,3,5,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,6,10,4,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,3,1,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,4,3,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,3,3,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,1,6,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,3,4,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,9,13,4,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COMMISSIONER OF AGRICULTURE,ED IRESON,,1,2,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,RAILROAD COMMISSIONER,LUKE WARFORD,,10,15,5,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,11,15,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,10,15,5,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,10,14,5,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,11,16,5,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,10,16,5,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,4,1287,COUNTY CHAIRMAN,WINIFRED JACKSON,,10,16,5,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,4,2,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,GOVERNOR,RICH WAKELAND,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,GOVERNOR,BETO O'ROURKE,,7,9,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,GOVERNOR,JOY DIAZ,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,GOVERNOR,MICHAEL COOPER,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,LIEUTENANT GOVERNOR,CARLA BRAILEY,,5,2,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,LIEUTENANT GOVERNOR,MIKE COLLIER,,2,5,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,1,3,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,3,3,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,ATTORNEY GENERAL,MIKE FIELDS,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,ATTORNEY GENERAL,JOE JAWORSKI,,1,3,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,ATTORNEY GENERAL,LEE MERRITT,,3,2,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,3,2,0,3
