political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,inct_number,reg_voters,party_code,party_code,race_name,candidate_name,election_votes,early_votes
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of the General Land Office,Sandragrace Martinez,1,4
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of the General Land Office,Michael Lange,4,1
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of the General Land Office,Jay Kleberg,0,2
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of the General Land Office,Jinny Suh,0,1
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of Agriculture,Susan Hays,4,8
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Commissioner of Agriculture,Ed Ireson,1,0
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Railroad Commissioner,Luke Warford,5,7
floyd county,3/1/2022,primary election,1,0,1,901,284,13,"Justice, Supreme Court, Place 3",Erin A Nowell,5,7
floyd county,3/1/2022,primary election,1,0,1,901,284,13,"Justice, Supreme Court, Place 5",Amanda Reichek,5,7
floyd county,3/1/2022,primary election,1,0,1,901,284,13,"Justice, Supreme Court, Place 9",Julia Maldonado,5,6
floyd county,3/1/2022,primary election,1,0,1,901,284,13,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,5,7
floyd county,3/1/2022,primary election,1,0,1,901,284,13,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,5,7
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 1,YES,119,142
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 1,NO,7,10
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 2,YES,88,105
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 2,NO,31,38
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 3,YES,112,137
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 3,NO,13,15
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 4,YES,109,138
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 4,NO,11,12
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 5,YES,107,129
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 5,NO,13,22
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 6,YES,99,114
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 6,NO,19,29
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 7,YES,120,147
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 7,NO,2,4
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 8,YES,112,144
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 8,NO,7,6
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 9,YES,105,128
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 9,NO,16,22
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 10,YES,113,141
floyd county,3/1/2022,primary election,1,0,1,901,284,13,Proposition 10,NO,6,9
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"United States Representative, District No. 19",Jodey C. Arrington,137,98
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Danny Harrison,1,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Rick Perry,6,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Paul Belew,0,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Greg Abbott,92,84
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Don Huffines,24,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Chad Prather,9,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Kandy Kaye Horn,1,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Allen B. West,9,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Aaron Sorrells,14,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Todd M. Bullis,6,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Trayce Bradford,3,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Dan Patrick,98,74
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Zach Vance,0,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Daniel Miller,10,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Eva Guzman,25,31
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Ken Paxton,62,45
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Louie Gohmert,16,5
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,George P. Bush,37,20
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Comptroller of Public Accounts,Mark V. Goloby,27,17
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Comptroller of Public Accounts,Glenn Hegar,94,59
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Victor Avila,9,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Jon Spiers,26,15
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Dawn Buckingham,31,21
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Weston Martinez,9,7
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Tim Westley,19,9
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Rufus Lopez,5,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Ben Armenta,1,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Don W. Minton,11,10
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of Agriculture,Carey A. Counsil,11,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of Agriculture,James White,29,25
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of Agriculture,Sid Miller,87,48
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,"Marvin ""Sarge"" Summers",22,9
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,Wayne Christian,52,39
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,Tom Slocum Jr,13,9
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,Sarah Stogner,11,10
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,Dawayne Tipton,26,8
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 3",Debra Lehrmann,128,77
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 5",Rebeca Huddle,123,76
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 9",Evan Young,74,46
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 9",David J. Schenck,42,29
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,122,76
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,49,38
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,67,38
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",121,72
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Member, State Board of Education, District 15",Aaron Kinsey,86,45
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Member, State Board of Education, District 15",Jay Johnson,36,33
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"State Senator, District No. 28",Charles Perry,130,80
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"State Representative,
District No. 83",Austin Jordan,28,15
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"State Representative,
District No. 83",Dustin Burrows,95,65
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,120,73
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"District Judge, 110th Judicial District","William P. ""Bill"" Smith",127,81
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,County Judge,Marty C. Lucke,127,88
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,District Clerk,Mary Jane Cisneros,127,82
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,County Clerk,Ginger Morgan,133,83
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,County Treasurer,Elva Martinez,60,30
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,County Treasurer,Lori Morales,75,63
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"County Commissioner,
Precinct No. 2",Clint Bigham,131,92
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice of the Peace,
Precinct No. 2 and 3",Jonathan Sustaita,36,16
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice of the Peace,
Precinct No. 2 and 3",Darrell Rasco,104,82
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,County Chairman,Kerry D. Pratt,132,88
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Michael Cooper,0,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Inocencio (Inno) Barrientez,0,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Rich Wakeland,0,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Beto O'Rourke,3,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Governor,Joy Diaz,1,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Michelle Beckley,1,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Mike Collier,1,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Lieutenant Governor,Carla Brailey,1,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Mike Fields,0,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Lee Merritt,0,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,"S. ""TBone"" Raynor",0,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Rochelle Mercedes Garza,3,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Attorney General,Joe Jaworski,0,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Comptroller of Public Accounts,Angel Luis Vega,2,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Comptroller of Public Accounts,Tim Mahoney,0,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Comptroller of Public Accounts,Janet T. Dudding,0,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Sandragrace Martinez,1,3
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Michael Lange,1,0
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Jay Kleberg,0,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of the General Land Office,Jinny Suh,1,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of Agriculture,Susan Hays,2,3
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Commissioner of Agriculture,Ed Ireson,0,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Railroad Commissioner,Luke Warford,3,5
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 3",Erin A Nowell,3,5
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 5",Amanda Reichek,3,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Justice, Supreme Court, Place 9",Julia Maldonado,4,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,3,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,3,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 1,YES,134,94
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 1,NO,6,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 2,YES,102,62
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 2,NO,33,32
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 3,YES,125,85
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 3,NO,14,8
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 4,YES,123,90
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 4,NO,13,4
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 5,YES,126,87
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 5,NO,12,6
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 6,YES,114,77
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 6,NO,17,12
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 7,YES,133,92
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 7,NO,2,2
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 8,YES,130,96
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 8,NO,6,1
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 9,YES,121,77
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 9,NO,18,15
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 10,YES,132,94
floyd county,3/1/2022,primary election,1,0,2,1012,245,10,Proposition 10,NO,7,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,"United States Representative, District No. 19",Jodey C. Arrington,42,43
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Danny Harrison,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Rick Perry,4,9
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Paul Belew,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Greg Abbott,26,36
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Don Huffines,9,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Chad Prather,6,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Kandy Kaye Horn,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Allen B. West,3,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Aaron Sorrells,3,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Todd M. Bullis,2,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Trayce Bradford,1,3
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Dan Patrick,29,29
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Zach Vance,2,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Daniel Miller,2,5
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Eva Guzman,7,12
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Ken Paxton,28,26
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Louie Gohmert,3,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,George P. Bush,6,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,Comptroller of Public Accounts,Mark V. Goloby,12,12
floyd county,3/1/2022,primary election,,0,3,822,98,11,Comptroller of Public Accounts,Glenn Hegar,25,23
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Victor Avila,9,9
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Jon Spiers,6,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Dawn Buckingham,9,9
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Weston Martinez,1,6
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Tim Westley,8,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Rufus Lopez,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Ben Armenta,1,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Don W. Minton,2,3
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of Agriculture,Carey A. Counsil,2,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of Agriculture,James White,14,16
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of Agriculture,Sid Miller,27,20
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,"Marvin ""Sarge"" Summers",11,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,Wayne Christian,8,14
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,Tom Slocum Jr,3,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,Sarah Stogner,8,8
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,Dawayne Tipton,7,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 3",Debra Lehrmann,36,35
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 5",Rebeca Huddle,36,35
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 9",Evan Young,22,18
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 9",David J. Schenck,15,15
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,36,34
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,16,16
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,19,18
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",34,33
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Member, State Board of Education, District 15",Aaron Kinsey,21,28
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Member, State Board of Education, District 15",Jay Johnson,12,12
floyd county,3/1/2022,primary election,,0,3,822,98,11,"State Senator, District No. 28",Charles Perry,37,42
floyd county,3/1/2022,primary election,,0,3,822,98,11,"State Representative,
District No. 83",Austin Jordan,11,11
floyd county,3/1/2022,primary election,,0,3,822,98,11,"State Representative,
District No. 83",Dustin Burrows,26,28
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,34,33
floyd county,3/1/2022,primary election,,0,3,822,98,11,"District Judge, 110th Judicial District","William P. ""Bill"" Smith",37,38
floyd county,3/1/2022,primary election,,0,3,822,98,11,County Judge,Marty C. Lucke,40,44
floyd county,3/1/2022,primary election,,0,3,822,98,11,District Clerk,Mary Jane Cisneros,41,42
floyd county,3/1/2022,primary election,,0,3,822,98,11,County Clerk,Ginger Morgan,41,40
floyd county,3/1/2022,primary election,,0,3,822,98,11,County Treasurer,Elva Martinez,19,27
