political_subdivision,election_date,election_name,total provisional ballots,total provisonal ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_name
Bee County,3/1/2022,Primary,,,16,1045,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,34,20
Bee County,3/1/2022,Primary,,,16,1045,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,44,33
Bee County,3/1/2022,Primary,,,16,1045,"District Judge, 36th Judicial District",Starr Bauer,84,58
Bee County,3/1/2022,Primary,,,16,1045,"District Judge, 156th Judicial District",Patrick L. Flanigan,85,55
Bee County,3/1/2022,Primary,,,16,1045,County Judge,George Poe Trace Morrill III,89,59
Bee County,3/1/2022,Primary,,,16,1045,District Clerk,Zenaida Silva,91,57
Bee County,3/1/2022,Primary,,,16,1045,County Clerk,Nickelle Clark Gonzales,44,28
Bee County,3/1/2022,Primary,,,16,1045,County Clerk,Michele Bridge,56,34
Bee County,3/1/2022,Primary,,,16,1045,"County Commissioner, Precinct No. 2",Mike Willow,46,36
Bee County,3/1/2022,Primary,,,16,1045,"County Commissioner, Precinct No. 2",Dennis DeWitt,52,28
Bee County,3/1/2022,Primary,,,16,1045,"Justice of the Peace, Precinct No. 2",Mike Showalter,84,55
Bee County,3/1/2022,Primary,,,16,1045,County Chairman,Patty Johnson,85,56
Bee County,3/1/2022,Primary,,,16,1045,Proposition 1,YES,89,56
Bee County,3/1/2022,Primary,,,16,1045,Proposition 1,NO,8,3
Bee County,3/1/2022,Primary,,,16,1045,Proposition 2,YES,77,50
Bee County,3/1/2022,Primary,,,16,1045,Proposition 2,NO,21,10
Bee County,3/1/2022,Primary,,,16,1045,Proposition 3,YES,86,61
Bee County,3/1/2022,Primary,,,16,1045,Proposition 3,NO,13,2
Bee County,3/1/2022,Primary,,,16,1045,Proposition 4,YES,85,57
Bee County,3/1/2022,Primary,,,16,1045,Proposition 4,NO,12,3
Bee County,3/1/2022,Primary,,,16,1045,Proposition 5,YES,77,57
Bee County,3/1/2022,Primary,,,16,1045,Proposition 5,NO,17,4
Bee County,3/1/2022,Primary,,,16,1045,Proposition 6,YES,70,55
Bee County,3/1/2022,Primary,,,16,1045,Proposition 6,NO,22,4
Bee County,3/1/2022,Primary,,,16,1045,Proposition 7,YES,95,62
Bee County,3/1/2022,Primary,,,16,1045,Proposition 7,NO,3,0
Bee County,3/1/2022,Primary,,,16,1045,Proposition 8,YES,89,55
Bee County,3/1/2022,Primary,,,16,1045,Proposition 8,NO,6,5
Bee County,3/1/2022,Primary,,,16,1045,Proposition 9,YES,86,56
Bee County,3/1/2022,Primary,,,16,1045,Proposition 9,NO,12,5
Bee County,3/1/2022,Primary,,,16,1045,Proposition 10,YES,91,58
Bee County,3/1/2022,Primary,,,16,1045,Proposition 10,NO,5,2
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Anthony J Tristan,8,8
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Victor Melgoza,6,2
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Maclovio Perez Jr,39,7
Bee County,3/1/2022,Primary,,,17,1153,Governor,Rich Wakeland,2,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Joy Diaz,0,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Inocencio (Inno) Barrientez,0,1
Bee County,3/1/2022,Primary,,,17,1153,Governor,Michael Cooper,0,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Beto O'Rourke,53,16
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Michelle Beckley,26,5
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Carla Brailey,17,3
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Mike Collier,9,6
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Joe Jaworski,6,1
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Rochelle Mercedes Garza,39,12
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Mike Fields,5,2
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Lee Merritt,0,1
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,"S. ""TBone"" Raynor",3,0
Bee County,3/1/2022,Primary,,,17,1153,Comptroller of Public Accounts,Janet T. Dudding,7,3
Bee County,3/1/2022,Primary,,,17,1153,Comptroller of Public Accounts,Tim Mahoney,5,2
Bee County,3/1/2022,Primary,,,17,1153,Comptroller of Public Accounts,Angel Luis Vega,42,9
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Jinny Suh,5,2
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Sandragrace Martinez,28,6
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Jay Kleberg,13,1
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Michael Lange,8,5
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of Agriculture,Susan Hays,41,10
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of Agriculture,Ed Ireson,10,4
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,Luke Warford,46,14
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 3",Erin A Nowell,49,15
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 5",Amanda Reichek,48,14
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 9",Julia Maldonado,52,14
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,49,15
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,47,14
Bee County,3/1/2022,Primary,,,17,1153,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,54,15
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Morgan Lamantia,12,5
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Alex Dominguez,17,2
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Sara Stapleton-Barrera,19,8
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Salomon Torres,5,1
Bee County,3/1/2022,Primary,,,17,1153,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,48,15
Bee County,3/1/2022,Primary,,,17,1153,"Justice of the Peace, Precinct No. 3",Abel Suniga,44,14
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Michael Cloud,47,29
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Chris Mapp,2,2
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",AJ Louderback,2,5
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Eric Mireles,5,4
Bee County,3/1/2022,Primary,,,17,1153,"United States Representative, District No. 27",Andrew Alvarez,5,2
Bee County,3/1/2022,Primary,,,17,1153,Governor,Rick Perry,4,3
Bee County,3/1/2022,Primary,,,17,1153,Governor,Chad Prather,0,1
Bee County,3/1/2022,Primary,,,17,1153,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Greg Abbott,65,31
Bee County,3/1/2022,Primary,,,17,1153,Governor,Kandy Kaye Horn,1,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Don Huffines,0,6
Bee County,3/1/2022,Primary,,,17,1153,Governor,Paul Belew,0,0
Bee County,3/1/2022,Primary,,,17,1153,Governor,Allen B. West,1,3
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Zach Vance,5,5
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Daniel Miller,8,6
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Aaron Sorrells,0,0
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Dan Patrick,48,29
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Trayce Bradford,2,1
Bee County,3/1/2022,Primary,,,17,1153,Lieutenant Governor,Todd M. Bullis,1,1
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Louie Gohmert,5,6
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,George P. Bush,16,18
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Eva Guzman,13,2
Bee County,3/1/2022,Primary,,,17,1153,Attorney General,Ken Paxton,32,18
Bee County,3/1/2022,Primary,,,17,1153,Comptroller of Public Accounts,Mark V. Goloby,10,11
Bee County,3/1/2022,Primary,,,17,1153,Comptroller of Public Accounts,Glenn Hegar,48,31
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Jon Spiers,11,13
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Weston Martinez,4,0
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Don W. Minton,2,5
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Victor Avila,7,2
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Dawn Buckingham,22,10
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Rufus Lopez,3,2
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Ben Armenta,0,3
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of the General Land Office,Tim Westley,8,6
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of Agriculture,James White,20,14
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of Agriculture,Carey A. Counsil,3,3
Bee County,3/1/2022,Primary,,,17,1153,Commissioner of Agriculture,Sid Miller,39,23
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,Sarah Stogner,13,10
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,Wayne Christian,26,13
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,Dawayne Tipton,7,4
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,"Marvin ""Sarge"" Summers",5,7
Bee County,3/1/2022,Primary,,,17,1153,Railroad Commissioner,Tom Slocum Jr,10,7
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 3",Debra Lehrmann,58,37
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 5",Rebeca Huddle,56,36
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 9",David J. Schenck,30,22
Bee County,3/1/2022,Primary,,,17,1153,"Justice, Supreme Court, Place 9",Evan Young,29,19
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,55,37
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,34,28
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,22,12
Bee County,3/1/2022,Primary,,,17,1153,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",55,38
Bee County,3/1/2022,Primary,,,17,1153,"Member, State Board of Education, District No. 3",Lana Jean Holland,34,23
Bee County,3/1/2022,Primary,,,17,1153,"Member, State Board of Education, District No. 3",Ken Morrow,27,19
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Isreal Salinas,5,4
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Adam Hinojosa,43,28
Bee County,3/1/2022,Primary,,,17,1153,"State Senator, District No. 27",Raul Torres,19,9
Bee County,3/1/2022,Primary,,,17,1153,"State Representative,  District No. 43",J.M. Lozano,58,38
Bee County,3/1/2022,Primary,,,17,1153,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,20,17
Bee County,3/1/2022,Primary,,,17,1153,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,38,23
Bee County,3/1/2022,Primary,,,17,1153,"District Judge, 36th Judicial District",Starr Bauer,61,41
Bee County,3/1/2022,Primary,,,17,1153,"District Judge, 156th Judicial District",Patrick L. Flanigan,59,40
Bee County,3/1/2022,Primary,,,17,1153,County Judge,George Poe Trace Morrill III,58,40
Bee County,3/1/2022,Primary,,,17,1153,District Clerk,Zenaida Silva,61,38
Bee County,3/1/2022,Primary,,,17,1153,County Clerk,Nickelle Clark Gonzales,34,12
Bee County,3/1/2022,Primary,,,17,1153,County Clerk,Michele Bridge,38,32
Bee County,3/1/2022,Primary,,,17,1153,"Justice of the Peace, Precinct No. 3",Dennis Phipps,48,35
Bee County,3/1/2022,Primary,,,17,1153,County Chairman,Patty Johnson,59,37
Bee County,3/1/2022,Primary,,,17,1153,Proposition 1,YES,68,42
Bee County,3/1/2022,Primary,,,17,1153,Proposition 1,NO,0,2
Bee County,3/1/2022,Primary,,,17,1153,Proposition 2,YES,48,36
Bee County,3/1/2022,Primary,,,17,1153,Proposition 2,NO,16,5
Bee County,3/1/2022,Primary,,,17,1153,Proposition 3,YES,64,41
Bee County,3/1/2022,Primary,,,17,1153,Proposition 3,NO,6,3
Bee County,3/1/2022,Primary,,,17,1153,Proposition 4,YES,66,39
Bee County,3/1/2022,Primary,,,17,1153,Proposition 4,NO,3,4
Bee County,3/1/2022,Primary,,,17,1153,Proposition 5,YES,64,37
Bee County,3/1/2022,Primary,,,17,1153,Proposition 5,NO,5,6
Bee County,3/1/2022,Primary,,,17,1153,Proposition 6,YES,58,35
Bee County,3/1/2022,Primary,,,17,1153,Proposition 6,NO,8,6
Bee County,3/1/2022,Primary,,,17,1153,Proposition 7,YES,69,43
Bee County,3/1/2022,Primary,,,17,1153,Proposition 7,NO,1,0
Bee County,3/1/2022,Primary,,,17,1153,Proposition 8,YES,68,40
Bee County,3/1/2022,Primary,,,17,1153,Proposition 8,NO,2,3
Bee County,3/1/2022,Primary,,,17,1153,Proposition 9,YES,65,39
Bee County,3/1/2022,Primary,,,17,1153,Proposition 9,NO,4,5
Bee County,3/1/2022,Primary,,,17,1153,Proposition 10,YES,68,42
Bee County,3/1/2022,Primary,,,17,1153,Proposition 10,NO,2,2
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Anthony J Tristan,3,6
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Victor Melgoza,3,3
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Maclovio Perez Jr,23,21
Bee County,3/1/2022,Primary,,,18,1731,Governor,Rich Wakeland,0,0
Bee County,3/1/2022,Primary,,,18,1731,Governor,Joy Diaz,0,1
Bee County,3/1/2022,Primary,,,18,1731,Governor,Inocencio (Inno) Barrientez,0,0
Bee County,3/1/2022,Primary,,,18,1731,Governor,Michael Cooper,1,0
Bee County,3/1/2022,Primary,,,18,1731,Governor,Beto O'Rourke,31,29
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Michelle Beckley,14,7
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Carla Brailey,5,11
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Mike Collier,9,12
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Joe Jaworski,4,2
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Rochelle Mercedes Garza,22,23
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Mike Fields,3,3
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Lee Merritt,0,2
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,"S. ""TBone"" Raynor",1,0
Bee County,3/1/2022,Primary,,,18,1731,Comptroller of Public Accounts,Janet T. Dudding,7,3
Bee County,3/1/2022,Primary,,,18,1731,Comptroller of Public Accounts,Tim Mahoney,4,10
Bee County,3/1/2022,Primary,,,18,1731,Comptroller of Public Accounts,Angel Luis Vega,19,17
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Jinny Suh,4,3
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Sandragrace Martinez,17,15
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Jay Kleberg,5,7
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Michael Lange,3,5
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of Agriculture,Susan Hays,27,27
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of Agriculture,Ed Ireson,3,3
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,Luke Warford,29,26
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 3",Erin A Nowell,29,26
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 5",Amanda Reichek,29,27
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 9",Julia Maldonado,30,27
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,28,27
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,27,27
Bee County,3/1/2022,Primary,,,18,1731,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,30,27
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Morgan Lamantia,6,4
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Alex Dominguez,5,7
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Sara Stapleton-Barrera,15,14
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Salomon Torres,5,5
Bee County,3/1/2022,Primary,,,18,1731,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,30,27
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Michael Cloud,154,116
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Chris Mapp,13,6
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",AJ Louderback,5,5
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Eric Mireles,6,7
Bee County,3/1/2022,Primary,,,18,1731,"United States Representative, District No. 27",Andrew Alvarez,17,10
Bee County,3/1/2022,Primary,,,18,1731,Governor,Rick Perry,15,7
Bee County,3/1/2022,Primary,,,18,1731,Governor,Chad Prather,3,2
Bee County,3/1/2022,Primary,,,18,1731,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,18,1731,Governor,Greg Abbott,162,127
Bee County,3/1/2022,Primary,,,18,1731,Governor,Kandy Kaye Horn,4,2
Bee County,3/1/2022,Primary,,,18,1731,Governor,Don Huffines,10,4
Bee County,3/1/2022,Primary,,,18,1731,Governor,Paul Belew,2,1
Bee County,3/1/2022,Primary,,,18,1731,Governor,Allen B. West,7,12
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Zach Vance,7,9
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Daniel Miller,13,13
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Aaron Sorrells,2,3
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Dan Patrick,158,113
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Trayce Bradford,11,4
Bee County,3/1/2022,Primary,,,18,1731,Lieutenant Governor,Todd M. Bullis,2,4
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Louie Gohmert,28,23
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,George P. Bush,64,51
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Eva Guzman,28,14
Bee County,3/1/2022,Primary,,,18,1731,Attorney General,Ken Paxton,82,64
Bee County,3/1/2022,Primary,,,18,1731,Comptroller of Public Accounts,Mark V. Goloby,30,26
Bee County,3/1/2022,Primary,,,18,1731,Comptroller of Public Accounts,Glenn Hegar,154,112
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Jon Spiers,51,27
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Weston Martinez,9,8
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Don W. Minton,12,4
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Victor Avila,13,8
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Dawn Buckingham,68,53
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Rufus Lopez,3,1
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Ben Armenta,1,0
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of the General Land Office,Tim Westley,20,28
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of Agriculture,James White,58,45
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of Agriculture,Carey A. Counsil,7,7
Bee County,3/1/2022,Primary,,,18,1731,Commissioner of Agriculture,Sid Miller,115,88
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,Sarah Stogner,37,25
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,Wayne Christian,71,49
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,Dawayne Tipton,19,9
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,"Marvin ""Sarge"" Summers",10,21
Bee County,3/1/2022,Primary,,,18,1731,Railroad Commissioner,Tom Slocum Jr,32,27
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 3",Debra Lehrmann,168,127
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 5",Rebeca Huddle,167,125
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 9",David J. Schenck,89,72
Bee County,3/1/2022,Primary,,,18,1731,"Justice, Supreme Court, Place 9",Evan Young,76,53
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,168,123
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,121,90
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,50,32
Bee County,3/1/2022,Primary,,,18,1731,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",167,120
Bee County,3/1/2022,Primary,,,18,1731,"Member, State Board of Education, District No. 3",Lana Jean Holland,105,71
Bee County,3/1/2022,Primary,,,18,1731,"Member, State Board of Education, District No. 3",Ken Morrow,70,53
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Isreal Salinas,14,16
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Adam Hinojosa,131,79
Bee County,3/1/2022,Primary,,,18,1731,"State Senator, District No. 27",Raul Torres,37,39
Bee County,3/1/2022,Primary,,,18,1731,"State Representative,  District No. 43",J.M. Lozano,181,136
Bee County,3/1/2022,Primary,,,18,1731,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,65,43
Bee County,3/1/2022,Primary,,,18,1731,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,95,71
Bee County,3/1/2022,Primary,,,18,1731,"District Judge, 36th Judicial District",Starr Bauer,188,136
Bee County,3/1/2022,Primary,,,18,1731,"District Judge, 156th Judicial District",Patrick L. Flanigan,176,129
Bee County,3/1/2022,Primary,,,18,1731,County Judge,George Poe Trace Morrill III,182,137
Bee County,3/1/2022,Primary,,,18,1731,District Clerk,Zenaida Silva,181,135
Bee County,3/1/2022,Primary,,,18,1731,County Clerk,Nickelle Clark Gonzales,76,65
Bee County,3/1/2022,Primary,,,18,1731,County Clerk,Michele Bridge,120,84
Bee County,3/1/2022,Primary,,,18,1731,"County Commissioner, Precinct No. 2",Mike Willow,84,55
Bee County,3/1/2022,Primary,,,18,1731,"County Commissioner, Precinct No. 2",Dennis DeWitt,114,95
Bee County,3/1/2022,Primary,,,18,1731,"Justice of the Peace, Precinct No. 2",Mike Showalter,177,131
Bee County,3/1/2022,Primary,,,18,1731,County Chairman,Patty Johnson,173,133
Bee County,3/1/2022,Primary,,,18,1731,Proposition 1,YES,186,144
Bee County,3/1/2022,Primary,,,18,1731,Proposition 1,NO,14,7
Bee County,3/1/2022,Primary,,,18,1731,Proposition 2,YES,132,108
Bee County,3/1/2022,Primary,,,18,1731,Proposition 2,NO,63,43
Bee County,3/1/2022,Primary,,,18,1731,Proposition 3,YES,182,145
Bee County,3/1/2022,Primary,,,18,1731,Proposition 3,NO,19,7
Bee County,3/1/2022,Primary,,,18,1731,Proposition 4,YES,187,138
Bee County,3/1/2022,Primary,,,18,1731,Proposition 4,NO,12,13
Bee County,3/1/2022,Primary,,,18,1731,Proposition 5,YES,173,127
Bee County,3/1/2022,Primary,,,18,1731,Proposition 5,NO,25,20
Bee County,3/1/2022,Primary,,,18,1731,Proposition 6,YES,163,118
Bee County,3/1/2022,Primary,,,18,1731,Proposition 6,NO,36,28
Bee County,3/1/2022,Primary,,,18,1731,Proposition 7,YES,195,152
Bee County,3/1/2022,Primary,,,18,1731,Proposition 7,NO,3,1
Bee County,3/1/2022,Primary,,,18,1731,Proposition 8,YES,186,140
Bee County,3/1/2022,Primary,,,18,1731,Proposition 8,NO,11,10
Bee County,3/1/2022,Primary,,,18,1731,Proposition 9,YES,178,139
Bee County,3/1/2022,Primary,,,18,1731,Proposition 9,NO,19,15
Bee County,3/1/2022,Primary,,,18,1731,Proposition 10,YES,190,145
Bee County,3/1/2022,Primary,,,18,1731,Proposition 10,NO,8,8
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Anthony J Tristan,0,1
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Victor Melgoza,3,1
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Maclovio Perez Jr,17,2
Bee County,3/1/2022,Primary,,,19,614,Governor,Rich Wakeland,0,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Joy Diaz,1,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Inocencio (Inno) Barrientez,1,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Michael Cooper,0,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Beto O'Rourke,18,4
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Michelle Beckley,10,2
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Carla Brailey,3,0
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Mike Collier,7,1
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Joe Jaworski,3,0
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Rochelle Mercedes Garza,15,2
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Mike Fields,1,0
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Lee Merritt,1,1
Bee County,3/1/2022,Primary,,,19,614,Attorney General,"S. ""TBone"" Raynor",0,1
Bee County,3/1/2022,Primary,,,19,614,Comptroller of Public Accounts,Janet T. Dudding,4,1
Bee County,3/1/2022,Primary,,,19,614,Comptroller of Public Accounts,Tim Mahoney,0,0
Bee County,3/1/2022,Primary,,,19,614,Comptroller of Public Accounts,Angel Luis Vega,16,3
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Jinny Suh,0,0
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Sandragrace Martinez,15,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Jay Kleberg,5,0
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Michael Lange,0,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of Agriculture,Susan Hays,17,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of Agriculture,Ed Ireson,3,2
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,Luke Warford,17,3
