,,,,,#FormatVersion 1,,,,,
sabine county,3/1/2022,primary,0,0,8,334,"State Representative,  District No. 11",Travis Clardy,18,35
sabine county,3/1/2022,primary,0,0,8,334,"State Representative,  District No. 11",Mark Williams,2,5
sabine county,3/1/2022,primary,0,0,8,334,"State Representative,  District No. 11",Rachel Hale,4,5
sabine county,3/1/2022,primary,0,0,8,334,"State Representative,  District No. 11",Greg Caldwell,2,9
sabine county,3/1/2022,primary,0,0,8,334,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,23,38
sabine county,3/1/2022,primary,0,0,8,334,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",22,45
sabine county,3/1/2022,primary,0,0,8,334,County Judge,Daryl Melton,24,48
sabine county,3/1/2022,primary,0,0,8,334,District Clerk,Tellina Thomas Wright,9,33
sabine county,3/1/2022,primary,0,0,8,334,District Clerk,Lisa Dew Pitre,18,26
sabine county,3/1/2022,primary,0,0,8,334,County Clerk,Jamie Clark,23,47
sabine county,3/1/2022,primary,0,0,8,334,County Treasurer,Tricia Woods Jacks,22,47
sabine county,3/1/2022,primary,0,0,8,334,"Justice of the Peace, Precinct No. 2",Henry Alvarado,23,44
sabine county,3/1/2022,primary,0,0,8,334,County Chairman,R.D. Griffin,22,51
sabine county,3/1/2022,primary,0,0,8,334,Proposition 1,YES,26,58
sabine county,3/1/2022,primary,0,0,8,334,Proposition 1,NO,1,3
sabine county,3/1/2022,primary,0,0,8,334,Proposition 2,YES,24,48
sabine county,3/1/2022,primary,0,0,8,334,Proposition 2,NO,1,10
sabine county,3/1/2022,primary,0,0,8,334,Proposition 3,YES,26,54
sabine county,3/1/2022,primary,0,0,8,334,Proposition 3,NO,2,4
sabine county,3/1/2022,primary,0,0,8,334,Proposition 4,YES,26,57
sabine county,3/1/2022,primary,0,0,8,334,Proposition 4,NO,0,3
sabine county,3/1/2022,primary,0,0,8,334,Proposition 5,YES,25,50
sabine county,3/1/2022,primary,0,0,8,334,Proposition 5,NO,1,9
sabine county,3/1/2022,primary,0,0,8,334,Proposition 6,YES,23,47
sabine county,3/1/2022,primary,0,0,8,334,Proposition 6,NO,1,10
sabine county,3/1/2022,primary,0,0,8,334,Proposition 7,YES,27,59
sabine county,3/1/2022,primary,0,0,8,334,Proposition 7,NO,0,1
sabine county,3/1/2022,primary,0,0,8,334,Proposition 8,YES,26,60
sabine county,3/1/2022,primary,0,0,8,334,Proposition 8,NO,0,1
sabine county,3/1/2022,primary,0,0,8,334,Proposition 9,YES,23,55
sabine county,3/1/2022,primary,0,0,8,334,Proposition 9,NO,4,5
sabine county,3/1/2022,primary,0,0,8,334,Proposition 10,YES,25,54
sabine county,3/1/2022,primary,0,0,8,334,Proposition 10,NO,0,4
