,,,,,#FormatVersion 1,,,,,
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Michael Lange,3,1
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Sandragrace Martinez,3,1
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of Agriculture,Ed Ireson,3,1
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of Agriculture,Susan Hays,12,2
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,Luke Warford,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 3",Erin A Nowell,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 5",Amanda Reichek,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 9",Julia Maldonado,15,3
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"State Senator, District No. 3",Steve Russell,14,3
sabine county,3/1/2022,primary,0,0,1,1963,"United States Representative, District No. 1",John Porro,26,20
sabine county,3/1/2022,primary,0,0,1,1963,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",23,13
sabine county,3/1/2022,primary,0,0,1,1963,"United States Representative, District No. 1",Joe McDaniel,114,57
sabine county,3/1/2022,primary,0,0,1,1963,"United States Representative, District No. 1",Nathaniel Moran,143,65
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Don Huffines,7,14
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Greg Abbott,277,144
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Chad Prather,9,5
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Allen B. West,42,20
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Danny Harrison,2,0
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Kandy Kaye Horn,1,1
sabine county,3/1/2022,primary,0,0,1,1963,Governor,Rick Perry,10,1
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Zach Vance,16,5
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Daniel Miller,23,13
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Dan Patrick,271,130
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Trayce Bradford,8,8
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Todd M. Bullis,1,1
sabine county,3/1/2022,primary,0,0,1,1963,Lieutenant Governor,Aaron Sorrells,8,10
sabine county,3/1/2022,primary,0,0,1,1963,Attorney General,Louie Gohmert,158,89
sabine county,3/1/2022,primary,0,0,1,1963,Attorney General,George P. Bush,45,14
sabine county,3/1/2022,primary,0,0,1,1963,Attorney General,Eva Guzman,28,8
sabine county,3/1/2022,primary,0,0,1,1963,Attorney General,Ken Paxton,113,67
sabine county,3/1/2022,primary,0,0,1,1963,Comptroller of Public Accounts,Glenn Hegar,240,129
sabine county,3/1/2022,primary,0,0,1,1963,Comptroller of Public Accounts,Mark V. Goloby,41,20
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Dawn Buckingham,111,53
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Tim Westley,60,31
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Jon Spiers,24,10
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Victor Avila,11,14
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Don W. Minton,54,27
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Weston Martinez,8,4
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Ben Armenta,3,1
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of the General Land Office,Rufus Lopez,10,4
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of Agriculture,Carey A. Counsil,27,11
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of Agriculture,James White,156,75
sabine county,3/1/2022,primary,0,0,1,1963,Commissioner of Agriculture,Sid Miller,109,74
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,Sarah Stogner,25,14
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,Wayne Christian,198,106
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,Tom Slocum Jr,62,28
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,Dawayne Tipton,14,7
sabine county,3/1/2022,primary,0,0,1,1963,Railroad Commissioner,"Marvin ""Sarge"" Summers",18,13
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 3",Debra Lehrmann,252,137
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 5",Rebeca Huddle,249,134
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 9",Evan Young,187,100
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, Supreme Court, Place 9",David J. Schenck,86,39
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,252,135
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,178,90
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,101,55
sabine county,3/1/2022,primary,0,0,1,1963,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",253,132
sabine county,3/1/2022,primary,0,0,1,1963,"Member, State Board of Education, District No. 9",Keven M. Ellis,252,132
sabine county,3/1/2022,primary,0,0,1,1963,"State Senator, District No. 3",Robert Nichols,262,138
sabine county,3/1/2022,primary,0,0,1,1963,"State Representative,  District No. 11",Travis Clardy,151,90
sabine county,3/1/2022,primary,0,0,1,1963,"State Representative,  District No. 11",Mark Williams,55,27
sabine county,3/1/2022,primary,0,0,1,1963,"State Representative,  District No. 11",Rachel Hale,56,23
sabine county,3/1/2022,primary,0,0,1,1963,"State Representative,  District No. 11",Greg Caldwell,49,25
sabine county,3/1/2022,primary,0,0,1,1963,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,255,136
sabine county,3/1/2022,primary,0,0,1,1963,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",279,145
sabine county,3/1/2022,primary,0,0,1,1963,County Judge,Daryl Melton,288,150
sabine county,3/1/2022,primary,0,0,1,1963,District Clerk,Tellina Thomas Wright,181,89
sabine county,3/1/2022,primary,0,0,1,1963,District Clerk,Lisa Dew Pitre,157,86
sabine county,3/1/2022,primary,0,0,1,1963,County Clerk,Jamie Clark,278,149
sabine county,3/1/2022,primary,0,0,1,1963,County Treasurer,Tricia Woods Jacks,286,151
sabine county,3/1/2022,primary,0,0,1,1963,"Justice of the Peace, Precinct No. 1",Roger Gay,288,148
sabine county,3/1/2022,primary,0,0,1,1963,County Chairman,R.D. Griffin,269,151
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 1,YES,333,178
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 1,NO,8,3
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 2,YES,258,148
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 2,NO,80,29
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 3,YES,312,169
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 3,NO,30,11
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 4,YES,328,170
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 4,NO,14,5
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 5,YES,297,162
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 5,NO,33,11
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 6,YES,295,152
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 6,NO,39,19
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 7,YES,337,178
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 7,NO,6,2
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 8,YES,329,173
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 8,NO,13,3
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 9,YES,320,166
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 9,NO,22,13
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 10,YES,330,176
sabine county,3/1/2022,primary,0,0,1,1963,Proposition 10,NO,11,4
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,3,1
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Gavin Dass,5,2
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Stephen Kocen,5,1
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Victor D. Dunn,3,0
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Joy Diaz,0,0
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Rich Wakeland,1,1
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Michael Cooper,2,0
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Beto O'Rourke,13,3
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Michelle Beckley,6,2
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Carla Brailey,3,2
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Mike Collier,7,0
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Joe Jaworski,6,0
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Mike Fields,4,1
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Rochelle Mercedes Garza,4,3
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,"S. ""TBone"" Raynor",0,0
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Lee Merritt,2,0
sabine county,3/1/2022,primary,1,1,2,1532,Comptroller of Public Accounts,Angel Luis Vega,2,1
sabine county,3/1/2022,primary,1,1,2,1532,Comptroller of Public Accounts,Tim Mahoney,8,1
sabine county,3/1/2022,primary,1,1,2,1532,Comptroller of Public Accounts,Janet T. Dudding,6,1
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Jinny Suh,4,2
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Jay Kleberg,2,2
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Michael Lange,7,0
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Sandragrace Martinez,2,0
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of Agriculture,Ed Ireson,4,0
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of Agriculture,Susan Hays,10,4
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,Luke Warford,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 3",Erin A Nowell,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 5",Amanda Reichek,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 9",Julia Maldonado,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"State Senator, District No. 3",Steve Russell,11,2
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",John Porro,15,18
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",17,14
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Joe McDaniel,125,60
sabine county,3/1/2022,primary,1,1,2,1532,"United States Representative, District No. 1",Nathaniel Moran,135,58
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Don Huffines,11,15
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Greg Abbott,269,115
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Chad Prather,6,11
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Allen B. West,42,31
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Danny Harrison,0,1
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Kandy Kaye Horn,3,2
sabine county,3/1/2022,primary,1,1,2,1532,Governor,Rick Perry,5,3
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Zach Vance,9,13
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Daniel Miller,20,18
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Dan Patrick,254,112
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Trayce Bradford,14,14
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Todd M. Bullis,6,0
sabine county,3/1/2022,primary,1,1,2,1532,Lieutenant Governor,Aaron Sorrells,11,6
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Louie Gohmert,124,69
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,George P. Bush,45,18
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Eva Guzman,26,20
sabine county,3/1/2022,primary,1,1,2,1532,Attorney General,Ken Paxton,140,65
sabine county,3/1/2022,primary,1,1,2,1532,Comptroller of Public Accounts,Glenn Hegar,214,117
sabine county,3/1/2022,primary,1,1,2,1532,Comptroller of Public Accounts,Mark V. Goloby,64,23
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Dawn Buckingham,105,53
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Tim Westley,49,26
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Jon Spiers,25,15
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Victor Avila,20,14
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Don W. Minton,61,25
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Weston Martinez,3,3
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Ben Armenta,0,1
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of the General Land Office,Rufus Lopez,11,1
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of Agriculture,Carey A. Counsil,25,12
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of Agriculture,James White,140,62
sabine county,3/1/2022,primary,1,1,2,1532,Commissioner of Agriculture,Sid Miller,123,74
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,Sarah Stogner,40,15
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,Wayne Christian,162,88
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,Tom Slocum Jr,59,24
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,Dawayne Tipton,19,8
sabine county,3/1/2022,primary,1,1,2,1532,Railroad Commissioner,"Marvin ""Sarge"" Summers",25,19
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 3",Debra Lehrmann,245,125
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 5",Rebeca Huddle,245,127
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 9",Evan Young,189,94
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, Supreme Court, Place 9",David J. Schenck,85,40
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,254,128
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,176,71
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,99,66
sabine county,3/1/2022,primary,1,1,2,1532,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",247,126
sabine county,3/1/2022,primary,1,1,2,1532,"Member, State Board of Education, District No. 9",Keven M. Ellis,246,125
sabine county,3/1/2022,primary,1,1,2,1532,"State Senator, District No. 3",Robert Nichols,255,131
sabine county,3/1/2022,primary,1,1,2,1532,"State Representative,  District No. 11",Travis Clardy,144,71
sabine county,3/1/2022,primary,1,1,2,1532,"State Representative,  District No. 11",Mark Williams,53,31
sabine county,3/1/2022,primary,1,1,2,1532,"State Representative,  District No. 11",Rachel Hale,60,33
sabine county,3/1/2022,primary,1,1,2,1532,"State Representative,  District No. 11",Greg Caldwell,53,23
sabine county,3/1/2022,primary,1,1,2,1532,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,245,125
sabine county,3/1/2022,primary,1,1,2,1532,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",254,129
sabine county,3/1/2022,primary,1,1,2,1532,County Judge,Daryl Melton,263,135
sabine county,3/1/2022,primary,1,1,2,1532,District Clerk,Tellina Thomas Wright,102,65
sabine county,3/1/2022,primary,1,1,2,1532,District Clerk,Lisa Dew Pitre,213,91
sabine county,3/1/2022,primary,1,1,2,1532,County Clerk,Jamie Clark,264,137
sabine county,3/1/2022,primary,1,1,2,1532,County Treasurer,Tricia Woods Jacks,259,131
sabine county,3/1/2022,primary,1,1,2,1532,"County Commissioner, Precinct No. 2",Keith Nabours,185,81
sabine county,3/1/2022,primary,1,1,2,1532,"County Commissioner, Precinct No. 2",Ray Sutton,60,34
sabine county,3/1/2022,primary,1,1,2,1532,"County Commissioner, Precinct No. 2",Randy Barnett,83,55
sabine county,3/1/2022,primary,1,1,2,1532,"Justice of the Peace, Precinct No. 2",Henry Alvarado,265,132
sabine county,3/1/2022,primary,1,1,2,1532,County Chairman,R.D. Griffin,257,127
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 1,YES,323,176
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 1,NO,6,3
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 2,YES,261,146
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 2,NO,57,24
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 3,YES,294,160
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 3,NO,31,17
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 4,YES,310,172
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 4,NO,17,4
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 5,YES,295,149
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 5,NO,25,24
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 6,YES,292,153
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 6,NO,26,16
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 7,YES,325,174
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 7,NO,3,4
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 8,YES,310,170
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 8,NO,14,5
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 9,YES,297,163
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 9,NO,30,14
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 10,YES,314,165
sabine county,3/1/2022,primary,1,1,2,1532,Proposition 10,NO,9,5
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,0,8
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Gavin Dass,0,3
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Stephen Kocen,0,1
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Victor D. Dunn,2,8
sabine county,3/1/2022,primary,0,0,3,604,Governor,Joy Diaz,0,1
sabine county,3/1/2022,primary,0,0,3,604,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,0,0,3,604,Governor,Michael Cooper,0,2
sabine county,3/1/2022,primary,0,0,3,604,Governor,Beto O'Rourke,2,18
sabine county,3/1/2022,primary,0,0,3,604,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Michelle Beckley,0,7
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Carla Brailey,1,11
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Mike Collier,1,3
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Joe Jaworski,1,4
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Mike Fields,1,4
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Rochelle Mercedes Garza,0,4
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,"S. ""TBone"" Raynor",0,2
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Lee Merritt,0,7
sabine county,3/1/2022,primary,0,0,3,604,Comptroller of Public Accounts,Angel Luis Vega,0,7
sabine county,3/1/2022,primary,0,0,3,604,Comptroller of Public Accounts,Tim Mahoney,1,6
sabine county,3/1/2022,primary,0,0,3,604,Comptroller of Public Accounts,Janet T. Dudding,1,8
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Jinny Suh,0,3
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Jay Kleberg,1,4
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Michael Lange,0,9
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Sandragrace Martinez,1,4
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of Agriculture,Ed Ireson,1,1
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of Agriculture,Susan Hays,1,19
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,Luke Warford,2,18
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 3",Erin A Nowell,2,18
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 5",Amanda Reichek,2,19
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 9",Julia Maldonado,2,18
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,2,19
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,2,19
sabine county,3/1/2022,primary,0,0,3,604,"State Senator, District No. 3",Steve Russell,2,18
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",John Porro,3,2
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",0,1
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Joe McDaniel,14,20
sabine county,3/1/2022,primary,0,0,3,604,"United States Representative, District No. 1",Nathaniel Moran,16,26
sabine county,3/1/2022,primary,0,0,3,604,Governor,Don Huffines,1,3
sabine county,3/1/2022,primary,0,0,3,604,Governor,Greg Abbott,28,43
sabine county,3/1/2022,primary,0,0,3,604,Governor,Chad Prather,4,3
sabine county,3/1/2022,primary,0,0,3,604,Governor,Allen B. West,1,4
sabine county,3/1/2022,primary,0,0,3,604,Governor,Danny Harrison,0,0
sabine county,3/1/2022,primary,0,0,3,604,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,0,0,3,604,Governor,Kandy Kaye Horn,0,1
sabine county,3/1/2022,primary,0,0,3,604,Governor,Rick Perry,1,2
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Zach Vance,4,5
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Daniel Miller,3,1
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Dan Patrick,25,40
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Trayce Bradford,0,4
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Todd M. Bullis,1,0
sabine county,3/1/2022,primary,0,0,3,604,Lieutenant Governor,Aaron Sorrells,2,2
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Louie Gohmert,15,21
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,George P. Bush,3,8
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Eva Guzman,3,1
sabine county,3/1/2022,primary,0,0,3,604,Attorney General,Ken Paxton,14,24
sabine county,3/1/2022,primary,0,0,3,604,Comptroller of Public Accounts,Glenn Hegar,31,41
sabine county,3/1/2022,primary,0,0,3,604,Comptroller of Public Accounts,Mark V. Goloby,3,5
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Dawn Buckingham,8,18
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Tim Westley,7,6
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Jon Spiers,3,2
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Victor Avila,1,3
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Don W. Minton,11,16
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Weston Martinez,1,0
