political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party code,candidate_name,early_votes,election_votes
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,21,61
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,26,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"State Senator, District No. 24",REP,Raul Reyes,18,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"State Senator, District No. 24",REP,Pete Flores,26,86
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"State Senator, District No. 24",REP,Lamar Lewis,9,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"State Representative,  District No. 59",REP,Shelby Slawson,47,118
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,46,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"District Judge, 440th Judicial District",REP,Grant Kinsey,50,121
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Judge,REP,Joey Acfalle,5,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Judge,REP,Jack Barcroft,26,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Judge,REP,Celia J. Sellers,10,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Judge,REP,Roger A Miller,14,72
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Judge, County Court-at-Law",REP,John Lee,50,123
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,District Clerk,REP,Becky Moore,51,125
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Clerk,REP,Jennifer Newton,47,117
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,County Treasurer,REP,Randi McFarlin,50,122
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice of the Peace, Precinct No. 3",REP,Jim Caldwell,48,120
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 1,REP,YES,48,135
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 1,REP,NO,6,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 2,REP,YES,42,102
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 2,REP,NO,11,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 3,REP,YES,45,129
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 3,REP,NO,9,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 4,REP,YES,52,128
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 4,REP,NO,2,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 5,REP,YES,52,123
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 5,REP,NO,3,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 6,REP,YES,45,121
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 6,REP,NO,7,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 7,REP,YES,54,137
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 7,REP,NO,1,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 8,REP,YES,53,137
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 8,REP,NO,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 9,REP,YES,46,131
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 9,REP,NO,6,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 10,REP,YES,52,135
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Proposition 10,REP,NO,3,5
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"United States Representative, District No. 31",REP,Mike Williams,8,34
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"United States Representative, District No. 31",REP,Abhiram Garapati,2,14
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"United States Representative, District No. 31",REP,John Carter,42,88
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Chad Prather,1,10
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Danny Harrison,2,3
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Rick Perry,0,6
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Don Huffines,7,12
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Greg Abbott,35,88
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Kandy Kaye Horn,0,0
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Allen B. West,8,21
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Governor,REP,Paul Belew,0,1
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Dan Patrick,46,102
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Aaron Sorrells,0,3
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Daniel Miller,4,20
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Trayce Bradford,1,2
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Zach Vance,0,6
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Lieutenant Governor,REP,Todd M. Bullis,0,0
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Attorney General,REP,Louie Gohmert,14,30
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Attorney General,REP,George P. Bush,16,30
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Attorney General,REP,Ken Paxton,17,67
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Attorney General,REP,Eva Guzman,6,13
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Comptroller of Public Accounts,REP,Mark V. Goloby,11,29
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Comptroller of Public Accounts,REP,Glenn Hegar,35,98
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Don W. Minton,8,12
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Ben Armenta,0,1
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Rufus Lopez,0,3
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Tim Westley,4,9
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Jon Spiers,4,6
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Victor Avila,0,8
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Dawn Buckingham,32,83
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of the General Land Office,REP,Weston Martinez,0,5
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of Agriculture,REP,James White,12,23
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of Agriculture,REP,Carey A. Counsil,4,13
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Commissioner of Agriculture,REP,Sid Miller,31,94
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Railroad Commissioner,REP,Tom Slocum Jr,12,35
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Railroad Commissioner,REP,Dawayne Tipton,5,17
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Railroad Commissioner,REP,Wayne Christian,19,37
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Railroad Commissioner,REP,Sarah Stogner,1,13
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",5,18
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,40,111
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,37,105
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice, Supreme Court, Place 9",REP,Evan Young,19,61
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice, Supreme Court, Place 9",REP,David J. Schenck,22,53
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,38,105
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,21,40
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,19,72
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",38,104
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,27,73
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,14,42
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"State Senator, District No. 24",REP,Raul Reyes,18,33
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"State Senator, District No. 24",REP,Pete Flores,25,75
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"State Senator, District No. 24",REP,Lamar Lewis,7,22
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"State Representative,  District No. 59",REP,Shelby Slawson,41,115
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,39,107
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"District Judge, 440th Judicial District",REP,Grant Kinsey,42,110
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Judge,REP,Joey Acfalle,3,2
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Judge,REP,Jack Barcroft,9,26
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Judge,REP,Celia J. Sellers,3,26
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Judge,REP,Roger A Miller,32,66
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Judge, County Court-at-Law",REP,John Lee,41,109
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,District Clerk,REP,Becky Moore,42,111
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Clerk,REP,Jennifer Newton,41,107
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,County Treasurer,REP,Randi McFarlin,41,106
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,"Justice of the Peace, Precinct No. 3",REP,Jim Caldwell,41,110
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 1,REP,YES,50,130
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 1,REP,NO,3,5
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 2,REP,YES,41,117
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 2,REP,NO,9,21
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 3,REP,YES,45,123
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 3,REP,NO,7,16
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 4,REP,YES,51,135
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 4,REP,NO,2,5
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 5,REP,YES,46,124
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 5,REP,NO,4,13
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 6,REP,YES,39,120
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 6,REP,NO,10,17
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 7,REP,YES,51,139
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 7,REP,NO,2,1
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 8,REP,YES,50,133
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 8,REP,NO,3,6
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 9,REP,YES,45,121
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 9,REP,NO,6,17
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 10,REP,YES,47,137
Coryell County Republican Party,3/1/2022,Primary Election,1,0,310,852,Proposition 10,REP,NO,3,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"United States Representative, District No. 31",REP,Mike Williams,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"United States Representative, District No. 31",REP,Abhiram Garapati,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"United States Representative, District No. 31",REP,John Carter,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Chad Prather,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Danny Harrison,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Rick Perry,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Don Huffines,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Greg Abbott,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Kandy Kaye Horn,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Allen B. West,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Governor,REP,Paul Belew,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Dan Patrick,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Aaron Sorrells,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Daniel Miller,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Trayce Bradford,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Zach Vance,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Lieutenant Governor,REP,Todd M. Bullis,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Attorney General,REP,Louie Gohmert,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Attorney General,REP,George P. Bush,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Attorney General,REP,Ken Paxton,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Attorney General,REP,Eva Guzman,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Comptroller of Public Accounts,REP,Mark V. Goloby,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Comptroller of Public Accounts,REP,Glenn Hegar,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Don W. Minton,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Ben Armenta,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Rufus Lopez,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Tim Westley,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Jon Spiers,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Victor Avila,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Dawn Buckingham,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of the General Land Office,REP,Weston Martinez,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of Agriculture,REP,James White,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of Agriculture,REP,Carey A. Counsil,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Commissioner of Agriculture,REP,Sid Miller,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Railroad Commissioner,REP,Tom Slocum Jr,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Railroad Commissioner,REP,Dawayne Tipton,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Railroad Commissioner,REP,Wayne Christian,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Railroad Commissioner,REP,Sarah Stogner,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice, Supreme Court, Place 9",REP,Evan Young,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice, Supreme Court, Place 9",REP,David J. Schenck,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"State Senator, District No. 24",REP,Raul Reyes,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"State Senator, District No. 24",REP,Pete Flores,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"State Senator, District No. 24",REP,Lamar Lewis,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"State Representative,  District No. 59",REP,Shelby Slawson,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"District Judge, 440th Judicial District",REP,Grant Kinsey,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Judge,REP,Joey Acfalle,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Judge,REP,Jack Barcroft,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Judge,REP,Celia J. Sellers,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Judge,REP,Roger A Miller,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Judge, County Court-at-Law",REP,John Lee,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,District Clerk,REP,Becky Moore,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Clerk,REP,Jennifer Newton,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,County Treasurer,REP,Randi McFarlin,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,"Justice of the Peace, Precinct No. 2",REP,F.W. (Bill) Price,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 1,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 1,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 2,REP,YES,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 2,REP,NO,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 3,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 3,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 4,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 4,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 5,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 5,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 6,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 6,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 7,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 7,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 8,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 8,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 9,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 9,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 10,REP,YES,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,311,645,Proposition 10,REP,NO,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"United States Representative, District No. 31",REP,Mike Williams,32,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"United States Representative, District No. 31",REP,Abhiram Garapati,28,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"United States Representative, District No. 31",REP,John Carter,120,112
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Chad Prather,2,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Danny Harrison,0,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Rick Perry,8,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Don Huffines,10,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Greg Abbott,135,97
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Kandy Kaye Horn,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Allen B. West,24,41
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Governor,REP,Paul Belew,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Dan Patrick,134,117
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Aaron Sorrells,3,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Daniel Miller,19,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Trayce Bradford,14,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Zach Vance,7,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Lieutenant Governor,REP,Todd M. Bullis,4,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Attorney General,REP,Louie Gohmert,16,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Attorney General,REP,George P. Bush,61,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Attorney General,REP,Ken Paxton,69,73
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Attorney General,REP,Eva Guzman,35,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Comptroller of Public Accounts,REP,Mark V. Goloby,48,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Comptroller of Public Accounts,REP,Glenn Hegar,122,111
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Don W. Minton,22,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Ben Armenta,4,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Rufus Lopez,6,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Tim Westley,18,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Jon Spiers,6,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Victor Avila,6,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Dawn Buckingham,106,77
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of the General Land Office,REP,Weston Martinez,3,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of Agriculture,REP,James White,29,36
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of Agriculture,REP,Carey A. Counsil,11,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Commissioner of Agriculture,REP,Sid Miller,139,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Railroad Commissioner,REP,Tom Slocum Jr,38,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Railroad Commissioner,REP,Dawayne Tipton,26,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Railroad Commissioner,REP,Wayne Christian,42,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Railroad Commissioner,REP,Sarah Stogner,34,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",26,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,160,155
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,161,153
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice, Supreme Court, Place 9",REP,Evan Young,81,83
