COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST BLANK,"DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6",DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 4,DEM JOP Pct 4,DEM JOP Pct 4,DEM County Chair,DEM County Chair,DEM County Chair,DEM County Chair,
SMITH,0046,Precinct 0046,1200,95,72,23,0,9,4,3,2,0,5,1,1,0,0,20,0,1,6,6,8,0,3,9,5,0,6,1,0,2,2,6,10,3,0,2,18,3,0,2,18,0,5,15,0,8,16,0,7,14,0,9,17,0,6,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,15,5,0,3,
SMITH,0046,Precinct 0046,1200,160,124,36,0,10,6,9,5,0,6,3,1,2,0,30,0,0,15,6,10,0,5,14,10,0,6,2,0,4,2,7,15,8,0,4,23,6,0,7,25,0,11,24,0,12,26,0,10,25,0,11,26,0,10,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9,17,16,0,3,
SMITH,0047,Precinct 0047,482,3,0,3,0,2,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,
SMITH,0047,Precinct 0047,482,41,32,9,0,5,0,2,0,0,2,0,1,0,0,8,0,0,4,3,1,0,1,6,0,2,0,0,0,1,0,0,6,1,0,2,5,2,0,2,6,0,3,6,0,3,6,0,3,5,0,4,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,1,0,1,
SMITH,0047,Precinct 0047,482,43,33,10,0,5,1,1,3,0,0,1,0,1,0,8,0,0,4,1,4,0,1,6,0,0,1,2,0,1,1,1,6,1,0,1,6,3,0,1,8,0,2,8,0,2,8,0,2,7,0,3,8,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,8,0,0,2,
SMITH,0048,Precinct 0048,1093,4,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
SMITH,0048,Precinct 0048,1093,62,41,21,0,9,1,4,4,0,3,0,1,0,0,18,0,2,5,9,5,0,2,7,5,1,4,3,0,1,5,2,6,3,0,5,13,4,0,4,14,0,7,13,0,8,14,0,7,14,0,7,14,0,7,15,0,6,12,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,4,
SMITH,0048,Precinct 0048,1093,66,46,20,0,11,1,4,3,0,1,3,0,0,1,16,0,0,5,8,6,0,1,9,5,1,4,0,0,1,4,5,6,3,0,2,14,4,0,2,16,0,4,15,0,5,15,0,5,15,0,5,12,0,8,13,0,7,14,0,6,19,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,5,
SMITH,0049,Precinct 0049,349,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
SMITH,0049,Precinct 0049,349,45,40,5,0,1,2,2,0,0,0,1,0,0,0,4,0,0,2,0,3,0,0,1,1,1,2,0,0,0,1,1,3,0,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,4,0,1,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,
SMITH,0049,Precinct 0049,349,44,40,4,0,0,0,4,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,1,0,3,2,0,2,2,0,2,2,0,2,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,
SMITH,0050,Precinct 0050,2344,30,20,10,0,2,0,2,4,0,2,0,0,0,0,10,0,0,5,3,1,0,1,3,1,0,4,1,0,1,1,0,3,4,0,2,5,3,0,2,8,0,2,8,0,2,8,0,2,8,0,2,8,0,2,8,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,
SMITH,0050,Precinct 0050,2344,402,356,46,0,14,10,8,10,0,4,4,0,0,0,41,0,1,8,15,18,0,5,9,16,2,3,15,0,1,7,10,9,13,0,7,28,7,0,11,32,0,14,33,0,13,32,0,14,33,0,13,31,0,15,33,0,13,33,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,4,
SMITH,0050,Precinct 0050,2344,313,286,27,0,9,2,7,2,0,7,0,1,1,0,25,0,0,7,8,6,0,6,4,8,4,2,4,0,5,2,9,5,5,0,6,19,2,0,6,20,0,7,20,0,7,21,0,6,17,0,10,17,0,10,19,0,8,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,4,
SMITH,0051,Precinct 0051,3266,20,10,10,0,4,1,0,3,0,2,0,0,0,0,10,0,0,1,5,2,0,2,1,4,0,1,2,0,2,0,2,2,4,0,2,6,2,0,2,8,0,2,7,0,3,8,0,2,8,0,2,8,0,2,8,0,2,8,0,2,0,0,0,0,0,0,0,7,0,3,0,0,0,2,6,0,2,
SMITH,0051,Precinct 0051,3266,383,325,58,0,24,8,13,7,0,6,5,4,0,0,49,0,0,18,20,16,0,4,19,15,4,11,5,0,4,14,11,18,9,0,6,43,9,0,6,49,0,9,47,0,11,51,0,7,52,0,6,48,0,10,49,0,9,49,0,9,0,0,0,0,0,0,0,49,0,9,0,0,0,18,37,0,3,
SMITH,0051,Precinct 0051,3266,223,187,36,0,15,5,10,2,0,4,1,1,0,1,33,0,0,6,12,15,0,3,9,11,7,2,3,0,4,10,9,8,3,0,6,29,1,0,6,32,0,4,31,0,5,32,0,4,32,0,4,33,0,3,31,0,5,30,0,6,0,0,0,0,0,0,0,30,0,6,0,0,0,17,15,0,4,
SMITH,0052,Precinct 0052,2353,10,7,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,1,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,
SMITH,0052,Precinct 0052,2353,279,256,23,1,4,3,8,2,0,6,1,0,0,0,20,0,2,9,1,8,0,5,3,8,3,3,4,0,2,0,5,9,4,0,5,12,9,0,2,19,0,4,17,0,6,17,0,6,15,0,8,18,0,5,18,0,5,17,0,6,21,0,2,0,0,0,0,0,0,0,0,0,0,12,9,0,2,
SMITH,0052,Precinct 0052,2353,415,383,32,0,12,8,6,3,0,3,3,2,1,1,25,0,0,8,5,17,0,2,5,9,3,6,7,0,2,14,6,4,5,0,3,19,10,0,3,22,0,10,22,0,10,23,0,9,25,0,7,23,0,9,25,0,7,22,0,10,26,0,6,0,0,0,0,0,0,0,0,0,0,21,11,0,0,
SMITH,0053,Precinct 0053,398,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
SMITH,0053,Precinct 0053,398,16,10,6,0,2,1,2,1,0,0,0,0,0,0,6,0,0,3,0,3,0,0,1,2,1,2,0,0,0,1,2,1,1,0,1,4,2,0,0,4,0,2,3,0,3,6,0,0,5,0,1,5,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,
SMITH,0053,Precinct 0053,398,56,49,7,0,0,1,3,1,0,2,0,0,1,0,6,0,0,0,5,0,0,2,0,3,0,2,0,0,2,0,4,1,0,0,2,5,0,0,2,3,0,4,4,0,3,4,0,3,3,0,4,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,4,0,0,
SMITH,0054,Precinct 0054,3229,38,19,19,0,5,1,2,11,0,0,0,0,0,0,19,0,0,8,1,10,0,0,0,3,0,3,11,0,2,3,1,0,14,0,1,11,7,0,1,18,0,1,18,0,1,18,0,1,18,0,1,18,0,1,18,0,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,
SMITH,0054,Precinct 0054,3229,458,406,52,0,15,6,13,14,0,4,2,0,0,1,48,0,1,16,7,23,0,6,11,14,2,13,10,0,2,4,9,18,16,0,5,34,12,0,6,42,0,10,41,0,11,41,0,11,43,0,9,45,0,7,42,0,10,42,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,4,
SMITH,0054,Precinct 0054,3229,295,257,38,0,18,5,6,6,0,3,2,2,2,0,31,0,1,11,20,6,0,1,13,13,2,8,1,0,1,10,12,7,6,0,3,29,7,0,2,36,0,2,38,0,0,36,0,2,37,0,1,37,0,1,37,0,1,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,
SMITH,0055,Precinct 0055,2274,15,4,11,0,1,3,6,0,0,1,0,0,0,0,11,0,0,2,2,3,0,4,1,5,1,0,4,0,0,3,3,2,1,0,2,7,2,0,2,9,0,2,9,0,2,9,0,2,9,0,2,9,0,2,8,0,3,9,0,2,0,0,0,0,0,0,0,8,0,3,0,0,0,4,5,0,2,
SMITH,0055,Precinct 0055,2274,159,106,53,0,25,10,7,5,0,6,2,2,0,0,49,0,0,15,14,18,0,6,18,15,4,5,5,0,6,14,12,13,7,0,7,40,8,0,5,44,0,9,44,0,9,46,0,7,45,0,8,46,0,7,46,0,7,45,0,8,0,0,0,0,0,0,0,42,0,11,0,0,0,29,23,0,1,
SMITH,0055,Precinct 0055,2274,141,109,32,0,15,5,6,4,0,2,2,0,0,0,29,0,1,14,5,11,0,2,9,12,1,3,5,0,2,13,7,6,3,0,3,22,7,0,3,28,0,4,28,0,4,29,0,3,28,0,4,27,0,5,29,0,3,27,0,5,0,0,0,0,0,0,0,27,0,5,0,0,0,12,19,0,1,
SMITH,0056,Precinct 0056,3404,30,21,9,0,4,1,0,3,0,1,0,0,0,0,9,0,0,1,3,4,0,1,1,5,0,0,2,0,1,3,1,1,3,0,1,7,1,0,1,6,0,3,6,0,3,6,0,3,6,0,3,6,0,3,6,0,3,6,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,2,7,0,0,
SMITH,0056,Precinct 0056,3404,518,462,56,0,20,4,13,14,0,5,3,3,0,1,49,0,0,18,10,22,0,6,11,13,3,4,20,0,5,14,4,10,21,0,7,47,5,0,4,45,0,11,45,0,11,46,0,10,44,0,12,46,0,10,43,0,13,42,0,14,0,0,0,0,0,0,0,41,0,15,0,0,0,22,34,0,0,
SMITH,0056,Precinct 0056,3404,358,302,56,0,19,6,16,9,0,6,3,2,0,0,50,0,1,13,17,20,0,6,9,23,1,6,11,0,6,12,14,11,9,0,10,39,11,0,6,45,0,11,46,0,10,45,0,11,46,0,10,45,0,11,44,0,12,44,0,12,0,0,0,0,0,0,0,45,0,11,0,0,0,25,28,0,3,
SMITH,0057,Precinct 0057,683,28,19,9,0,1,0,1,4,0,3,0,0,0,0,9,0,0,1,3,4,0,1,2,3,0,1,2,0,1,2,1,1,4,0,1,7,1,0,1,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,6,2,0,1,
SMITH,0057,Precinct 0057,683,97,81,16,0,5,3,2,4,0,2,0,0,0,0,16,0,0,3,4,6,0,3,4,6,0,1,3,0,2,4,3,3,2,0,4,10,2,0,4,11,0,5,11,0,5,11,0,5,11,0,5,11,0,5,11,0,5,11,0,5,0,0,0,0,0,0,0,10,0,6,0,0,0,7,7,0,2,
SMITH,0057,Precinct 0057,683,47,44,3,0,0,1,0,1,0,1,0,0,0,0,3,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,1,2,0,0,1,2,0,1,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,
SMITH,0058,Precinct 0058,4004,33,26,7,0,3,0,1,3,0,0,0,0,0,0,7,0,0,2,1,3,0,1,1,2,0,0,3,0,1,0,2,1,3,0,1,4,2,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,
SMITH,0058,Precinct 0058,4004,591,522,69,0,19,10,21,13,0,6,5,3,0,0,60,0,1,30,14,19,0,6,20,16,5,7,17,0,4,11,19,13,21,0,5,55,7,0,7,62,0,7,59,0,10,60,0,9,59,0,10,60,0,9,62,0,7,58,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,0,2,
SMITH,0058,Precinct 0058,4004,486,433,53,0,23,9,10,4,0,7,5,4,0,1,43,0,0,20,13,17,0,3,12,20,5,6,9,0,1,12,12,11,10,0,8,38,8,0,7,39,0,14,37,0,16,39,0,14,44,0,9,42,0,11,42,0,11,40,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,4,
SMITH,0059,Precinct 0059,3552,44,24,20,0,4,6,5,3,0,2,0,0,0,1,19,0,0,6,5,9,0,0,9,2,0,1,8,0,0,0,3,6,10,0,1,15,5,0,0,19,0,1,19,0,1,19,0,1,19,0,1,19,0,1,19,0,1,19,0,1,0,0,0,0,0,0,0,18,0,2,0,0,0,5,14,0,1,
SMITH,0059,Precinct 0059,3552,586,521,65,0,31,10,8,8,0,8,3,1,0,0,60,0,1,17,13,28,0,7,21,10,1,10,17,0,6,13,12,12,17,0,11,52,6,0,7,56,0,9,55,0,10,57,0,8,56,0,9,55,0,10,56,0,9,54,0,11,0,0,0,0,0,0,0,53,0,12,0,0,0,25,35,0,5,
SMITH,0059,Precinct 0059,3552,427,369,58,1,21,10,14,7,0,6,4,2,0,1,48,0,3,13,12,22,0,11,11,19,1,7,12,0,8,6,17,13,12,0,10,38,8,0,12,36,0,22,37,0,21,40,0,18,42,0,16,46,0,12,45,0,13,42,0,16,0,0,0,0,0,0,0,41,0,17,0,0,0,19,34,0,5,
SMITH,0060,Precinct 0060,812,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
SMITH,0060,Precinct 0060,812,30,17,13,0,4,1,6,2,0,0,3,1,1,0,8,0,0,2,5,5,0,1,3,4,1,4,0,0,1,1,2,7,2,0,1,9,3,0,1,11,0,2,11,0,2,11,0,2,10,0,3,11,0,2,13,0,0,10,0,3,12,0,1,0,0,0,0,0,0,0,10,0,3,3,8,0,2,
SMITH,0060,Precinct 0060,812,27,20,7,0,4,0,2,1,0,0,1,1,0,0,5,0,0,0,5,1,0,1,0,3,1,0,2,0,1,0,4,1,0,0,2,4,1,0,2,5,0,2,5,0,2,5,0,2,5,0,2,5,0,2,5,0,2,5,0,2,7,0,0,0,0,0,0,0,0,0,5,0,2,2,5,0,0,
SMITH,0061,Precinct 0061,2470,22,7,15,0,1,4,2,5,0,3,0,0,0,0,15,0,0,3,4,6,0,2,5,4,1,1,3,0,1,6,0,2,4,0,3,9,4,0,2,12,0,3,12,0,3,12,0,3,12,0,3,11,0,4,12,0,3,12,0,3,0,0,0,9,5,0,1,0,0,0,0,0,0,9,6,0,0,
SMITH,0061,Precinct 0061,2470,208,128,80,0,31,13,17,14,0,5,6,0,0,0,73,0,1,30,9,35,0,6,15,30,3,8,18,0,6,16,26,13,15,0,10,62,7,0,11,67,0,13,66,0,14,66,0,14,70,0,10,67,0,13,68,0,12,68,0,12,0,0,0,39,40,0,1,0,0,0,0,0,0,24,50,0,6,
SMITH,0061,Precinct 0061,2470,178,128,50,0,26,4,10,4,0,6,4,2,0,0,42,0,2,18,15,11,0,6,18,8,7,7,2,0,8,11,13,12,5,0,9,37,8,0,5,40,0,10,40,0,10,41,0,9,41,0,9,40,0,10,41,0,9,38,0,12,0,0,0,33,14,0,3,0,0,0,0,0,0,16,28,0,6,
SMITH,0062,Precinct 0066,792,5,0,5,0,2,1,0,1,0,1,0,0,0,0,5,0,0,1,1,2,0,1,3,1,0,1,0,0,0,2,0,3,0,0,0,5,0,0,0,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,
SMITH,0062,Precinct 0066,792,91,54,37,0,17,2,5,5,0,8,5,0,0,0,31,0,1,12,8,8,0,9,13,7,1,7,2,0,7,4,6,14,2,0,11,26,2,0,9,24,0,13,25,0,12,25,0,12,25,0,12,28,0,9,24,0,13,24,0,13,37,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,6,
SMITH,0062,Precinct 0066,792,48,37,11,0,5,1,1,0,0,4,0,0,0,1,10,0,0,1,2,6,0,2,5,1,1,1,0,0,3,2,1,6,0,0,2,6,4,0,1,9,0,2,10,0,1,9,0,2,9,0,2,9,0,2,8,0,3,9,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,1,
SMITH,0063,Precinct 0071,4240,31,19,12,0,0,0,0,9,0,3,0,0,0,0,12,0,0,4,1,4,0,3,2,5,0,0,4,0,1,5,0,0,6,0,1,9,0,0,3,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,
SMITH,0063,Precinct 0071,4240,829,768,61,0,22,6,16,8,0,9,0,0,0,0,61,0,0,17,16,23,0,5,14,14,2,9,17,0,5,10,13,16,13,0,9,45,9,0,7,45,0,16,46,0,15,47,0,14,50,0,11,48,0,13,49,0,12,47,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,2,
SMITH,0063,Precinct 0071,4240,532,489,43,0,11,4,14,7,0,7,1,3,1,1,37,0,0,15,12,9,0,7,11,16,0,5,5,0,6,7,13,5,9,0,9,34,2,0,7,30,0,13,31,0,12,32,0,11,34,0,9,34,0,9,32,0,11,31,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,7,
SMITH,0064,Precinct 0073,554,3,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,
SMITH,0064,Precinct 0073,554,60,37,23,0,11,5,3,2,0,2,3,0,0,0,19,0,1,7,8,6,0,2,9,2,2,3,2,0,5,0,7,3,5,0,8,15,1,0,7,17,0,6,18,0,5,18,0,5,18,0,5,18,0,5,18,0,5,18,0,5,21,0,2,12,8,0,3,0,0,0,0,0,0,8,11,0,4,
SMITH,0064,Precinct 0073,554,53,37,16,0,7,2,3,0,0,4,1,0,0,0,15,0,0,2,8,2,0,4,5,3,1,2,1,0,4,4,2,4,0,0,6,7,2,0,7,9,0,7,8,0,8,9,0,7,11,0,5,9,0,7,9,0,7,10,0,6,13,0,3,3,11,0,2,0,0,0,0,0,0,3,11,0,2,
SMITH,0065,Precinct 0074,580,10,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
SMITH,0065,Precinct 0074,580,96,87,9,0,3,0,1,5,0,0,0,0,0,0,9,0,0,3,4,1,0,1,1,1,0,1,5,0,1,3,0,3,2,0,1,6,2,0,1,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,
SMITH,0065,Precinct 0074,580,81,73,8,0,1,2,1,3,0,1,0,0,0,0,8,0,0,2,3,2,0,1,1,3,1,1,0,0,2,5,0,2,0,0,1,6,1,0,1,7,0,1,7,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,
SMITH,0066,Precinct 0075,3337,38,26,12,0,0,2,3,4,0,3,0,0,0,0,12,0,0,2,3,5,0,2,2,3,0,2,4,0,1,2,1,2,5,0,2,6,4,0,2,9,0,3,9,0,3,9,0,3,9,0,3,9,0,3,9,0,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,
SMITH,0066,Precinct 0075,3337,786,751,35,0,9,5,9,6,0,6,2,3,0,0,28,0,2,14,4,11,0,6,7,11,2,4,6,0,5,6,10,4,10,0,5,25,3,0,7,26,0,9,24,0,11,26,0,9,27,0,8,27,0,8,27,0,8,26,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,3,
SMITH,0066,Precinct 0075,3337,327,303,24,1,5,3,6,5,0,5,1,3,0,1,16,0,3,4,11,4,0,5,2,8,1,5,3,0,5,3,5,6,4,0,6,15,4,0,5,17,0,7,15,0,9,16,0,8,17,0,7,17,0,7,17,0,7,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,6,
SMITH,0067,Precinct 0076,1032,6,2,4,0,0,0,3,1,0,0,0,0,0,0,4,0,0,1,1,2,0,0,1,2,0,1,0,0,0,2,1,1,0,0,0,3,1,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,3,0,1,4,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,
SMITH,0067,Precinct 0076,1032,30,9,21,0,10,2,7,1,0,1,2,0,0,0,19,0,0,4,8,7,0,2,5,5,2,4,4,0,1,4,4,9,3,0,1,13,6,0,2,16,0,5,16,0,5,16,0,5,18,0,3,16,0,5,18,0,3,18,0,3,17,0,4,8,13,0,0,0,0,0,0,0,0,10,11,0,0,
SMITH,0067,Precinct 0076,1032,32,13,19,0,11,2,5,1,0,0,1,0,0,0,18,0,0,5,6,5,0,3,0,6,4,6,3,0,0,5,6,6,2,0,0,10,8,0,1,18,0,1,15,0,4,16,0,3,16,0,3,14,0,5,15,0,4,15,0,4,18,0,1,8,11,0,0,0,0,0,0,0,0,9,10,0,0,
SMITH,0068,Precinct 0077,702,6,3,3,0,1,0,0,1,0,1,0,0,0,0,3,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,
SMITH,0068,Precinct 0077,702,86,61,25,0,17,3,2,1,0,2,0,0,0,0,23,0,2,7,5,9,0,4,7,6,3,0,6,0,3,6,5,1,9,0,4,17,1,0,7,17,0,8,16,0,9,15,0,10,17,0,8,17,0,8,16,0,9,16,0,9,21,0,4,0,0,0,0,0,0,0,0,0,0,13,11,0,1,
SMITH,0068,Precinct 0077,702,56,44,12,0,7,1,3,0,0,1,0,3,0,1,8,0,0,4,3,3,0,2,3,6,1,0,2,0,0,5,2,2,2,0,1,10,2,0,0,10,0,2,10,0,2,12,0,0,11,0,1,11,0,1,10,0,2,10,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,
SMITH,0069,Precinct 0079,3904,24,13,11,0,2,4,2,1,0,2,0,0,0,0,9,0,2,5,4,2,0,0,5,2,1,1,2,0,0,3,1,5,1,0,1,5,4,0,2,10,0,1,10,0,1,10,0,1,10,0,1,9,0,2,9,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,
SMITH,0069,Precinct 0079,3904,488,428,60,0,26,9,16,3,0,6,3,2,0,1,53,0,1,25,10,19,0,6,20,17,5,5,6,0,7,9,16,19,9,0,7,44,11,0,5,50,0,10,47,0,13,51,0,9,51,0,9,49,0,11,51,0,9,51,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,0,1,
SMITH,0069,Precinct 0079,3904,476,414,62,0,33,10,13,1,0,5,5,2,1,0,52,0,2,25,20,14,0,3,20,22,5,9,5,0,1,13,13,17,10,0,9,44,14,0,4,54,0,8,54,0,8,54,0,8,54,0,8,55,0,7,54,0,8,53,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,3,
SMITH,0070,Precinct 0081,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SMITH,0070,Precinct 0081,268,27,15,12,0,5,2,4,0,0,1,0,0,0,0,11,0,1,5,3,2,0,2,3,5,1,1,1,0,1,1,4,4,0,0,3,9,1,0,2,9,0,3,9,0,3,8,0,4,7,0,5,6,0,6,5,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0,8,0,4,4,7,0,1,
SMITH,0070,Precinct 0081,268,14,6,8,0,5,1,1,0,0,1,0,1,0,0,7,0,0,3,0,4,0,1,2,4,0,0,1,0,1,2,3,2,0,0,1,5,2,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,3,5,0,0,
