political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,NON Ballots Cast,race_name,candidate_name,Early Voting Votes,early_votes,election_votes
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,37,5,23
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,33,4,32
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,27,3,22
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,31,3,31
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,44,3,28
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,7,2,5
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,14,3,12
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF AGRICULTURE,Susan Hays,76,10,60
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,20,3,19
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,RAILROAD COMMISSIONER,Luke Warford,94,12,76
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,95,12,75
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,94,13,72
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,96,12,70
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,96,12,74
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,95,13,74
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,DISTRICT CLERK,Searcy L. Toliver,101,14,78
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,55,7,43
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,17,3,13
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"COUNTY COMMISSIONER, PRECINCT 4",Ann Boney,25,4,11
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"COUNTY COMMISSIONER, PRECINCT 4",Roy Flores,6,1,17
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,71,9,47
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,24,5,25
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"JUSTICE OF THE PEACE, PRECINCT 4",Loretta Montoya Garcia,8,1,11
Brazos County,3/1/2022,Democratic Primary,,,4,1736,0,"CONSTABLE, PRECINCT 4",Hezekiah Carter Jr,99,11,76
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,21,4,17
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,GOVERNOR,Inocencio (Inno) Barrientez,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,GOVERNOR,Michael Cooper,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,GOVERNOR,Joy Diaz,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,GOVERNOR,Beto O'Rourke,20,6,15
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,LIEUTENANT GOVERNOR,Michelle Beckley,7,2,5
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,LIEUTENANT GOVERNOR,Mike Collier,7,4,9
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,LIEUTENANT GOVERNOR,Carla Brailey,8,0,3
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,ATTORNEY GENERAL,Mike Fields,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",2,0,0
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,15,2,6
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,ATTORNEY GENERAL,Joe Jaworski,3,4,5
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,ATTORNEY GENERAL,Lee Merritt,1,0,4
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,3,0,4
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,8,6,7
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,11,0,6
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,13,1,6
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,1,4,5
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,1,0,5
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,5,0,0
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF AGRICULTURE,Susan Hays,21,6,15
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,RAILROAD COMMISSIONER,Luke Warford,22,4,15
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,21,4,16
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,21,4,17
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,21,4,17
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,21,4,16
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,20,4,16
Brazos County,3/1/2022,Democratic Primary,,,5,1822,0,DISTRICT CLERK,Searcy L. Toliver,21,4,17
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,9,3,10
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,GOVERNOR,Michael Cooper,0,1,0
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,GOVERNOR,Joy Diaz,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,GOVERNOR,Beto O'Rourke,9,1,8
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,GOVERNOR,Rich Wakeland,0,1,0
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,LIEUTENANT GOVERNOR,Michelle Beckley,2,2,2
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,LIEUTENANT GOVERNOR,Mike Collier,2,0,4
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,LIEUTENANT GOVERNOR,Carla Brailey,5,1,3
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,ATTORNEY GENERAL,Mike Fields,1,2,1
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",0,0,0
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,4,0,5
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,ATTORNEY GENERAL,Joe Jaworski,2,0,2
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,ATTORNEY GENERAL,Lee Merritt,2,1,1
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,2,2,0
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,7,0,8
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,0,1,2
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,4,0,5
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,1,3,0
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,0,0,3
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,3,0,1
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF AGRICULTURE,Susan Hays,9,2,6
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,0,1,3
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,RAILROAD COMMISSIONER,Luke Warford,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,9,3,8
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,6,1042,0,DISTRICT CLERK,Searcy L. Toliver,9,3,9
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,20,4,21
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,GOVERNOR,Michael Cooper,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,GOVERNOR,Joy Diaz,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,GOVERNOR,Beto O'Rourke,21,4,19
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,LIEUTENANT GOVERNOR,Michelle Beckley,9,3,6
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,LIEUTENANT GOVERNOR,Mike Collier,7,1,9
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,LIEUTENANT GOVERNOR,Carla Brailey,6,0,4
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,ATTORNEY GENERAL,Mike Fields,2,1,6
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",1,0,2
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,11,3,7
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,ATTORNEY GENERAL,Joe Jaworski,7,0,3
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,ATTORNEY GENERAL,Lee Merritt,2,0,2
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,4,0,5
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,7,3,6
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,9,1,7
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,8,3,8
Brazos County,3/1/2022,Democratic Primary,,,7,1841,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,6,0,5
