political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,NON Ballots Cast,race_name,candidate_name,Early Voting Votes,early_votes,election_votes
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Roy Brantley,135,24,222
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Mark Maltsberger,84,22,162
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,DISTRICT CLERK,Krystal Kelly,42,12,126
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,DISTRICT CLERK,Gabriel Garcia,121,23,163
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,DISTRICT CLERK,Margaret Meece,64,14,125
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,COUNTY CLERK,Karen McQueen,211,44,370
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,COUNTY TREASURER,Laura Taylor Davis,108,20,217
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,COUNTY TREASURER,Cristian Villarreal,87,25,130
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,"JUSTICE OF THE PEACE, PRECINCT 3",Rick Hill,209,43,362
Brazos County,3/1/2022,Republican Primary,1,1,12,4203,0,"CONSTABLE, PRECINCT 3",J.P. Ingram,209,43,358
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"U.S. REPRESENTATIVE, DISTRICT 10",Michael McCaul,112,14,233
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Kandy Kaye Horn,2,0,4
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Danny Harrison,1,0,3
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Rick Perry,5,0,9
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Allen B. West,26,3,47
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Greg Abbott,84,8,166
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Paul Belew,1,0,2
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Don Huffines,8,3,18
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,GOVERNOR,Chad Prather,3,0,10
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Aaron Sorrells,8,1,18
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Zach Vance,10,3,11
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Dan Patrick,91,10,159
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Daniel Miller,8,1,25
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Todd M. Bullis,2,0,10
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,LIEUTENANT GOVERNOR,Trayce Bradford,6,1,19
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,ATTORNEY GENERAL,Ken Paxton,46,3,113
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,ATTORNEY GENERAL,George P. Bush,28,7,71
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,ATTORNEY GENERAL,Louie Gohmert,28,1,30
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,ATTORNEY GENERAL,Eva Guzman,30,8,38
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMPTROLLER OF PUBLIC ACCOUNTS,Mark V. Goloby,24,5,46
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMPTROLLER OF PUBLIC ACCOUNTS,Glenn Hegar,93,10,171
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Don W. Minton,14,4,23
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,10,0,21
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jon Spiers,20,3,42
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Weston Martinez,10,0,13
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Ben Armenta,1,0,4
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Rufus Lopez,3,0,7
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,44,4,75
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Victor Avila,8,1,14
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF AGRICULTURE,James White,45,3,73
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF AGRICULTURE,Sid Miller,65,8,110
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COMMISSIONER OF AGRICULTURE,Carey A. Counsil,7,3,22
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,RAILROAD COMMISSIONER,Dawayne Tipton,14,4,20
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,RAILROAD COMMISSIONER,Wayne Christian,38,8,69
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,RAILROAD COMMISSIONER,Tom Slocum Jr,42,2,77
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,RAILROAD COMMISSIONER,"Marvin ""Sarge"" Summers",7,0,9
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,RAILROAD COMMISSIONER,Sarah Stogner,12,3,31
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE, SUPREME COURT, PLACE 3",Debra Lehrmann,106,10,214
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE, SUPREME COURT, PLACE 5",Rebeca Huddle,104,8,213
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE, SUPREME COURT, PLACE 9",David J. Schenck,49,5,95
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE, SUPREME COURT, PLACE 9",Evan Young,56,7,98
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 2",Mary Lou Keel,106,10,211
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Clint Morgan,42,4,83
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Scott Walker,60,9,107
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6","Jesse F. McClure, III",102,10,207
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",Tom Maynard,100,10,207
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"STATE SENATOR, DISTRICT 5",Charles Schwertner,107,11,213
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"STATE REPRESENTATIVE, DISTRICT 14",John Raney,74,15,138
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"STATE REPRESENTATIVE, DISTRICT 14",John Harvey Slocum,55,3,111
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE, COURT OF APPEALS DISTRICT 10, PLACE 3",Steve Smith,112,13,224
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"DISTRICT JUDGE, 85TH JUDICIAL DISTRICT",Kyle Hawthorne,109,11,217
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"DISTRICT JUDGE, 361ST JUDICIAL DISTRICT",David Hilburn,105,10,214
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COUNTY JUDGE,Duane Peters,111,11,222
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COUNTY COURT AT LAW NO. 1",Amanda S. Matzke,105,10,214
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Roy Brantley,67,10,133
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Mark Maltsberger,49,8,84
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,DISTRICT CLERK,Krystal Kelly,31,9,64
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,DISTRICT CLERK,Gabriel Garcia,58,5,99
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,DISTRICT CLERK,Margaret Meece,36,4,76
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COUNTY CLERK,Karen McQueen,109,11,219
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COUNTY TREASURER,Laura Taylor Davis,61,8,121
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,COUNTY TREASURER,Cristian Villarreal,53,7,81
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"COUNTY COMMISSIONER, PRECINCT 2",Ronnie Vitulli Sr,6,1,19
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,42,11,62
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,59,6,127
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"COUNTY COMMISSIONER, PRECINCT 2",Silas Garrett Jr,17,1,28
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"JUSTICE OF THE PEACE, PRECINCT 2",Terrence Nunn,106,10,217
Brazos County,3/1/2022,Republican Primary,,,13,2325,0,"CONSTABLE, PRECINCT 2",Donald Joe Lampo,106,10,217
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"U.S. REPRESENTATIVE, DISTRICT 10",Michael McCaul,30,1,39
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Kandy Kaye Horn,0,0,0
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Danny Harrison,0,0,0
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Rick Perry,0,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Allen B. West,3,0,18
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Greg Abbott,24,1,22
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Paul Belew,0,0,0
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Don Huffines,0,0,3
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,GOVERNOR,Chad Prather,3,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Aaron Sorrells,1,0,4
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Zach Vance,0,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Dan Patrick,25,1,30
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Daniel Miller,0,0,3
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Todd M. Bullis,1,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,LIEUTENANT GOVERNOR,Trayce Bradford,3,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,ATTORNEY GENERAL,Ken Paxton,10,0,16
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,ATTORNEY GENERAL,George P. Bush,7,1,10
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,ATTORNEY GENERAL,Louie Gohmert,3,0,12
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,ATTORNEY GENERAL,Eva Guzman,10,0,7
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMPTROLLER OF PUBLIC ACCOUNTS,Mark V. Goloby,7,0,13
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMPTROLLER OF PUBLIC ACCOUNTS,Glenn Hegar,23,1,28
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Don W. Minton,8,0,5
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,5,1,3
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jon Spiers,3,0,7
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Weston Martinez,3,0,3
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Ben Armenta,1,0,3
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Rufus Lopez,3,0,6
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,3,0,9
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Victor Avila,4,0,5
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF AGRICULTURE,James White,12,1,20
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF AGRICULTURE,Sid Miller,16,0,15
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COMMISSIONER OF AGRICULTURE,Carey A. Counsil,1,0,5
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,RAILROAD COMMISSIONER,Dawayne Tipton,5,0,5
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,RAILROAD COMMISSIONER,Wayne Christian,3,0,7
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,RAILROAD COMMISSIONER,Tom Slocum Jr,18,1,26
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,RAILROAD COMMISSIONER,"Marvin ""Sarge"" Summers",0,0,1
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,RAILROAD COMMISSIONER,Sarah Stogner,4,0,2
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE, SUPREME COURT, PLACE 3",Debra Lehrmann,30,1,38
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE, SUPREME COURT, PLACE 5",Rebeca Huddle,29,1,38
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE, SUPREME COURT, PLACE 9",David J. Schenck,18,0,16
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE, SUPREME COURT, PLACE 9",Evan Young,12,1,21
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 2",Mary Lou Keel,30,1,38
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Clint Morgan,21,1,19
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Scott Walker,9,0,22
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6","Jesse F. McClure, III",30,1,37
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",Tom Maynard,29,1,39
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"STATE SENATOR, DISTRICT 5",Charles Schwertner,29,1,38
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"STATE REPRESENTATIVE, DISTRICT 14",John Raney,15,1,26
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"STATE REPRESENTATIVE, DISTRICT 14",John Harvey Slocum,14,0,20
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE, COURT OF APPEALS DISTRICT 10, PLACE 3",Steve Smith,27,1,40
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"DISTRICT JUDGE, 85TH JUDICIAL DISTRICT",Kyle Hawthorne,28,1,40
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"DISTRICT JUDGE, 361ST JUDICIAL DISTRICT",David Hilburn,29,1,37
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COUNTY JUDGE,Duane Peters,28,1,41
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COUNTY COURT AT LAW NO. 1",Amanda S. Matzke,29,1,41
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Roy Brantley,12,1,23
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Mark Maltsberger,18,0,13
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,DISTRICT CLERK,Krystal Kelly,6,0,11
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,DISTRICT CLERK,Gabriel Garcia,13,1,24
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,DISTRICT CLERK,Margaret Meece,11,0,10
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COUNTY CLERK,Karen McQueen,29,1,40
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COUNTY TREASURER,Laura Taylor Davis,20,1,18
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,COUNTY TREASURER,Cristian Villarreal,10,0,22
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"COUNTY COMMISSIONER, PRECINCT 4",Timothy Delasandro,29,1,37
Brazos County,3/1/2022,Republican Primary,,,14,3029,0,"JUSTICE OF THE PEACE, PRECINCT 4",Justin Lopez,29,1,41
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"U.S. REPRESENTATIVE, DISTRICT 10",Michael McCaul,244,42,287
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Kandy Kaye Horn,6,1,10
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Danny Harrison,0,1,3
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Rick Perry,16,4,16
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Allen B. West,35,4,63
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Greg Abbott,181,36,192
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Paul Belew,1,0,0
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Don Huffines,18,4,25
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,GOVERNOR,Chad Prather,9,0,9
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Aaron Sorrells,14,2,24
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Zach Vance,5,1,16
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Dan Patrick,221,40,219
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Daniel Miller,4,0,14
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Todd M. Bullis,3,1,13
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,LIEUTENANT GOVERNOR,Trayce Bradford,11,4,16
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,ATTORNEY GENERAL,Ken Paxton,98,14,106
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,ATTORNEY GENERAL,George P. Bush,67,20,104
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,ATTORNEY GENERAL,Louie Gohmert,54,10,59
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,ATTORNEY GENERAL,Eva Guzman,46,6,47
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMPTROLLER OF PUBLIC ACCOUNTS,Mark V. Goloby,47,9,68
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMPTROLLER OF PUBLIC ACCOUNTS,Glenn Hegar,190,35,204
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Don W. Minton,40,4,50
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,19,6,30
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jon Spiers,48,6,49
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Weston Martinez,13,1,12
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Ben Armenta,8,0,7
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Rufus Lopez,4,2,5
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,81,21,91
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Victor Avila,6,3,8
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF AGRICULTURE,James White,84,11,97
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF AGRICULTURE,Sid Miller,122,21,152
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COMMISSIONER OF AGRICULTURE,Carey A. Counsil,31,7,23
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,RAILROAD COMMISSIONER,Dawayne Tipton,32,4,27
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,RAILROAD COMMISSIONER,Wayne Christian,75,13,79
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,RAILROAD COMMISSIONER,Tom Slocum Jr,87,10,97
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,RAILROAD COMMISSIONER,"Marvin ""Sarge"" Summers",6,4,23
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,RAILROAD COMMISSIONER,Sarah Stogner,33,8,47
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE, SUPREME COURT, PLACE 3",Debra Lehrmann,236,39,276
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE, SUPREME COURT, PLACE 5",Rebeca Huddle,234,39,272
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE, SUPREME COURT, PLACE 9",David J. Schenck,108,21,125
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE, SUPREME COURT, PLACE 9",Evan Young,113,17,123
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 2",Mary Lou Keel,233,39,272
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Clint Morgan,77,16,91
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Scott Walker,142,22,156
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6","Jesse F. McClure, III",229,36,271
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",Tom Maynard,227,36,270
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"STATE SENATOR, DISTRICT 5",Charles Schwertner,243,37,276
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"STATE REPRESENTATIVE, DISTRICT 14",John Raney,171,33,207
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"STATE REPRESENTATIVE, DISTRICT 14",John Harvey Slocum,94,15,105
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE, COURT OF APPEALS DISTRICT 10, PLACE 3",Steve Smith,242,41,277
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"DISTRICT JUDGE, 85TH JUDICIAL DISTRICT",Kyle Hawthorne,243,40,274
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"DISTRICT JUDGE, 361ST JUDICIAL DISTRICT",David Hilburn,242,38,272
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COUNTY JUDGE,Duane Peters,245,40,283
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COUNTY COURT AT LAW NO. 1",Amanda S. Matzke,234,40,271
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Roy Brantley,128,23,149
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUDGE, COUNTY COURT AT LAW NO. 2",Mark Maltsberger,117,16,126
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,DISTRICT CLERK,Krystal Kelly,76,12,75
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,DISTRICT CLERK,Gabriel Garcia,87,13,133
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,DISTRICT CLERK,Margaret Meece,96,22,97
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COUNTY CLERK,Karen McQueen,243,40,275
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COUNTY TREASURER,Laura Taylor Davis,156,28,172
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,COUNTY TREASURER,Cristian Villarreal,79,14,87
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"COUNTY COMMISSIONER, PRECINCT 2",Ronnie Vitulli Sr,20,3,23
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,92,26,97
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,106,12,126
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"COUNTY COMMISSIONER, PRECINCT 2",Silas Garrett Jr,43,4,50
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"JUSTICE OF THE PEACE, PRECINCT 2",Terrence Nunn,236,35,271
Brazos County,3/1/2022,Republican Primary,,,15,3086,0,"CONSTABLE, PRECINCT 2",Donald Joe Lampo,242,37,275
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,"U.S. REPRESENTATIVE, DISTRICT 10",Michael McCaul,15,1,21
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Kandy Kaye Horn,1,0,0
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Danny Harrison,1,0,1
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Rick Perry,3,0,3
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Allen B. West,1,0,6
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Greg Abbott,6,0,9
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Paul Belew,0,0,0
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Don Huffines,2,1,5
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,GOVERNOR,Chad Prather,2,0,1
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,LIEUTENANT GOVERNOR,Aaron Sorrells,0,0,2
Brazos County,3/1/2022,Republican Primary,,,16,1411,0,LIEUTENANT GOVERNOR,Zach Vance,0,0,1
