,,,,,#FormatVersion 1,,,,,,
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Sandragrace Martinez,0,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Jinny Suh,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Jay Kleberg,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Michael Lange,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of Agriculture,Ed Ireson,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of Agriculture,Susan Hays,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,Luke Warford,0,3,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 3",Erin A Nowell,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 5",Amanda Reichek,0,3,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 9",Julia Maldonado,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"United States Representative, District No. 13",Ronny Jackson,11,160,150
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Rick Perry,0,6,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Don Huffines,2,9,11
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Danny Harrison,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Allen B. West,1,22,15
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Chad Prather,0,20,28
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Greg Abbott,11,107,93
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Kandy Kaye Horn,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Paul Belew,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Daniel Miller,0,8,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Todd M. Bullis,0,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Trayce Bradford,1,8,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Dan Patrick,11,113,109
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Zach Vance,0,7,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Lieutenant Governor,Aaron Sorrells,1,4,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Attorney General,Louie Gohmert,1,13,18
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Attorney General,Ken Paxton,7,74,76
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Attorney General,George P. Bush,1,30,33
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Attorney General,Eva Guzman,5,41,17
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Comptroller of Public Accounts,Glenn Hegar,6,111,102
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Comptroller of Public Accounts,Mark V. Goloby,2,17,16
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Dawn Buckingham,7,103,73
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Victor Avila,0,3,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Rufus Lopez,0,1,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Weston Martinez,0,1,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Ben Armenta,0,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Tim Westley,0,10,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Don W. Minton,0,5,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of the General Land Office,Jon Spiers,1,5,14
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of Agriculture,James White,4,41,39
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of Agriculture,Sid Miller,7,106,93
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Commissioner of Agriculture,Carey A. Counsil,0,1,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,Sarah Stogner,0,17,22
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,Wayne Christian,5,65,42
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,Dawayne Tipton,0,18,18
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,Tom Slocum Jr,2,11,14
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Railroad Commissioner,"Marvin ""Sarge"" Summers",1,12,15
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 3",Debra Lehrmann,7,131,119
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 5",Rebeca Huddle,7,130,117
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 9",David J. Schenck,6,49,54
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, Supreme Court, Place 9",Evan Young,3,75,57
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,7,131,117
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,6,87,86
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,3,37,29
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",7,130,113
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Member, State Board of Education, District No. 15",Aaron Kinsey,3,49,58
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Member, State Board of Education, District No. 15",Jay Johnson,6,87,57
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"State Senator, District No. 28",Charles Perry,7,133,115
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"State Representative,  District No. 88",Ken King,12,90,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"State Representative,  District No. 88",Ted Hutto,3,72,58
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,7,131,121
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"District Judge, 31st Judicial District",Steven R. Emmert,12,152,130
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,County Judge,Pat McDowell,9,61,80
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,County Judge,Carol Porton,7,105,76
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,District Clerk,Sherri Jones,14,158,139
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,County Clerk,Margaret Dorman,14,157,141
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,County Treasurer,Renee Warren,14,153,139
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"Justice of the Peace, Precinct No. 1",Natalie Thomas,10,157,139
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,County Chairman,Terralyn Miles,11,152,136
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 1,YES,14,158,152
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 1,NO,0,3,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 2,YES,10,110,109
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 2,NO,2,43,37
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 3,YES,10,150,144
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 3,NO,3,10,11
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 4,YES,12,148,143
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 4,NO,0,7,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 5,YES,12,140,148
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 5,NO,0,13,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 6,YES,11,138,130
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 6,NO,1,12,15
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 7,YES,13,156,152
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 7,NO,0,1,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 8,YES,13,153,143
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 8,NO,0,3,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 9,YES,8,128,135
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 9,NO,5,28,20
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 10,YES,11,152,152
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Proposition 10,NO,1,6,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,"United States Representative, District No. 13",Kathleen Brown,2,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,101,871,Governor,Inocencio (Inno) Barrientez,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Beto O'Rourke,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Rich Wakeland,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Michael Cooper,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Joy Diaz,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Mike Collier,2,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Michelle Beckley,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Carla Brailey,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Lee Merritt,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,"S. ""TBone"" Raynor",0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Joe Jaworski,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Mike Fields,1,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Rochelle Mercedes Garza,1,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Comptroller of Public Accounts,Janet T. Dudding,1,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Comptroller of Public Accounts,Angel Luis Vega,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Comptroller of Public Accounts,Tim Mahoney,1,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Sandragrace Martinez,1,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Jinny Suh,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Jay Kleberg,1,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Michael Lange,0,0,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of Agriculture,Ed Ireson,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of Agriculture,Susan Hays,2,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,Luke Warford,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 3",Erin A Nowell,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 5",Amanda Reichek,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 9",Julia Maldonado,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,2,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,2,3,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"United States Representative, District No. 13",Ronny Jackson,0,116,131
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Rick Perry,0,12,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Don Huffines,0,14,16
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Danny Harrison,0,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Allen B. West,0,9,19
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Chad Prather,0,6,15
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Greg Abbott,1,82,73
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Kandy Kaye Horn,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Paul Belew,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Daniel Miller,0,16,14
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Todd M. Bullis,0,2,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Trayce Bradford,0,7,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Dan Patrick,1,85,78
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Zach Vance,0,2,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Lieutenant Governor,Aaron Sorrells,0,7,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Louie Gohmert,1,16,18
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Ken Paxton,0,59,64
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,George P. Bush,0,23,25
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Attorney General,Eva Guzman,0,22,22
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Comptroller of Public Accounts,Glenn Hegar,0,95,79
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Comptroller of Public Accounts,Mark V. Goloby,0,15,22
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Dawn Buckingham,0,57,58
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Victor Avila,0,5,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Rufus Lopez,0,3,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Weston Martinez,0,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Ben Armenta,0,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Tim Westley,0,14,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Don W. Minton,0,6,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of the General Land Office,Jon Spiers,0,8,12
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of Agriculture,James White,1,30,32
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of Agriculture,Sid Miller,0,72,75
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Commissioner of Agriculture,Carey A. Counsil,0,8,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,Sarah Stogner,0,17,24
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,Wayne Christian,1,39,37
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,Dawayne Tipton,0,17,14
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,Tom Slocum Jr,0,12,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Railroad Commissioner,"Marvin ""Sarge"" Summers",0,13,11
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 3",Debra Lehrmann,0,99,104
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 5",Rebeca Huddle,0,99,103
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 9",David J. Schenck,1,45,43
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, Supreme Court, Place 9",Evan Young,0,52,56
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,0,96,104
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,1,56,68
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,0,42,30
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",0,91,99
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Member, State Board of Education, District No. 15",Aaron Kinsey,1,48,60
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Member, State Board of Education, District No. 15",Jay Johnson,0,56,48
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"State Senator, District No. 28",Charles Perry,0,96,105
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"State Representative,  District No. 88",Ken King,1,82,84
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"State Representative,  District No. 88",Ted Hutto,0,37,48
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,0,95,102
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"District Judge, 31st Judicial District",Steven R. Emmert,1,113,122
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,County Judge,Pat McDowell,2,48,60
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,County Judge,Carol Porton,1,80,79
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,District Clerk,Sherri Jones,2,115,126
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,County Clerk,Margaret Dorman,2,116,126
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,County Treasurer,Renee Warren,2,113,122
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"County Commissioner, Precinct No. 2",Phillip Gaines,3,61,81
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"County Commissioner, Precinct No. 2",Anthony Andy Reed,0,66,55
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"Justice of the Peace, Precinct No. 1",Natalie Thomas,2,109,123
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,County Chairman,Terralyn Miles,2,110,122
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 1,YES,2,118,127
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 1,NO,0,7,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 2,YES,1,90,101
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 2,NO,1,32,28
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 3,YES,1,110,126
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 3,NO,0,14,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 4,YES,1,114,122
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 4,NO,1,10,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 5,YES,1,111,115
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 5,NO,1,12,12
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 6,YES,1,107,107
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 6,NO,0,16,19
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 7,YES,2,120,128
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 7,NO,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 8,YES,1,118,121
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 8,NO,1,7,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 9,YES,1,103,111
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 9,NO,1,21,21
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 10,YES,1,113,124
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Proposition 10,NO,1,7,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,"United States Representative, District No. 13",Kathleen Brown,3,4,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,201,730,Governor,Inocencio (Inno) Barrientez,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Beto O'Rourke,3,4,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Rich Wakeland,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Michael Cooper,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Joy Diaz,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Mike Collier,2,2,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Michelle Beckley,1,0,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Carla Brailey,0,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Lee Merritt,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,"S. ""TBone"" Raynor",0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Joe Jaworski,1,0,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Mike Fields,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Rochelle Mercedes Garza,2,1,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Comptroller of Public Accounts,Janet T. Dudding,3,0,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Comptroller of Public Accounts,Angel Luis Vega,0,0,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Comptroller of Public Accounts,Tim Mahoney,0,4,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Sandragrace Martinez,2,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Jinny Suh,1,0,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Jay Kleberg,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Michael Lange,0,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of Agriculture,Ed Ireson,0,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of Agriculture,Susan Hays,3,2,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,Luke Warford,3,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 3",Erin A Nowell,3,4,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 5",Amanda Reichek,3,4,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 9",Julia Maldonado,3,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,3,4,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,3,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"United States Representative, District No. 13",Ronny Jackson,9,96,92
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Rick Perry,0,12,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Don Huffines,0,3,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Danny Harrison,0,0,4
