political_subdivsion,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Attorney General,"S. ""TBone"" Raynor",,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Attorney General,Mike Fields,,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Attorney General,Joe Jaworski,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Comptroller of Public Accounts,Tim Mahoney,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Comptroller of Public Accounts,Angel Luis Vega,,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Comptroller of Public Accounts,Janet T. Dudding,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of the General Land Office,Jay Kleberg,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of the General Land Office,Sandragrace Martinez,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of the General Land Office,Michael Lange,,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of the General Land Office,Jinny Suh,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of Agriculture,Susan Hays,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Commissioner of Agriculture,Ed Ireson,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,Railroad Commissioner,Luke Warford,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,4,697,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,2
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"United States Representative, District No. 13",Kathleen Brown,,17,14
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Governor,Joy Diaz,,4,0
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Governor,Rich Wakeland,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Governor,Inocencio (Inno) Barrientez,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Governor,Michael Cooper,,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Governor,Beto O'Rourke,,14,13
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Lieutenant Governor,Michelle Beckley,,6,3
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Lieutenant Governor,Mike Collier,,5,4
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Lieutenant Governor,Carla Brailey,,8,6
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Attorney General,Rochelle Mercedes Garza,,10,6
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Attorney General,Lee Merritt,,2,1
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Attorney General,"S. ""TBone"" Raynor",,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Attorney General,Mike Fields,,5,2
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Attorney General,Joe Jaworski,,1,4
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Comptroller of Public Accounts,Tim Mahoney,,6,3
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Comptroller of Public Accounts,Angel Luis Vega,,2,5
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Comptroller of Public Accounts,Janet T. Dudding,,11,5
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of the General Land Office,Jay Kleberg,,7,3
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of the General Land Office,Sandragrace Martinez,,2,5
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of the General Land Office,Michael Lange,,4,3
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of the General Land Office,Jinny Suh,,6,3
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of Agriculture,Susan Hays,,18,8
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Commissioner of Agriculture,Ed Ireson,,1,5
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,Railroad Commissioner,Luke Warford,,19,14
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"Justice, Supreme Court, Place 3",Erin A Nowell,,19,14
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"Justice, Supreme Court, Place 5",Amanda Reichek,,19,13
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"Justice, Supreme Court, Place 9",Julia Maldonado,,19,13
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,18,14
Gray County ,3/1/2022,Dem Primary ,0,0,5,3188,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,18,13
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"United States Representative, District No. 13",Kathleen Brown,,16,9
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Governor,Joy Diaz,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Governor,Rich Wakeland,,2,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Governor,Inocencio (Inno) Barrientez,,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Governor,Michael Cooper,,1,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Governor,Beto O'Rourke,,13,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Lieutenant Governor,Michelle Beckley,,3,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Lieutenant Governor,Mike Collier,,11,5
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Lieutenant Governor,Carla Brailey,,2,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Attorney General,Rochelle Mercedes Garza,,7,2
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Attorney General,Lee Merritt,,3,2
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Attorney General,"S. ""TBone"" Raynor",,0,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Attorney General,Mike Fields,,3,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Attorney General,Joe Jaworski,,3,3
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Comptroller of Public Accounts,Tim Mahoney,,4,5
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Comptroller of Public Accounts,Angel Luis Vega,,5,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Comptroller of Public Accounts,Janet T. Dudding,,7,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of the General Land Office,Jay Kleberg,,5,5
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of the General Land Office,Sandragrace Martinez,,4,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of the General Land Office,Michael Lange,,6,1
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of the General Land Office,Jinny Suh,,1,0
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of Agriculture,Susan Hays,,12,4
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Commissioner of Agriculture,Ed Ireson,,4,3
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,Railroad Commissioner,Luke Warford,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"Justice, Supreme Court, Place 3",Erin A Nowell,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"Justice, Supreme Court, Place 5",Amanda Reichek,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"Justice, Supreme Court, Place 9",Julia Maldonado,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,6,2831,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,16,8
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"United States Representative, District No. 13",Kathleen Brown,,15,11
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Governor,Joy Diaz,,1,0
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Governor,Rich Wakeland,,1,0
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Governor,Inocencio (Inno) Barrientez,,0,1
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Governor,Michael Cooper,,1,1
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Governor,Beto O'Rourke,,13,9
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Lieutenant Governor,Michelle Beckley,,6,1
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Lieutenant Governor,Mike Collier,,7,3
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Lieutenant Governor,Carla Brailey,,3,6
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Attorney General,Rochelle Mercedes Garza,,7,8
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Attorney General,Lee Merritt,,1,1
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Attorney General,"S. ""TBone"" Raynor",,2,2
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Attorney General,Mike Fields,,3,0
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Attorney General,Joe Jaworski,,3,0
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Comptroller of Public Accounts,Tim Mahoney,,6,3
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Comptroller of Public Accounts,Angel Luis Vega,,4,5
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Comptroller of Public Accounts,Janet T. Dudding,,6,3
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of the General Land Office,Jay Kleberg,,5,3
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of the General Land Office,Sandragrace Martinez,,6,4
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of the General Land Office,Michael Lange,,4,1
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of the General Land Office,Jinny Suh,,1,3
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of Agriculture,Susan Hays,,13,9
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Commissioner of Agriculture,Ed Ireson,,3,2
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,Railroad Commissioner,Luke Warford,,15,10
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"Justice, Supreme Court, Place 3",Erin A Nowell,,16,10
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"Justice, Supreme Court, Place 5",Amanda Reichek,,16,10
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"Justice, Supreme Court, Place 9",Julia Maldonado,,16,10
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,16,10
Gray County ,3/1/2022,Dem Primary ,0,0,7,2559,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,15,10
