political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,"S. ""TBone"" Raynor",,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Joe Jaworski,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Mike Fields,,3,0,2,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Comptroller of Public Accounts,Janet T. Dudding,,3,1,2,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Comptroller of Public Accounts,Tim Mahoney,,3,1,2,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Jinny Suh,,1,1,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Jay Kleberg,,2,0,2,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Sandragrace Martinez,,3,1,2,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Michael Lange,,1,1,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of Agriculture,Ed Ireson,,2,1,1,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of Agriculture,Susan Hays,,4,2,3,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,Luke Warford,,6,3,4,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,5,3,4,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,6,3,4,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,6,3,4,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,6,3,4,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,6,3,4,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,4,1,2,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,2,2,2,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"United States Representative, District No. 4",John E. Harper,,7,10,0,7
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"United States Representative, District No. 4",Pat Fallon,,20,27,3,17
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"United States Representative, District No. 4",Dan Thomas,,3,5,1,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Don Huffines,,0,3,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Rick Perry,,0,2,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Kandy Kaye Horn,,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Chad Prather,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Allen B. West,,3,6,0,3
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Greg Abbott,,34,37,4,30
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Trayce Bradford,,0,2,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Aaron Sorrells,,1,3,1,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Todd M. Bullis,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Daniel Miller,,4,3,0,4
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Dan Patrick,,29,35,3,26
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Zach Vance,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Louie Gohmert,,6,9,1,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Ken Paxton,,16,19,1,15
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Eva Guzman,,3,8,1,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,George P. Bush,,13,13,1,12
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Comptroller of Public Accounts,Glenn Hegar,,24,31,3,21
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Comptroller of Public Accounts,Mark V. Goloby,,5,11,1,4
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Victor Avila,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Rufus Lopez,,0,2,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Dawn Buckingham,,7,11,1,6
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Tim Westley,,3,9,3,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Don W. Minton,,8,3,0,8
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Weston Martinez,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Ben Armenta,,2,0,0,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of the General Land Office,Jon Spiers,,2,8,0,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of Agriculture,James White,,7,14,2,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of Agriculture,Sid Miller,,27,24,2,25
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Commissioner of Agriculture,Carey A. Counsil,,1,4,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,Dawayne Tipton,,3,10,0,3
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,Wayne Christian,,8,10,3,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,5,3,1,4
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,Sarah Stogner,,6,12,0,6
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Railroad Commissioner,Tom Slocum Jr,,3,1,0,3
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,30,38,3,27
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,31,37,3,28
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 9",Evan Young,,12,20,3,9
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Justice, Supreme Court, Place 9",David J. Schenck,,15,19,1,14
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,30,38,3,27
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,9,15,0,9
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,19,23,4,15
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,32,39,4,28
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Member, State Board of Education, District No. 12",Pam Little,,32,38,4,28
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"State Senator, District No. 1",Bryan Hughes,,33,39,4,29
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"State Representative,  District No. 1",George Lavender,,7,3,2,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"State Representative,  District No. 1",Gary Vandeaver,,31,44,2,29
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"State Representative,  District No. 1",Ray Null,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,32,38,4,28
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,30,39,3,27
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,County Judge,Robert Bridges,,22,27,1,21
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,County Judge,Carl Hausler,,15,16,2,13
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,District Clerk,Brenna Williams,,34,41,4,30
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,County Clerk,Shawn Weemes,,37,42,4,33
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,County Treasurer,Lorena Delatorre,,35,39,4,31
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Justice of the Peace,Shelley Benton,,35,41,4,31
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,County Chairman,Shawn Tully,,35,40,4,31
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 1,YES,,38,48,4,34
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 1,NO,,0,2,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 2,YES,,32,43,3,29
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 2,NO,,6,8,1,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 3,YES,,34,46,4,30
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 3,NO,,3,4,0,3
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 4,YES,,37,46,4,33
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 4,NO,,1,5,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 5,YES,,32,37,4,28
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 5,NO,,5,11,0,5
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 6,YES,,35,44,4,31
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 6,NO,,2,5,0,2
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 7,YES,,37,51,4,33
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 7,NO,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 8,YES,,37,47,4,33
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 8,NO,,0,3,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 9,YES,,32,45,3,29
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 9,NO,,5,5,1,4
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 10,YES,,35,45,4,31
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Proposition 10,NO,,2,5,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Gavin Dass,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Stephen Kocen,,2,0,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Victor D. Dunn,,1,0,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,0,2,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Beto O'Rourke,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Carla Brailey,,1,0,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Michelle Beckley,,0,1,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Mike Collier,,2,1,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Rochelle Mercedes Garza,,1,1,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Lee Merritt,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,"S. ""TBone"" Raynor",,0,1,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Joe Jaworski,,2,0,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Mike Fields,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Comptroller of Public Accounts,Janet T. Dudding,,2,0,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,Comptroller of Public Accounts,Tim Mahoney,,1,1,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Jinny Suh,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Jay Kleberg,,2,0,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,2,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Michael Lange,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of Agriculture,Ed Ireson,,2,1,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of Agriculture,Susan Hays,,1,1,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,Luke Warford,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,3,2,2,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,1,1,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,2,1,2,0
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,7,9,3,4
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Nathaniel Moran,,8,25,1,7
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",Joe McDaniel,,6,40,0,6
Red River,3/1/2022,Primary Election,,,27,576,0,"United States Representative, District No. 1",John Porro,,1,9,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Don Huffines,,3,9,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Rick Perry,,0,5,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Chad Prather,,0,4,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Danny Harrison,,1,0,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Allen B. West,,2,6,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Governor,Greg Abbott,,25,76,5,20
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Trayce Bradford,,1,1,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Aaron Sorrells,,1,4,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Todd M. Bullis,,0,2,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Daniel Miller,,0,13,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Dan Patrick,,22,71,4,18
Red River,3/1/2022,Primary Election,,,27,576,0,Lieutenant Governor,Zach Vance,,2,0,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Louie Gohmert,,3,10,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Ken Paxton,,15,52,2,13
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,Eva Guzman,,6,8,2,4
Red River,3/1/2022,Primary Election,,,27,576,0,Attorney General,George P. Bush,,4,28,0,4
Red River,3/1/2022,Primary Election,,,27,576,0,Comptroller of Public Accounts,Glenn Hegar,,20,68,4,16
Red River,3/1/2022,Primary Election,,,27,576,0,Comptroller of Public Accounts,Mark V. Goloby,,2,12,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Victor Avila,,4,3,0,4
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Rufus Lopez,,0,2,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Dawn Buckingham,,6,27,2,4
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Tim Westley,,2,19,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Don W. Minton,,4,13,0,4
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Weston Martinez,,1,3,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Ben Armenta,,2,3,1,1
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of the General Land Office,Jon Spiers,,1,10,1,0
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of Agriculture,James White,,6,27,1,5
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of Agriculture,Sid Miller,,14,52,3,11
Red River,3/1/2022,Primary Election,,,27,576,0,Commissioner of Agriculture,Carey A. Counsil,,3,4,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,Dawayne Tipton,,2,15,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,Wayne Christian,,10,30,2,8
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,2,15,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,Sarah Stogner,,6,12,1,5
Red River,3/1/2022,Primary Election,,,27,576,0,Railroad Commissioner,Tom Slocum Jr,,1,5,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,23,71,4,19
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,22,72,4,18
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 9",Evan Young,,10,50,1,9
Red River,3/1/2022,Primary Election,,,27,576,0,"Justice, Supreme Court, Place 9",David J. Schenck,,13,30,2,11
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,22,75,3,19
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,9,30,2,7
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,14,46,2,12
Red River,3/1/2022,Primary Election,,,27,576,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,22,75,3,19
Red River,3/1/2022,Primary Election,,,27,576,0,"Member, State Board of Education, District No. 12",Pam Little,,22,76,3,19
Red River,3/1/2022,Primary Election,,,27,576,0,"State Senator, District No. 1",Bryan Hughes,,22,75,3,19
Red River,3/1/2022,Primary Election,,,27,576,0,"State Representative,  District No. 1",George Lavender,,3,16,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,"State Representative,  District No. 1",Gary Vandeaver,,24,77,5,19
Red River,3/1/2022,Primary Election,,,27,576,0,"State Representative,  District No. 1",Ray Null,,3,5,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,21,75,3,18
Red River,3/1/2022,Primary Election,,,27,576,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,23,74,3,20
Red River,3/1/2022,Primary Election,,,27,576,0,County Judge,Robert Bridges,,12,48,3,9
Red River,3/1/2022,Primary Election,,,27,576,0,County Judge,Carl Hausler,,12,38,0,12
Red River,3/1/2022,Primary Election,,,27,576,0,District Clerk,Brenna Williams,,20,78,2,18
Red River,3/1/2022,Primary Election,,,27,576,0,County Clerk,Shawn Weemes,,24,77,5,19
Red River,3/1/2022,Primary Election,,,27,576,0,County Treasurer,Lorena Delatorre,,21,76,3,18
Red River,3/1/2022,Primary Election,,,27,576,0,"County Commissioner, Precinct No. 4",Bruce Emery,,20,84,3,17
Red River,3/1/2022,Primary Election,,,27,576,0,Justice of the Peace,Shelley Benton,,24,79,4,20
Red River,3/1/2022,Primary Election,,,27,576,0,County Chairman,Shawn Tully,,21,76,4,17
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 1,YES,,28,92,5,23
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 1,NO,,2,3,0,2
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 2,YES,,20,74,3,17
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 2,NO,,8,16,2,6
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 3,YES,,25,79,4,21
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 3,NO,,3,15,1,2
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 4,YES,,28,90,5,23
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 4,NO,,1,6,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 5,YES,,23,83,4,19
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 5,NO,,7,12,0,7
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 6,YES,,24,84,3,21
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 6,NO,,5,10,0,5
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 7,YES,,30,91,5,25
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 7,NO,,0,5,0,0
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 8,YES,,30,91,5,25
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 8,NO,,1,5,0,1
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 9,YES,,27,79,5,22
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 9,NO,,3,17,0,3
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 10,YES,,28,86,4,24
Red River,3/1/2022,Primary Election,,,27,576,0,Proposition 10,NO,,1,9,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Gavin Dass,,3,6,1,2
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Stephen Kocen,,3,1,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Victor D. Dunn,,4,0,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,3,1,1,2
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Beto O'Rourke,,11,8,2,9
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Inocencio (Inno) Barrientez,,2,0,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Michael Cooper,,1,1,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Joy Diaz,,1,0,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Carla Brailey,,5,2,0,5
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Michelle Beckley,,6,3,1,5
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Mike Collier,,2,4,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Rochelle Mercedes Garza,,8,4,1,7
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Lee Merritt,,4,0,1,3
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,"S. ""TBone"" Raynor",,0,3,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Joe Jaworski,,1,1,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Mike Fields,,0,1,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Comptroller of Public Accounts,Janet T. Dudding,,4,2,1,3
Red River,3/1/2022,Primary Election,,,29,398,0,Comptroller of Public Accounts,Tim Mahoney,,4,6,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,Comptroller of Public Accounts,Angel Luis Vega,,2,0,1,1
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Jinny Suh,,1,0,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Jay Kleberg,,4,5,1,3
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Sandragrace Martinez,,3,2,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Michael Lange,,2,2,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of Agriculture,Ed Ireson,,7,4,0,7
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of Agriculture,Susan Hays,,7,5,1,6
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,Luke Warford,,10,7,1,9
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,11,7,1,10
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,10,7,1,9
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,12,7,1,11
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,12,7,1,11
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,12,7,1,11
Red River,3/1/2022,Primary Election,,,29,398,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,6,4,0,6
Red River,3/1/2022,Primary Election,,,29,398,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,6,4,1,5
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,1,8,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Nathaniel Moran,,10,15,0,10
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",Joe McDaniel,,15,8,0,15
Red River,3/1/2022,Primary Election,,,29,398,0,"United States Representative, District No. 1",John Porro,,1,1,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Don Huffines,,2,5,0,2
