,,,,,#FormatVersion 1,,,,,,,
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 2,NO,117,,80,37
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 3,YES,484,,304,180
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 3,NO,68,,52,16
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 4,YES,505,,325,180
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 4,NO,49,,32,17
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 5,YES,437,,277,160
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 5,NO,104,,69,35
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 6,YES,467,,302,165
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 6,NO,78,,51,27
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 7,YES,532,,342,190
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 7,NO,24,,14,10
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 8,YES,518,,331,187
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 8,NO,36,,24,12
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 9,YES,504,,327,177
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 9,NO,52,,32,20
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 10,YES,506,,324,182
Bandera County,1-Mar-22,Republican Primary ,17,2,203,2386,Proposition 10,NO,43,,32,11
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"United States Representative, District No. 21",Dana Zavorka,49,,24,25
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"United States Representative, District No. 21",Chip Roy,368,,195,173
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"United States Representative, District No. 21",Michael Alexander French,29,,21,8
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"United States Representative, District No. 21",Robert Lowry,22,,11,11
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Rick Perry,31,,19,12
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Don Huffines,37,,24,13
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Danny Harrison,1,,1,0
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Kandy Kaye Horn,7,,3,4
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Allen B. West,62,,28,34
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Paul Belew,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Greg Abbott,304,,170,134
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Governor,Chad Prather,36,,16,20
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Aaron Sorrells,29,,16,13
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Zach Vance,9,,7,2
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Todd M. Bullis,13,,5,8
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Daniel Miller,23,,11,12
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Trayce Bradford,27,,14,13
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Lieutenant Governor,Dan Patrick,356,,197,159
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Attorney General,George P. Bush,108,,61,47
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Attorney General,Eva Guzman,67,,46,21
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Attorney General,Ken Paxton,213,,109,104
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Attorney General,Louie Gohmert,82,,41,41
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Comptroller of Public Accounts,Glenn Hegar,341,,186,155
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Comptroller of Public Accounts,Mark V. Goloby,72,,41,31
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Tim Westley,85,,37,48
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Jon Spiers,45,,24,21
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Dawn Buckingham,194,,118,76
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Victor Avila,22,,10,12
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Don W. Minton,22,,13,9
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Rufus Lopez,11,,5,6
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Ben Armenta,2,,2,0
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of the General Land Office,Weston Martinez,32,,20,12
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of Agriculture,James White,136,,70,66
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of Agriculture,Carey A. Counsil,58,,28,30
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Commissioner of Agriculture,Sid Miller,219,,133,86
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Railroad Commissioner,"Marvin ""Sarge"" Summers",90,,36,54
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Railroad Commissioner,Dawayne Tipton,36,,23,13
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Railroad Commissioner,Wayne Christian,152,,88,64
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Railroad Commissioner,Tom Slocum Jr,56,,31,25
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Railroad Commissioner,Sarah Stogner,75,,47,28
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, Supreme Court, Place 3",Debra Lehrmann,396,,218,178
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, Supreme Court, Place 5",Rebeca Huddle,394,,219,175
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, Supreme Court, Place 9",David J. Schenck,194,,111,83
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, Supreme Court, Place 9",Evan Young,208,,116,92
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,394,,219,175
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,259,,144,115
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,141,,78,63
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",380,,212,168
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",279,,149,130
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Member, State Board of Education, District No. 1",Lani Popp,108,,66,42
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"State Senator, District No. 24",Lamar Lewis,143,,75,68
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"State Senator, District No. 24",Pete Flores,195,,93,102
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"State Senator, District No. 24",Raul Reyes,92,,69,23
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",192,,101,91
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"State Representative,  District No. 53",Andrew S. Murr,238,,137,101
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,379,,209,170
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,374,,207,167
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",375,,204,171
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Judge,Richard A. Evans,162,,86,76
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Judge,Susan Junker,250,,144,106
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Judge,Dennis Alonzo Fitzgerald,38,,19,19
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,District Clerk,Tammy Kneuper,398,,217,181
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Clerk,Tandie Mansfield,396,,217,179
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Treasurer,Beverly Schmidt,395,,216,179
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"County Commissioner, Precinct No. 2",David Speicher,202,,110,92
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"County Commissioner, Precinct No. 2",Greg Grothues,237,,130,107
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,"Justice of the Peace, Precinct No. 2",Gina Grothues,402,,219,183
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,County Chairman,Conrad (Butch) Striegl,379,,210,169
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 1,YES,448,,241,207
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 1,NO,26,,16,10
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 2,YES,392,,211,181
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 2,NO,76,,45,31
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 3,YES,423,,223,200
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 3,NO,54,,35,19
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 4,YES,446,,243,203
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 4,NO,25,,12,13
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 5,YES,392,,215,177
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 5,NO,74,,38,36
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 6,YES,393,,208,185
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 6,NO,70,,43,27
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 7,YES,460,,248,212
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 7,NO,15,,9,6
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 8,YES,440,,236,204
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 8,NO,35,,21,14
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 9,YES,440,,241,199
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 9,NO,29,,15,14
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 10,YES,446,,242,204
Bandera County,1-Mar-22,Republican Primary ,17,2,204,1868,Proposition 10,NO,24,,13,11
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"United States Representative, District No. 21",Dana Zavorka,86,,46,40
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"United States Representative, District No. 21",Chip Roy,597,,358,239
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"United States Representative, District No. 21",Michael Alexander French,27,,21,6
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"United States Representative, District No. 21",Robert Lowry,40,,24,16
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Rick Perry,35,,24,11
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Don Huffines,72,,45,27
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Danny Harrison,0,,0,0
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Kandy Kaye Horn,11,,6,5
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Allen B. West,111,,69,42
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Paul Belew,8,,4,4
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Greg Abbott,474,,272,202
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Governor,Chad Prather,60,,39,21
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Aaron Sorrells,47,,28,19
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Zach Vance,26,,11,15
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Todd M. Bullis,18,,13,5
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Daniel Miller,38,,26,12
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Trayce Bradford,30,,11,19
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Lieutenant Governor,Dan Patrick,566,,344,222
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Attorney General,George P. Bush,171,,98,73
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Attorney General,Eva Guzman,92,,67,25
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Attorney General,Ken Paxton,352,,199,153
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Attorney General,Louie Gohmert,136,,85,51
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Comptroller of Public Accounts,Glenn Hegar,534,,322,212
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Comptroller of Public Accounts,Mark V. Goloby,120,,67,53
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Tim Westley,102,,55,47
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Jon Spiers,53,,31,22
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Dawn Buckingham,334,,208,126
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Victor Avila,44,,24,20
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Don W. Minton,33,,24,9
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Rufus Lopez,19,,16,3
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Ben Armenta,10,,6,4
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of the General Land Office,Weston Martinez,34,,20,14
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of Agriculture,James White,204,,105,99
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of Agriculture,Carey A. Counsil,59,,38,21
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Commissioner of Agriculture,Sid Miller,401,,256,145
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Railroad Commissioner,"Marvin ""Sarge"" Summers",120,,72,48
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Railroad Commissioner,Dawayne Tipton,71,,45,26
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Railroad Commissioner,Wayne Christian,231,,144,87
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Railroad Commissioner,Tom Slocum Jr,88,,48,40
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Railroad Commissioner,Sarah Stogner,112,,69,43
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, Supreme Court, Place 3",Debra Lehrmann,597,,352,245
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, Supreme Court, Place 5",Rebeca Huddle,589,,346,243
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, Supreme Court, Place 9",David J. Schenck,263,,162,101
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, Supreme Court, Place 9",Evan Young,323,,191,132
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,575,,341,234
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,347,,207,140
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,238,,143,95
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",564,,338,226
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",422,,251,171
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Member, State Board of Education, District No. 1",Lani Popp,179,,110,69
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"State Senator, District No. 24",Lamar Lewis,226,,130,96
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"State Senator, District No. 24",Pete Flores,271,,154,117
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"State Senator, District No. 24",Raul Reyes,188,,129,59
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",256,,157,99
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"State Representative,  District No. 53",Andrew S. Murr,434,,263,171
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,574,,341,233
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,557,,331,226
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",574,,340,234
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Judge,Richard A. Evans,424,,253,171
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Judge,Susan Junker,285,,175,110
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Judge,Dennis Alonzo Fitzgerald,46,,28,18
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,District Clerk,Tammy Kneuper,634,,376,258
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Clerk,Tandie Mansfield,637,,376,261
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Treasurer,Beverly Schmidt,626,,373,253
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,"Justice of the Peace, Precinct No. 3",Randy J Boysen,630,,375,255
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,County Chairman,Conrad (Butch) Striegl,595,,349,246
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 1,YES,718,,430,288
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 1,NO,44,,24,20
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 2,YES,589,,350,239
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 2,NO,156,,93,63
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 3,YES,689,,410,279
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 3,NO,73,,42,31
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 4,YES,703,,418,285
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 4,NO,52,,30,22
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 5,YES,623,,364,259
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 5,NO,113,,70,43
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 6,YES,642,,378,264
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 6,NO,93,,55,38
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 7,YES,734,,436,298
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 7,NO,26,,16,10
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 8,YES,701,,416,285
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 8,NO,51,,27,24
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 9,YES,680,,405,275
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 9,NO,75,,41,34
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 10,YES,706,,421,285
Bandera County,1-Mar-22,Republican Primary ,17,2,305,2768,Proposition 10,NO,44,,24,20
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"United States Representative, District No. 21",Dana Zavorka,18,,8,10
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"United States Representative, District No. 21",Chip Roy,396,,236,160
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"United States Representative, District No. 21",Michael Alexander French,26,,13,13
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"United States Representative, District No. 21",Robert Lowry,26,,14,12
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Rick Perry,19,,9,10
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Don Huffines,34,,19,15
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Danny Harrison,2,,0,2
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Kandy Kaye Horn,3,,1,2
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Allen B. West,92,,49,43
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Paul Belew,2,,1,1
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Greg Abbott,301,,190,111
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Governor,Chad Prather,24,,8,16
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Aaron Sorrells,22,,14,8
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Zach Vance,14,,6,8
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Todd M. Bullis,12,,4,8
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Daniel Miller,27,,15,12
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Trayce Bradford,18,,6,12
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Lieutenant Governor,Dan Patrick,368,,224,144
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Attorney General,George P. Bush,76,,37,39
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Attorney General,Eva Guzman,57,,36,21
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Attorney General,Ken Paxton,241,,146,95
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Attorney General,Louie Gohmert,96,,56,40
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Comptroller of Public Accounts,Glenn Hegar,338,,203,135
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Comptroller of Public Accounts,Mark V. Goloby,65,,30,35
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Tim Westley,67,,33,34
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Jon Spiers,21,,12,9
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Dawn Buckingham,231,,144,87
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Victor Avila,50,,27,23
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Don W. Minton,14,,9,5
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Rufus Lopez,8,,4,4
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Ben Armenta,4,,3,1
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of the General Land Office,Weston Martinez,14,,8,6
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of Agriculture,James White,133,,75,58
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of Agriculture,Carey A. Counsil,44,,20,24
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Commissioner of Agriculture,Sid Miller,242,,147,95
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Railroad Commissioner,"Marvin ""Sarge"" Summers",65,,33,32
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Railroad Commissioner,Dawayne Tipton,49,,27,22
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Railroad Commissioner,Wayne Christian,175,,116,59
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Railroad Commissioner,Tom Slocum Jr,57,,29,28
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Railroad Commissioner,Sarah Stogner,37,,23,14
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, Supreme Court, Place 3",Debra Lehrmann,380,,222,158
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, Supreme Court, Place 5",Rebeca Huddle,377,,222,155
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, Supreme Court, Place 9",David J. Schenck,186,,107,79
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, Supreme Court, Place 9",Evan Young,192,,115,77
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,369,,214,155
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,226,,135,91
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,153,,89,64
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",361,,214,147
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",281,,165,116
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Member, State Board of Education, District No. 1",Lani Popp,105,,63,42
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"State Senator, District No. 24",Lamar Lewis,151,,83,68
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"State Senator, District No. 24",Pete Flores,158,,96,62
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"State Senator, District No. 24",Raul Reyes,127,,78,49
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",209,,116,93
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"State Representative,  District No. 53",Andrew S. Murr,235,,142,93
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,365,,215,150
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,358,,212,146
