,,,,,#FormatVersion 1,,,,,,,
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,56,,23,33
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",158,,75,83
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",112,,50,62
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Member, State Board of Education, District No. 1",Lani Popp,53,,26,27
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"State Senator, District No. 24",Lamar Lewis,43,,19,24
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"State Senator, District No. 24",Pete Flores,81,,42,39
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"State Senator, District No. 24",Raul Reyes,55,,24,31
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",68,,29,39
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"State Representative,  District No. 53",Andrew S. Murr,107,,55,52
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,159,,75,84
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,154,,73,81
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",156,,75,81
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Judge,Richard A. Evans,75,,41,34
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Judge,Susan Junker,96,,41,55
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Judge,Dennis Alonzo Fitzgerald,21,,7,14
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,District Clerk,Tammy Kneuper,165,,79,86
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Clerk,Tandie Mansfield,165,,81,84
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Treasurer,Beverly Schmidt,163,,80,83
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"County Commissioner, Precinct No. 4",Jordan (Jody) Rutherford Jr,159,,79,80
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice of the Peace, Precinct No. 4",Lynn D. Holt,107,,57,50
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice of the Peace, Precinct No. 4",Ben Condry,69,,25,44
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,County Chairman,Conrad (Butch) Striegl,160,,79,81
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 1,YES,189,,90,99
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 1,NO,7,,1,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 2,YES,156,,68,88
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 2,NO,36,,19,17
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 3,YES,172,,85,87
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 3,NO,22,,5,17
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 4,YES,183,,88,95
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 4,NO,14,,3,11
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 5,YES,164,,79,85
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 5,NO,26,,11,15
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 6,YES,158,,72,86
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 6,NO,33,,19,14
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 7,YES,192,,92,100
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 7,NO,5,,0,5
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 8,YES,186,,89,97
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 8,NO,10,,3,7
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 9,YES,184,,86,98
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 9,NO,10,,4,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 10,YES,186,,89,97
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Proposition 10,NO,9,,1,8
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"United States Representative, District No. 21",Dana Zavorka,9,,1,8
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"United States Representative, District No. 21",Chip Roy,169,,39,130
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"United States Representative, District No. 21",Michael Alexander French,6,,2,4
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"United States Representative, District No. 21",Robert Lowry,5,,0,5
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Rick Perry,12,,3,9
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Don Huffines,17,,0,17
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Danny Harrison,0,,0,0
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Kandy Kaye Horn,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Allen B. West,25,,4,21
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Paul Belew,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Greg Abbott,124,,36,88
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Governor,Chad Prather,13,,0,13
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Aaron Sorrells,8,,1,7
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Zach Vance,2,,1,1
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Todd M. Bullis,7,,1,6
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Daniel Miller,3,,0,3
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Trayce Bradford,13,,5,8
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Lieutenant Governor,Dan Patrick,154,,35,119
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Attorney General,George P. Bush,46,,16,30
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Attorney General,Eva Guzman,12,,1,11
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Attorney General,Ken Paxton,94,,17,77
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Attorney General,Louie Gohmert,38,,9,29
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Comptroller of Public Accounts,Glenn Hegar,150,,35,115
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Comptroller of Public Accounts,Mark V. Goloby,23,,2,21
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Tim Westley,32,,7,25
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Jon Spiers,11,,0,11
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Dawn Buckingham,91,,24,67
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Victor Avila,14,,4,10
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Don W. Minton,13,,4,9
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Rufus Lopez,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Ben Armenta,0,,0,0
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of the General Land Office,Weston Martinez,7,,1,6
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of Agriculture,James White,45,,15,30
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of Agriculture,Carey A. Counsil,16,,2,14
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Commissioner of Agriculture,Sid Miller,107,,20,87
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Railroad Commissioner,"Marvin ""Sarge"" Summers",28,,9,19
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Railroad Commissioner,Dawayne Tipton,16,,3,13
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Railroad Commissioner,Wayne Christian,68,,14,54
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Railroad Commissioner,Tom Slocum Jr,27,,8,19
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Railroad Commissioner,Sarah Stogner,21,,2,19
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, Supreme Court, Place 3",Debra Lehrmann,157,,34,123
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, Supreme Court, Place 5",Rebeca Huddle,154,,33,121
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, Supreme Court, Place 9",David J. Schenck,72,,19,53
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, Supreme Court, Place 9",Evan Young,89,,18,71
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,154,,33,121
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,108,,24,84
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,50,,11,39
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",152,,33,119
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",107,,22,85
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Member, State Board of Education, District No. 1",Lani Popp,44,,12,32
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"State Senator, District No. 24",Lamar Lewis,60,,13,47
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"State Senator, District No. 24",Pete Flores,90,,17,73
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"State Senator, District No. 24",Raul Reyes,24,,8,16
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",49,,9,40
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"State Representative,  District No. 53",Andrew S. Murr,124,,34,90
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,149,,33,116
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,147,,32,115
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",148,,31,117
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Judge,Richard A. Evans,121,,24,97
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Judge,Susan Junker,41,,9,32
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Judge,Dennis Alonzo Fitzgerald,10,,2,8
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,District Clerk,Tammy Kneuper,157,,32,125
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Clerk,Tandie Mansfield,157,,33,124
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Treasurer,Beverly Schmidt,157,,33,124
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"County Commissioner, Precinct No. 4",Jordan (Jody) Rutherford Jr,165,,35,130
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice of the Peace, Precinct No. 4",Lynn D. Holt,119,,24,95
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,"Justice of the Peace, Precinct No. 4",Ben Condry,46,,13,33
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,County Chairman,Conrad (Butch) Striegl,154,,32,122
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 1,YES,186,,42,144
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 1,NO,3,,0,3
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 2,YES,149,,30,119
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 2,NO,35,,11,24
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 3,YES,171,,39,132
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 3,NO,17,,4,13
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 4,YES,188,,43,145
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 4,NO,3,,0,3
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 5,YES,164,,34,130
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 5,NO,18,,5,13
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 6,YES,159,,34,125
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 6,NO,21,,4,17
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 7,YES,185,,42,143
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 7,NO,3,,0,3
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 8,YES,179,,39,140
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 8,NO,8,,2,6
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 9,YES,174,,38,136
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 9,NO,14,,4,10
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 10,YES,179,,42,137
Bandera County,1-Mar-22,Republican Primary ,17,2,410,524,Proposition 10,NO,6,,0,6
