political_subsdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Justice, Supreme Court, Place 9",Evan Young,,13,19,0,13
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,34,34,0,34
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,17,21,1,16
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,19,13,1,18
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,34,34,0,34
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Member, State Board of Education, District No. 15",Jay Johnson,,26,23,1,25
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,12,16,0,12
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Senator, District No. 31",Stormy Bradley,,11,4,1,10
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Senator, District No. 31",Jesse Quackenbush,,5,5,0,5
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Senator, District No. 31",Tim Reid,,9,8,1,8
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Senator, District No. 31",Kevin Sparks,,19,21,0,19
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Representative,  District No. 88",Ken King,,28,24,3,25
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"State Representative,  District No. 88",Ted Hutto,,19,17,0,19
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,36,34,1,35
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,"District Judge, 31st Judicial District",Steven R. Emmert,,38,35,1,37
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 1,YES,,46,40,3,43
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 1,NO,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 2,YES,,36,30,1,35
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 2,NO,,10,9,1,9
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 3,YES,,42,38,2,40
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 3,NO,,6,3,1,5
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 4,YES,,43,38,3,40
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 4,NO,,5,3,0,5
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 5,YES,,37,35,2,35
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 5,NO,,9,4,1,8
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 6,YES,,37,37,3,34
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 6,NO,,7,3,0,7
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 7,YES,,47,40,3,44
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 7,NO,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 8,YES,,43,39,3,40
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 8,NO,,4,1,0,4
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 9,YES,,39,39,2,37
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 9,NO,,9,2,1,8
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 10,YES,,44,40,3,41
Roberts County,3/1/2022,Primary,0,0,1 - REP,0,Proposition 10,NO,,2,0,0,2
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"U. S. Representative, District No. 13",Ronny Jackson,,55,33,11,44
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Allen B. West,,12,6,1,11
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Paul Belew,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Don Huffines,,2,5,0,2
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Kandy Kaye Horn,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Greg Abbott,,40,21,10,30
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Rick Perry,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Danny Harrison,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Governor,Chad Prather,,4,5,0,4
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Dan Patrick,,36,22,10,26
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Trayce Bradford,,5,1,0,5
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Aaron Sorrells,,4,2,1,3
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Zach Vance,,6,2,0,6
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Daniel Miller,,4,2,0,4
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Lieutenant Governor,Todd M. Bullis,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Attorney General,Ken Paxton,,22,15,5,17
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Attorney General,Eva Guzman,,14,4,0,14
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Attorney General,Louie Gohmert,,9,6,2,7
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Attorney General,George P. Bush,,12,6,4,8
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Comptroller of Public Accounts,Mark V. Goloby,,10,10,2,8
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Comptroller of Public Accounts,Glenn Hegar,,37,17,9,28
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Tim Westley,,12,10,1,11
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Ben Armenta,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Jon Spiers,,6,3,2,4
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Don W. Minton,,4,2,1,3
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Dawn Buckingham,,25,6,7,18
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Rufus Lopez,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Weston Martinez,,0,2,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of the General Land Office,Victor Avila,,1,1,0,1
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of Agriculture,Sid Miller,,33,22,10,23
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of Agriculture,James White,,16,5,1,15
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Commisioner of Agriculture,Carey A. Counsil,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Railroad Commissioner,Tom Slocum Jr,,16,2,3,13
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,5,2,1,4
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Railroad Commissioner,Dawayne Tipton,,4,8,1,3
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Railroad Commissioner,Wayne Christian,,23,8,4,19
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Railroad Commissioner,Sarah Stogner,,4,4,2,2
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,50,28,8,42
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,50,28,9,41
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Justice, Supreme Court, Place 9",David J. Schenck,,31,14,10,21
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Justice, Supreme Court, Place 9",Evan Young,,18,13,1,17
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,50,27,9,41
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,27,18,8,19
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,23,8,3,20
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,49,27,9,40
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Member, State Board of Education, District No. 15",Jay Johnson,,42,15,8,34
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,12,12,3,9
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Senator, District No. 31",Stormy Bradley,,11,3,4,7
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Senator, District No. 31",Jesse Quackenbush,,3,5,2,1
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Senator, District No. 31",Tim Reid,,13,3,0,13
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Senator, District No. 31",Kevin Sparks,,27,16,4,23
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Representative,  District No. 88",Ken King,,38,21,8,30
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"State Representative,  District No. 88",Ted Hutto,,19,16,3,16
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,49,27,9,40
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,"District Judge, 31st Judicial District",Steven R. Emmert,,55,29,11,44
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 1,YES,,58,35,11,47
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 1,NO,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 2,YES,,42,25,10,32
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 2,NO,,16,7,1,15
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 3,YES,,52,35,9,43
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 3,NO,,7,3,2,5
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 4,YES,,56,31,10,46
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 4,NO,,2,2,1,1
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 5,YES,,51,32,10,41
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 5,NO,,3,2,0,3
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 6,YES,,50,32,10,40
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 6,NO,,6,3,0,6
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 7,YES,,56,36,11,45
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 7,NO,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 8,YES,,55,36,11,44
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 8,NO,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 9,YES,,51,30,11,40
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 9,NO,,6,6,0,6
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 10,YES,,58,33,11,47
Roberts County,3/1/2022,Primary,0,0,2 - REP,0,Proposition 10,NO,,0,2,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"U. S. Representative, District No. 13",Ronny Jackson,,40,26,5,35
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Allen B. West,,9,6,1,8
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Paul Belew,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Don Huffines,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Kandy Kaye Horn,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Greg Abbott,,26,13,3,23
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Rick Perry,,2,5,0,2
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Danny Harrison,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Governor,Chad Prather,,4,3,0,4
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Dan Patrick,,22,15,2,20
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Trayce Bradford,,4,4,0,4
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Aaron Sorrells,,2,3,1,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Zach Vance,,3,0,0,3
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Daniel Miller,,2,2,1,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Lieutenant Governor,Todd M. Bullis,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Attorney General,Ken Paxton,,16,12,2,14
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Attorney General,Eva Guzman,,8,6,1,7
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Attorney General,Louie Gohmert,,6,3,2,4
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Attorney General,George P. Bush,,8,4,0,8
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Comptroller of Public Accounts,Mark V. Goloby,,11,9,0,11
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Comptroller of Public Accounts,Glenn Hegar,,24,12,4,20
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Tim Westley,,15,5,1,14
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Ben Armenta,,1,1,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Jon Spiers,,3,3,0,3
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Don W. Minton,,2,2,1,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Dawn Buckingham,,5,4,0,5
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Rufus Lopez,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Weston Martinez,,3,1,0,3
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of the General Land Office,Victor Avila,,3,0,0,3
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of Agriculture,Sid Miller,,29,16,3,26
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of Agriculture,James White,,6,4,1,5
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Commisioner of Agriculture,Carey A. Counsil,,2,2,1,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Railroad Commissioner,Tom Slocum Jr,,6,3,0,6
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,6,1,0,6
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Railroad Commissioner,Dawayne Tipton,,1,5,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Railroad Commissioner,Wayne Christian,,12,9,2,10
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Railroad Commissioner,Sarah Stogner,,8,3,0,8
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,34,21,3,31
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,35,20,4,31
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Justice, Supreme Court, Place 9",David J. Schenck,,21,12,1,20
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Justice, Supreme Court, Place 9",Evan Young,,12,8,1,11
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,35,21,4,31
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,20,13,1,19
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,12,8,1,11
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,34,19,4,30
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Member, State Board of Education, District No. 15",Jay Johnson,,27,14,2,25
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,10,11,1,9
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Senator, District No. 31",Stormy Bradley,,8,3,0,8
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Senator, District No. 31",Jesse Quackenbush,,6,4,0,6
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Senator, District No. 31",Tim Reid,,10,6,2,8
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Senator, District No. 31",Kevin Sparks,,15,11,3,12
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Representative,  District No. 88",Ken King,,30,11,4,26
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"State Representative,  District No. 88",Ted Hutto,,12,15,1,11
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,33,21,2,31
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,"District Judge, 31st Judicial District",Steven R. Emmert,,37,19,5,32
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 1,YES,,39,26,5,34
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 1,NO,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 2,YES,,30,19,3,27
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 2,NO,,8,8,1,7
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 3,YES,,39,23,3,36
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 3,NO,,2,4,2,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 4,YES,,40,24,5,35
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 4,NO,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 5,YES,,40,24,4,36
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 5,NO,,1,1,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 6,YES,,39,20,5,34
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 6,NO,,1,6,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 7,YES,,42,25,5,37
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 7,NO,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 8,YES,,41,23,5,36
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 8,NO,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 9,YES,,39,25,5,34
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 9,NO,,2,2,0,2
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 10,YES,,41,25,5,36
Roberts County,3/1/2022,Primary,0,0,3 - REP,0,Proposition 10,NO,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"U. S. Representative, District No. 13",Ronny Jackson,,29,24,2,27
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Allen B. West,,6,6,0,6
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Paul Belew,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Don Huffines,,2,5,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Kandy Kaye Horn,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Greg Abbott,,20,12,2,18
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Rick Perry,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Danny Harrison,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Governor,Chad Prather,,2,2,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Dan Patrick,,19,12,2,17
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Trayce Bradford,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Aaron Sorrells,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Zach Vance,,1,5,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Daniel Miller,,4,2,0,4
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Lieutenant Governor,Todd M. Bullis,,2,0,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Attorney General,Ken Paxton,,13,13,1,12
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Attorney General,Eva Guzman,,9,3,0,9
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Attorney General,Louie Gohmert,,5,5,0,5
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Attorney General,George P. Bush,,3,4,1,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Comptroller of Public Accounts,Mark V. Goloby,,9,5,0,9
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Comptroller of Public Accounts,Glenn Hegar,,18,12,2,16
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Tim Westley,,6,6,0,6
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Ben Armenta,,1,1,0,1
