Lipscomb County,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,101,54,4,0,0,0,0,0,11,9,0,0,90,45,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,101,43,4,0,0,0,0,0,11,2,0,0,90,41,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,101,0,0,0,0,0,0,0,11,0,0,0,90,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,101,0,0,0,0,0,0,0,11,0,0,0,90,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,101,74,4,0,0,0,0,0,11,10,0,0,90,64,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,101,23,4,0,0,0,0,0,11,1,0,0,90,22,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,101,40,18,0,0,0,0,0,11,5,0,0,90,35,18,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,101,43,18,0,0,0,0,0,11,6,0,0,90,37,18,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,101,48,26,0,0,0,0,0,11,4,3,0,90,44,23,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,101,27,26,0,0,0,0,0,11,4,3,0,90,23,23,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,101,82,0,0,0,0,0,0,11,9,0,0,90,73,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,207,,1,4,5,5,348,0.29,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,101,19,0,0,0,0,0,0,11,2,0,0,90,17,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,27,17,1,0,0,0,0,0,2,1,0,0,25,16,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,27,9,1,0,0,0,0,0,2,1,0,0,25,8,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,27,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,27,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,27,22,1,0,0,0,0,0,2,2,0,0,25,20,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,27,4,1,0,0,0,0,0,2,0,0,0,25,4,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,27,8,5,0,0,0,0,0,2,2,0,0,25,6,5,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,27,14,5,0,0,0,0,0,2,0,0,0,25,14,5,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,27,12,8,0,0,0,0,0,2,0,0,0,25,12,8,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,27,7,8,0,0,0,0,0,2,2,0,0,25,5,8,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,27,23,0,0,0,0,0,0,2,2,0,0,25,21,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,308,,1,4,6,6,152,0.18,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,27,4,0,0,0,0,0,0,2,0,0,0,25,4,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,33,16,0,0,0,0,0,0,4,1,0,0,29,15,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,33,17,0,0,0,0,0,0,4,3,0,0,29,14,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,33,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,33,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,33,27,0,0,0,0,0,0,4,2,0,0,29,25,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,33,6,0,0,0,0,0,0,4,2,0,0,29,4,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,33,13,6,0,0,0,0,0,4,1,1,0,29,12,5,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,33,14,6,0,0,0,0,0,4,2,1,0,29,12,5,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,33,13,8,0,0,0,0,0,4,2,1,0,29,11,7,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,33,12,8,0,0,0,0,0,4,1,1,0,29,11,7,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,33,29,0,0,0,0,0,0,4,3,0,0,29,26,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,409,,1,3,7,7,140,0.24,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,33,4,0,0,0,0,0,0,4,1,0,0,29,3,0,0
