political_subdivison,election_date,election_name,total provisionals ballots,total provisional ballots counted,#FormatVersion 1,,,,,,
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,77,50
Red River,11/3/2020,General,18,6,19 - A,196,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,73,50
Red River,11/3/2020,General,18,6,19 - A,196,County Attorney,Val Varley,REP,75,48
Red River,11/3/2020,General,18,6,19 - A,196,Sheriff,Jim Caldwell,REP,77,50
Red River,11/3/2020,General,18,6,19 - A,196,County Tax Assessor-Collector,Tonya R. Martin,REP,77,50
Red River,11/3/2020,General,18,6,19 - A,196,"County Commissioner, Precinct No. 3",Jeff Moore,REP,74,51
Red River,11/3/2020,General,18,6,19 - A,196,Constable,Shawn Roden,REP,75,50
Red River,11/3/2020,General,18,6,19 - A,196,Mayor,Alex Ackley,,54,41
Red River,11/3/2020,General,18,6,19 - A,196,Mayor,Kris Posey,,25,12
Red River,11/3/2020,General,18,6,19 - A,196,"Council, Seat 2",Tracey Lambert,,62,38
Red River,11/3/2020,General,18,6,19 - A,196,"Council, Seat 2",Thomas Chesshire,,13,12
Red River,11/3/2020,General,18,6,19 - A,196,"Council, Seat 4",Frank Estes,,66,39
Red River,11/3/2020,General,18,6,20,160,President and Vice President,Donald J. Trump Michael R. Pence,REP,54,14
Red River,11/3/2020,General,18,6,20,160,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,40,0
Red River,11/3/2020,General,18,6,20,160,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,20,160,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,20,160,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,United States Senator,John Cornyn,REP,54,10
Red River,11/3/2020,General,18,6,20,160,United States Senator,"Mary ""MJ"" Hegar",DEM,36,1
Red River,11/3/2020,General,18,6,20,160,United States Senator,Kerry Douglas McKennon,LIB,2,1
Red River,11/3/2020,General,18,6,20,160,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,20,160,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,"United States Representative, District No. 4",Pat Fallon,REP,54,9
Red River,11/3/2020,General,18,6,20,160,"United States Representative, District No. 4",Russell Foster,DEM,35,1
Red River,11/3/2020,General,18,6,20,160,"United States Representative, District No. 4",Lou Antonelli,LIB,2,1
Red River,11/3/2020,General,18,6,20,160,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,20,160,Railroad Commissioner,"James ""Jim"" Wright",REP,52,9
Red River,11/3/2020,General,18,6,20,160,Railroad Commissioner,Chrysta Castañeda,DEM,38,1
Red River,11/3/2020,General,18,6,20,160,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,20,160,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,20,160,"Chief Justice, Supreme Court",Nathan Hecht,REP,53,9
Red River,11/3/2020,General,18,6,20,160,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,38,1
Red River,11/3/2020,General,18,6,20,160,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,53,9
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,37,1
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,53,9
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,38,1
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,53,8
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,39,1
Red River,11/3/2020,General,18,6,20,160,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,1
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,53,9
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,39,1
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,53,8
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,40,1
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,53,9
Red River,11/3/2020,General,18,6,20,160,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,37,1
Red River,11/3/2020,General,18,6,20,160,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,54,7
Red River,11/3/2020,General,18,6,20,160,"Member State Board of Education, District No. 9",Brenda Davis,DEM,38,2
Red River,11/3/2020,General,18,6,20,160,"State Senator, District No. 1",Bryan Hughes,REP,55,7
Red River,11/3/2020,General,18,6,20,160,"State Senator, District No. 1",Audrey Spanko,DEM,37,1
Red River,11/3/2020,General,18,6,20,160,"State Representative, District No. 1",Gary Vandeaver,REP,72,11
Red River,11/3/2020,General,18,6,20,160,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,64,7
Red River,11/3/2020,General,18,6,20,160,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,68,8
Red River,11/3/2020,General,18,6,20,160,County Attorney,Val Varley,REP,65,9
Red River,11/3/2020,General,18,6,20,160,Sheriff,Jim Caldwell,REP,71,9
Red River,11/3/2020,General,18,6,20,160,County Tax Assessor-Collector,Tonya R. Martin,REP,72,9
Red River,11/3/2020,General,18,6,20,160,"County Commissioner, Precinct No. 3",Jeff Moore,REP,68,9
Red River,11/3/2020,General,18,6,20,160,Constable,Shawn Roden,REP,71,9
Red River,11/3/2020,General,18,6,21,174,President and Vice President,Donald J. Trump Michael R. Pence,REP,75,12
Red River,11/3/2020,General,18,6,21,174,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,27,5
Red River,11/3/2020,General,18,6,21,174,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,21,174,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,21,174,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,21,174,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,21,174,United States Senator,John Cornyn,REP,74,10
Red River,11/3/2020,General,18,6,21,174,United States Senator,"Mary ""MJ"" Hegar",DEM,24,5
Red River,11/3/2020,General,18,6,21,174,United States Senator,Kerry Douglas McKennon,LIB,1,1
Red River,11/3/2020,General,18,6,21,174,United States Senator,David B. Collins,GRN,1,0
Red River,11/3/2020,General,18,6,21,174,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,21,174,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,21,174,"United States Representative, District No. 4",Pat Fallon,REP,67,9
Red River,11/3/2020,General,18,6,21,174,"United States Representative, District No. 4",Russell Foster,DEM,25,5
Red River,11/3/2020,General,18,6,21,174,"United States Representative, District No. 4",Lou Antonelli,LIB,3,1
Red River,11/3/2020,General,18,6,21,174,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,21,174,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,21,174,Railroad Commissioner,"James ""Jim"" Wright",REP,71,11
Red River,11/3/2020,General,18,6,21,174,Railroad Commissioner,Chrysta Castañeda,DEM,25,4
Red River,11/3/2020,General,18,6,21,174,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,21,174,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,21,174,"Chief Justice, Supreme Court",Nathan Hecht,REP,71,11
Red River,11/3/2020,General,18,6,21,174,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,26,5
Red River,11/3/2020,General,18,6,21,174,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,72,11
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,25,5
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,72,10
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,26,5
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,70,11
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,26,4
Red River,11/3/2020,General,18,6,21,174,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,70,10
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,25,5
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,70,11
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,26,4
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,70,10
Red River,11/3/2020,General,18,6,21,174,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,26,5
Red River,11/3/2020,General,18,6,21,174,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,70,10
Red River,11/3/2020,General,18,6,21,174,"Member State Board of Education, District No. 9",Brenda Davis,DEM,26,5
Red River,11/3/2020,General,18,6,21,174,"State Senator, District No. 1",Bryan Hughes,REP,71,9
Red River,11/3/2020,General,18,6,21,174,"State Senator, District No. 1",Audrey Spanko,DEM,25,5
Red River,11/3/2020,General,18,6,21,174,"State Representative, District No. 1",Gary Vandeaver,REP,77,15
Red River,11/3/2020,General,18,6,21,174,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,78,14
Red River,11/3/2020,General,18,6,21,174,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,78,14
Red River,11/3/2020,General,18,6,21,174,County Attorney,Val Varley,REP,76,15
Red River,11/3/2020,General,18,6,21,174,Sheriff,Jim Caldwell,REP,82,14
Red River,11/3/2020,General,18,6,21,174,County Tax Assessor-Collector,Tonya R. Martin,REP,85,15
Red River,11/3/2020,General,18,6,21,174,"County Commissioner, Precinct No. 3",Jeff Moore,REP,78,13
Red River,11/3/2020,General,18,6,21,174,Constable,Shawn Roden,REP,79,14
Red River,11/3/2020,General,18,6,24,189,President and Vice President,Donald J. Trump Michael R. Pence,REP,94,19
Red River,11/3/2020,General,18,6,24,189,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,27,0
Red River,11/3/2020,General,18,6,24,189,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,24,189,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,24,189,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,United States Senator,John Cornyn,REP,95,19
Red River,11/3/2020,General,18,6,24,189,United States Senator,"Mary ""MJ"" Hegar",DEM,24,0
Red River,11/3/2020,General,18,6,24,189,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,24,189,United States Senator,David B. Collins,GRN,1,0
Red River,11/3/2020,General,18,6,24,189,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,"United States Representative, District No. 4",Pat Fallon,REP,93,18
Red River,11/3/2020,General,18,6,24,189,"United States Representative, District No. 4",Russell Foster,DEM,24,0
Red River,11/3/2020,General,18,6,24,189,"United States Representative, District No. 4",Lou Antonelli,LIB,3,1
Red River,11/3/2020,General,18,6,24,189,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,24,189,Railroad Commissioner,"James ""Jim"" Wright",REP,92,19
Red River,11/3/2020,General,18,6,24,189,Railroad Commissioner,Chrysta Castañeda,DEM,25,0
Red River,11/3/2020,General,18,6,24,189,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,24,189,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,24,189,"Chief Justice, Supreme Court",Nathan Hecht,REP,91,19
Red River,11/3/2020,General,18,6,24,189,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,28,0
Red River,11/3/2020,General,18,6,24,189,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,93,19
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,26,0
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,92,19
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,27,0
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,92,19
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,27,0
Red River,11/3/2020,General,18,6,24,189,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,92,19
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,26,0
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,91,19
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,26,0
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,93,19
Red River,11/3/2020,General,18,6,24,189,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,26,0
Red River,11/3/2020,General,18,6,24,189,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,91,19
Red River,11/3/2020,General,18,6,24,189,"Member State Board of Education, District No. 9",Brenda Davis,DEM,24,0
Red River,11/3/2020,General,18,6,24,189,"State Senator, District No. 1",Bryan Hughes,REP,92,19
Red River,11/3/2020,General,18,6,24,189,"State Senator, District No. 1",Audrey Spanko,DEM,23,0
Red River,11/3/2020,General,18,6,24,189,"State Representative, District No. 1",Gary Vandeaver,REP,99,19
Red River,11/3/2020,General,18,6,24,189,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,97,19
Red River,11/3/2020,General,18,6,24,189,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,94,18
Red River,11/3/2020,General,18,6,24,189,County Attorney,Val Varley,REP,85,17
Red River,11/3/2020,General,18,6,24,189,Sheriff,Jim Caldwell,REP,98,19
Red River,11/3/2020,General,18,6,24,189,County Tax Assessor-Collector,Tonya R. Martin,REP,99,19
Red River,11/3/2020,General,18,6,24,189,"County Commissioner, Precinct No. 3",Jeff Moore,REP,92,18
Red River,11/3/2020,General,18,6,24,189,Constable,Shawn Roden,REP,94,18
Red River,11/3/2020,General,18,6,27,430,President and Vice President,Donald J. Trump Michael R. Pence,REP,187,120
Red River,11/3/2020,General,18,6,27,430,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,20,3
Red River,11/3/2020,General,18,6,27,430,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
Red River,11/3/2020,General,18,6,27,430,President and Vice President,Howie Hawkins Angela Walker,GRN,1,1
Red River,11/3/2020,General,18,6,27,430,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27,430,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,27,430,United States Senator,John Cornyn,REP,187,113
Red River,11/3/2020,General,18,6,27,430,United States Senator,"Mary ""MJ"" Hegar",DEM,20,4
Red River,11/3/2020,General,18,6,27,430,United States Senator,Kerry Douglas McKennon,LIB,2,4
Red River,11/3/2020,General,18,6,27,430,United States Senator,David B. Collins,GRN,0,2
Red River,11/3/2020,General,18,6,27,430,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27,430,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,27,430,"United States Representative, District No. 4",Pat Fallon,REP,183,115
Red River,11/3/2020,General,18,6,27,430,"United States Representative, District No. 4",Russell Foster,DEM,19,1
Red River,11/3/2020,General,18,6,27,430,"United States Representative, District No. 4",Lou Antonelli,LIB,3,3
Red River,11/3/2020,General,18,6,27,430,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27,430,"United States Representative, District No. 4",Unassigned write-ins,,0,1
Red River,11/3/2020,General,18,6,27,430,Railroad Commissioner,"James ""Jim"" Wright",REP,185,112
Red River,11/3/2020,General,18,6,27,430,Railroad Commissioner,Chrysta Castañeda,DEM,20,4
Red River,11/3/2020,General,18,6,27,430,Railroad Commissioner,Matt Sterett,LIB,1,3
Red River,11/3/2020,General,18,6,27,430,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,2
Red River,11/3/2020,General,18,6,27,430,"Chief Justice, Supreme Court",Nathan Hecht,REP,185,116
Red River,11/3/2020,General,18,6,27,430,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,18,2
Red River,11/3/2020,General,18,6,27,430,"Chief Justice, Supreme Court",Mark Ash,LIB,3,3
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,184,118
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,19,2
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,185,118
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,17,2
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,1
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,185,117
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,17,1
Red River,11/3/2020,General,18,6,27,430,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,3
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,181,118
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,21,1
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,183,118
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,20,2
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,183,119
Red River,11/3/2020,General,18,6,27,430,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,20,1
Red River,11/3/2020,General,18,6,27,430,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,181,119
Red River,11/3/2020,General,18,6,27,430,"Member State Board of Education, District No. 9",Brenda Davis,DEM,23,2
Red River,11/3/2020,General,18,6,27,430,"State Senator, District No. 1",Bryan Hughes,REP,183,119
Red River,11/3/2020,General,18,6,27,430,"State Senator, District No. 1",Audrey Spanko,DEM,20,2
Red River,11/3/2020,General,18,6,27,430,"State Representative, District No. 1",Gary Vandeaver,REP,190,118
Red River,11/3/2020,General,18,6,27,430,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,190,118
Red River,11/3/2020,General,18,6,27,430,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,189,114
Red River,11/3/2020,General,18,6,27,430,County Attorney,Val Varley,REP,190,115
Red River,11/3/2020,General,18,6,27,430,Sheriff,Jim Caldwell,REP,191,116
Red River,11/3/2020,General,18,6,27,430,County Tax Assessor-Collector,Tonya R. Martin,REP,196,119
Red River,11/3/2020,General,18,6,27,430,Constable,Shawn Roden,REP,191,113
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,Donald J. Trump Michael R. Pence,REP,52,26
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27 - A,139,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,John Cornyn,REP,49,23
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,"Mary ""MJ"" Hegar",DEM,10,4
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,David B. Collins,GRN,1,0
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27 - A,139,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,27 - A,139,"United States Representative, District No. 4",Pat Fallon,REP,46,25
Red River,11/3/2020,General,18,6,27 - A,139,"United States Representative, District No. 4",Russell Foster,DEM,7,2
Red River,11/3/2020,General,18,6,27 - A,139,"United States Representative, District No. 4",Lou Antonelli,LIB,4,0
Red River,11/3/2020,General,18,6,27 - A,139,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,27 - A,139,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,27 - A,139,Railroad Commissioner,"James ""Jim"" Wright",REP,49,25
Red River,11/3/2020,General,18,6,27 - A,139,Railroad Commissioner,Chrysta Castañeda,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,27 - A,139,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0
Red River,11/3/2020,General,18,6,27 - A,139,"Chief Justice, Supreme Court",Nathan Hecht,REP,48,24
Red River,11/3/2020,General,18,6,27 - A,139,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,9,3
Red River,11/3/2020,General,18,6,27 - A,139,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,48,24
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,10,2
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,49,25
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,49,24
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,1
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,48,23
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,10,3
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,50,25
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,50,25
Red River,11/3/2020,General,18,6,27 - A,139,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,48,23
Red River,11/3/2020,General,18,6,27 - A,139,"Member State Board of Education, District No. 9",Brenda Davis,DEM,9,3
Red River,11/3/2020,General,18,6,27 - A,139,"State Senator, District No. 1",Bryan Hughes,REP,50,24
Red River,11/3/2020,General,18,6,27 - A,139,"State Senator, District No. 1",Audrey Spanko,DEM,9,2
Red River,11/3/2020,General,18,6,27 - A,139,"State Representative, District No. 1",Gary Vandeaver,REP,56,26
Red River,11/3/2020,General,18,6,27 - A,139,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,55,24
Red River,11/3/2020,General,18,6,27 - A,139,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,54,26
Red River,11/3/2020,General,18,6,27 - A,139,County Attorney,Val Varley,REP,50,21
Red River,11/3/2020,General,18,6,27 - A,139,Sheriff,Jim Caldwell,REP,50,25
Red River,11/3/2020,General,18,6,27 - A,139,County Tax Assessor-Collector,Tonya R. Martin,REP,55,24
Red River,11/3/2020,General,18,6,27 - A,139,Constable,Shawn Roden,REP,50,26
Red River,11/3/2020,General,18,6,27 - A,139,Mayor,Alex Ackley,,35,12
Red River,11/3/2020,General,18,6,27 - A,139,Mayor,Kris Posey,,21,12
Red River,11/3/2020,General,18,6,27 - A,139,"Council, Seat 2",Tracey Lambert,,39,20
Red River,11/3/2020,General,18,6,27 - A,139,"Council, Seat 2",Thomas Chesshire,,11,4
Red River,11/3/2020,General,18,6,27 - A,139,"Council, Seat 4",Frank Estes,,51,19
