Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
"Judge, Court of Criminal Appeals, Place No. 3",2,Early Voting,Elizabeth Davis Frizell,DEM,82,7.71%,114,8.84%,1064,100.00%,1289,100.00%,49,62,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 3",2,Election Day Voting,Elizabeth Davis Frizell,DEM,19,11.45%,114,8.84%,166,100.00%,1289,100.00%,10,62,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Absentee Voting,Kevin Patrick Yeary,REP,45,78.95%,1176,91.88%,57,100.00%,1280,100.00%,4,70,1,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Early Voting,Kevin Patrick Yeary,REP,982,92.82%,1176,91.88%,1058,100.00%,1280,100.00%,55,70,0,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Election Day Voting,Kevin Patrick Yeary,REP,149,90.30%,1176,91.88%,165,100.00%,1280,100.00%,11,70,0,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Absentee Voting,Tina Clinton,DEM,12,21.05%,104,8.13%,57,100.00%,1280,100.00%,4,70,1,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Early Voting,Tina Clinton,DEM,76,7.18%,104,8.13%,1058,100.00%,1280,100.00%,55,70,0,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 4",2,Election Day Voting,Tina Clinton,DEM,16,9.70%,104,8.13%,165,100.00%,1280,100.00%,11,70,0,1,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Absentee Voting,David Newell,REP,45,77.59%,1180,91.90%,58,100.00%,1284,100.00%,4,67,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Early Voting,David Newell,REP,983,92.74%,1180,91.90%,1060,100.00%,1284,100.00%,53,67,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Election Day Voting,David Newell,REP,152,91.57%,1180,91.90%,166,100.00%,1284,100.00%,10,67,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Absentee Voting,Brandon Birmingham,DEM,13,22.41%,104,8.10%,58,100.00%,1284,100.00%,4,67,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Early Voting,Brandon Birmingham,DEM,77,7.26%,104,8.10%,1060,100.00%,1284,100.00%,53,67,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place No. 9",2,Election Day Voting,Brandon Birmingham,DEM,14,8.43%,104,8.10%,166,100.00%,1284,100.00%,10,67,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Absentee Voting,Jay Johnson,REP,48,80.00%,1163,90.30%,60,100.00%,1288,100.00%,2,63,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Early Voting,Jay Johnson,REP,965,91.12%,1163,90.30%,1059,100.00%,1288,100.00%,54,63,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Election Day Voting,Jay Johnson,REP,150,88.76%,1163,90.30%,169,100.00%,1288,100.00%,7,63,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Absentee Voting,John Betancourt,DEM,12,20.00%,125,9.70%,60,100.00%,1288,100.00%,2,63,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Early Voting,John Betancourt,DEM,94,8.88%,125,9.70%,1059,100.00%,1288,100.00%,54,63,0,0,0,0,0,0,0,0
"Member State Board of Education, District No. 15",2,Election Day Voting,John Betancourt,DEM,19,11.24%,125,9.70%,169,100.00%,1288,100.00%,7,63,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Absentee Voting,Dustin Burrows,REP,46,77.97%,1173,91.14%,59,100.00%,1287,100.00%,3,64,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Early Voting,Dustin Burrows,REP,976,92.08%,1173,91.14%,1060,100.00%,1287,100.00%,53,64,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Election Day Voting,Dustin Burrows,REP,151,89.88%,1173,91.14%,168,100.00%,1287,100.00%,8,64,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Absentee Voting,Addison Perry-Franks,DEM,13,22.03%,114,8.86%,59,100.00%,1287,100.00%,3,64,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Early Voting,Addison Perry-Franks,DEM,84,7.92%,114,8.86%,1060,100.00%,1287,100.00%,53,64,0,0,0,0,0,0,0,0
"State Representative, District No. 83",2,Election Day Voting,Addison Perry-Franks,DEM,17,10.12%,114,8.86%,168,100.00%,1287,100.00%,8,64,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 2",2,Absentee Voting,Bruce Williams,REP,51,100.00%,1235,100.00%,51,100.00%,1235,100.00%,11,116,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 2",2,Early Voting,Bruce Williams,REP,1022,100.00%,1235,100.00%,1022,100.00%,1235,100.00%,91,116,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 2",2,Election Day Voting,Bruce Williams,REP,162,100.00%,1235,100.00%,162,100.00%,1235,100.00%,14,116,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 3 Unexpired Term",2,Absentee Voting,W. Stacy Trotter,REP,51,100.00%,1221,100.00%,51,100.00%,1221,100.00%,11,130,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 3 Unexpired Term",2,Early Voting,W. Stacy Trotter,REP,1009,100.00%,1221,100.00%,1009,100.00%,1221,100.00%,104,130,0,0,0,0,0,0,0,0
"Justice, 11th Court of Appeals District, Place No. 3 Unexpired Term",2,Election Day Voting,W. Stacy Trotter,REP,161,100.00%,1221,100.00%,161,100.00%,1221,100.00%,15,130,0,0,0,0,0,0,0,0
"District Attorney, 106th Judicial District",2,Absentee Voting,Philip Mack Furlow,REP,52,100.00%,1224,100.00%,52,100.00%,1224,100.00%,10,127,0,0,0,0,0,0,0,0
"District Attorney, 106th Judicial District",2,Early Voting,Philip Mack Furlow,REP,1010,100.00%,1224,100.00%,1010,100.00%,1224,100.00%,103,127,0,0,0,0,0,0,0,0
"District Attorney, 106th Judicial District",2,Election Day Voting,Philip Mack Furlow,REP,162,100.00%,1224,100.00%,162,100.00%,1224,100.00%,14,127,0,0,0,0,0,0,0,0
County Attorney,2,Absentee Voting,Joe Nagy Jr,REP,52,100.00%,1230,100.00%,52,100.00%,1230,100.00%,10,121,0,0,0,0,0,0,0,0
County Attorney,2,Early Voting,Joe Nagy Jr,REP,1011,100.00%,1230,100.00%,1011,100.00%,1230,100.00%,102,121,0,0,0,0,0,0,0,0
County Attorney,2,Election Day Voting,Joe Nagy Jr,REP,167,100.00%,1230,100.00%,167,100.00%,1230,100.00%,9,121,0,0,0,0,0,0,0,0
Sheriff,2,Absentee Voting,Ronny Pipkin,REP,53,100.00%,1228,100.00%,53,100.00%,1228,100.00%,9,123,0,0,0,0,0,0,0,0
Sheriff,2,Early Voting,Ronny Pipkin,REP,1008,100.00%,1228,100.00%,1008,100.00%,1228,100.00%,105,123,0,0,0,0,0,0,0,0
Sheriff,2,Election Day Voting,Ronny Pipkin,REP,167,100.00%,1228,100.00%,167,100.00%,1228,100.00%,9,123,0,0,0,0,0,0,0,0
County Tax Assessor-Collector,2,Absentee Voting,Susan Shaw,REP,52,100.00%,1239,100.00%,52,100.00%,1239,100.00%,10,112,0,0,0,0,0,0,0,0
County Tax Assessor-Collector,2,Early Voting,Susan Shaw,REP,1021,100.00%,1239,100.00%,1021,100.00%,1239,100.00%,92,112,0,0,0,0,0,0,0,0
County Tax Assessor-Collector,2,Election Day Voting,Susan Shaw,REP,166,100.00%,1239,100.00%,166,100.00%,1239,100.00%,10,112,0,0,0,0,0,0,0,0
"Constable, Precinct No. 1",2,Absentee Voting,Chad Hallum,REP,54,100.00%,1223,100.00%,54,100.00%,1223,100.00%,8,128,0,0,0,0,0,0,0,0
"Constable, Precinct No. 1",2,Early Voting,Chad Hallum,REP,1003,100.00%,1223,100.00%,1003,100.00%,1223,100.00%,110,128,0,0,0,0,0,0,0,0
"Constable, Precinct No. 1",2,Election Day Voting,Chad Hallum,REP,166,100.00%,1223,100.00%,166,100.00%,1223,100.00%,10,128,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,Donald J. Trump Michael R. Pence,REP,54,77.14%,1840,93.16%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,Donald J. Trump Michael R. Pence,REP,1644,94.43%,1840,93.16%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,Donald J. Trump Michael R. Pence,REP,142,86.59%,1840,93.16%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,Joseph R. Biden Kamala D. Harris,DEM,16,22.86%,121,6.13%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,Joseph R. Biden Kamala D. Harris,DEM,86,4.94%,121,6.13%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,Joseph R. Biden Kamala D. Harris,DEM,19,11.59%,121,6.13%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0.00%,14,0.71%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,11,0.63%,14,0.71%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,3,1.83%,14,0.71%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,Howie Hawkins Angela Walker,GRN,0,0.00%,0,0.00%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,Howie Hawkins Angela Walker,GRN,0,0.00%,0,0.00%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,Howie Hawkins Angela Walker,GRN,0,0.00%,0,0.00%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,Brian Carroll (W),,0,0.00%,0,0.00%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,Brian Carroll (W),,0,0.00%,0,0.00%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,Brian Carroll (W),,0,0.00%,0,0.00%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Absentee Voting,JOAQUIN GUZMAN (W),,0,0.00%,0,0.00%,70,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
President and Vice President,3,Early Voting,JOAQUIN GUZMAN (W),,0,0.00%,0,0.00%,1741,100.00%,1975,100.00%,4,4,0,0,0,0,0,0,0,0
President and Vice President,3,Election Day Voting,JOAQUIN GUZMAN (W),,0,0.00%,0,0.00%,164,100.00%,1975,100.00%,0,4,0,0,0,0,0,0,0,0
United States Senator,3,Absentee Voting,John Cornyn,REP,53,76.81%,1769,92.52%,69,100.00%,1912,100.00%,1,67,0,0,0,0,0,0,0,0
United States Senator,3,Early Voting,John Cornyn,REP,1579,93.60%,1769,92.52%,1687,100.00%,1912,100.00%,58,67,0,0,0,0,0,0,0,0
