political_subdivision,election_date,election_name,total provisionals ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,7,2,0,7
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,7,2,0,7
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,SHERIFF,Chad Roberts,Rep,7,1,0,7
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,SHERIFF,RUSTY SCHRAEDER,,2,1,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,SHERIFF,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,COUNTY COMMISSIONER PRECINCT 1,Andy Maxwell,Rep,8,2,0,8
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,CONSTABLE PRECINCT 1,Larry L Jernigan Sr,Rep,9,2,0,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,TRUSTEE PLACE 4,Devin Koenig,,8,1,0,8
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,TRUSTEE PLACE 5,Dustin Ferguson,,5,1,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,TRUSTEE PLACE 5,Tim McKinney,,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,CISCO COLLEGE BOARD OF REGENTS PLACE 4,Rick Watts,,3,1,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,CISCO COLLEGE BOARD OF REGENTS PLACE 4,Greg Cary,,3,0,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,CISCO COLLEGE BOARD OF REGENTS PLACE 5,Jerry Conring,,6,1,0,6
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd-College,17,CISCO COLLEGE BOARD OF REGENTS PLACE 6,Ricky Whatley,,6,1,0,6
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,Donald J. Trump/Michael R. Pence,Rep,402,59,53,349
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,Joseph R. Biden/Kamala D. Harris,Dem,23,7,11,12
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,Howie Hawkins/Angela Walker,Grn,2,0,1,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,John Cornyn,Rep,395,57,54,341
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,24,7,11,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,3,0,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,David B. Collins,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,396,59,53,343
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,21,3,10,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,5,1,1,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,401,59,56,345
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,19,5,9,10
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,RAILROAD COMMISSIONER,Matt Sterett,Lib,4,0,0,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,396,58,53,343
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,24,6,10,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,3,0,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,396,56,51,345
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,21,8,8,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,391,58,51,340
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,22,5,8,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,3,1,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,394,58,50,344
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,19,6,8,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,4,1,1,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,394,56,50,344
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,19,7,8,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,394,55,50,344
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,23,8,9,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,397,59,51,346
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,18,5,8,10
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,394,55,53,341
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,20,5,9,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,392,57,50,342
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,384,56,59,325
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,396,58,53,343
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,398,59,55,343
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,403,58,57,346
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,SHERIFF,Chad Roberts,Rep,319,48,46,273
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,SHERIFF,RUSTY SCHRAEDER,,64,10,8,56
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,SHERIFF,Rejected write-ins,,4,0,0,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,405,60,58,347
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,CONSTABLE PRECINCT 1,Larry L Jernigan Sr,Rep,402,58,56,346
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,TRUSTEE PLACE 4,Devin Koenig,,369,51,54,315
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,TRUSTEE PLACE 5,Dustin Ferguson,,233,28,27,206
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,TRUSTEE PLACE 5,Tim McKinney,,135,24,23,112
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,CISCO COLLEGE BOARD OF REGENTS PLACE 4,Rick Watts,,215,36,27,188
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,CISCO COLLEGE BOARD OF REGENTS PLACE 4,Greg Cary,,142,18,22,120
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,CISCO COLLEGE BOARD OF REGENTS PLACE 5,Jerry Conring,,354,50,50,304
Eastland County,11/3/2020,2020 November 3rd General,113,23,8-Cisco-Cisd-College,603,CISCO COLLEGE BOARD OF REGENTS PLACE 6,Ricky Whatley,,356,51,51,305
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,Donald J. Trump/Michael R. Pence,Rep,163,26,36,127
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,Joseph R. Biden/Kamala D. Harris,Dem,19,1,8,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,Howie Hawkins/Angela Walker,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,John Cornyn,Rep,161,25,37,124
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,15,1,6,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,2,1,1,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,David B. Collins,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,162,25,35,127
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,15,1,6,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,2,1,1,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,161,25,34,127
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,15,0,7,8
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,RAILROAD COMMISSIONER,Matt Sterett,Lib,3,1,1,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,157,25,34,123
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,18,0,7,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,2,1,1,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,158,26,32,126
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,16,0,8,8
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,158,25,34,124
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,16,0,7,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,1,1,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,156,25,33,123
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,16,0,7,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,1,1,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,160,26,34,126
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,16,0,7,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,156,26,31,125
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,15,0,7,8
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,155,26,32,123
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,15,0,6,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,155,25,32,123
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,17,0,6,11
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,158,26,30,128
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,141,22,31,110
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,155,25,30,125
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,154,25,29,125
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,154,24,28,126
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,SHERIFF,Chad Roberts,Rep,119,15,26,93
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,SHERIFF,RUSTY SCHRAEDER,,32,7,8,24
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,SHERIFF,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,164,25,33,131
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,COUNTY COMMISSIONER PRECINCT 3,Ronnie Wilson,Rep,148,25,28,120
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,CONSTABLE PRECINCT 1,Larry L Jernigan Sr,Rep,154,23,29,125
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,TRUSTEE PLACE 4,Devin Koenig,,143,20,25,118
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd-College,265,TRUSTEE PLACE 5,Dustin Ferguson,,96,14,12,84
