political_subdivision,election_date,election_name,total provisionals ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,0,1,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,John Cornyn,Rep,169,58,20,149
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,18,7,2,16
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,3,2,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,David B. Collins,Grn,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,172,53,19,153
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,14,10,2,12
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,5,2,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,174,57,20,154
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,11,9,2,9
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,RAILROAD COMMISSIONER,Matt Sterett,Lib,4,1,0,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,170,53,20,150
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,15,11,2,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,5,2,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,176,57,20,156
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,14,10,2,12
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,170,58,20,150
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,15,8,2,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,3,1,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,170,55,19,151
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,16,11,2,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,5,1,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,174,52,19,155
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,14,12,2,12
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,172,56,20,152
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,18,10,2,16
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,174,55,20,154
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,17,11,2,15
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,172,56,19,153
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,16,11,2,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,178,64,20,158
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,178,64,19,159
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,178,64,18,160
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,177,62,18,159
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,177,56,18,159
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,SHERIFF,Chad Roberts,Rep,112,26,16,96
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,SHERIFF,RUSTY SCHRAEDER,,68,32,5,63
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,SHERIFF,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,176,65,19,157
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,COUNTY COMMISSIONER PRECINCT 2-UNEXPIRED TERM,James Crenshaw,Rep,176,64,19,157
Eastland County,11/3/2020,2020 November 3rd General,113,23,2-Olden,375,CONSTABLE PRECINCT 2,Jay Druesedow,Rep,177,64,19,158
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,Donald J. Trump/Michael R. Pence,Rep,174,43,21,153
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,Joseph R. Biden/Kamala D. Harris,Dem,21,2,8,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",Lib,1,1,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,Howie Hawkins/Angela Walker,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,John Cornyn,Rep,167,40,21,146
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,20,4,7,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,3,0,0,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,David B. Collins,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,168,40,20,148
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,21,2,6,15
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,169,43,22,147
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,20,2,6,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,RAILROAD COMMISSIONER,Matt Sterett,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,165,38,18,147
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,22,5,7,15
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,1,1,1,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,169,42,18,151
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,20,2,6,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,166,40,18,148
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,21,3,6,15
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,0,1,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,165,41,18,147
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,22,3,6,16
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,165,38,17,148
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,21,3,7,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,167,41,17,150
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,20,1,6,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,163,38,17,146
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,20,3,6,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,167,41,17,150
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,21,3,7,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,3-Ranger,340,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,165,42,18,147
