political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,COUNTY ATTORNEY,James M. Stainton,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,SHERIFF,Lane Akin,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"COUNTY COMMISSIONER, PRECINCT 1","John ""Biff"" Hayes",REP,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,01 - D2,1,0,"CONSTABLE, PRECINCT 1",Rex Hoskins,REP,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,3,0,2,1
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,John Cornyn,REP,3,0,2,1
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,Kerry Douglas McKennon,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,David B. Collins,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"U.S. REPRESENTATIVE, DISTRICT 13",Ronny Jackson,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"U.S. REPRESENTATIVE, DISTRICT 13",Gus Trujillo,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"U.S. REPRESENTATIVE, DISTRICT 13",Jack B. Westbrook,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,RAILROAD COMMISSIONER,Matt Sterett,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,0,0,0,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,COUNTY ATTORNEY,James M. Stainton,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,SHERIFF,Lane Akin,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"COUNTY COMMISSIONER, PRECINCT 1","John ""Biff"" Hayes",REP,2,0,2,0
WISE,11/3/2020,GENERAL,1,1,01 - D3,2,3,"CONSTABLE, PRECINCT 1",Rex Hoskins,REP,2,0,2,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,1426,71,1192,163
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,246,36,190,20
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,14,1,7,6
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,2,0,1,1
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,1,0,1,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,John Cornyn,REP,1416,72,1188,156
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,229,32,173,24
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,Kerry Douglas McKennon,LIB,18,2,10,6
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,David B. Collins,GRN,8,0,6,2
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,Rejected write-ins,,1,0,1,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"U.S. REPRESENTATIVE, DISTRICT 13",Ronny Jackson,REP,1392,52,1180,160
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"U.S. REPRESENTATIVE, DISTRICT 13",Gus Trujillo,DEM,208,26,165,17
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"U.S. REPRESENTATIVE, DISTRICT 13",Jack B. Westbrook,LIB,33,1,23,9
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,1406,74,1174,158
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,207,26,163,18
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,RAILROAD COMMISSIONER,Matt Sterett,LIB,35,2,25,8
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,11,0,10,1
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,1397,71,1168,158
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,221,30,170,21
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,35,2,25,8
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,1430,72,1192,166
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,219,30,169,20
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,1405,72,1172,161
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,214,27,170,17
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,32,3,22,7
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,1403,72,1170,161
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,209,28,164,17
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,33,2,23,8
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,1426,73,1188,165
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,218,29,168,21
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,1434,75,1194,165
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,208,26,161,21
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,1430,72,1191,167
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,208,29,160,19
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,1411,57,1184,170
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,223,30,175,18
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,1391,48,1185,158
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,202,27,157,18
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,36,0,27,9
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,1488,66,1249,173
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,1419,67,1183,169
WISE,11/3/2020,GENERAL,4,1,01 - DISD,2152,1692,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,206,29,159,18
