political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
WISE,11/3/2020,GENERAL,16,2,13 - BISD,1171,772,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,647,38,510,99
WISE,11/3/2020,GENERAL,16,2,13 - BISD,1171,772,"CONSTABLE, PRECINCT 4",Kevin Huffman,REP,640,38,509,93
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,1057,50,865,142
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,242,26,174,42
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,10,0,8,2
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,2,0,1,1
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,1,0,1,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,John Cornyn,REP,1031,50,853,128
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,233,24,167,42
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,Kerry Douglas McKennon,LIB,20,0,12,8
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,David B. Collins,GRN,6,0,4,2
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,Rejected write-ins,,2,0,1,1
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"U.S. REPRESENTATIVE, DISTRICT 13",Ronny Jackson,REP,1036,44,861,131
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"U.S. REPRESENTATIVE, DISTRICT 13",Gus Trujillo,DEM,207,21,148,38
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"U.S. REPRESENTATIVE, DISTRICT 13",Jack B. Westbrook,LIB,29,1,17,11
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,1039,50,854,135
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,201,22,148,31
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,RAILROAD COMMISSIONER,Matt Sterett,LIB,28,1,18,9
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,9,0,7,2
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,1026,46,850,130
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,216,24,158,34
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,36,1,21,14
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,1053,46,866,141
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,222,24,161,37
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,1029,46,848,135
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,213,22,158,33
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,33,1,22,10
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,1023,45,847,131
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,213,23,153,37
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,34,1,23,10
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,1032,47,851,134
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,236,22,172,42
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,1041,48,853,140
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,222,22,164,36
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,1045,45,862,138
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,217,24,156,37
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,1037,41,861,135
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,223,22,161,40
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,1026,45,849,132
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,195,21,143,31
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,50,1,34,15
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,1137,46,934,157
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,1039,46,856,137
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,217,22,159,36
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,1120,45,921,154
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,1126,44,926,156
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,1117,45,918,154
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,COUNTY ATTORNEY,James M. Stainton,REP,1118,44,920,154
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,SHERIFF,Lane Akin,REP,1116,47,920,149
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,1127,48,922,157
WISE,11/3/2020,GENERAL,24,2,14 - BISD,2021,1315,"CONSTABLE, PRECINCT 4",Kevin Huffman,REP,1122,43,923,156
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,134,1,119,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,8,1,7,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,1,0,1,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,John Cornyn,REP,132,1,118,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,8,1,7,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,Kerry Douglas McKennon,LIB,2,0,1,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,David B. Collins,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"U.S. REPRESENTATIVE, DISTRICT 13",Ronny Jackson,REP,133,1,119,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"U.S. REPRESENTATIVE, DISTRICT 13",Gus Trujillo,DEM,8,1,7,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"U.S. REPRESENTATIVE, DISTRICT 13",Jack B. Westbrook,LIB,2,0,1,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,134,1,120,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,7,1,6,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,RAILROAD COMMISSIONER,Matt Sterett,LIB,1,0,1,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,1,0,0,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,135,1,120,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,7,1,6,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,132,1,118,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,10,1,8,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,133,1,118,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,9,1,8,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,133,1,119,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,8,1,7,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,134,1,119,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,7,1,6,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,136,1,121,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,6,1,5,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,135,1,120,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,7,1,6,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,133,1,119,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,9,1,7,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,135,1,120,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,6,1,5,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,1,0,1,0
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,137,1,122,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,135,1,121,13
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,8,1,6,1
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,138,1,123,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,135,1,120,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,138,1,123,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,COUNTY ATTORNEY,James M. Stainton,REP,137,1,122,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,SHERIFF,Lane Akin,REP,139,1,124,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,136,1,121,14
WISE,11/3/2020,GENERAL,0,0,14 - PISD,194,143,"CONSTABLE, PRECINCT 4",Kevin Huffman,REP,137,1,122,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,83,13,56,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,21,2,19,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,3,0,2,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,John Cornyn,REP,82,14,56,12
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,18,1,17,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,Kerry Douglas McKennon,LIB,5,0,2,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,David B. Collins,GRN,2,0,2,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"U.S. REPRESENTATIVE, DISTRICT 13",Ronny Jackson,REP,75,4,60,11
WISE,11/3/2020,GENERAL,5,0,15,147,107,"U.S. REPRESENTATIVE, DISTRICT 13",Gus Trujillo,DEM,15,1,13,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"U.S. REPRESENTATIVE, DISTRICT 13",Jack B. Westbrook,LIB,5,0,2,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,82,13,57,12
WISE,11/3/2020,GENERAL,5,0,15,147,107,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,16,0,16,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,RAILROAD COMMISSIONER,Matt Sterett,LIB,4,0,1,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,1,0,1,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,83,13,58,12
WISE,11/3/2020,GENERAL,5,0,15,147,107,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,14,0,14,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,7,0,4,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,87,13,60,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,15,0,14,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,81,13,56,12
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,16,0,16,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,6,0,3,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,81,13,57,11
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,15,0,14,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,7,0,4,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,85,13,58,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,16,0,15,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,82,13,55,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,18,0,17,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,84,13,56,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,16,0,16,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,75,4,57,14
WISE,11/3/2020,GENERAL,5,0,15,147,107,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,17,0,16,1
WISE,11/3/2020,GENERAL,5,0,15,147,107,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,71,4,55,12
WISE,11/3/2020,GENERAL,5,0,15,147,107,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,14,0,14,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,8,0,5,3
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,86,7,64,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,79,7,57,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,15,0,15,0
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,85,7,63,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,79,2,62,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,81,2,64,15
WISE,11/3/2020,GENERAL,5,0,15,147,107,COUNTY ATTORNEY,James M. Stainton,REP,80,2,63,15
