political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,Reg_voters,race_name,candidate_name,party code,election_votes,Election Day Voting Votes,Absentee Voting Votes,Early Voting Votes
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"Member State Board of Education, District No. 15",Jay Johnson,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,2,0,0
Gray County ,11/3/2020,General,46,31,1,6,"State Representative, District No. 88",Ken King,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1,6,"District Attorney, 31st Judicial District",Franklin McDonough,REP,2,2,0,2
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Donald J. Trump Michael R. Pence,REP,25,34,2,23
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,John Cornyn,REP,25,32,2,23
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,"Mary ""MJ"" Hegar",DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,Kerry Douglas McKennon,LIB,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"United States Representative, District No. 13",Ronny Jackson,REP,25,31,2,23
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"United States Representative, District No. 13",Gus Trujillo,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,Railroad Commissioner,"James ""Jim"" Wright",REP,23,32,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,Railroad Commissioner,Chrysta Castañeda,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,Railroad Commissioner,Matt Sterett,LIB,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Chief Justice, Supreme Court",Nathan Hecht,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Member State Board of Education, District No. 15",Jay Johnson,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"State Representative, District No. 88",Ken King,REP,23,33,1,22
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,22,32,1,21
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,22,31,1,21
Gray County ,11/3/2020,General,46,31,1 - LISD,68,"District Attorney, 31st Judicial District",Franklin McDonough,REP,22,32,1,21
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Donald J. Trump Michael R. Pence,REP,58,150,11,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,7,4,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,3,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Howie Hawkins Angela Walker,GRN,0,1,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,John Cornyn,REP,58,144,11,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,"Mary ""MJ"" Hegar",DEM,7,4,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,Kerry Douglas McKennon,LIB,0,6,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"United States Representative, District No. 13",Ronny Jackson,REP,59,147,12,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"United States Representative, District No. 13",Gus Trujillo,DEM,6,5,3,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,3,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,Railroad Commissioner,"James ""Jim"" Wright",REP,59,148,12,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,Railroad Commissioner,Chrysta Castañeda,DEM,6,5,3,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,Railroad Commissioner,Matt Sterett,LIB,0,2,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Chief Justice, Supreme Court",Nathan Hecht,REP,55,148,10,45
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,7,5,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Chief Justice, Supreme Court",Mark Ash,LIB,2,2,0,2
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,57,152,10,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,6,2,3,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,55,150,9,46
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,7,2,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,2,0,1
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,56,150,10,46
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,6,2,3,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,1,0,1
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,56,150,9,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,7,4,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,56,151,9,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,7,3,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,56,151,9,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,6,3,3,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Member State Board of Education, District No. 15",Jay Johnson,REP,57,150,10,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Member State Board of Education, District No. 15",John Betancourt,DEM,7,5,4,3
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"State Representative, District No. 88",Ken King,REP,56,153,9,47
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,57,150,9,48
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,58,153,10,48
Gray County ,11/3/2020,General,46,31,1 - CITY LISD,343,"District Attorney, 31st Judicial District",Franklin McDonough,REP,56,152,9,47
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Donald J. Trump Michael R. Pence,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,John Cornyn,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,"Mary ""MJ"" Hegar",DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"United States Representative, District No. 13",Ronny Jackson,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"United States Representative, District No. 13",Gus Trujillo,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,Railroad Commissioner,"James ""Jim"" Wright",REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,Railroad Commissioner,Chrysta Castañeda,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Chief Justice, Supreme Court",Nathan Hecht,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,16,1,0,16
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,16,1,0,16
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Member State Board of Education, District No. 15",Jay Johnson,REP,16,1,0,16
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Member State Board of Education, District No. 15",John Betancourt,DEM,1,0,0,1
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"State Representative, District No. 88",Ken King,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,17,1,0,17
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,16,1,0,16
Gray County ,11/3/2020,General,46,31,1 - Mclean,1,"District Attorney, 31st Judicial District",Franklin McDonough,REP,16,1,0,16
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Donald J. Trump Michael R. Pence,REP,1082,300,124,958
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,124,30,34,90
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,14,5,4,10
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Howie Hawkins Angela Walker,GRN,6,0,1,5
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
