poltical_subdivision,election_date,election_name,total provisional ballots,toatal provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition E",For,,343,77,70,273
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition E",Against,,103,25,21,82
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition F",For,,375,84,80,295
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition F",Against,,63,19,7,56
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition G",For,,376,78,79,297
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition G",Against,,64,23,12,52
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition H",For,,295,68,62,233
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition H",Against,,123,27,25,98
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition I",For,,285,69,62,223
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition I",Against,,126,27,27,99
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition J",For,,195,55,39,156
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition J",Against,,234,43,54,180
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition K",For,,268,55,60,208
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition K",Against,,122,32,25,97
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition L",For,,318,71,76,242
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition L",Against,,85,21,15,70
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition M",For,,315,63,67,248
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition M",Against,,93,29,23,70
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition N",For,,364,79,77,287
Bee County,11/3/2020,2020 November 3rd General Election,,,10 - BS8,1592,"City of Beeville
Proposition N",Against,,64,22,15,49
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,11,0,1,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,John Cornyn,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"United States Representative, District No. 34",Rey Gonzalez,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"United States Representative, District No. 34",Filemon B. Vela,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"United States Representative, District No. 34",Chris B. Royal,IND,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,Railroad Commissioner,"James ""Jim"" Wright",REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Chief Justice, Supreme Court",Nathan Hecht,REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"State Senator, District 21",Frank Pomeroy,REP,10,0,2,8
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"State Senator, District 21",Judith Zaffirini,DEM,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"State Representative, District No. 43",J.M. Lozano,REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"District Attorney, 156th Judicial District",Jose Aliseda,REP,11,0,2,9
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,County Tax Assessor-Collector,Michelle Matus,REP,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,County Tax Assessor-Collector,Debbie Moreno,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,7,0,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,5,0,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,8,0,0,8
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS11,14,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,109,22,2,107
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,25,12,8,17
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,John Cornyn,REP,101,21,3,98
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,"Mary ""MJ"" Hegar",DEM,20,10,7,13
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,Kerry Douglas McKennon,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,David B. Collins,GRN,3,0,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"United States Representative, District No. 34",Rey Gonzalez,REP,99,20,3,96
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"United States Representative, District No. 34",Filemon B. Vela,DEM,22,10,7,15
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"United States Representative, District No. 34",Chris B. Royal,IND,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,Railroad Commissioner,"James ""Jim"" Wright",REP,96,20,3,93
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,Railroad Commissioner,Chrysta Castañeda,DEM,24,10,7,17
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Chief Justice, Supreme Court",Nathan Hecht,REP,96,20,3,93
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,21,10,7,14
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Chief Justice, Supreme Court",Mark Ash,LIB,3,0,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,98,22,3,95
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,22,9,7,15
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,94,19,3,91
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,24,10,7,17
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,4,0,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,93,19,3,90
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,25,10,7,18
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,0,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,97,20,3,94
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,23,9,7,16
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,96,18,3,93
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,24,9,7,17
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,99,21,3,96
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,21,6,7,14
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"State Senator, District 21",Frank Pomeroy,REP,89,18,3,86
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"State Senator, District 21",Judith Zaffirini,DEM,35,11,7,28
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"State Representative, District No. 43",J.M. Lozano,REP,105,23,5,100
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,97,21,3,94
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,23,6,7,16
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,100,22,3,97
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,21,5,7,14
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,101,23,5,96
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"District Attorney, 156th Judicial District",Jose Aliseda,REP,105,22,5,100
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,County Tax Assessor-Collector,Michelle Matus,REP,105,25,5,100
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,County Tax Assessor-Collector,Debbie Moreno,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,93,20,6,87
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,60,17,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,27,4,3,24
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,57,12,2,55
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,37,10,6,31
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",Pete Dobson,,61,12,6,55
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",Daniel P. Williams,,22,2,3,19
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",Ilda Serna-Reuda,,40,8,2,38
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",John Tollackson,,49,9,3,46
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",Julissa Deleon James,,43,11,5,38
Bee County,11/3/2020,2020 November 3rd General Election,,,11 - BS16-11,276,"Pawnee Independent School District
Trustee, At Large",Gwen Henke Hesseltine,,63,10,5,58
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,81,74,7,74
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,24,14,5,19
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,1,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,John Cornyn,REP,75,69,7,68
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,"Mary ""MJ"" Hegar",DEM,24,10,5,19
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,Kerry Douglas McKennon,LIB,1,2,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,David B. Collins,GRN,0,1,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"United States Representative, District No. 34",Rey Gonzalez,REP,77,64,7,70
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"United States Representative, District No. 34",Filemon B. Vela,DEM,22,15,5,17
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"United States Representative, District No. 34",Anthony Cristo,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"United States Representative, District No. 34",Chris B. Royal,IND,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,Railroad Commissioner,"James ""Jim"" Wright",REP,70,63,6,64
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,Railroad Commissioner,Chrysta Castañeda,DEM,25,14,5,20
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,Railroad Commissioner,Matt Sterett,LIB,3,1,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Chief Justice, Supreme Court",Nathan Hecht,REP,74,67,7,67
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,26,13,5,21
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Chief Justice, Supreme Court",Mark Ash,LIB,1,2,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,75,68,6,69
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,23,13,5,18
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,74,66,7,67
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,24,13,4,20
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,12 - BS15-12,311,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,73,64,7,66
