poltical_subdivision,election_date,election_name,total provisional ballots,toatal provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,"Mary ""MJ"" Hegar",DEM,14,0,6,8
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,Kerry Douglas McKennon,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"United States Representative, District No. 34",Rey Gonzalez,REP,60,1,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"United States Representative, District No. 34",Filemon B. Vela,DEM,16,0,6,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"United States Representative, District No. 34",Chris B. Royal,IND,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,Railroad Commissioner,"James ""Jim"" Wright",REP,63,1,3,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,Railroad Commissioner,Chrysta Castañeda,DEM,13,0,6,7
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,Railroad Commissioner,Matt Sterett,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Chief Justice, Supreme Court",Nathan Hecht,REP,61,1,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,15,0,6,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,59,1,3,56
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,15,0,6,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,61,1,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,14,0,6,8
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,59,1,3,56
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,15,0,6,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,60,0,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,14,0,6,8
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,59,0,3,56
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,16,0,6,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,60,0,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,15,0,6,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"State Senator, District 21",Frank Pomeroy,REP,56,0,3,53
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"State Senator, District 21",Judith Zaffirini,DEM,16,0,6,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"State Representative, District No. 43",J.M. Lozano,REP,61,0,2,59
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,59,0,3,56
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,15,0,6,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,58,0,3,55
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,17,0,6,11
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,66,0,6,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"District Attorney, 156th Judicial District",Jose Aliseda,REP,65,0,6,59
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,County Tax Assessor-Collector,Michelle Matus,REP,64,0,4,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,County Tax Assessor-Collector,Debbie Moreno,,3,0,2,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,57,0,0,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,47,0,1,46
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,8,0,1,7
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,49,0,2,47
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS21,96,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,11,0,1,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,360,69,28,332
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,136,24,30,106
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,5,2,1,4
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,"Howie Hawkins
Angela Walker",GRN,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,John Cornyn,REP,351,62,27,324
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,"Mary ""MJ"" Hegar",DEM,134,25,30,104
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,Kerry Douglas McKennon,LIB,5,3,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,David B. Collins,GRN,5,0,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"United States Representative, District No. 34",Rey Gonzalez,REP,341,60,26,315
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"United States Representative, District No. 34",Filemon B. Vela,DEM,147,26,30,117
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"United States Representative, District No. 34",Anthony Cristo,LIB,1,3,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"United States Representative, District No. 34",Chris B. Royal,IND,7,1,1,6
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,Railroad Commissioner,"James ""Jim"" Wright",REP,335,62,25,310
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,Railroad Commissioner,Chrysta Castañeda,DEM,144,24,31,113
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,Railroad Commissioner,Matt Sterett,LIB,4,3,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,8,0,0,8
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Chief Justice, Supreme Court",Nathan Hecht,REP,340,55,26,314
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,143,26,32,111
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Chief Justice, Supreme Court",Mark Ash,LIB,7,5,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,352,64,29,323
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,134,24,28,106
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,339,60,27,312
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,135,22,30,105
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,9,4,0,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,341,54,27,314
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,133,26,30,103
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,9,3,0,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,343,63,28,315
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,142,25,31,111
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,341,60,28,313
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,143,26,31,112
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,347,62,29,318
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,136,25,30,106
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"State Senator, District 21",Frank Pomeroy,REP,290,49,21,269
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"State Senator, District 21",Judith Zaffirini,DEM,195,38,36,159
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"State Representative, District No. 43",J.M. Lozano,REP,404,75,35,369
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,355,61,30,325
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,128,25,28,100
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,358,64,30,328
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,126,23,27,99
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,399,76,36,363
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"District Attorney, 156th Judicial District",Jose Aliseda,REP,396,75,37,359
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,County Tax Assessor-Collector,Michelle Matus,REP,395,70,35,360
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,County Tax Assessor-Collector,Debbie Moreno,,31,9,4,27
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,County Tax Assessor-Collector,Rejected write-ins,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,384,74,29,355
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,200,48,23,177
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,190,24,10,180
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,251,43,16,235
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,172,37,30,142
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Beeville Independent School District
Trustee, At Large",Art Gamez,,210,44,23,187
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Beeville Independent School District
Trustee, At Large",Kevin D. Behr,,217,35,22,195
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS22-1,967,"Beeville Independent School District
Trustee, Sub Ward 1",Eddie Salazar,,356,73,29,327
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,John Cornyn,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"United States Representative, District No. 34",Rey Gonzalez,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"United States Representative, District No. 34",Filemon B. Vela,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"United States Representative, District No. 34",Chris B. Royal,IND,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,Railroad Commissioner,"James ""Jim"" Wright",REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Chief Justice, Supreme Court",Nathan Hecht,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"State Senator, District 21",Frank Pomeroy,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"State Senator, District 21",Judith Zaffirini,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"State Representative, District No. 43",J.M. Lozano,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"District Attorney, 156th Judicial District",Jose Aliseda,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,County Tax Assessor-Collector,Michelle Matus,REP,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,County Tax Assessor-Collector,Debbie Moreno,,1,0,0,1
