political_subdivision,election_date,election_name,total prov ballots,total prov counted,Precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,79,38
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,121,34
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,78,38
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,1
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,118,33
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,79,35
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,4,2
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,121,35
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,78,38
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,122,35
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,79,38
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,123,32
San Patricio County,11/3/2020,General Election,,,101,474,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,78,40
San Patricio County,11/3/2020,General Election,,,101,474,"State Senator, District No. 21",Frank Pomeroy,REP,118,34
San Patricio County,11/3/2020,General Election,,,101,474,"State Senator, District No. 21",Judith Zaffirini,DEM,86,41
San Patricio County,11/3/2020,General Election,,,101,474,"State Representative, District No. 43",J.M. Lozano,REP,158,56
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,125,35
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,76,39
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,122,39
San Patricio County,11/3/2020,General Election,,,101,474,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,78,34
San Patricio County,11/3/2020,General Election,,,101,474,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,161,57
San Patricio County,11/3/2020,General Election,,,101,474,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,153,53
San Patricio County,11/3/2020,General Election,,,101,474,County Attorney,Tamara Cochran-May,REP,157,51
San Patricio County,11/3/2020,General Election,,,101,474,Sheriff,Oscar Rivera,REP,161,55
San Patricio County,11/3/2020,General Election,,,101,474,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,155,52
San Patricio County,11/3/2020,General Election,,,101,474,"County Commissioner, Precinct No. 3",Lilly Wilkinson,REP,133,43
San Patricio County,11/3/2020,General Election,,,101,474,"County Commissioner, Precinct No. 3",Alma  Villarreal Moreno,DEM,67,33
San Patricio County,11/3/2020,General Election,,,101,474,"Constable, Precinct No. 2",Francisco Cantu,DEM,135,65
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Donald J. Trump Michael R. Pence,REP,19,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,7,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Rejected write-ins,,1,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,John Cornyn,REP,19,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,"Mary ""MJ"" Hegar",DEM,7,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"United States Representative, District No. 27",Michael Cloud,REP,19,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,7,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"United States Representative, District No. 27",Phil Gray,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,Railroad Commissioner,"James ""Jim"" Wright",REP,18,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,Railroad Commissioner,Chrysta Castañeda,DEM,6,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,Railroad Commissioner,Matt Sterett,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Chief Justice, Supreme Court",Nathan Hecht,REP,18,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,7,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,19,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,6,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,19,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,6,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,19,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,6,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,19,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,6,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,18,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,7,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,18,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,7,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"State Senator, District No. 21",Frank Pomeroy,REP,18,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"State Senator, District No. 21",Judith Zaffirini,DEM,7,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"State Representative, District No. 43",J.M. Lozano,REP,22,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,19,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,6,2
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,18,1
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,5,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,22,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,21,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,County Attorney,Tamara Cochran-May,REP,22,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,Sheriff,Oscar Rivera,REP,22,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,22,3
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"County Commissioner, Precinct No. 3",Lilly Wilkinson,REP,17,4
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"County Commissioner, Precinct No. 3",Alma  Villarreal Moreno,DEM,7,0
San Patricio County,11/3/2020,General Election,,,101 - SISD,22,"Constable, Precinct No. 2",Francisco Cantu,DEM,17,3
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Donald J. Trump Michael R. Pence,REP,654,138
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,570,98
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,13,3
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Howie Hawkins Angela Walker,GRN,7,4
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Rejected write-ins,,2,1
San Patricio County,11/3/2020,General Election,,,102,2452,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,John Cornyn,REP,632,132
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,"Mary ""MJ"" Hegar",DEM,549,89
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,Kerry Douglas McKennon,LIB,26,7
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,David B. Collins,GRN,7,2
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,Rejected write-ins,,1,0
San Patricio County,11/3/2020,General Election,,,102,2452,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,102,2452,"United States Representative, District No. 34",Rey Gonzalez,REP,591,130
San Patricio County,11/3/2020,General Election,,,102,2452,"United States Representative, District No. 34",Filemon B. Vela,DEM,569,90
San Patricio County,11/3/2020,General Election,,,102,2452,"United States Representative, District No. 34",Anthony Cristo,LIB,23,10
San Patricio County,11/3/2020,General Election,,,102,2452,"United States Representative, District No. 34",Chris B. Royal,IND,15,1
San Patricio County,11/3/2020,General Election,,,102,2452,Railroad Commissioner,"James ""Jim"" Wright",REP,597,119
San Patricio County,11/3/2020,General Election,,,102,2452,Railroad Commissioner,Chrysta Castañeda,DEM,575,103
San Patricio County,11/3/2020,General Election,,,102,2452,Railroad Commissioner,Matt Sterett,LIB,21,6
San Patricio County,11/3/2020,General Election,,,102,2452,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,8,1
San Patricio County,11/3/2020,General Election,,,102,2452,"Chief Justice, Supreme Court",Nathan Hecht,REP,594,113
San Patricio County,11/3/2020,General Election,,,102,2452,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,570,100
San Patricio County,11/3/2020,General Election,,,102,2452,"Chief Justice, Supreme Court",Mark Ash,LIB,30,9
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,623,126
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,564,98
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,587,120
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,573,97
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,25,7
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,601,119
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,551,93
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,28,10
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,608,125
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,576,96
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,617,121
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,564,99
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,622,123
San Patricio County,11/3/2020,General Election,,,102,2452,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,556,97
San Patricio County,11/3/2020,General Election,,,102,2452,"State Senator, District No. 21",Frank Pomeroy,REP,564,123
San Patricio County,11/3/2020,General Election,,,102,2452,"State Senator, District No. 21",Judith Zaffirini,DEM,634,102
San Patricio County,11/3/2020,General Election,,,102,2452,"State Representative, District No. 43",J.M. Lozano,REP,841,179
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,632,123
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,544,98
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,656,137
San Patricio County,11/3/2020,General Election,,,102,2452,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,531,88
San Patricio County,11/3/2020,General Election,,,102,2452,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,907,195
San Patricio County,11/3/2020,General Election,,,102,2452,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,822,176
San Patricio County,11/3/2020,General Election,,,102,2452,County Attorney,Tamara Cochran-May,REP,820,179
San Patricio County,11/3/2020,General Election,,,102,2452,Sheriff,Oscar Rivera,REP,887,190
San Patricio County,11/3/2020,General Election,,,102,2452,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,823,176
San Patricio County,11/3/2020,General Election,,,102,2452,"County Commissioner, Precinct No. 3",Lilly Wilkinson,REP,696,135
San Patricio County,11/3/2020,General Election,,,102,2452,"County Commissioner, Precinct No. 3",Alma  Villarreal Moreno,DEM,495,97
San Patricio County,11/3/2020,General Election,,,102,2452,"Constable, Precinct No. 2",Francisco Cantu,DEM,895,182
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Donald J. Trump Michael R. Pence,REP,71,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,20,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Rejected write-ins,,1,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,John Cornyn,REP,71,11
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,"Mary ""MJ"" Hegar",DEM,21,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,Kerry Douglas McKennon,LIB,0,1
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"United States Representative, District No. 34",Rey Gonzalez,REP,70,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"United States Representative, District No. 34",Filemon B. Vela,DEM,22,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"United States Representative, District No. 34",Chris B. Royal,IND,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,Railroad Commissioner,"James ""Jim"" Wright",REP,69,11
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,Railroad Commissioner,Chrysta Castañeda,DEM,21,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,Railroad Commissioner,Matt Sterett,LIB,0,1
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Chief Justice, Supreme Court",Nathan Hecht,REP,68,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,23,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,69,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,22,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,69,11
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,21,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,1
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,70,11
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,22,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,1
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,70,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,23,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,72,10
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,21,4
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,71,11
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,21,4
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"State Senator, District No. 21",Frank Pomeroy,REP,66,12
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"State Senator, District No. 21",Judith Zaffirini,DEM,27,3
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"State Representative, District No. 43",J.M. Lozano,REP,76,15
San Patricio County,11/3/2020,General Election,,,102 - SISD,154,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,69,12
