Political Subdivision,Election Date,2020 General,Total Provisional/Counted,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,455,0,30,,15,0,0,,349,0,26,,91,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,93,0,30,,4,0,0,,60,0,26,,29,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,11,0,30,,1,0,0,,7,0,26,,3,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,462,0,28,,15,0,1,,352,0,22,,95,0,5,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,99,0,28,,4,0,1,,68,0,22,,27,0,5,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,465,0,28,,15,0,1,,354,0,23,,96,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,96,0,28,,4,0,1,,65,0,23,,27,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,466,0,31,,16,0,1,,357,0,22,,93,0,8,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,92,0,31,,3,0,1,,63,0,22,,26,0,8,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,466,0,34,,11,0,8,,359,0,22,,96,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,89,0,34,,1,0,8,,61,0,22,,27,0,4,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"State Representative, District No. 82",17,,Tom Craddick,1,REP,509,0,80,,12,0,8,,387,0,55,,110,0,17,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,507,0,82,,12,0,8,,385,0,57,,110,0,17,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,507,0,82,,12,0,8,,385,0,57,,110,0,17,
Martin County,11/3/2020,2020 General,0,1,3,Not Reporting,997,589,59.08,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,505,0,84,,12,0,8,,383,0,59,,110,0,17,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,"Donald J. Trump
Michael R. Pence",1,REP,320,0,2,,6,0,0,,232,0,2,,82,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,"Joseph R. Biden
Kamala D. Harris",4,DEM,75,0,2,,2,0,0,,51,0,2,,22,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,"Jo Jorgensen
Jeremy ""Spike"" Cohen",2,LIB,1,0,2,,0,0,0,,0,0,2,,1,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,"Howie Hawkins
Angela Walker",3,GRN,0,0,2,,0,0,0,,0,0,2,,0,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,Rejected write-ins,0,,0,0,2,,0,0,0,,0,0,2,,0,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,President and Vice President,5,,Unassigned write-ins,0,,0,0,2,,0,0,0,,0,0,2,,0,0,0,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,John Cornyn,1,REP,301,0,18,,6,0,0,,217,0,15,,78,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,"Mary ""MJ"" Hegar",3,DEM,71,0,18,,2,0,0,,48,0,15,,21,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,Kerry Douglas McKennon,2,LIB,7,0,18,,0,0,0,,5,0,15,,2,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,David B. Collins,4,GRN,1,0,18,,0,0,0,,0,0,15,,1,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,Rejected write-ins,0,,0,0,18,,0,0,0,,0,0,15,,0,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,United States Senator,1,,Unassigned write-ins,0,,0,0,18,,0,0,0,,0,0,15,,0,0,3,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"United States Representative, District No. 11",10,,August Pfluger,1,REP,303,0,20,,6,0,0,,220,0,14,,77,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"United States Representative, District No. 11",10,,Jon Mark Hogg,2,DEM,69,0,20,,2,0,0,,48,0,14,,19,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"United States Representative, District No. 11",10,,Wacey Alpha Cody,3,LIB,6,0,20,,0,0,0,,3,0,14,,3,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,Railroad Commissioner,12,,"James ""Jim"" Wright",3,REP,299,0,20,,6,0,0,,216,0,16,,77,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,Railroad Commissioner,12,,Chrysta Castañeda,2,DEM,72,0,20,,2,0,0,,51,0,16,,19,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,Railroad Commissioner,12,,Matt Sterett,1,LIB,5,0,20,,0,0,0,,1,0,16,,4,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,Railroad Commissioner,12,,"Katija ""Kat"" Gruene",4,GRN,2,0,20,,0,0,0,,1,0,16,,1,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Chief Justice, Supreme Court",7,,Nathan Hecht,2,REP,299,0,23,,6,0,0,,217,0,18,,76,0,5,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Chief Justice, Supreme Court",7,,Amy Clark Meachum,3,DEM,70,0,23,,2,0,0,,46,0,18,,22,0,5,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Chief Justice, Supreme Court",7,,Mark Ash,1,LIB,6,0,23,,0,0,0,,4,0,18,,2,0,5,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Jane Bland,1,REP,308,0,18,,6,0,0,,222,0,14,,80,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Kathy Cheng,2,DEM,72,0,18,,2,0,0,,49,0,14,,21,0,4,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 7",16,,Jeff Boyd,1,REP,299,0,22,,6,0,0,,218,0,16,,75,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 7",16,,Staci Williams,3,DEM,73,0,22,,2,0,0,,49,0,16,,22,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 7",16,,William Bryan Strange III,2,LIB,4,0,22,,0,0,0,,2,0,16,,2,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,297,0,22,,6,0,0,,217,0,14,,74,0,8,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,71,0,22,,2,0,0,,48,0,14,,21,0,8,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,8,0,22,,0,0,0,,6,0,14,,2,0,8,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,303,0,24,,7,0,0,,217,0,18,,79,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,71,0,24,,1,0,0,,50,0,18,,20,0,6,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,300,0,21,,6,0,0,,217,0,16,,77,0,5,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,77,0,21,,2,0,0,,52,0,16,,23,0,5,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,304,0,22,,6,0,0,,221,0,14,,77,0,8,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,72,0,22,,2,0,0,,50,0,14,,20,0,8,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,299,0,27,,5,0,1,,220,0,16,,74,0,10,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,72,0,27,,2,0,1,,49,0,16,,21,0,10,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"State Representative, District No. 82",17,,Tom Craddick,1,REP,325,0,73,,6,0,2,,231,0,54,,88,0,17,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,324,0,74,,6,0,2,,233,0,52,,85,0,20,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,324,0,74,,6,0,2,,234,0,51,,84,0,21,
Martin County,11/3/2020,2020 General,0,2,8,Not Reporting,816,398,48.77,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,321,0,77,,6,0,2,,231,0,54,,84,0,21,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,"Donald J. Trump
Michael R. Pence",1,REP,435,1,1,,13,1,0,,348,0,1,,74,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,"Joseph R. Biden
Kamala D. Harris",4,DEM,51,1,1,,9,1,0,,38,0,1,,4,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,"Jo Jorgensen
Jeremy ""Spike"" Cohen",2,LIB,1,1,1,,0,1,0,,1,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,"Howie Hawkins
Angela Walker",3,GRN,0,1,1,,0,1,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,Rejected write-ins,0,,0,1,1,,0,1,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,President and Vice President,5,,Unassigned write-ins,0,,0,1,1,,0,1,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,John Cornyn,1,REP,425,1,12,,11,1,5,,343,0,6,,71,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,"Mary ""MJ"" Hegar",3,DEM,45,1,12,,6,1,5,,35,0,6,,4,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,Kerry Douglas McKennon,2,LIB,5,1,12,,0,1,5,,4,0,6,,1,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,David B. Collins,4,GRN,1,1,12,,0,1,5,,0,0,6,,1,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,Rejected write-ins,0,,0,1,12,,0,1,5,,0,0,6,,0,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,United States Senator,1,,Unassigned write-ins,0,,0,1,12,,0,1,5,,0,0,6,,0,0,1,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"United States Representative, District No. 11",10,,August Pfluger,1,REP,426,0,13,,12,0,5,,344,0,5,,70,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"United States Representative, District No. 11",10,,Jon Mark Hogg,2,DEM,43,0,13,,5,0,5,,35,0,5,,3,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"United States Representative, District No. 11",10,,Wacey Alpha Cody,3,LIB,7,0,13,,1,0,5,,4,0,5,,2,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,Railroad Commissioner,12,,"James ""Jim"" Wright",3,REP,418,0,17,,12,0,5,,336,0,9,,70,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,Railroad Commissioner,12,,Chrysta Castañeda,2,DEM,45,0,17,,6,0,5,,36,0,9,,3,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,Railroad Commissioner,12,,Matt Sterett,1,LIB,5,0,17,,0,0,5,,4,0,9,,1,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,Railroad Commissioner,12,,"Katija ""Kat"" Gruene",4,GRN,4,0,17,,0,0,5,,3,0,9,,1,0,3,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Chief Justice, Supreme Court",7,,Nathan Hecht,2,REP,420,1,15,,11,1,5,,342,0,6,,67,0,4,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Chief Justice, Supreme Court",7,,Amy Clark Meachum,3,DEM,45,1,15,,5,1,5,,37,0,6,,3,0,4,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Chief Justice, Supreme Court",7,,Mark Ash,1,LIB,8,1,15,,1,1,5,,3,0,6,,4,0,4,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Jane Bland,1,REP,427,0,17,,12,0,5,,347,0,5,,68,0,7,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Kathy Cheng,2,DEM,45,0,17,,6,0,5,,36,0,5,,3,0,7,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 7",16,,Jeff Boyd,1,REP,423,0,19,,12,0,5,,343,0,9,,68,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 7",16,,Staci Williams,3,DEM,45,0,19,,6,0,5,,36,0,9,,3,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 7",16,,William Bryan Strange III,2,LIB,2,0,19,,0,0,5,,0,0,9,,2,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,422,0,18,,12,0,5,,342,0,7,,68,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,45,0,18,,6,0,5,,36,0,7,,3,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,4,0,18,,0,0,5,,3,0,7,,1,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,421,0,19,,11,0,6,,342,0,8,,68,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,49,0,19,,6,0,6,,38,0,8,,5,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,420,0,23,,11,0,6,,341,0,11,,68,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,46,0,23,,6,0,6,,36,0,11,,4,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,425,0,21,,11,0,6,,345,0,9,,69,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,43,0,21,,6,0,6,,34,0,9,,3,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,414,0,29,,7,0,11,,341,0,10,,66,0,8,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,46,0,29,,5,0,11,,37,0,10,,4,0,8,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"State Representative, District No. 82",17,,Tom Craddick,1,REP,427,0,62,,8,0,15,,347,0,41,,72,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,433,0,56,,8,0,15,,352,0,36,,73,0,5,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,433,0,56,,8,0,15,,353,0,35,,72,0,6,
Martin County,11/3/2020,2020 General,0,3,5,Not Reporting,659,489,74.2,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,420,0,69,,8,0,15,,343,0,45,,69,0,9,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,"Donald J. Trump
Michael R. Pence",1,REP,335,0,3,,15,0,0,,261,0,2,,59,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,"Joseph R. Biden
Kamala D. Harris",4,DEM,51,0,3,,6,0,0,,36,0,2,,9,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,"Jo Jorgensen
Jeremy ""Spike"" Cohen",2,LIB,4,0,3,,0,0,0,,4,0,2,,0,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,"Howie Hawkins
Angela Walker",3,GRN,1,0,3,,0,0,0,,0,0,2,,1,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,Rejected write-ins,0,,1,0,3,,0,0,0,,0,0,2,,1,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,President and Vice President,5,,Unassigned write-ins,0,,0,0,3,,0,0,0,,0,0,2,,0,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,John Cornyn,1,REP,331,0,10,,15,0,2,,256,0,7,,60,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,"Mary ""MJ"" Hegar",3,DEM,47,0,10,,4,0,2,,35,0,7,,8,0,1,
