political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Judge, 29th Judicial District",Michael Moore,REP,40,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,27,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,15,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Attorney,Cynthia Dillard Ince,REP,23,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Attorney,Maegan Kostiha,REP,17,26
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,16,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,11,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"District Clerk, Unexpired Term",Jonna Banks,REP,17,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Sheriff,Brett McGuire,REP,43,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Tax Assessor-Collector,Stacy Choate,REP,26,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Tax Assessor-Collector,Stephanie Dunn,REP,17,24
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"County Commissioner, Precinct 3",Mike Pierce,REP,39,49
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Constable, Precinct No. 5",Scott Mitcham,REP,29,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Constable, Precinct No. 5",Frank Baker,REP,15,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Chairman,Barbara Upham,REP,41,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #1,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #1,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #2,Yes,DEM,17,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #2,No,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #3,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #3,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #4,Yes,DEM,16,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #4,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #5,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #5,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #6,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #6,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #7,Yes,DEM,16,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #7,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #8,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #8,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #9,Yes,DEM,17,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #9,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #10,Yes,DEM,16,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #10,No,DEM,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #11,Yes,DEM,15,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition #11,No,DEM,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 1,Yes,REP,38,43
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 1,No,REP,8,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 2,Yes,REP,35,40
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 2,No,REP,9,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 3,Yes,REP,41,49
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 3,No,REP,4,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 4,Yes,REP,42,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 4,No,REP,4,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 5,Yes,REP,44,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 5,No,REP,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 6,Yes,REP,43,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 6,No,REP,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 7,Yes,REP,45,54
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 7,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 8,Yes,REP,43,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 8,No,REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 9,Yes,REP,43,49
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 9,No,REP,3,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 10,Yes,REP,40,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Proposition 10,No,REP,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Robby Wells,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Michael R. Bloomberg,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Joseph R. Biden,DEM,7,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Pete Buttigieg,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Tom Steyer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Bernie Sanders,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Elizabeth Warren,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Amy Klobuchar,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Michael Cooper,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,"Mary ""MJ"" Hegar",DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Amanda K. Edwards,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Sema Hernandez,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,D.R. Hunter,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Victor Hugo Harris,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Chris Bell,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Royce West,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,Kelly Stone,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,Mark Watson,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,Chrysta Castañeda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,7,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,7,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,6,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,6,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,6,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Chair,Carla Schoonover-Porter,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Donald J. Trump,REP,32,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Bob Ely,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Bill Weld,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Matthew John Matern,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Joe Walsh,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,President,Uncommitted,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Dwayne Stovall,REP,6,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Mark Yancey,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,Virgil Bierschwale,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,John Cornyn,REP,23,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,United States Senator,John Anthony Castro,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,8,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Robert Tucker,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Ned Luscombe,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Casey Gray,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Brandon Batch,REP,12,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",Gene Barber,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"United States Representative,
District No. 11",August Pfluger,REP,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,"James ""Jim"" Wright",REP,24,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Railroad Commissioner,Ryan Sitton,REP,9,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,32,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,30,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,30,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,29,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,18,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,13,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,27,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,27,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,23,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"State Representative, District 60",Jon Francis,REP,12,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"State Representative, District 60",Glenn Rogers,REP,17,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"State Representative, District 60",Kellye Sorelle,REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"State Representative, District 60",Christopher M. Perricone,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,7,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,19,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,28,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Judge, 29th Judicial District",Michael Moore,REP,28,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,15,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,10,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Attorney,Cynthia Dillard Ince,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Attorney,Maegan Kostiha,REP,30,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,9,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,11,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"District Clerk, Unexpired Term",Jonna Banks,REP,11,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Sheriff,Brett McGuire,REP,31,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Tax Assessor-Collector,Stacy Choate,REP,24,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Tax Assessor-Collector,Stephanie Dunn,REP,10,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"County Commissioner, Precinct 3",Mike Pierce,REP,34,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,"Constable, Precinct No. 4",Abel Saldana,REP,35,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,County Chairman,Barbara Upham,REP,29,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #1,Yes,DEM,6,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #1,No,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #2,Yes,DEM,8,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #2,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #3,Yes,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #3,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #4,Yes,DEM,8,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #4,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #5,Yes,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #5,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #6,Yes,DEM,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #6,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #7,Yes,DEM,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #7,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #8,Yes,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #8,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #9,Yes,DEM,8,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #9,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #10,Yes,DEM,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #10,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #11,Yes,DEM,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition #11,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 1,Yes,REP,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 1,No,REP,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 2,Yes,REP,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 2,No,REP,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 3,Yes,REP,33,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 3,No,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 4,Yes,REP,30,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 4,No,REP,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 5,Yes,REP,33,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 5,No,REP,3,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 6,Yes,REP,31,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 6,No,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 7,Yes,REP,35,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 7,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 8,Yes,REP,34,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 8,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 9,Yes,REP,33,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 9,No,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 10,Yes,REP,36,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,18,0,Proposition 10,No,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Michael R. Bloomberg,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,20,0,President,Cory Booker,DEM,0,0
