political_subdivision,election_date,election_name,total provisional ballots ,total provisionals counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes
Brazos County,3/3/2020,Primary,1,,1,1969,US Senator,John Cornyn,REP,146,274
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Cristina Tzintzun Ramirez,DEM,3,18
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Sema Hernandez,DEM,3,8
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Royce West,DEM,0,9
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Jack Daniel Foster Jr,DEM,0,4
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Adrian Ocegueda,DEM,1,1
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,D.R. Hunter,DEM,0,1
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Victor Hugo Harris,DEM,1,3
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,"Mary ""MJ"" Hegar",DEM,9,4
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Michael Cooper,DEM,2,2
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Chris Bell,DEM,0,4
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,Amanda K. Edwards,DEM,3,7
Brazos County,3/3/2020,Primary,,,1,1969,US Senator,"Annie ""Mamá"" Garcia",DEM,2,5
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Pete Sessions,REP,44,126
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Scott Bland,REP,9,18
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Trent Sutton,REP,17,29
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,George W. Hindman,REP,21,41
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Laurie Godfrey McReynolds,REP,1,4
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Kristen Alamo Rowin,REP,6,5
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Ahmad Adnan,REP,1,4
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Elianor Vessali,REP,39,71
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Renée Swann,REP,34,46
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Jeff Oppenheim,REP,0,2
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,Todd Kent,REP,5,12
Brazos County,3/3/2020,Primary,1,,1,1969,US Representative District 17,David Saucedo,REP,0,2
Brazos County,3/3/2020,Primary,,,1,1969,US Representative District 17,William Foster III,DEM,5,15
Brazos County,3/3/2020,Primary,,,1,1969,US Representative District 17,David Anthony Jaramillo,DEM,2,14
Brazos County,3/3/2020,Primary,,,1,1969,US Representative District 17,Rick Kennedy,DEM,15,32
Brazos County,3/3/2020,Primary,1,,1,1969,Railroad Commissioner,Ryan Sitton,REP,75,134
Brazos County,3/3/2020,Primary,1,,1,1969,Railroad Commissioner,"James ""Jim"" Wright",REP,87,174
Brazos County,3/3/2020,Primary,,,1,1969,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,3,12
Brazos County,3/3/2020,Primary,,,1,1969,Railroad Commissioner,Kelly Stone,DEM,5,26
Brazos County,3/3/2020,Primary,,,1,1969,Railroad Commissioner,Chrysta Castañeda,DEM,9,18
Brazos County,3/3/2020,Primary,,,1,1969,Railroad Commissioner,Mark Watson,DEM,4,10
Brazos County,3/3/2020,Primary,1,,1,1969,"Chief Justice, Supreme Court",Nathan Hecht,REP,156,329
Brazos County,3/3/2020,Primary,,,1,1969,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,5,13
Brazos County,3/3/2020,Primary,,,1,1969,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,18,52
Brazos County,3/3/2020,Primary,1,,1,1969,"Justice, Supreme Court, Place 6",Jane Bland,REP,158,326
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Larry Praeger,DEM,11,17
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Kathy Cheng,DEM,12,48
Brazos County,3/3/2020,Primary,1,,1,1969,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,157,325
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,10,26
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 7",Staci Williams,DEM,11,36
Brazos County,3/3/2020,Primary,1,,1,1969,"Justice, Supreme Court, Place 8",Brett Busby,REP,154,323
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,14,30
Brazos County,3/3/2020,Primary,,,1,1969,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,9,33
Brazos County,3/3/2020,Primary,1,,1,1969,"Judge, Court of Criminal Appeals Place 3",Gina Parker,REP,72,138
Brazos County,3/3/2020,Primary,1,,1,1969,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,80,160
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,19,38
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 3",William Pieratt Demond,DEM,3,8
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 3",Dan Wood,DEM,0,15
Brazos County,3/3/2020,Primary,1,,1,1969,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,152,321
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 4",Steven Miears,DEM,5,13
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,18,49
Brazos County,3/3/2020,Primary,1,,1,1969,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,150,321
Brazos County,3/3/2020,Primary,,,1,1969,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,17,61
Brazos County,3/3/2020,Primary,1,,1,1969,Member State Board of Education District 8,Audrey Young,REP,151,320
Brazos County,3/3/2020,Primary,1,,1,1969,State Representative District 12,Kyle Kacal,REP,162,342
Brazos County,3/3/2020,Primary,1,,1,1969,"Justice, 10th Court of Appeals District, Place 2",Matt Johnson,REP,153,321
Brazos County,3/3/2020,Primary,1,,1,1969,"Justice, 10th Court of Appeals District, Place 3",John E. Neill,REP,150,323
Brazos County,3/3/2020,Primary,1,,1,1969,"District Judge, 272ND Judicial District",John Brick,REP,96,174
Brazos County,3/3/2020,Primary,1,,1,1969,"District Judge, 272ND Judicial District",George J. Wise,REP,72,145
Brazos County,3/3/2020,Primary,1,,1,1969,"District Attorney, 85TH Judicial District",Jarvis Parsons,REP,160,326
Brazos County,3/3/2020,Primary,1,,1,1969,County Attorney,Earl Gray,REP,113,234
Brazos County,3/3/2020,Primary,1,,1,1969,County Attorney,Eric Quisenberry,REP,59,90
Brazos County,3/3/2020,Primary,,,1,1969,County Attorney,Freddie Medina,DEM,18,64
Brazos County,3/3/2020,Primary,1,,1,1969,Sheriff,Wayne Dicky,REP,88,208
Brazos County,3/3/2020,Primary,1,,1,1969,Sheriff,Jason James,REP,88,131
Brazos County,3/3/2020,Primary,,,1,1969,Sheriff,Patrick Logan,DEM,18,63
Brazos County,3/3/2020,Primary,1,,1,1969,County Tax Assessor-Collector,Kristeen Roe,REP,161,341
Brazos County,3/3/2020,Primary,1,,1,1969,County Commissioner Precinct 1,Michael David Ruesink,REP,30,81
Brazos County,3/3/2020,Primary,1,,1,1969,County Commissioner Precinct 1,Michael Schaefer,REP,69,123
Brazos County,3/3/2020,Primary,1,,1,1969,County Commissioner Precinct 1,Steve Aldrich,REP,73,138
Brazos County,3/3/2020,Primary,1,,1,1969,County Chair,David Hilburn,REP,156,321
Brazos County,3/3/2020,Primary,,,1,1969,County Chair,Wanda J. Watson,DEM,18,65
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #1,Yes,,22,74
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #1,No,,3,9
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #2,Yes,,23,73
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #2,No,,2,10
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #3,Yes,,24,83
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #3,No,,1,1
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #4,Yes,,23,72
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #4,No,,2,12
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #5,Yes,,22,82
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #5,No,,2,3
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #6,Yes,,22,82
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #6,No,,2,4
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #7,Yes,,22,77
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #7,No,,3,8
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #8,Yes,,25,82
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #8,No,,0,5
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #9,Yes,,25,82
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #9,No,,0,2
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #10,Yes,,24,81
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #10,No,,1,5
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #11,Yes,,23,74
Brazos County,3/3/2020,Primary,,,1,1969,Proposition #11,No,,2,7
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 1,Yes,,171,336
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 1,No,,9,31
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 2,Yes,,162,329
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 2,No,,17,37
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 3,Yes,,172,347
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 3,No,,4,17
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 4,Yes,,163,341
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 4,No,,10,24
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 5,Yes,,164,320
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 5,No,,15,46
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 6,Yes,,163,341
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 6,No,,11,19
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 7,Yes,,172,361
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 7,No,,5,7
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 8,Yes,,176,362
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 8,No,,2,3
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 9,Yes,,176,351
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 9,No,,3,12
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 10,Yes,,165,326
Brazos County,3/3/2020,Primary,,,1,1969,Proposition 10,No,,10,29
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Bob Ely,REP,1,0
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Donald J. Trump,REP,602,614
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Joe Walsh,REP,6,10
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Zoltan G. Istvan,REP,0,1
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Matthew John Matern,REP,0,0
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Bill Weld,REP,5,11
Brazos County,3/3/2020,Primary,1,,2,5171,President / Vice President,Uncommitted,REP,23,28
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Tom Steyer,DEM,2,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Amy Klobuchar,DEM,19,3
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Andrew Yang,DEM,1,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Cory Booker,DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Michael Bennet,DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Joseph R. Biden,DEM,34,155
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Robby Wells,DEM,1,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Elizabeth Warren,DEM,39,37
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Tulsi Gabbard,DEM,1,2
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Julián Castro,DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Bernie Sanders,DEM,56,71
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Pete Buttigieg,DEM,14,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Deval Patrick,DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Michael R. Bloomberg,DEM,34,42
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,John K. Delaney,DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Brazos County,3/3/2020,Primary,,,2,5171,President / Vice President,Marianne Williamson,DEM,0,0
Brazos County,3/3/2020,Primary,1,,2,5171,US Senator,John Anthony Castro,REP,10,24
Brazos County,3/3/2020,Primary,1,,2,5171,US Senator,Virgil Bierschwale,REP,6,2
Brazos County,3/3/2020,Primary,1,,2,5171,US Senator,Dwayne Stovall,REP,63,74
Brazos County,3/3/2020,Primary,1,,2,5171,US Senator,Mark Yancey,REP,25,40
Brazos County,3/3/2020,Primary,1,,2,5171,US Senator,John Cornyn,REP,517,491
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Cristina Tzintzun Ramirez,DEM,44,51
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Sema Hernandez,DEM,11,30
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Royce West,DEM,21,31
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Jack Daniel Foster Jr,DEM,10,8
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Adrian Ocegueda,DEM,3,11
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,D.R. Hunter,DEM,4,12
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Victor Hugo Harris,DEM,9,14
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,"Mary ""MJ"" Hegar",DEM,37,50
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Michael Cooper,DEM,2,8
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Chris Bell,DEM,9,7
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,Amanda K. Edwards,DEM,10,17
Brazos County,3/3/2020,Primary,,,2,5171,US Senator,"Annie ""Mamá"" Garcia",DEM,10,11
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Pete Sessions,REP,131,194
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Scott Bland,REP,26,25
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Trent Sutton,REP,65,57
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,George W. Hindman,REP,116,98
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Laurie Godfrey McReynolds,REP,5,15
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Kristen Alamo Rowin,REP,4,11
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Ahmad Adnan,REP,6,15
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Elianor Vessali,REP,152,127
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Renée Swann,REP,93,79
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Jeff Oppenheim,REP,0,2
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,Todd Kent,REP,30,20
Brazos County,3/3/2020,Primary,1,,2,5171,US Representative District 17,David Saucedo,REP,1,2
Brazos County,3/3/2020,Primary,,,2,5171,US Representative District 17,William Foster III,DEM,23,42
Brazos County,3/3/2020,Primary,,,2,5171,US Representative District 17,David Anthony Jaramillo,DEM,48,72
Brazos County,3/3/2020,Primary,,,2,5171,US Representative District 17,Rick Kennedy,DEM,107,135
Brazos County,3/3/2020,Primary,1,,2,5171,Railroad Commissioner,Ryan Sitton,REP,315,272
Brazos County,3/3/2020,Primary,1,,2,5171,Railroad Commissioner,"James ""Jim"" Wright",REP,224,279
Brazos County,3/3/2020,Primary,,,2,5171,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,43,66
Brazos County,3/3/2020,Primary,,,2,5171,Railroad Commissioner,Kelly Stone,DEM,37,48
Brazos County,3/3/2020,Primary,,,2,5171,Railroad Commissioner,Chrysta Castañeda,DEM,69,85
Brazos County,3/3/2020,Primary,,,2,5171,Railroad Commissioner,Mark Watson,DEM,21,43
Brazos County,3/3/2020,Primary,1,,2,5171,"Chief Justice, Supreme Court",Nathan Hecht,REP,547,571
Brazos County,3/3/2020,Primary,,,2,5171,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,24,45
Brazos County,3/3/2020,Primary,,,2,5171,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,151,196
Brazos County,3/3/2020,Primary,1,,2,5171,"Justice, Supreme Court, Place 6",Jane Bland,REP,544,569
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Larry Praeger,DEM,36,72
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Kathy Cheng,DEM,136,168
Brazos County,3/3/2020,Primary,1,,2,5171,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,536,569
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,75,103
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 7",Staci Williams,DEM,95,135
Brazos County,3/3/2020,Primary,1,,2,5171,"Justice, Supreme Court, Place 8",Brett Busby,REP,540,574
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,125,160
Brazos County,3/3/2020,Primary,,,2,5171,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,43,80
Brazos County,3/3/2020,Primary,1,,2,5171,"Judge, Court of Criminal Appeals Place 3",Gina Parker,REP,247,278
Brazos County,3/3/2020,Primary,1,,2,5171,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,280,263
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,116,172
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 3",William Pieratt Demond,DEM,15,24
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 3",Dan Wood,DEM,37,39
Brazos County,3/3/2020,Primary,1,,2,5171,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,535,557
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 4",Steven Miears,DEM,29,60
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,131,177
Brazos County,3/3/2020,Primary,1,,2,5171,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,530,557
Brazos County,3/3/2020,Primary,,,2,5171,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,157,231
Brazos County,3/3/2020,Primary,1,,2,5171,Member State Board of Education District 8,Audrey Young,REP,530,556
Brazos County,3/3/2020,Primary,1,,2,5171,State Representative District 12,Kyle Kacal,REP,576,604
Brazos County,3/3/2020,Primary,1,,2,5171,"Justice, 10th Court of Appeals District, Place 2",Matt Johnson,REP,538,560
Brazos County,3/3/2020,Primary,1,,2,5171,"Justice, 10th Court of Appeals District, Place 3",John E. Neill,REP,528,560
Brazos County,3/3/2020,Primary,1,,2,5171,"District Judge, 272ND Judicial District",John Brick,REP,314,326
Brazos County,3/3/2020,Primary,1,,2,5171,"District Judge, 272ND Judicial District",George J. Wise,REP,257,284
Brazos County,3/3/2020,Primary,1,,2,5171,"District Attorney, 85TH Judicial District",Jarvis Parsons,REP,547,586
Brazos County,3/3/2020,Primary,1,,2,5171,County Attorney,Earl Gray,REP,359,402
Brazos County,3/3/2020,Primary,1,,2,5171,County Attorney,Eric Quisenberry,REP,222,196
Brazos County,3/3/2020,Primary,,,2,5171,County Attorney,Freddie Medina,DEM,162,235
Brazos County,3/3/2020,Primary,1,,2,5171,Sheriff,Wayne Dicky,REP,310,353
Brazos County,3/3/2020,Primary,1,,2,5171,Sheriff,Jason James,REP,296,285
Brazos County,3/3/2020,Primary,,,2,5171,Sheriff,Patrick Logan,DEM,158,239
Brazos County,3/3/2020,Primary,1,,2,5171,County Tax Assessor-Collector,Kristeen Roe,REP,568,606
Brazos County,3/3/2020,Primary,1,,2,5171,County Commissioner Precinct 1,Michael David Ruesink,REP,145,145
Brazos County,3/3/2020,Primary,1,,2,5171,County Commissioner Precinct 1,Michael Schaefer,REP,241,254
Brazos County,3/3/2020,Primary,1,,2,5171,County Commissioner Precinct 1,Steve Aldrich,REP,222,228
Brazos County,3/3/2020,Primary,1,,2,5171,County Chair,David Hilburn,REP,532,572
Brazos County,3/3/2020,Primary,,,2,5171,County Chair,Wanda J. Watson,DEM,159,244
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #1,Yes,,185,264
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #1,No,,13,37
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #2,Yes,,189,266
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #2,No,,8,33
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #3,Yes,,191,291
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #3,No,,4,10
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #4,Yes,,183,269
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #4,No,,12,28
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #5,Yes,,189,287
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #5,No,,5,13
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #6,Yes,,186,282
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #6,No,,7,12
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #7,Yes,,180,274
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #7,No,,12,22
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #8,Yes,,188,277
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #8,No,,7,17
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #9,Yes,,189,291
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #9,No,,5,8
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #10,Yes,,189,278
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #10,No,,6,17
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #11,Yes,,178,249
Brazos County,3/3/2020,Primary,,,2,5171,Proposition #11,No,,14,38
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 1,Yes,,585,618
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 1,No,,42,49
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 2,Yes,,567,585
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 2,No,,59,78
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 3,Yes,,607,617
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 3,No,,20,38
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 4,Yes,,586,592
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 4,No,,40,68
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 5,Yes,,547,584
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 5,No,,63,75
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 6,Yes,,605,619
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 6,No,,17,31
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 7,Yes,,606,635
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 7,No,,13,18
Brazos County,3/3/2020,Primary,,,2,5171,Proposition 8,Yes,,618,649
