political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,absentee_votes,Early Voting Votes,early_votes,election_votes,party_code
Wheeler County,3/3/20,Primary ,,,1,234,"Chief Justice, Supreme Court",Jerry Zimmerer,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Chief Justice, Supreme Court",Amy Clark Meachum,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 7",Staci Williams,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 7",Brandy Voss,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Justice, Supreme Court, Place 8",Peter Kelly,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"Member, State Board of Education, District 15",John Betancourt,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,"State Representative, District 68",Patsy Ledbetter,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Sheriff,Julian M. Torres,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #1,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #1,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #2,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #2,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #3,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #4,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #4,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #5,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #5,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #6,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #7,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #7,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #8,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #8,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #9,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #9,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #10,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #10,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #11,Yes,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,1,234,Proposition #11,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Elizabeth Warren,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Julián Castro,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Robby Wells,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Amy Klobuchar,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Tulsi Gabbard,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Cory Booker,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Michael R. Bloomberg,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,"Roque ""Rocky"" De La Fuente",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Tom Steyer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Pete Buttigieg,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Joseph R. Biden,0,0,0,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Bernie Sanders,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Michael Bennet,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Andrew Yang,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Marianne Williamson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,John K. Delaney,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,President,Deval Patrick,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Adrian Ocegueda,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Sema Hernandez,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Royce West,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Michael Cooper,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Victor Hugo Harris,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Jack Daniel Foster Jr,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,"Mary ""MJ"" Hegar",0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,D. R. Hunter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Chris Bell,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,United States Senator,Amanda K. Edwards,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"United States Representative, District No. 13",Greg Sagan,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"United States Representative, District No. 13",Gus Trujillo,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Railroad Commissioner,Chrysta Castañeda,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Railroad Commissioner,Mark Watson,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Railroad Commissioner,Kelly Stone,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Chief Justice, Supreme Court",Amy Clark Meachum,0,1,1,3,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 7",Staci Williams,0,0,0,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 7",Brandy Voss,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,1,1,3,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,1,1,3,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"Member, State Board of Education, District 15",John Betancourt,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,"State Representative, District 68",Patsy Ledbetter,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Sheriff,Julian M. Torres,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #1,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #1,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #2,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #2,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #3,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #4,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #4,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #5,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #5,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #6,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #7,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #7,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #8,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #8,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #9,Yes,0,1,1,4,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #9,No,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #10,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #10,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #11,Yes,0,1,1,5,DEM
Wheeler County,3/3/20,Primary ,,,2,530,Proposition #11,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Elizabeth Warren,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Julián Castro,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Robby Wells,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Amy Klobuchar,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Tulsi Gabbard,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Cory Booker,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Michael R. Bloomberg,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,"Roque ""Rocky"" De La Fuente",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Tom Steyer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Pete Buttigieg,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Joseph R. Biden,0,4,4,3,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Bernie Sanders,0,1,1,7,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Michael Bennet,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Andrew Yang,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Marianne Williamson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,John K. Delaney,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,President,Deval Patrick,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Adrian Ocegueda,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Sema Hernandez,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Royce West,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Michael Cooper,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Cristina Tzintzun Ramirez,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Victor Hugo Harris,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Jack Daniel Foster Jr,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,"Mary ""MJ"" Hegar",1,2,3,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,D. R. Hunter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Chris Bell,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,United States Senator,Amanda K. Edwards,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"United States Representative, District No. 13",Greg Sagan,0,2,2,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"United States Representative, District No. 13",Gus Trujillo,0,5,5,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"United States Representative, District No. 13",Timothy W. Gassaway,1,0,1,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Railroad Commissioner,Chrysta Castañeda,1,2,3,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Railroad Commissioner,Mark Watson,0,2,2,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Railroad Commissioner,Kelly Stone,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Chief Justice, Supreme Court",Jerry Zimmerer,0,2,2,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Chief Justice, Supreme Court",Amy Clark Meachum,1,4,5,5,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,1,4,5,4,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,2,2,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 7",Staci Williams,1,5,6,3,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 7",Brandy Voss,0,1,1,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,4,4,4,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Justice, Supreme Court, Place 8",Peter Kelly,1,2,3,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,1,3,4,4,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,3,3,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,1,4,5,4,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,2,2,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,1,6,7,5,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"Member, State Board of Education, District 15",John Betancourt,1,6,7,5,DEM
Wheeler County,3/3/20,Primary ,,,3,541,"State Representative, District 68",Patsy Ledbetter,1,6,7,5,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Sheriff,Julian M. Torres,1,6,7,4,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #1,Yes,1,6,7,9,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #1,No,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #2,Yes,1,8,9,9,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #2,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #3,Yes,1,8,9,9,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #4,Yes,1,7,8,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #4,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #5,Yes,1,8,9,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #5,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #6,Yes,1,8,9,9,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #7,Yes,1,7,8,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #7,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #8,Yes,1,7,8,7,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #8,No,0,1,1,2,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #9,Yes,1,8,9,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #9,No,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #10,Yes,1,7,8,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #10,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #11,Yes,1,7,8,8,DEM
Wheeler County,3/3/20,Primary ,,,3,541,Proposition #11,No,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Elizabeth Warren,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Julián Castro,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Robby Wells,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Amy Klobuchar,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Tulsi Gabbard,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Cory Booker,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Michael R. Bloomberg,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,"Roque ""Rocky"" De La Fuente",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Tom Steyer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Pete Buttigieg,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Joseph R. Biden,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Bernie Sanders,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Michael Bennet,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Andrew Yang,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Marianne Williamson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,John K. Delaney,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,President,Deval Patrick,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Adrian Ocegueda,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Sema Hernandez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Royce West,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Michael Cooper,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Victor Hugo Harris,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Jack Daniel Foster Jr,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,"Mary ""MJ"" Hegar",1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,D. R. Hunter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Chris Bell,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,United States Senator,Amanda K. Edwards,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"United States Representative, District No. 13",Greg Sagan,0,2,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"United States Representative, District No. 13",Gus Trujillo,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"United States Representative, District No. 13",Timothy W. Gassaway,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Railroad Commissioner,Chrysta Castañeda,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Railroad Commissioner,Mark Watson,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Railroad Commissioner,Kelly Stone,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Chief Justice, Supreme Court",Amy Clark Meachum,1,2,3,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 7",Staci Williams,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 8",Gisela D. Triana,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"Member, State Board of Education, District 15",John Betancourt,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,"State Representative, District 68",Patsy Ledbetter,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Sheriff,Julian M. Torres,1,2,3,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #1,Yes,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #1,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #2,Yes,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #2,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #3,Yes,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #3,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #4,Yes,0,1,1,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #4,No,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #5,Yes,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #5,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #6,Yes,1,2,3,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #7,Yes,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #7,No,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #8,Yes,1,2,3,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #8,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #9,Yes,1,2,3,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #9,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #10,Yes,1,2,3,1,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #10,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,4,176,Proposition #11,Yes,0,2,2,1,DEM
