political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,United States Senator,"Annie ""Mamá"" Garcia",,16,2
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,50,83
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"United States Representative,
District No. 27",Charlie Jackson,,10,8
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Railroad Commissioner,Kelly Stone,,3,10
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Railroad Commissioner,Chrysta Castañeda,,18,28
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Railroad Commissioner,Mark Watson,,1,5
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,40,57
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Chief Justice, Supreme Court",Amy Clark Meachum,,35,69
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Chief Justice, Supreme Court",Jerry Zimmerer,,20,26
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,17,37
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,37,53
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 7",Brandy Voss,,31,36
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 7",Staci Williams,,25,51
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 8",Peter Kelly,,19,21
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, Supreme Court, Place 8",Gisela D. Triana,,35,66
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,18,23
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,28,51
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,8,8
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,12,21
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,41,65
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,53,72
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"State Senator, District 21",Judith Zaffirini,,59,86
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,56,84
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,56,82
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"County Commissioner, Precinct 1",Ruben Fonseca,,3,31
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"County Commissioner, Precinct 1",Sonia Lopez,,37,25
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"County Commissioner, Precinct 1",Randy Soliz,,4,4
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"County Commissioner, Precinct 1",Rudy Rivera,,34,47
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Constable, Precinct No. 8",Romaldo Banda (Chombe),,6,12
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Constable, Precinct No. 8",Teresa Gonzales,,68,79
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,"Constable, Precinct No. 8",Frank Morales,,6,16
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,County Chairman,Jennifer Hay,,57,80
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #1,Yes,,73,103
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #1,No,,0,5
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #2,Yes,,73,95
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #2,No,,0,5
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #3,Yes,,71,102
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #3,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #4,Yes,,71,104
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #4,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #5,Yes,,71,101
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #5,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #6,Yes,,71,102
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #6,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #7,Yes,,71,107
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #7,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #8,Yes,,74,105
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #8,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #9,Yes,,74,98
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #9,No,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #10,Yes,,72,99
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #10,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #11,Yes,,69,96
San Patricio County,3/3/2020,Democratic Primary Election,,,113,1242,1242,Proposition #11,No,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Joseph R. Biden,,14,35
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Tulsi Gabbard,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Julián Castro,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Amy Klobuchar,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Bernie Sanders,,11,27
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Tom Steyer,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Pete Buttigieg,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Michael R. Bloomberg,,8,6
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,Elizabeth Warren,,5,6
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Adrian Ocegueda,,2,8
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,"Mary ""MJ"" Hegar",,9,10
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Amanda K. Edwards,,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Jack Daniel Foster Jr,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,D.R. Hunter,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Michael Cooper,,2,6
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Royce West,,5,4
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Cristina Tzintzun Ramirez,,7,15
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Chris Bell,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Victor Hugo Harris,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,Sema Hernandez,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,United States Senator,"Annie ""Mamá"" Garcia",,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,24,47
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"United States Representative,
District No. 27",Charlie Jackson,,16,19
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Railroad Commissioner,Kelly Stone,,7,17
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Railroad Commissioner,Chrysta Castañeda,,10,11
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Railroad Commissioner,Mark Watson,,8,6
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,12,30
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Chief Justice, Supreme Court",Amy Clark Meachum,,33,50
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Chief Justice, Supreme Court",Jerry Zimmerer,,7,11
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,13,15
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,26,46
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 7",Brandy Voss,,16,22
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 7",Staci Williams,,23,40
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 8",Peter Kelly,,20,23
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, Supreme Court, Place 8",Gisela D. Triana,,20,37
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,14,13
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,23,43
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,2,5
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,17,17
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,22,42
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,35,56
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"State Senator, District 21",Judith Zaffirini,,38,60
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,36,58
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,35,58
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,County Chairman,Jennifer Hay,,35,57
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #1,Yes,,40,68
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #1,No,,5,4
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #2,Yes,,39,70
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #2,No,,5,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #3,Yes,,43,70
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #3,No,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #4,Yes,,41,71
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #4,No,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #5,Yes,,41,68
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #5,No,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #6,Yes,,40,69
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #6,No,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #7,Yes,,42,67
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #7,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #8,Yes,,39,71
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #8,No,,4,1
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #9,Yes,,43,69
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #9,No,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #10,Yes,,44,64
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #10,No,,1,7
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #11,Yes,,41,69
San Patricio County,3/3/2020,Democratic Primary Election,,,114,2040,2040,Proposition #11,No,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Joseph R. Biden,,18,71
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Julián Castro,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Andrew Yang,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Amy Klobuchar,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Bernie Sanders,,22,30
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Deval Patrick,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Tom Steyer,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Robby Wells,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Pete Buttigieg,,9,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Michael R. Bloomberg,,27,17
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,Elizabeth Warren,,7,9
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Adrian Ocegueda,,4,8
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,"Mary ""MJ"" Hegar",,27,14
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Amanda K. Edwards,,4,14
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Jack Daniel Foster Jr,,1,4
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,D.R. Hunter,,2,12
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Michael Cooper,,9,6
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Royce West,,0,4
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Cristina Tzintzun Ramirez,,16,42
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Chris Bell,,8,4
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Victor Hugo Harris,,4,3
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,Sema Hernandez,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,United States Senator,"Annie ""Mamá"" Garcia",,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,38,68
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"United States Representative,
District No. 27",Charlie Jackson,,44,42
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Railroad Commissioner,Kelly Stone,,21,28
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Railroad Commissioner,Chrysta Castañeda,,23,26
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Railroad Commissioner,Mark Watson,,12,17
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,23,39
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Chief Justice, Supreme Court",Amy Clark Meachum,,65,89
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Chief Justice, Supreme Court",Jerry Zimmerer,,14,27
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,25,34
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,53,82
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 7",Brandy Voss,,33,46
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 7",Staci Williams,,45,64
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 8",Peter Kelly,,24,42
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, Supreme Court, Place 8",Gisela D. Triana,,53,71
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,20,32
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,50,72
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,6,7
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,16,27
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,60,83
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,66,100
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"State Senator, District 21",Judith Zaffirini,,74,105
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,73,101
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,70,104
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,County Chairman,Jennifer Hay,,71,107
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #1,Yes,,79,119
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #1,No,,9,6
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #2,Yes,,82,118
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #2,No,,7,6
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #3,Yes,,87,123
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #3,No,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #4,Yes,,82,118
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #4,No,,6,4
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #5,Yes,,82,120
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #5,No,,5,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #6,Yes,,86,122
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #6,No,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #7,Yes,,78,118
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #7,No,,8,7
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #8,Yes,,81,116
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #8,No,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #9,Yes,,84,119
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #9,No,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #10,Yes,,82,121
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #10,No,,7,2
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #11,Yes,,79,117
San Patricio County,3/3/2020,Democratic Primary Election,,,115,3815,3815,Proposition #11,No,,7,5
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Joseph R. Biden,,35,105
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Cory Booker,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Tulsi Gabbard,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Amy Klobuchar,,4,1
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Bernie Sanders,,17,44
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Pete Buttigieg,,8,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Michael R. Bloomberg,,17,11
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,Elizabeth Warren,,15,11
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Adrian Ocegueda,,3,7
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,"Mary ""MJ"" Hegar",,31,35
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Amanda K. Edwards,,9,5
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Jack Daniel Foster Jr,,2,5
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,D.R. Hunter,,6,5
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Michael Cooper,,6,7
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Royce West,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Cristina Tzintzun Ramirez,,16,53
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Chris Bell,,6,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Victor Hugo Harris,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,Sema Hernandez,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,United States Senator,"Annie ""Mamá"" Garcia",,3,8
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,43,85
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"United States Representative,
District No. 27",Charlie Jackson,,43,46
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Railroad Commissioner,Kelly Stone,,20,29
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Railroad Commissioner,Chrysta Castañeda,,34,39
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Railroad Commissioner,Mark Watson,,11,17
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,20,42
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Chief Justice, Supreme Court",Amy Clark Meachum,,76,118
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Chief Justice, Supreme Court",Jerry Zimmerer,,11,17
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,24,31
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,62,106
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 7",Brandy Voss,,42,49
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 7",Staci Williams,,39,83
