Political Subdivision,Election Date,Elec Name,Total Prov Ballots,Total Prov Counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,"Mary ""MJ"" Hegar",DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,Amanda K. Edwards,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,Chris Bell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,2,9
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Railroad Commissioner,Mark Watson,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,1,3
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Railroad Commissioner,Kelly Stone,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Railroad Commissioner,Chrysta Castañeda,DEM,1,6
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,2,7
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,2,7
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,2,4
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 7",Staci Williams,DEM,0,6
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,2,6
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,0,4
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,2,7
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,2,9
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,"Member, State Board of Education, District 15",John Betancourt,DEM,2,9
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #1,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #1,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #2,Yes,DEM,2,9
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #2,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #3,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #3,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #4,Yes,DEM,2,9
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #4,No,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #5,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #5,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #6,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #6,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #7,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #7,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #8,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #8,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #9,Yes,DEM,2,10
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #9,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #10,Yes,DEM,2,11
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #10,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #11,Yes,DEM,2,10
Martin County,3/3/20,2020 Dem Primary,0,0,1,252,Proposition #11,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Deval Patrick,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Joseph R. Biden,DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Pete Buttigieg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Amy Klobuchar,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Julián Castro,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Marianne Williamson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Bernie Sanders,DEM,1,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Andrew Yang,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,John K. Delaney,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Robby Wells,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Tulsi Gabbard,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Michael Bennet,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Elizabeth Warren,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Michael R. Bloomberg,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Cory Booker,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,President,Tom Steyer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Adrian Ocegueda,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Michael Cooper,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Sema Hernandez,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Amanda K. Edwards,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Jack Daniel Foster Jr,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Chris Bell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Railroad Commissioner,Mark Watson,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Railroad Commissioner,Kelly Stone,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Railroad Commissioner,Chrysta Castañeda,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,6
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,1,7
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 7",Staci Williams,DEM,1,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,1,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,1,3
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,1,6
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,"Member, State Board of Education, District 15",John Betancourt,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #1,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #1,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #2,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #2,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #3,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #3,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #4,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #4,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #5,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #5,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #6,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #6,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #7,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #7,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #8,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #8,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #9,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #9,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #10,Yes,DEM,2,8
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #10,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #11,Yes,DEM,1,7
Martin County,3/3/20,2020 Dem Primary,0,0,2,179,Proposition #11,No,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Deval Patrick,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Joseph R. Biden,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Pete Buttigieg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Amy Klobuchar,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Julián Castro,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Marianne Williamson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Bernie Sanders,DEM,2,2
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Andrew Yang,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,John K. Delaney,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Robby Wells,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Tulsi Gabbard,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Michael Bennet,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Elizabeth Warren,DEM,2,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Michael R. Bloomberg,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Cory Booker,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,President,Tom Steyer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Adrian Ocegueda,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Michael Cooper,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Sema Hernandez,DEM,2,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Cristina Tzintzun Ramirez,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,"Mary ""MJ"" Hegar",DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Amanda K. Edwards,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Chris Bell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,4,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Railroad Commissioner,Mark Watson,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Railroad Commissioner,Kelly Stone,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Railroad Commissioner,Chrysta Castañeda,DEM,3,2
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,4,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,4,3
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 7",Staci Williams,DEM,5,3
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,3,3
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,2,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,5,3
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,4,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,3,3
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,"Member, State Board of Education, District 15",John Betancourt,DEM,5,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #1,Yes,DEM,6,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #1,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #2,Yes,DEM,5,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #2,No,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #3,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #3,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #4,Yes,DEM,6,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #4,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #5,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #5,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #6,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #6,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #7,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #7,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #8,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #8,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #9,Yes,DEM,6,5
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #9,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #10,Yes,DEM,6,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #10,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #11,Yes,DEM,4,4
Martin County,3/3/20,2020 Dem Primary,0,0,3,321,Proposition #11,No,DEM,2,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Deval Patrick,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Joseph R. Biden,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Pete Buttigieg,DEM,5,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Amy Klobuchar,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Julián Castro,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Marianne Williamson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Bernie Sanders,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Andrew Yang,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,John K. Delaney,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Robby Wells,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Tulsi Gabbard,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Michael Bennet,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Elizabeth Warren,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Michael R. Bloomberg,DEM,2,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Cory Booker,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,President,Tom Steyer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Adrian Ocegueda,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Michael Cooper,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Sema Hernandez,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Cristina Tzintzun Ramirez,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,"Mary ""MJ"" Hegar",DEM,3,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Amanda K. Edwards,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Chris Bell,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,6,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Railroad Commissioner,Mark Watson,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Railroad Commissioner,Kelly Stone,DEM,2,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Railroad Commissioner,Chrysta Castañeda,DEM,3,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,7,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,6,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,3,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 7",Staci Williams,DEM,4,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,5,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,2,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,4,0
