Political Subdivision,Election Date,Elec Name,Total Prov Ballots,Total Prov Counted, Pct number ,Reg Voters,Race Name,Candidate Name,Party Code,early votes,Election Day Voting Votes
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"United States Representative,
District No. 11",J.D. Faircloth,,6,2
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"United States Representative,
District No. 11",Gene Barber,,3,2
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"United States Representative,
District No. 11",Casey Gray,,2,0
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"United States Representative,
District No. 11",Brandon Batch,,6,11
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"United States Representative,
District No. 11",Jamie  Berryhill,,2,6
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Railroad Commissioner,Ryan Sitton,,55,23
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Railroad Commissioner,"James ""Jim"" Wright",,58,55
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Chief Justice, Supreme Court",Nathan Hecht,,107,73
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,107,71
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, Supreme Court, Place 7",Jeff Boyd,,105,71
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, Supreme Court, Place 8",Brett Busby,,102,68
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,59,43
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,50,33
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,105,71
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Judge, Court of Criminal Appeals, Place 9",David Newell,,104,74
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Member, State Board of Education, District 15",Jay Johnson,,100,70
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"State Representative, District 82",Tom Craddick,,115,79
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,90,62
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,15,11
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,104,68
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,107,70
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,County Attorney,James J. Napper,,120,77
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Sheriff,Randy Cozart,,79,46
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Sheriff,"James B. ""Brad"" Ingram",,70,52
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,County Tax Assessor-Collector,Kathy Hull,,132,89
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"County Commissioner, Precinct 1",Keith Petty,,27,27
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,"County Commissioner, Precinct 1",Kenny Stewart,,120,68
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,County Chairman,Clayton Black,,121,74
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 1,Yes,,124,79
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 1,No,,23,19
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 2,Yes,,111,71
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 2,No,,36,25
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 3,Yes,,128,84
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 3,No,,14,12
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 4,Yes,,122,81
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 4,No,,20,14
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 5,Yes,,123,89
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 5,No,,18,5
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 6,Yes,,124,90
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 6,No,,14,3
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 7,Yes,,140,94
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 7,No,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 8,Yes,,136,88
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 8,No,,3,5
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 9,Yes,,127,89
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 9,No,,12,8
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 10,Yes,,125,81
Martin County,3/3/2020,2020 Rep Primary,0,0,1,252,Proposition 10,No,,13,13
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Bill Weld,,2,1
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Matthew John Matern,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,"Roque ""Rocky"" De La Fuente Guerra",,3,0
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Joe Walsh,,1,0
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Zoltan G. Istvan,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Bob Ely,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Donald J. Trump,,97,56
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,President,Uncommitted,,11,6
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,United States Senator,John Anthony Castro,,17,8
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,United States Senator,Virgil Bierschwale,,3,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,United States Senator,John Cornyn,,67,35
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,United States Senator,Dwayne Stovall,,7,5
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,United States Senator,Mark Yancey,,3,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Wesley W. Virdell,,6,1
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Ned Luscombe,,0,3
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",August Pfluger,,59,21
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",J. Ross Lacy,,10,10
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Robert Tucker,,5,6
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",J.D. Faircloth,,1,2
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Gene Barber,,6,1
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Casey Gray,,4,0
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Brandon Batch,,2,5
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"United States Representative,
District No. 11",Jamie  Berryhill,,6,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Railroad Commissioner,Ryan Sitton,,37,17
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Railroad Commissioner,"James ""Jim"" Wright",,58,32
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Chief Justice, Supreme Court",Nathan Hecht,,88,47
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,85,44
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, Supreme Court, Place 7",Jeff Boyd,,83,45
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, Supreme Court, Place 8",Brett Busby,,85,44
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,48,25
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,40,22
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,81,45
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Judge, Court of Criminal Appeals, Place 9",David Newell,,84,46
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Member, State Board of Education, District 15",Jay Johnson,,85,44
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"State Representative, District 82",Tom Craddick,,89,49
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,71,42
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,13,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,84,42
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,86,44
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,County Attorney,James J. Napper,,96,46
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Sheriff,Randy Cozart,,52,37
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Sheriff,"James B. ""Brad"" Ingram",,61,26
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,County Tax Assessor-Collector,Kathy Hull,,106,56
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,County Chairman,Clayton Black,,92,49
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 1,Yes,,81,52
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 1,No,,24,11
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 2,Yes,,79,51
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 2,No,,27,11
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 3,Yes,,93,52
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 3,No,,11,8
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 4,Yes,,82,55
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 4,No,,20,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 5,Yes,,95,52
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 5,No,,10,7
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 6,Yes,,92,55
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 6,No,,10,4
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 7,Yes,,107,61
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 7,No,,1,2
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 8,Yes,,98,60
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 8,No,,5,1
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 9,Yes,,100,56
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 9,No,,3,6
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 10,Yes,,92,53
Martin County,3/3/2020,2020 Rep Primary,0,0,2,179,Proposition 10,No,,12,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Bill Weld,,3,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Matthew John Matern,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,"Roque ""Rocky"" De La Fuente Guerra",,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Joe Walsh,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Zoltan G. Istvan,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Bob Ely,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Donald J. Trump,,167,115
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,President,Uncommitted,,16,7
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,United States Senator,John Anthony Castro,,17,11
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,United States Senator,Virgil Bierschwale,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,United States Senator,John Cornyn,,124,74
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,United States Senator,Dwayne Stovall,,24,12
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,United States Senator,Mark Yancey,,11,10
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Wesley W. Virdell,,3,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Ned Luscombe,,1,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",August Pfluger,,114,56
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",J. Ross Lacy,,14,8
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Robert Tucker,,5,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",J.D. Faircloth,,14,7
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Gene Barber,,4,4
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Casey Gray,,2,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Brandon Batch,,6,15
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"United States Representative,
District No. 11",Jamie  Berryhill,,8,5
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Railroad Commissioner,Ryan Sitton,,48,44
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Railroad Commissioner,"James ""Jim"" Wright",,91,61
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Chief Justice, Supreme Court",Nathan Hecht,,130,102
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,127,105
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, Supreme Court, Place 7",Jeff Boyd,,128,107
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, Supreme Court, Place 8",Brett Busby,,125,104
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,86,74
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,42,31
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,123,104
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Judge, Court of Criminal Appeals, Place 9",David Newell,,123,104
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Member, State Board of Education, District 15",Jay Johnson,,124,102
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"State Representative, District 82",Tom Craddick,,139,108
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,101,82
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,20,14
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,118,102
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,131,106
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,County Attorney,James J. Napper,,146,117
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Sheriff,Randy Cozart,,68,62
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Sheriff,"James B. ""Brad"" Ingram",,119,64
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,County Tax Assessor-Collector,Kathy Hull,,168,119
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"County Commissioner, Precinct 3",Allan Carby,,48,35
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,"County Commissioner, Precinct 3",Bobby Holland,,138,89
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,County Chairman,Clayton Black,,147,109
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 1,Yes,,166,103
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 1,No,,20,24
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 2,Yes,,159,93
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 2,No,,27,30
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 3,Yes,,165,111
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 3,No,,16,9
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 4,Yes,,160,110
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 4,No,,16,13
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 5,Yes,,156,103
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 5,No,,20,15
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 6,Yes,,165,107
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 6,No,,13,12
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 7,Yes,,176,118
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 7,No,,3,3
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 8,Yes,,170,117
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 8,No,,6,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 9,Yes,,160,112
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 9,No,,15,8
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 10,Yes,,152,100
Martin County,3/3/2020,2020 Rep Primary,0,0,3,321,Proposition 10,No,,22,15
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Bill Weld,,1,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Matthew John Matern,,3,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,"Roque ""Rocky"" De La Fuente Guerra",,1,2
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Joe Walsh,,0,2
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Zoltan G. Istvan,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Bob Ely,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Donald J. Trump,,125,70
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,President,Uncommitted,,4,9
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,United States Senator,John Anthony Castro,,7,11
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,United States Senator,Virgil Bierschwale,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,United States Senator,John Cornyn,,93,56
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,United States Senator,Dwayne Stovall,,17,8
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,United States Senator,Mark Yancey,,7,5
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Wesley W. Virdell,,5,5
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Ned Luscombe,,2,4
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",August Pfluger,,73,36
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",J. Ross Lacy,,8,6
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Robert Tucker,,1,4
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",J.D. Faircloth,,10,6
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Gene Barber,,1,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Casey Gray,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Brandon Batch,,8,9
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"United States Representative,
District No. 11",Jamie  Berryhill,,12,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Railroad Commissioner,Ryan Sitton,,39,26
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Railroad Commissioner,"James ""Jim"" Wright",,62,43
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Chief Justice, Supreme Court",Nathan Hecht,,99,70
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,96,70
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, Supreme Court, Place 7",Jeff Boyd,,94,72
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, Supreme Court, Place 8",Brett Busby,,95,68
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,55,38
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,40,32
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,93,68
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 9",David Newell,,92,68
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Member, State Board of Education, District 15",Jay Johnson,,95,69
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"State Representative, District 82",Tom Craddick,,99,71
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,67,58
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,20,7
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,89,64
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,103,66
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,County Attorney,James J. Napper,,119,75
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Sheriff,Randy Cozart,,63,42
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Sheriff,"James B. ""Brad"" Ingram",,78,45
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,County Tax Assessor-Collector,Kathy Hull,,129,78
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,County Chairman,Clayton Black,,117,72
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 1,Yes,,109,67
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 1,No,,19,19
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 2,Yes,,107,65
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 2,No,,18,22
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 3,Yes,,114,70
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 3,No,,9,14
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 4,Yes,,108,74
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 4,No,,16,10
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 5,Yes,,114,76
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 5,No,,9,6
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 6,Yes,,119,75
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 6,No,,6,9
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 7,Yes,,124,81
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 7,No,,2,2
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 8,Yes,,123,81
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 8,No,,2,4
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 9,Yes,,119,78
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 9,No,,7,7
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 10,Yes,,114,77
Martin County,3/3/2020,2020 Rep Primary,0,0,4,230,Proposition 10,No,,9,7
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Bill Weld,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Matthew John Matern,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,"Roque ""Rocky"" De La Fuente Guerra",,0,0
