political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"State Representative, District 30",Vanessa Hicks-Callaway,REP,17,27
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"State Representative, District 30",Geanie W. Morrison,REP,25,25
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,39,46
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,38,46
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"District Judge, 24th Judicial District",Jack W. Marr,REP,39,46
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,40,45
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,40,46
Refugio County,3/3/2020,Primary Election,0,0,1A,575,County Attorney,"Deborah ""Deb"" Bauer",REP,44,51
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Sheriff,"Raul ""Pinky"" Gonzales",REP,30,34
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Sheriff,Sheldon Wiginton,REP,20,28
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"County Commissioner, Precinct 1",John Snyder,REP,3,6
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"County Commissioner, Precinct 1",Roy Payne,REP,30,45
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"County Commissioner, Precinct 1",Louise Aduddell,REP,15,8
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Constable No. 1,Mark Winston Moore,REP,32,46
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Constable No. 1,Shawn Zak,REP,18,13
Refugio County,3/3/2020,Primary Election,0,0,1A,575,County Chairman,Jeff Steele,REP,43,51
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 1,Yes,REP,37,44
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 1,No,REP,11,17
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 2,Yes,REP,38,36
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 2,No,REP,9,23
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 3,Yes,REP,42,52
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 3,No,REP,3,8
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 4,Yes,REP,43,53
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 4,No,REP,4,4
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 5,Yes,REP,41,55
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 5,No,REP,4,4
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 6,Yes,REP,45,49
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 6,No,REP,0,7
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 7,Yes,REP,42,58
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 7,No,REP,1,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 8,Yes,REP,45,57
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 8,No,REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 9,Yes,REP,43,56
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 9,No,REP,3,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 10,Yes,REP,45,54
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition 10,No,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Donald J. Trump,REP,148,132
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Matthew John Matern,REP,1,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Bob Ely,REP,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Joe Walsh,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Bill Weld,REP,3,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Uncommitted,REP,4,8
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,John Cornyn,REP,120,95
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,John Anthony Castro,REP,3,10
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Virgil Bierschwale,REP,3,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Mark Yancey,REP,5,7
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Dwayne Stovall,REP,11,12
Refugio County,3/3/2020,Primary Election,0,0,2,893,"United States Representative,
District No. 27",Michael Cloud,REP,137,129
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,"James ""Jim"" Wright",REP,111,89
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,Ryan Sitton,REP,23,28
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Chief Justice, Supreme Court",Nathan Hecht,REP,124,117
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,123,117
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,123,115
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 8",Brett Busby,REP,117,113
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,78,72
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,55,43
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,119,113
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,119,112
Refugio County,3/3/2020,Primary Election,0,0,2,893,"State Senator, District 18",Lois W. Kolkhorst,REP,123,113
Refugio County,3/3/2020,Primary Election,0,0,2,893,"State Representative, District 30",Vanessa Hicks-Callaway,REP,43,52
Refugio County,3/3/2020,Primary Election,0,0,2,893,"State Representative, District 30",Geanie W. Morrison,REP,98,72
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,116,110
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,114,109
Refugio County,3/3/2020,Primary Election,0,0,2,893,"District Judge, 24th Judicial District",Jack W. Marr,REP,124,112
Refugio County,3/3/2020,Primary Election,0,0,2,893,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,124,114
Refugio County,3/3/2020,Primary Election,0,0,2,893,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,127,112
Refugio County,3/3/2020,Primary Election,0,0,2,893,County Attorney,"Deborah ""Deb"" Bauer",REP,129,124
Refugio County,3/3/2020,Primary Election,0,0,2,893,Sheriff,"Raul ""Pinky"" Gonzales",REP,78,70
Refugio County,3/3/2020,Primary Election,0,0,2,893,Sheriff,Sheldon Wiginton,REP,80,80
Refugio County,3/3/2020,Primary Election,0,0,2,893,County Chairman,Jeff Steele,REP,128,124
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 1,Yes,REP,135,123
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 1,No,REP,21,23
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 2,Yes,REP,129,117
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 2,No,REP,25,27
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 3,Yes,REP,136,129
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 3,No,REP,12,12
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 4,Yes,REP,136,123
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 4,No,REP,12,13
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 5,Yes,REP,139,115
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 5,No,REP,10,22
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 6,Yes,REP,139,119
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 6,No,REP,5,17
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 7,Yes,REP,148,138
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 7,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 8,Yes,REP,145,137
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 8,No,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 9,Yes,REP,137,131
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 9,No,REP,9,9
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 10,Yes,REP,129,124
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition 10,No,REP,16,15
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Donald J. Trump,REP,37,42
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Matthew John Matern,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Bob Ely,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Joe Walsh,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Bill Weld,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Uncommitted,REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,John Cornyn,REP,31,33
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,John Anthony Castro,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Virgil Bierschwale,REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Mark Yancey,REP,1,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Dwayne Stovall,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"United States Representative,
District No. 27",Michael Cloud,REP,34,42
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,"James ""Jim"" Wright",REP,31,29
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,Ryan Sitton,REP,2,10
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Chief Justice, Supreme Court",Nathan Hecht,REP,31,37
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,29,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,31,37
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 8",Brett Busby,REP,30,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,19,23
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,12,16
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,30,34
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,30,34
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"State Senator, District 18",Lois W. Kolkhorst,REP,29,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"State Representative, District 30",Vanessa Hicks-Callaway,REP,11,9
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"State Representative, District 30",Geanie W. Morrison,REP,24,31
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,30,34
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,28,34
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"District Judge, 24th Judicial District",Jack W. Marr,REP,30,36
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,30,36
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,29,35
Refugio County,3/3/2020,Primary Election,0,0,2A,183,County Attorney,"Deborah ""Deb"" Bauer",REP,32,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Sheriff,"Raul ""Pinky"" Gonzales",REP,24,27
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Sheriff,Sheldon Wiginton,REP,13,17
Refugio County,3/3/2020,Primary Election,0,0,2A,183,County Chairman,Jeff Steele,REP,31,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 1,Yes,REP,32,38
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 1,No,REP,6,7
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 2,Yes,REP,33,39
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 2,No,REP,5,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 3,Yes,REP,36,40
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 3,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 4,Yes,REP,37,40
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 4,No,REP,0,5
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 5,Yes,REP,36,42
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 5,No,REP,1,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 6,Yes,REP,37,39
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 6,No,REP,1,5
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 7,Yes,REP,38,42
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 7,No,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 8,Yes,REP,38,43
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 8,No,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 9,Yes,REP,35,41
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 9,No,REP,3,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 10,Yes,REP,37,39
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition 10,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Donald J. Trump,REP,20,40
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Matthew John Matern,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Joe Walsh,REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Bill Weld,REP,2,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Uncommitted,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,John Cornyn,REP,16,29
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,John Anthony Castro,REP,1,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Virgil Bierschwale,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Mark Yancey,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Dwayne Stovall,REP,1,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"United States Representative,
District No. 27",Michael Cloud,REP,18,34
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,"James ""Jim"" Wright",REP,16,27
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,Ryan Sitton,REP,2,9
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Chief Justice, Supreme Court",Nathan Hecht,REP,15,32
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,14,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,10,32
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 8",Brett Busby,REP,12,33
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,12,22
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,4,11
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,13,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,14,30
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"State Senator, District 18",Lois W. Kolkhorst,REP,16,32
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"State Representative, District 30",Vanessa Hicks-Callaway,REP,5,14
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"State Representative, District 30",Geanie W. Morrison,REP,15,22
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,11,30
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,11,30
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"District Judge, 24th Judicial District",Jack W. Marr,REP,13,30
