political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Refugio County,3/3/2020,Primary Election,0,0,1,457,United States Senator,Adrian Ocegueda,DEM,2,0,1,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,United States Senator,Victor Hugo Harris,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1,457,United States Senator,Cristina Tzintzun Ramirez,DEM,3,1,1,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,United States Senator,Michael Cooper,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,17,12,10,7
Refugio County,3/3/2020,Primary Election,0,0,1,457,"United States Representative,
District No. 27",Charlie Jackson,DEM,5,2,1,4
Refugio County,3/3/2020,Primary Election,0,0,1,457,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,13,7,7,6
Refugio County,3/3/2020,Primary Election,0,0,1,457,Railroad Commissioner,Kelly Stone,DEM,3,1,0,3
Refugio County,3/3/2020,Primary Election,0,0,1,457,Railroad Commissioner,Chrysta Castañeda,DEM,8,2,4,4
Refugio County,3/3/2020,Primary Election,0,0,1,457,Railroad Commissioner,Mark Watson,DEM,0,3,0,0
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,15,9,8,7
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,7,5,3,4
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,18,9,11,7
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 7",Staci Williams,DEM,18,10,9,9
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,4,2,2,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,5,3,3,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,15,12,8,7
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,10,5,8,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,3,1,0,3
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,7,8,3,4
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,7,5,2,5
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,12,10,9,3
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,19,15,11,8
Refugio County,3/3/2020,Primary Election,0,0,1,457,"State Senator, District 18",Michael Antalan,DEM,19,15,11,8
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,20,15,11,9
Refugio County,3/3/2020,Primary Election,0,0,1,457,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,19,13,10,9
Refugio County,3/3/2020,Primary Election,0,0,1,457,Sheriff,Shelly G. Haertig,DEM,20,12,9,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,23,18,12,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,"County Commissioner, Precinct 1",Roberta Shipp Fagan,DEM,12,7,5,7
Refugio County,3/3/2020,Primary Election,0,0,1,457,"County Commissioner, Precinct 1",Valentin (Val) Ortega,DEM,15,10,7,8
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #1,Yes,DEM,26,16,12,14
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #1,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #2,Yes,DEM,23,15,12,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #2,No,DEM,3,1,0,3
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #3,Yes,DEM,23,17,12,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #3,No,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #4,Yes,DEM,25,17,12,13
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #4,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #5,Yes,DEM,25,17,12,13
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #5,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #6,Yes,DEM,25,16,12,13
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #6,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #7,Yes,DEM,25,16,12,13
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #7,No,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #8,Yes,DEM,24,17,12,12
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #8,No,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #9,Yes,DEM,23,16,12,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #9,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #10,Yes,DEM,25,17,12,13
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #10,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #11,Yes,DEM,22,16,11,11
Refugio County,3/3/2020,Primary Election,0,0,1,457,Proposition #11,No,DEM,3,0,1,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Tulsi Gabbard,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,John K. Delaney,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Cory Booker,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Julián Castro,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Marianne Williamson,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Michael Bennet,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Tom Steyer,DEM,1,3,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Michael R. Bloomberg,DEM,13,11,2,11
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Joseph R. Biden,DEM,13,18,2,11
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Robby Wells,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Bernie Sanders,DEM,8,4,3,5
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Elizabeth Warren,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Amy Klobuchar,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Andrew Yang,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,President,Pete Buttigieg,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Royce West,DEM,3,1,0,3
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Amanda K. Edwards,DEM,2,0,1,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,"Mary ""MJ"" Hegar",DEM,4,5,0,4
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,D.R. Hunter,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,"Annie ""Mamá"" Garcia",DEM,17,5,1,16
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Chris Bell,DEM,1,4,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Sema Hernandez,DEM,10,12,0,10
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Jack Daniel Foster Jr,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Adrian Ocegueda,DEM,1,0,1,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Victor Hugo Harris,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Cristina Tzintzun Ramirez,DEM,6,5,4,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,United States Senator,Michael Cooper,DEM,2,2,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,41,29,7,34
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"United States Representative,
District No. 27",Charlie Jackson,DEM,4,7,0,4
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,24,14,5,19
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Railroad Commissioner,Kelly Stone,DEM,2,5,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Railroad Commissioner,Chrysta Castañeda,DEM,16,16,1,15
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Railroad Commissioner,Mark Watson,DEM,4,4,1,3
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,29,28,6,23
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,11,10,1,10
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,30,26,4,26
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,9,11,3,6
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 7",Staci Williams,DEM,26,24,5,21
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,12,11,2,10
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,19,11,5,14
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,21,23,2,19
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,12,8,1,11
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,4,6,1,3
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,24,22,5,19
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,15,12,2,13
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,26,24,5,21
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,36,32,6,30
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"State Senator, District 18",Michael Antalan,DEM,36,30,7,29
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,45,35,7,38
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,41,33,7,34
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Sheriff,Shelly G. Haertig,DEM,43,38,8,35
Refugio County,3/3/2020,Primary Election,0,0,1A,575,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,47,40,9,38
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"County Commissioner, Precinct 1",Roberta Shipp Fagan,DEM,19,23,1,18
Refugio County,3/3/2020,Primary Election,0,0,1A,575,"County Commissioner, Precinct 1",Valentin (Val) Ortega,DEM,35,20,8,27
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #1,Yes,DEM,47,40,10,37
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #1,No,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #2,Yes,DEM,48,39,10,38
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #2,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #3,Yes,DEM,45,37,10,35
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #3,No,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #4,Yes,DEM,48,39,10,38
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #4,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #5,Yes,DEM,47,38,10,37
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #5,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #6,Yes,DEM,48,39,10,38
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #6,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #7,Yes,DEM,44,39,10,34
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #7,No,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #8,Yes,DEM,46,39,10,36
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #8,No,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #9,Yes,DEM,45,36,9,36
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #9,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #10,Yes,DEM,45,35,9,36
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #10,No,DEM,3,2,1,2
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #11,Yes,DEM,45,36,10,35
Refugio County,3/3/2020,Primary Election,0,0,1A,575,Proposition #11,No,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Tulsi Gabbard,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,John K. Delaney,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Cory Booker,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Julián Castro,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Marianne Williamson,DEM,2,0,1,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Michael Bennet,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Tom Steyer,DEM,0,3,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Michael R. Bloomberg,DEM,8,8,1,7
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Joseph R. Biden,DEM,3,11,2,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Robby Wells,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Bernie Sanders,DEM,8,8,2,6
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Elizabeth Warren,DEM,4,2,0,4
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Amy Klobuchar,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Andrew Yang,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,President,Pete Buttigieg,DEM,3,0,0,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Royce West,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Amanda K. Edwards,DEM,3,2,2,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,"Mary ""MJ"" Hegar",DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,D.R. Hunter,DEM,3,1,2,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,"Annie ""Mamá"" Garcia",DEM,8,10,0,8
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Chris Bell,DEM,3,4,0,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Sema Hernandez,DEM,5,4,0,5
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Jack Daniel Foster Jr,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Adrian Ocegueda,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Victor Hugo Harris,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Cristina Tzintzun Ramirez,DEM,1,6,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,United States Senator,Michael Cooper,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,24,22,2,22
Refugio County,3/3/2020,Primary Election,0,0,2,893,"United States Representative,
District No. 27",Charlie Jackson,DEM,2,5,2,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,16,13,1,15
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,Kelly Stone,DEM,2,6,0,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,Chrysta Castañeda,DEM,5,8,1,4
Refugio County,3/3/2020,Primary Election,0,0,2,893,Railroad Commissioner,Mark Watson,DEM,3,3,1,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,21,25,3,18
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,3,5,0,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,19,21,2,17
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,4,8,1,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 7",Staci Williams,DEM,14,21,3,11
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,9,9,0,9
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,11,13,2,9
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,13,15,1,12
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,2,8,0,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,16,17,3,13
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,6,10,0,6
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,15,20,2,13
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,22,26,3,19
Refugio County,3/3/2020,Primary Election,0,0,2,893,"State Senator, District 18",Michael Antalan,DEM,24,25,5,19
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,24,29,3,21
Refugio County,3/3/2020,Primary Election,0,0,2,893,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,23,26,3,20
Refugio County,3/3/2020,Primary Election,0,0,2,893,Sheriff,Shelly G. Haertig,DEM,20,29,3,17
Refugio County,3/3/2020,Primary Election,0,0,2,893,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,29,32,6,23
Refugio County,3/3/2020,Primary Election,0,0,2,893,Constable No. 2,Johnnie Garza,DEM,21,31,2,19
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #1,Yes,DEM,28,32,5,23
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #1,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #2,Yes,DEM,26,30,4,22
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #2,No,DEM,2,2,2,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #3,Yes,DEM,27,30,5,22
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #3,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #4,Yes,DEM,28,26,5,23
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #4,No,DEM,1,2,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #5,Yes,DEM,26,29,5,21
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #5,No,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #6,Yes,DEM,27,28,6,21
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #6,No,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #7,Yes,DEM,28,27,5,23
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #7,No,DEM,1,2,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #8,Yes,DEM,27,27,5,22
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #8,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #9,Yes,DEM,27,27,6,21
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #9,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #10,Yes,DEM,26,27,5,21
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #10,No,DEM,2,1,1,1
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #11,Yes,DEM,25,26,5,20
Refugio County,3/3/2020,Primary Election,0,0,2,893,Proposition #11,No,DEM,2,2,1,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Tulsi Gabbard,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,John K. Delaney,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Cory Booker,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Julián Castro,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Marianne Williamson,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Michael Bennet,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Tom Steyer,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Michael R. Bloomberg,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Joseph R. Biden,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Robby Wells,DEM,0,0,0,0
