Political_subdivision,Election_date,Election_name,total provisional ballots,total provisional ballots counted,precint_number,Precinct ID,Precinct Reporting,reg_voters,REP Ballots Cast,Turnout Percentage,race_name,candidate_name,Choice ID,party code,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,election_votes,DEM Ballots Cast,NON Ballots Cast,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Milam County,9/7/2020,Primary Runoff,7,3,316,0,Reporting,0,56,0,United States Senator,Royce West,0,DEM,5,0,0,,2,0,0,,1,0,0,,2,16,0,0,0,
Milam County,9/8/2020,Primary Runoff,7,3,316,0,Reporting,0,56,0,"United States Representative, District 17",David Anthony Jaramillo,0,DEM,11,0,0,,5,0,0,,3,0,0,,3,16,0,0,0,
Milam County,9/9/2020,Primary Runoff,7,3,316,0,Reporting,0,56,0,"United States Representative, District 17",Rick Kennedy,0,DEM,5,0,0,,3,0,0,,1,0,0,,1,16,0,0,0,
Milam County,9/10/2020,Primary Runoff,7,3,316,0,Reporting,0,56,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,DEM,4,0,0,,3,0,0,,1,0,0,,0,16,0,0,0,
Milam County,9/11/2020,Primary Runoff,7,3,316,0,Reporting,0,56,0,Railroad Commissioner,Chrysta Castañeda,0,DEM,12,0,0,,5,0,0,,3,0,0,,4,16,0,0,0,
Milam County,9/12/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,"United States Representative, District 17",Renée Swann,0,REP,60,0,1,,10,0,0,,23,0,1,,27,18,0,0,0,
Milam County,9/13/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,"United States Representative, District 17",Pete Sessions,0,REP,63,0,1,,7,0,0,,33,0,1,,23,18,0,0,0,
Milam County,9/14/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,United States Senator,"Mary ""MJ"" Hegar",0,DEM,13,0,0,,5,0,0,,3,0,0,,5,18,0,0,0,
Milam County,9/15/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,United States Senator,Royce West,0,DEM,5,0,0,,3,0,0,,0,0,0,,2,18,0,0,0,
Milam County,9/16/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,"United States Representative, District 17",David Anthony Jaramillo,0,DEM,11,0,0,,4,0,0,,3,0,0,,4,18,0,0,0,
Milam County,9/17/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,"United States Representative, District 17",Rick Kennedy,0,DEM,7,0,0,,4,0,0,,0,0,0,,3,18,0,0,0,
Milam County,9/18/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,DEM,10,0,0,,3,0,0,,1,0,0,,6,18,0,0,0,
Milam County,9/19/2020,Primary Runoff,7,3,317,0,Reporting,0,124,0,Railroad Commissioner,Chrysta Castañeda,0,DEM,8,0,0,,5,0,0,,2,0,0,,1,18,0,0,0,
Milam County,9/20/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,"United States Representative, District 17",Renée Swann,0,REP,94,0,0,,23,0,0,,50,0,0,,21,82,0,0,0,
Milam County,9/21/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,"United States Representative, District 17",Pete Sessions,0,REP,95,0,0,,12,0,0,,42,0,0,,41,82,0,0,0,
Milam County,9/22/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,United States Senator,"Mary ""MJ"" Hegar",0,DEM,59,0,0,,29,0,0,,15,0,0,,15,82,0,0,0,
Milam County,9/23/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,United States Senator,Royce West,0,DEM,23,0,0,,14,0,0,,2,0,0,,7,82,0,0,0,
Milam County,9/24/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,"United States Representative, District 17",David Anthony Jaramillo,0,DEM,24,0,0,,10,0,0,,5,0,0,,9,82,0,0,0,
Milam County,9/25/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,"United States Representative, District 17",Rick Kennedy,0,DEM,58,0,0,,33,0,0,,12,0,0,,13,82,0,0,0,
Milam County,9/26/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,DEM,44,0,1,,24,0,0,,11,0,0,,9,82,0,0,1,
Milam County,9/27/2020,Primary Runoff,7,3,318,0,Reporting,0,189,0,Railroad Commissioner,Chrysta Castañeda,0,DEM,37,0,1,,19,0,0,,6,0,0,,12,82,0,0,1,
Milam County,9/28/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,"United States Representative, District 17",Renée Swann,0,REP,59,0,0,,7,0,0,,24,0,0,,28,62,0,0,0,
Milam County,9/29/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,"United States Representative, District 17",Pete Sessions,0,REP,82,0,0,,8,0,0,,32,0,0,,42,62,0,0,0,
Milam County,9/30/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,United States Senator,"Mary ""MJ"" Hegar",0,DEM,38,0,1,,15,0,0,,16,0,0,,7,62,0,0,1,
Milam County,10/1/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,United States Senator,Royce West,0,DEM,23,0,1,,7,0,0,,10,0,0,,6,62,0,0,1,
Milam County,10/2/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,"United States Representative, District 17",David Anthony Jaramillo,0,DEM,29,0,3,,9,0,1,,12,0,0,,8,62,0,0,2,
Milam County,10/3/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,"United States Representative, District 17",Rick Kennedy,0,DEM,30,0,3,,12,0,1,,14,0,0,,4,62,0,0,2,
Milam County,10/4/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,DEM,32,0,3,,10,0,1,,14,0,0,,8,62,0,0,2,
Milam County,10/5/2020,Primary Runoff,7,3,419,0,Reporting,0,141,0,Railroad Commissioner,Chrysta Castañeda,0,DEM,27,0,3,,11,0,1,,12,0,0,,4,62,0,0,2,
Milam County,10/6/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,"United States Representative, District 17",Renée Swann,0,REP,90,0,0,,16,0,0,,36,0,0,,38,59,0,0,0,
Milam County,10/7/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,"United States Representative, District 17",Pete Sessions,0,REP,89,0,0,,6,0,0,,42,0,0,,41,59,0,0,0,
Milam County,10/8/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,United States Senator,"Mary ""MJ"" Hegar",0,DEM,47,0,0,,9,0,0,,20,0,0,,18,59,0,0,0,
Milam County,10/9/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,United States Senator,Royce West,0,DEM,12,0,0,,1,0,0,,9,0,0,,2,59,0,0,0,
Milam County,10/10/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,"United States Representative, District 17",David Anthony Jaramillo,0,DEM,23,0,2,,2,0,0,,10,0,2,,11,59,0,0,0,
Milam County,10/11/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,"United States Representative, District 17",Rick Kennedy,0,DEM,34,0,2,,8,0,0,,17,0,2,,9,59,0,0,0,
Milam County,10/12/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,DEM,26,0,4,,5,0,0,,13,0,3,,8,59,0,0,1,
Milam County,10/13/2020,Primary Runoff,7,3,420,0,Reporting,0,179,0,Railroad Commissioner,Chrysta Castañeda,0,DEM,29,0,4,,5,0,0,,13,0,3,,11,59,0,0,1,
