political_subdivision,election_date,election_name,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,REP Ballots Cast,DEM Ballots Cast,NON Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,"United States Representative, District 10",6,DEM,Mike Siegel,2,,10,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,10,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,11,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,9,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,17,0,0,0,6,0,0,0,8,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,104,10,Reporting         ,795,106,20,0,15.85,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,56,0,25,0,3,0,3,0,27,0,10,0,26,0,12,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,103,0,25,0,12,0,3,0,34,0,10,0,57,0,12,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,Sheriff,5,REP,R. Glenn Smith,1,,75,0,0,0,10,0,0,0,34,0,0,0,31,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,Sheriff,5,REP,Troy Guidry,2,,109,0,0,0,8,0,0,0,37,0,0,0,64,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,United States Senator,4,DEM,Royce West,1,,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,11,0,0,0,4,0,0,0,1,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"United States Representative, District 10",6,DEM,Mike Siegel,2,,11,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,13,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,9,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,105,11,Reporting         ,833,184,14,0,23.77,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,5,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,109,0,64,0,12,0,2,0,42,0,31,0,55,0,31,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,272,0,64,0,14,0,2,0,127,0,31,0,131,0,31,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,Sheriff,5,REP,R. Glenn Smith,1,,127,0,0,0,11,0,0,0,62,0,0,0,54,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,Sheriff,5,REP,Troy Guidry,2,,318,0,0,0,17,0,0,0,138,0,0,0,163,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,United States Senator,4,DEM,Royce West,1,,19,0,3,0,10,0,0,0,4,0,0,0,5,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,43,0,3,0,15,0,0,0,17,0,0,0,11,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"United States Representative, District 10",6,DEM,Mike Siegel,2,,46,0,3,0,18,0,0,0,16,0,0,0,12,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,16,0,3,0,7,0,0,0,5,0,0,0,4,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,17,0,3,0,9,0,0,0,3,0,0,0,5,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,45,0,3,0,16,0,0,0,18,0,0,0,11,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,28,0,4,0,8,0,0,0,12,0,2,0,8,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,206,6,Reporting         ,2823,445,65,0,18.07,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,33,0,4,0,17,0,0,0,7,0,2,0,9,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,111,0,45,0,24,0,2,0,43,0,26,0,44,0,17,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,258,0,45,0,33,0,2,0,123,0,26,0,102,0,17,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,Sheriff,5,REP,R. Glenn Smith,1,,110,0,0,0,25,0,0,0,40,0,0,0,45,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,Sheriff,5,REP,Troy Guidry,2,,304,0,0,0,34,0,0,0,152,0,0,0,118,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,United States Senator,4,DEM,Royce West,1,,11,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,33,0,0,0,14,0,0,0,12,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"United States Representative, District 10",6,DEM,Mike Siegel,2,,23,0,0,0,7,0,0,0,11,0,0,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,21,0,0,0,8,0,0,0,7,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,14,0,1,0,1,0,1,0,7,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,29,0,1,0,13,0,1,0,11,0,0,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,18,0,1,0,4,0,1,0,6,0,0,0,8,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,207,9,Reporting         ,3599,414,44,0,12.73,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,25,0,1,0,10,0,1,0,12,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,39,0,32,0,2,0,2,0,25,0,27,0,12,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,125,0,32,0,9,0,2,0,71,0,27,0,45,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,Sheriff,5,REP,R. Glenn Smith,1,,101,0,0,0,8,0,0,0,69,0,0,0,24,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,Sheriff,5,REP,Troy Guidry,2,,95,0,0,0,5,0,0,0,54,0,0,0,36,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,United States Senator,4,DEM,Royce West,1,,28,0,1,0,6,0,0,0,14,0,1,0,8,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,33,0,1,0,8,0,0,0,16,0,1,0,9,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"United States Representative, District 10",6,DEM,Mike Siegel,2,,33,0,3,0,11,0,0,0,13,0,2,0,9,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,26,0,3,0,3,0,0,0,16,0,2,0,7,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,30,0,3,0,6,0,0,0,14,0,1,0,10,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,29,0,3,0,8,0,0,0,16,0,1,0,5,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,39,0,4,0,8,0,0,0,23,0,2,0,8,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,208,14,Reporting         ,1653,196,62,0,15.61,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,19,0,4,0,6,0,0,0,6,0,2,0,7,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,1,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,2,0,4,0,0,0,0,0,1,0,0,0,1,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,Sheriff,5,REP,R. Glenn Smith,1,,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,Sheriff,5,REP,Troy Guidry,2,,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,United States Senator,4,DEM,Royce West,1,,50,0,0,0,7,0,0,0,21,0,0,0,22,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,6,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"United States Representative, District 10",6,DEM,Mike Siegel,2,,44,0,0,0,6,0,0,0,18,0,0,0,20,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,12,0,0,0,1,0,0,0,7,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,35,0,2,0,2,0,0,0,17,0,0,0,16,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,19,0,2,0,5,0,0,0,8,0,0,0,6,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,43,0,2,0,4,0,0,0,22,0,0,0,17,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,309,1,Reporting         ,4295,7,56,0,1.47,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,11,0,2,0,3,0,0,0,3,0,0,0,5,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,17,0,7,0,1,0,0,0,13,0,5,0,3,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,34,0,7,0,3,0,0,0,25,0,5,0,6,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,Sheriff,5,REP,R. Glenn Smith,1,,22,0,0,0,3,0,0,0,14,0,0,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,Sheriff,5,REP,Troy Guidry,2,,36,0,0,0,1,0,0,0,29,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,United States Senator,4,DEM,Royce West,1,,124,0,2,0,26,0,0,0,65,0,1,0,33,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,37,0,2,0,9,0,0,0,15,0,1,0,13,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"United States Representative, District 10",6,DEM,Mike Siegel,2,,108,0,2,0,19,0,0,0,58,0,0,0,31,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,53,0,2,0,16,0,0,0,23,0,0,0,14,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,88,0,7,0,19,0,1,0,47,0,2,0,22,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,68,0,7,0,15,0,1,0,32,0,2,0,21,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,115,0,4,0,23,0,0,0,60,0,2,0,32,0,2,0
