Political_subdivision,Election_date,Election_name,Total Prov Ballots,Total Prov Counted,Precinct_Number,Reg_Voters,Race_Name,Candidate_Name,Party_Code,Early_votes,Election_Votes
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,3,8
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,3,5
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,6,14
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,7,20
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Member, State Board of Education, District No. 2",Eric Garza,REP,5,7
San Patricio County,3/6/2018,Republican Primary,,,101,489,"State Representative,
District No. 43",J.M. Lozano,REP,11,27
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,11,24
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,11,24
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,11,24
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,12,23
San Patricio County,3/6/2018,Republican Primary,,,101,489,"District Judge, 36th Judicial District",Jason Keeney,REP,8,16
San Patricio County,3/6/2018,Republican Primary,,,101,489,"District Judge, 36th Judicial District",Starr Bauer,REP,4,13
San Patricio County,3/6/2018,Republican Primary,,,101,489,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,10,26
San Patricio County,3/6/2018,Republican Primary,,,101,489,County Judge,Terry Simpson,REP,7,18
San Patricio County,3/6/2018,Republican Primary,,,101,489,County Judge,David R Krebs,REP,5,11
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,3,10
San Patricio County,3/6/2018,Republican Primary,,,101,489,"Judge, County Court-at-Law",Elizabeth Welborn,REP,9,19
San Patricio County,3/6/2018,Republican Primary,,,101,489,District Clerk,Victoria Price Luke,REP,8,12
San Patricio County,3/6/2018,Republican Primary,,,101,489,District Clerk,Heather Marks,REP,4,17
San Patricio County,3/6/2018,Republican Primary,,,101,489,County Treasurer,Denise Janak,REP,11,26
San Patricio County,3/6/2018,Republican Primary,,,101,489,County Surveyor,Julius Petrus,REP,11,26
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 1,YES,REP,7,22
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 1,NO,REP,4,9
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 2,YES,REP,12,29
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 2,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 3,YES,REP,10,27
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 3,NO,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 4,YES,REP,12,28
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 4,NO,REP,0,3
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 5,YES,REP,11,26
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 5,NO,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 6,YES,REP,11,31
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 6,NO,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 7,YES,REP,8,19
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 7,NO,REP,2,11
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 8,YES,REP,10,30
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 8,NO,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 9,YES,REP,11,30
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 9,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 10,YES,REP,10,30
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 10,NO,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 11,YES,REP,10,30
San Patricio County,3/6/2018,Republican Primary,,,101,489,Proposition 11,NO,REP,2,1
San Patricio County,3/6/2018,Republican Primary,,,102,2500,United States Senator,Stefano de Stefano,REP,4,4
San Patricio County,3/6/2018,Republican Primary,,,102,2500,United States Senator,Mary Miller,REP,7,5
San Patricio County,3/6/2018,Republican Primary,,,102,2500,United States Senator,Geraldine Sam,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,102,2500,United States Senator,"Bruce Jacobson, Jr.",REP,3,5
San Patricio County,3/6/2018,Republican Primary,,,102,2500,United States Senator,Ted Cruz,REP,66,94
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"United States Representative, District No. 34",Rey Gonzalez,REP,60,88
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Governor,SECEDE Kilgore,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Governor,Barbara Krueger,REP,8,10
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Governor,Greg Abbott,REP,70,100
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Lieutenant Governor,Dan Patrick,REP,53,85
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Lieutenant Governor,Scott Milder,REP,22,23
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Attorney General,Ken Paxton,REP,63,88
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Comptroller of Public Accounts,Glenn Hegar,REP,62,91
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of the General Land Office,Davey Edwards,REP,3,10
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of the General Land Office,Rick Range,REP,5,9
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of the General Land Office,Jerry Patterson,REP,20,23
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of the General Land Office,George P. Bush,REP,46,63
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of Agriculture,Sid Miller,REP,35,57
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of Agriculture,Jim Hogan,REP,16,27
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Commissioner of Agriculture,Trey Blocker,REP,17,19
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Railroad Commissioner,Weston Martinez,REP,18,33
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Railroad Commissioner,Christi Craddick,REP,47,69
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,57,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, Supreme Court, Place 4",John Devine,REP,56,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, Supreme Court, Place 6",Jeff Brown,REP,55,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,40,60
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,23,37
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,56,87
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,20,46
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,13,13
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,26,35
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,48,58
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Member, State Board of Education, District No. 2",Eric Garza,REP,19,36
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"State Representative,
District No. 43",J.M. Lozano,REP,67,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,54,81
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,55,83
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,53,79
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,51,81
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"District Judge, 36th Judicial District",Jason Keeney,REP,31,60
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"District Judge, 36th Judicial District",Starr Bauer,REP,39,45
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,62,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,County Judge,Terry Simpson,REP,50,62
San Patricio County,3/6/2018,Republican Primary,,,102,2500,County Judge,David R Krebs,REP,25,45
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,19,40
San Patricio County,3/6/2018,Republican Primary,,,102,2500,"Judge, County Court-at-Law",Elizabeth Welborn,REP,54,69
San Patricio County,3/6/2018,Republican Primary,,,102,2500,District Clerk,Victoria Price Luke,REP,23,46
San Patricio County,3/6/2018,Republican Primary,,,102,2500,District Clerk,Heather Marks,REP,45,53
San Patricio County,3/6/2018,Republican Primary,,,102,2500,County Treasurer,Denise Janak,REP,63,92
San Patricio County,3/6/2018,Republican Primary,,,102,2500,County Surveyor,Julius Petrus,REP,66,90
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 1,YES,REP,43,70
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 1,NO,REP,22,40
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 2,YES,REP,66,102
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 2,NO,REP,10,10
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 3,YES,REP,63,94
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 3,NO,REP,14,17
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 4,YES,REP,65,100
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 4,NO,REP,8,10
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 5,YES,REP,55,93
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 5,NO,REP,19,17
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 6,YES,REP,67,103
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 6,NO,REP,9,8
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 7,YES,REP,49,85
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 7,NO,REP,26,26
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 8,YES,REP,74,104
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 8,NO,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 9,YES,REP,62,96
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 9,NO,REP,14,12
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 10,YES,REP,68,105
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 10,NO,REP,6,4
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 11,YES,REP,63,93
San Patricio County,3/6/2018,Republican Primary,,,102,2500,Proposition 11,NO,REP,13,17
San Patricio County,3/6/2018,Republican Primary,,,103,406,United States Senator,Stefano de Stefano,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,103,406,United States Senator,Mary Miller,REP,2,1
San Patricio County,3/6/2018,Republican Primary,,,103,406,United States Senator,Geraldine Sam,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,103,406,United States Senator,"Bruce Jacobson, Jr.",REP,0,2
San Patricio County,3/6/2018,Republican Primary,,,103,406,United States Senator,Ted Cruz,REP,9,32
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",John Grunwald,REP,2,6
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",Bech Bruun,REP,4,17
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",Michael Cloud,REP,4,6
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",Christopher K. Mapp,REP,1,4
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",Eddie Gassman,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,103,406,"United States Representative, District No. 27",Jerry Hall,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,103,406,Governor,SECEDE Kilgore,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,103,406,Governor,Barbara Krueger,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,103,406,Governor,Greg Abbott,REP,10,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,Lieutenant Governor,Dan Patrick,REP,10,26
San Patricio County,3/6/2018,Republican Primary,,,103,406,Lieutenant Governor,Scott Milder,REP,1,9
San Patricio County,3/6/2018,Republican Primary,,,103,406,Attorney General,Ken Paxton,REP,11,36
San Patricio County,3/6/2018,Republican Primary,,,103,406,Comptroller of Public Accounts,Glenn Hegar,REP,11,35
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of the General Land Office,Davey Edwards,REP,0,6
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of the General Land Office,Rick Range,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of the General Land Office,Jerry Patterson,REP,5,11
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of the General Land Office,George P. Bush,REP,5,19
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of Agriculture,Sid Miller,REP,4,25
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of Agriculture,Jim Hogan,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,103,406,Commissioner of Agriculture,Trey Blocker,REP,4,6
San Patricio County,3/6/2018,Republican Primary,,,103,406,Railroad Commissioner,Weston Martinez,REP,2,9
San Patricio County,3/6/2018,Republican Primary,,,103,406,Railroad Commissioner,Christi Craddick,REP,8,26
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,11,35
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, Supreme Court, Place 4",John Devine,REP,11,35
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, Supreme Court, Place 6",Jeff Brown,REP,11,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,4,22
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,6,12
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,10,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,5,15
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,4,15
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,9,26
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Member, State Board of Education, District No. 2",Eric Garza,REP,1,8
San Patricio County,3/6/2018,Republican Primary,,,103,406,"State Representative,
District No. 43",J.M. Lozano,REP,11,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,10,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,10,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,10,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,10,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,"District Judge, 36th Judicial District",Jason Keeney,REP,7,23
San Patricio County,3/6/2018,Republican Primary,,,103,406,"District Judge, 36th Judicial District",Starr Bauer,REP,3,12
San Patricio County,3/6/2018,Republican Primary,,,103,406,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,10,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,County Judge,Terry Simpson,REP,10,16
San Patricio County,3/6/2018,Republican Primary,,,103,406,County Judge,David R Krebs,REP,1,20
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,2,8
San Patricio County,3/6/2018,Republican Primary,,,103,406,"Judge, County Court-at-Law",Elizabeth Welborn,REP,9,27
San Patricio County,3/6/2018,Republican Primary,,,103,406,District Clerk,Victoria Price Luke,REP,4,14
San Patricio County,3/6/2018,Republican Primary,,,103,406,District Clerk,Heather Marks,REP,6,20
San Patricio County,3/6/2018,Republican Primary,,,103,406,County Treasurer,Denise Janak,REP,11,36
San Patricio County,3/6/2018,Republican Primary,,,103,406,County Surveyor,Julius Petrus,REP,10,32
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 1,YES,REP,8,26
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 1,NO,REP,3,8
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 2,YES,REP,11,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 2,NO,REP,0,3
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 3,YES,REP,10,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 3,NO,REP,1,3
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 4,YES,REP,10,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 4,NO,REP,0,2
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 5,YES,REP,11,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 5,NO,REP,0,3
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 6,YES,REP,11,33
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 6,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 7,YES,REP,5,25
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 7,NO,REP,5,9
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 8,YES,REP,11,35
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 8,NO,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 9,YES,REP,11,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 9,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 10,YES,REP,11,34
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 10,NO,REP,0,2
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 11,YES,REP,10,28
San Patricio County,3/6/2018,Republican Primary,,,103,406,Proposition 11,NO,REP,1,6
San Patricio County,3/6/2018,Republican Primary,,,104,1469,United States Senator,Stefano de Stefano,REP,0,3
San Patricio County,3/6/2018,Republican Primary,,,104,1469,United States Senator,Mary Miller,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,104,1469,United States Senator,Geraldine Sam,REP,4,1
San Patricio County,3/6/2018,Republican Primary,,,104,1469,United States Senator,"Bruce Jacobson, Jr.",REP,1,3
San Patricio County,3/6/2018,Republican Primary,,,104,1469,United States Senator,Ted Cruz,REP,55,91
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"United States Representative, District No. 34",Rey Gonzalez,REP,43,79
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Governor,SECEDE Kilgore,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Governor,Barbara Krueger,REP,4,3
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Governor,Greg Abbott,REP,57,97
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Lieutenant Governor,Dan Patrick,REP,44,73
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Lieutenant Governor,Scott Milder,REP,11,27
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Attorney General,Ken Paxton,REP,46,90
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Comptroller of Public Accounts,Glenn Hegar,REP,43,89
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of the General Land Office,Davey Edwards,REP,6,7
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of the General Land Office,Rick Range,REP,3,3
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of the General Land Office,Jerry Patterson,REP,11,27
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of the General Land Office,George P. Bush,REP,35,64
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of Agriculture,Sid Miller,REP,33,58
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of Agriculture,Jim Hogan,REP,15,26
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Commissioner of Agriculture,Trey Blocker,REP,3,12
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Railroad Commissioner,Weston Martinez,REP,13,30
San Patricio County,3/6/2018,Republican Primary,,,104,1469,Railroad Commissioner,Christi Craddick,REP,36,64
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,39,86
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Justice, Supreme Court, Place 4",John Devine,REP,41,86
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Justice, Supreme Court, Place 6",Jeff Brown,REP,42,83
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,27,60
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,23,36
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,43,87
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,24,47
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,10,13
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,13,23
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,36,68
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Member, State Board of Education, District No. 2",Eric Garza,REP,14,23
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"State Representative,
District No. 43",J.M. Lozano,REP,45,85
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,40,77
San Patricio County,3/6/2018,Republican Primary,,,104,1469,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,39,81
