political_subdivision,election_date,election_name,,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Early Voting Votes,election_votes
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,Republican,25,22
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Presiding Judge, Court of Criminal Appeals",David Bridges,Republican,17,23
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,Republican,41,45
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,Republican,21,21
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,Republican,18,19
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,Republican,4,8
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"State Representative,
District No. 72",Drew Darby,Republican,47,51
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 2",Cindy Olson Bourland,Republican,37,44
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 3",Scott Field,Republican,38,45
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 5",David Puryear,Republican,40,45
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 6","Michael ""Mike"" Toth",Republican,22,18
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 6",Donna Davidson,Republican,12,20
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 6",Jennifer S. Freel,Republican,5,4
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 6",Kristofer Monson,Republican,2,4
Irion County,3/6/2018,2018 Primary,,0,0,100,320,County Judge,Dale Harris,Republican,35,30
Irion County,3/6/2018,2018 Primary,,0,0,100,320,County Judge,Molly Criner,Republican,20,28
Irion County,3/6/2018,2018 Primary,,0,0,100,320,County Treasurer,Carolyn Huelster,Republican,52,53
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Justice of the Peace,Donna Smith,Republican,52,56
Irion County,3/6/2018,2018 Primary,,0,0,100,320,County Chairman,Kay Jupe,Republican,48,50
Irion County,3/6/2018,2018 Primary,,0,0,100,320,United States Senator,Beto O'Rourke,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,United States Senator,Edward Kimbrough,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,United States Senator,Sema Hernandez,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"United States Representative, District No. 11",Jennie Lou Leeder,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"United States Representative, District No. 11",Eric Pfalzgraf,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Tom Wakely,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Lupe Valdez,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,James Jolly Clark,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,"Cedric Davis, Sr.",Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Grady Yarbrough,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Joe Mumbach,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Andrew White,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Jeffrey Payne,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Governor,Adrian Ocegueda,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Lieutenant Governor,Michael Cooper,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Lieutenant Governor,Mike Collier,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Attorney General,Justin Nelson,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Comptroller of Public Accounts,Tim Mahoney,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Comptroller of Public Accounts,Joi Chevalier,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Commissioner of the General Land Office,Tex Morgan,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Commissioner of the General Land Office,Miguel Suazo,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Commissioner of Agriculture,Kim Olson,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Railroad Commissioner,Roman McAllen,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Railroad Commissioner,Chris Spellmon,Democrat,0,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, Supreme Court, Place 2",Steven Kirkland,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, Supreme Court, Place 4",R.K. Sandill,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, Supreme Court, Place 6",Kathy Cheng,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 2",Edward Smith,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 3",Chari Kelly,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 5",Thomas J. Baker,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,"Justice, 3rd Court of Appeals District, Place No. 6",Gisela D. Triana,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #1,Yes,Democrat,3,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #1,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #2,Yes,Democrat,3,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #2,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #3,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #3,No,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #4,Yes,Democrat,3,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #4,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #5,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #5,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #6,Yes,Democrat,3,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #6,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #7,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #7,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #8,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #8,No,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #9,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #9,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #10,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #10,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #11,Yes,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #11,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #12,Yes,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition #12,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 1,YES,Republican,30,36
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 1,NO,Republican,18,17
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 2,YES,Republican,44,52
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 2,NO,Republican,8,4
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 3,YES,Republican,42,52
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 3,NO,Republican,12,4
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 4,YES,Republican,43,51
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 4,NO,Republican,10,4
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 5,YES,Republican,34,48
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 5,NO,Republican,18,9
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 6,YES,Republican,46,57
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 6,NO,Republican,9,1
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 7,YES,Republican,33,40
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 7,NO,Republican,21,17
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 8,YES,Republican,53,56
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 8,NO,Republican,2,2
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 9,YES,Republican,50,51
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 9,NO,Republican,5,7
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 10,YES,Republican,48,52
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 10,NO,Republican,7,3
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 11,YES,Republican,46,52
Irion County,3/6/2018,2018 Primary,,0,0,100,320,Proposition 11,NO,Republican,9,6
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Ted Cruz,Republican,82,55
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,"Bruce Jacobson, Jr.",Republican,7,7
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Geraldine Sam,Republican,1,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Stefano de Stefano,Republican,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Mary Miller,Republican,4,4
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"United States Representative, District No. 11",Mike Conaway,Republican,85,56
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"United States Representative, District No. 11",Paul Myers,Republican,11,8
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Greg Abbott,Republican,86,57
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,SECEDE Kilgore,Republican,5,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Barbara Krueger,Republican,5,7
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Lieutenant Governor,Dan Patrick,Republican,65,46
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Lieutenant Governor,Scott Milder,Republican,21,17
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Attorney General,Ken Paxton,Republican,79,61
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Comptroller of Public Accounts,Glenn Hegar,Republican,73,58
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,Davey Edwards,Republican,8,6
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,George P. Bush,Republican,53,39
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,Rick Range,Republican,5,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,Jerry Patterson,Republican,20,16
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of Agriculture,Sid Miller,Republican,60,30
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of Agriculture,Trey Blocker,Republican,9,17
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of Agriculture,Jim Hogan,Republican,14,12
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Railroad Commissioner,Weston Martinez,Republican,32,25
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Railroad Commissioner,Christi Craddick,Republican,53,37
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 2",Jimmy Blacklock,Republican,76,54
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 4",John Devine,Republican,75,53
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 6",Jeff Brown,Republican,74,53
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,Republican,36,32
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Presiding Judge, Court of Criminal Appeals",David Bridges,Republican,41,23
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,Republican,75,55
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,Republican,41,25
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,Republican,21,18
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,Republican,14,9
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"State Representative,
District No. 72",Drew Darby,Republican,80,63
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 2",Cindy Olson Bourland,Republican,72,53
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 3",Scott Field,Republican,69,51
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 5",David Puryear,Republican,72,50
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 6","Michael ""Mike"" Toth",Republican,37,20
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 6",Donna Davidson,Republican,29,15
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 6",Jennifer S. Freel,Republican,5,13
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 6",Kristofer Monson,Republican,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,County Judge,Dale Harris,Republican,29,36
Irion County,3/6/2018,2018 Primary,,0,0,200,328,County Judge,Molly Criner,Republican,66,32
Irion County,3/6/2018,2018 Primary,,0,0,200,328,County Treasurer,Carolyn Huelster,Republican,85,64
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"County Commissioner,
Precinct No. 2",Jeff Davidson,Republican,61,38
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"County Commissioner,
Precinct No. 2",Harvey Hale,Republican,36,32
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Justice of the Peace,Donna Smith,Republican,86,64
Irion County,3/6/2018,2018 Primary,,0,0,200,328,County Chairman,Kay Jupe,Republican,77,60
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Beto O'Rourke,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Edward Kimbrough,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,United States Senator,Sema Hernandez,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"United States Representative, District No. 11",Jennie Lou Leeder,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"United States Representative, District No. 11",Eric Pfalzgraf,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Tom Wakely,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Lupe Valdez,Democrat,1,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,James Jolly Clark,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,"Cedric Davis, Sr.",Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Grady Yarbrough,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Joe Mumbach,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Andrew White,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Jeffrey Payne,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Governor,Adrian Ocegueda,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Lieutenant Governor,Michael Cooper,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Lieutenant Governor,Mike Collier,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Attorney General,Justin Nelson,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Comptroller of Public Accounts,Tim Mahoney,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Comptroller of Public Accounts,Joi Chevalier,Democrat,3,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,Tex Morgan,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of the General Land Office,Miguel Suazo,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Commissioner of Agriculture,Kim Olson,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Railroad Commissioner,Roman McAllen,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Railroad Commissioner,Chris Spellmon,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 2",Steven Kirkland,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 4",R.K. Sandill,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, Supreme Court, Place 6",Kathy Cheng,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 2",Edward Smith,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 3",Chari Kelly,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 5",Thomas J. Baker,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,"Justice, 3rd Court of Appeals District, Place No. 6",Gisela D. Triana,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #1,Yes,Democrat,4,4
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #1,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #2,Yes,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #2,No,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #3,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #3,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #4,Yes,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #4,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #5,Yes,Democrat,4,4
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #5,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #6,Yes,Democrat,5,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #6,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #7,Yes,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #7,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #8,Yes,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #8,No,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #9,Yes,Democrat,6,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #9,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #10,Yes,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #10,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #11,Yes,Democrat,4,2
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #11,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #12,Yes,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition #12,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 1,YES,Republican,58,43
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 1,NO,Republican,25,21
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 2,YES,Republican,76,64
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 2,NO,Republican,11,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 3,YES,Republican,78,53
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 3,NO,Republican,6,10
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 4,YES,Republican,81,59
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 4,NO,Republican,6,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 5,YES,Republican,78,58
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 5,NO,Republican,11,5
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 6,YES,Republican,86,61
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 6,NO,Republican,3,3
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 7,YES,Republican,56,44
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 7,NO,Republican,27,19
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 8,YES,Republican,85,66
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 8,NO,Republican,3,1
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 9,YES,Republican,83,58
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 9,NO,Republican,6,9
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 10,YES,Republican,80,56
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 10,NO,Republican,7,6
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 11,YES,Republican,76,53
Irion County,3/6/2018,2018 Primary,,0,0,200,328,Proposition 11,NO,Republican,13,12
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Ted Cruz,Republican,40,33
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,"Bruce Jacobson, Jr.",,1,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Geraldine Sam,Republican,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Stefano de Stefano,Republican,0,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Mary Miller,Republican,1,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"United States Representative, District No. 11",Mike Conaway,Republican,31,31
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"United States Representative, District No. 11",Paul Myers,Republican,10,6
