political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of the General Land Office,Rick Range,REP,0,4
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of the General Land Office,Jerry Patterson,REP,1,8
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of the General Land Office,George P. Bush,REP,10,20
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of Agriculture,Trey Blocker,REP,1,11
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of Agriculture,Sid Miller,REP,6,14
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of Agriculture,Jim Hogan,REP,5,9
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Railroad Commissioner,Christi Craddick,REP,7,31
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Railroad Commissioner,Weston Martinez,REP,5,2
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,11,30
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, Supreme Court, Place 4",John Devine,REP,11,30
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, Supreme Court, Place 6",Jeff Brown,REP,11,29
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,8,19
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,3,13
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,11,29
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,4,4
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,2,11
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"State Representative, District No. 43",J.M. Lozano,REP,12,29
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,11,28
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,11,27
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,11,25
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,11,25
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"District Judge, 36th Judicial District",Starr Bauer,REP,12,34
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"District Judge, 36th Judicial District",Jason Keeney,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,11,30
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,County Judge,"Stephanie ""Silvas"" Moreno",REP,12,29
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,District Clerk,Zenaida Silva,REP,12,28
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,County Clerk,Nickelle Clark Gonzales,REP,11,28
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,9,24
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"County Commissioner, Precinct No. 2",Mike Smith,REP,3,11
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,10,32
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,11,26
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,County Chairman,Patricia Johnson,REP,11,29
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,United States Senator,Mary Miller,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,United States Senator,"Bruce Jacobson, Jr.",REP,7,3
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,United States Senator,Stefano de Stefano,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,United States Senator,Geraldine Sam,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,United States Senator,Ted Cruz,REP,41,95
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"United States Representative, District No. 34",Rey Gonzalez,REP,41,77
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Governor,SECEDE Kilgore,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Governor,Greg Abbott,REP,45,94
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Governor,Barbara Krueger,REP,3,5
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Lieutenant Governor,Scott Milder,REP,12,22
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Lieutenant Governor,Dan Patrick,REP,36,80
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Attorney General,Ken Paxton,REP,41,87
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Comptroller of Public Accounts,Glenn Hegar,REP,43,85
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of the General Land Office,Davey Edwards,REP,5,4
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of the General Land Office,Rick Range,REP,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of the General Land Office,Jerry Patterson,REP,10,24
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of the General Land Office,George P. Bush,REP,35,65
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of Agriculture,Trey Blocker,REP,13,24
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of Agriculture,Sid Miller,REP,21,52
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Commissioner of Agriculture,Jim Hogan,REP,12,22
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Railroad Commissioner,Christi Craddick,REP,35,74
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Railroad Commissioner,Weston Martinez,REP,9,22
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,37,83
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, Supreme Court, Place 4",John Devine,REP,38,82
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, Supreme Court, Place 6",Jeff Brown,REP,37,83
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,28,63
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,15,30
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,38,80
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,14,44
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,22,30
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"State Representative, District No. 43",J.M. Lozano,REP,46,89
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,40,82
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,38,85
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,36,83
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,37,78
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"District Judge, 36th Judicial District",Starr Bauer,REP,42,72
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"District Judge, 36th Judicial District",Jason Keeney,REP,8,30
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,41,83
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,County Judge,"Stephanie ""Silvas"" Moreno",REP,45,85
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,District Clerk,Zenaida Silva,REP,44,85
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,County Clerk,Nickelle Clark Gonzales,REP,42,83
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,County Chairman,Patricia Johnson,REP,42,83
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,United States Senator,Mary Miller,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,United States Senator,"Bruce Jacobson, Jr.",REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,United States Senator,Stefano de Stefano,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,United States Senator,Ted Cruz,REP,6,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"United States Representative, District No. 34",Rey Gonzalez,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Governor,Greg Abbott,REP,6,18
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Governor,Barbara Krueger,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Lieutenant Governor,Scott Milder,REP,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Lieutenant Governor,Dan Patrick,REP,4,14
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Attorney General,Ken Paxton,REP,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Comptroller of Public Accounts,Glenn Hegar,REP,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of the General Land Office,Davey Edwards,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of the General Land Office,Rick Range,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of the General Land Office,Jerry Patterson,REP,1,9
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of the General Land Office,George P. Bush,REP,4,9
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of Agriculture,Trey Blocker,REP,0,8
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of Agriculture,Sid Miller,REP,2,9
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Commissioner of Agriculture,Jim Hogan,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Railroad Commissioner,Christi Craddick,REP,4,16
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Railroad Commissioner,Weston Martinez,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,6,13
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, Supreme Court, Place 4",John Devine,REP,6,13
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, Supreme Court, Place 6",Jeff Brown,REP,6,13
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,2,10
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,2,7
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,2,8
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,0,6
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"State Representative, District No. 43",J.M. Lozano,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,6,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,6,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,6,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"District Judge, 36th Judicial District",Starr Bauer,REP,3,15
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"District Judge, 36th Judicial District",Jason Keeney,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,5,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,County Judge,"Stephanie ""Silvas"" Moreno",REP,6,13
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,District Clerk,Zenaida Silva,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,County Clerk,Nickelle Clark Gonzales,REP,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"County Commissioner, Precinct No. 4",Ken Haggard,REP,5,13
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,"Justice of the Peace, Precinct No. 4",Leticia Cantu,REP,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,County Chairman,Patricia Johnson,REP,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,United States Senator,Mary Miller,REP,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,United States Senator,"Bruce Jacobson, Jr.",REP,1,5
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,United States Senator,Stefano de Stefano,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,United States Senator,Geraldine Sam,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,United States Senator,Ted Cruz,REP,48,50
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"United States Representative, District No. 34",Rey Gonzalez,REP,47,44
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Governor,SECEDE Kilgore,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Governor,Greg Abbott,REP,47,51
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Governor,Barbara Krueger,REP,10,6
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Lieutenant Governor,Scott Milder,REP,14,17
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Lieutenant Governor,Dan Patrick,REP,42,41
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Attorney General,Ken Paxton,REP,51,50
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Comptroller of Public Accounts,Glenn Hegar,REP,49,49
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of the General Land Office,Davey Edwards,REP,1,7
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of the General Land Office,Rick Range,REP,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of the General Land Office,Jerry Patterson,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of the General Land Office,George P. Bush,REP,46,35
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of Agriculture,Trey Blocker,REP,19,6
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of Agriculture,Sid Miller,REP,19,29
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Commissioner of Agriculture,Jim Hogan,REP,16,12
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Railroad Commissioner,Christi Craddick,REP,38,37
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Railroad Commissioner,Weston Martinez,REP,18,12
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,48,44
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, Supreme Court, Place 4",John Devine,REP,48,44
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, Supreme Court, Place 6",Jeff Brown,REP,48,44
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,31,29
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,22,14
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,49,39
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,12,12
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,13,15
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,24,17
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"State Representative, District No. 43",J.M. Lozano,REP,55,53
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,53,48
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,47,45
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,47,44
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,49,45
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"District Judge, 36th Judicial District",Starr Bauer,REP,50,41
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"District Judge, 36th Judicial District",Jason Keeney,REP,9,17
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,49,47
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,County Judge,"Stephanie ""Silvas"" Moreno",REP,50,50
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,District Clerk,Zenaida Silva,REP,56,54
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,County Clerk,Nickelle Clark Gonzales,REP,51,51
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,41,41
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"County Commissioner, Precinct No. 2",Mike Smith,REP,18,18
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,51,46
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,50,47
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,County Chairman,Patricia Johnson,REP,52,50
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,United States Senator,Mary Miller,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,United States Senator,"Bruce Jacobson, Jr.",REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,United States Senator,Stefano de Stefano,REP,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,United States Senator,Geraldine Sam,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,United States Senator,Ted Cruz,REP,45,33
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"United States Representative, District No. 34",Rey Gonzalez,REP,41,31
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Governor,Greg Abbott,REP,51,41
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Governor,Barbara Krueger,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Lieutenant Governor,Scott Milder,REP,10,9
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Lieutenant Governor,Dan Patrick,REP,39,30
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Attorney General,Ken Paxton,REP,43,31
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Comptroller of Public Accounts,Glenn Hegar,REP,42,32
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of the General Land Office,Davey Edwards,REP,4,1
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of the General Land Office,Rick Range,REP,4,0
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of the General Land Office,Jerry Patterson,REP,8,9
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of the General Land Office,George P. Bush,REP,33,28
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of Agriculture,Trey Blocker,REP,9,11
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of Agriculture,Sid Miller,REP,26,16
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Commissioner of Agriculture,Jim Hogan,REP,12,10
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Railroad Commissioner,Christi Craddick,REP,39,31
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Railroad Commissioner,Weston Martinez,REP,9,6
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,40,29
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, Supreme Court, Place 4",John Devine,REP,40,28
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, Supreme Court, Place 6",Jeff Brown,REP,40,28
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,28,29
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,15,10
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,42,27
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,9,8
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,18,12
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,16,15
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"State Representative, District No. 43",J.M. Lozano,REP,46,32
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,43,30
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,42,26
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,40,25
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,40,26
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"District Judge, 36th Judicial District",Starr Bauer,REP,45,43
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"District Judge, 36th Judicial District",Jason Keeney,REP,6,2
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,43,31
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,County Judge,"Stephanie ""Silvas"" Moreno",REP,48,39
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,District Clerk,Zenaida Silva,REP,45,37
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,County Clerk,Nickelle Clark Gonzales,REP,42,33
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,County Chairman,Patricia Johnson,REP,42,35
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,United States Senator,Mary Miller,REP,6,8
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,United States Senator,"Bruce Jacobson, Jr.",REP,5,4
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,United States Senator,Stefano de Stefano,REP,1,4
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,United States Senator,Geraldine Sam,REP,3,0
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,United States Senator,Ted Cruz,REP,142,100
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"United States Representative, District No. 34",Rey Gonzalez,REP,114,90
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Governor,Greg Abbott,REP,149,105
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Governor,Barbara Krueger,REP,9,7
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Lieutenant Governor,Scott Milder,REP,39,30
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Lieutenant Governor,Dan Patrick,REP,111,83
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Attorney General,Ken Paxton,REP,131,93
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Comptroller of Public Accounts,Glenn Hegar,REP,125,94
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of the General Land Office,Davey Edwards,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of the General Land Office,Rick Range,REP,4,8
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of the General Land Office,Jerry Patterson,REP,37,28
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of the General Land Office,George P. Bush,REP,109,72
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of Agriculture,Trey Blocker,REP,26,22
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of Agriculture,Sid Miller,REP,82,58
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Commissioner of Agriculture,Jim Hogan,REP,29,21
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Railroad Commissioner,Christi Craddick,REP,121,85
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Railroad Commissioner,Weston Martinez,REP,17,14
