political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Railroad Commissioner,Christi Craddick,REP,71,83
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Railroad Commissioner,Weston Martinez,REP,18,20
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,81,91
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, Supreme Court, Place 4",John Devine,REP,80,91
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, Supreme Court, Place 6",Jeff Brown,REP,80,90
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,50,56
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,34,39
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,78,89
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,8,10
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,32,39
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,39,43
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"State Representative, District No. 43",J.M. Lozano,REP,87,99
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,82,93
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,81,91
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,79,92
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,76,92
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"District Judge, 36th Judicial District",Starr Bauer,REP,87,98
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"District Judge, 36th Judicial District",Jason Keeney,REP,13,15
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,80,93
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,County Judge,"Stephanie ""Silvas"" Moreno",REP,86,97
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,District Clerk,Zenaida Silva,REP,85,98
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,County Clerk,Nickelle Clark Gonzales,REP,82,93
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,County Chairman,Patricia Johnson,REP,82,89
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,United States Senator,Mary Miller,REP,2,4
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,United States Senator,"Bruce Jacobson, Jr.",REP,0,4
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,United States Senator,Ted Cruz,REP,11,41
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"United States Representative, District No. 34",Rey Gonzalez,REP,9,34
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Governor,Greg Abbott,REP,12,49
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Governor,Barbara Krueger,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Lieutenant Governor,Scott Milder,REP,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Lieutenant Governor,Dan Patrick,REP,9,48
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Attorney General,Ken Paxton,REP,9,39
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Comptroller of Public Accounts,Glenn Hegar,REP,10,38
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of the General Land Office,Davey Edwards,REP,1,4
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of the General Land Office,Rick Range,REP,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of the General Land Office,Jerry Patterson,REP,5,13
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of the General Land Office,George P. Bush,REP,7,28
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of Agriculture,Trey Blocker,REP,1,8
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of Agriculture,Sid Miller,REP,10,26
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Commissioner of Agriculture,Jim Hogan,REP,1,12
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Railroad Commissioner,Christi Craddick,REP,10,30
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Railroad Commissioner,Weston Martinez,REP,3,10
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,8,34
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, Supreme Court, Place 4",John Devine,REP,8,32
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, Supreme Court, Place 6",Jeff Brown,REP,7,32
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,6,26
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,5,16
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,7,32
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,3,7
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,3,15
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"State Representative, District No. 43",J.M. Lozano,REP,9,39
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,6,32
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,8,33
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,8,30
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,8,31
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"District Judge, 36th Judicial District",Starr Bauer,REP,10,39
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"District Judge, 36th Judicial District",Jason Keeney,REP,3,9
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,9,35
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,County Judge,"Stephanie ""Silvas"" Moreno",REP,9,40
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,District Clerk,Zenaida Silva,REP,10,36
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,County Clerk,Nickelle Clark Gonzales,REP,9,33
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,10,34
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"County Commissioner, Precinct No. 2",Mike Smith,REP,3,16
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,10,36
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,8,34
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,County Chairman,Patricia Johnson,REP,10,35
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,United States Senator,Mary Miller,REP,1,6
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,United States Senator,"Bruce Jacobson, Jr.",REP,3,2
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,United States Senator,Stefano de Stefano,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,United States Senator,Geraldine Sam,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,United States Senator,Ted Cruz,REP,72,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"United States Representative, District No. 34",Rey Gonzalez,REP,60,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Governor,SECEDE Kilgore,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Governor,Greg Abbott,REP,77,57
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Governor,Barbara Krueger,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Lieutenant Governor,Scott Milder,REP,20,9
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Lieutenant Governor,Dan Patrick,REP,55,49
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Attorney General,Ken Paxton,REP,66,57
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Comptroller of Public Accounts,Glenn Hegar,REP,63,56
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of the General Land Office,Davey Edwards,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of the General Land Office,Rick Range,REP,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of the General Land Office,Jerry Patterson,REP,24,15
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of the General Land Office,George P. Bush,REP,47,40
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of Agriculture,Trey Blocker,REP,19,11
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of Agriculture,Sid Miller,REP,35,26
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Commissioner of Agriculture,Jim Hogan,REP,14,17
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Railroad Commissioner,Christi Craddick,REP,58,38
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Railroad Commissioner,Weston Martinez,REP,13,19
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,64,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, Supreme Court, Place 4",John Devine,REP,61,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, Supreme Court, Place 6",Jeff Brown,REP,62,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,40,33
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,33,21
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,62,54
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,9,8
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,21,23
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,34,21
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"State Representative, District No. 43",J.M. Lozano,REP,69,54
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,64,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,64,53
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,62,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,61,50
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"District Judge, 36th Judicial District",Starr Bauer,REP,71,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"District Judge, 36th Judicial District",Jason Keeney,REP,9,8
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,67,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,County Judge,"Stephanie ""Silvas"" Moreno",REP,68,55
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,District Clerk,Zenaida Silva,REP,73,54
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,County Clerk,Nickelle Clark Gonzales,REP,68,49
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"County Commissioner, Precinct No. 4",Ken Haggard,REP,69,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,"Justice of the Peace, Precinct No. 4",Leticia Cantu,REP,63,51
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,County Chairman,Patricia Johnson,REP,65,53
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,United States Senator,Mary Miller,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,United States Senator,"Bruce Jacobson, Jr.",REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,United States Senator,Ted Cruz,REP,14,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"United States Representative, District No. 34",Rey Gonzalez,REP,13,16
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Governor,Greg Abbott,REP,14,21
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Governor,Barbara Krueger,REP,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Lieutenant Governor,Scott Milder,REP,7,4
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Lieutenant Governor,Dan Patrick,REP,8,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Attorney General,Ken Paxton,REP,13,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Comptroller of Public Accounts,Glenn Hegar,REP,14,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of the General Land Office,Davey Edwards,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of the General Land Office,Rick Range,REP,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of the General Land Office,Jerry Patterson,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of the General Land Office,George P. Bush,REP,7,8
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of Agriculture,Trey Blocker,REP,3,4
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of Agriculture,Sid Miller,REP,10,11
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Commissioner of Agriculture,Jim Hogan,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Railroad Commissioner,Christi Craddick,REP,13,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Railroad Commissioner,Weston Martinez,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,13,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, Supreme Court, Place 4",John Devine,REP,13,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, Supreme Court, Place 6",Jeff Brown,REP,12,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,10,15
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,6,4
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,13,17
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,5,5
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,7,10
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"State Representative, District No. 43",J.M. Lozano,REP,14,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,13,17
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,13,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,13,17
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,11,14
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"District Judge, 36th Judicial District",Starr Bauer,REP,12,13
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"District Judge, 36th Judicial District",Jason Keeney,REP,4,9
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,13,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,County Judge,"Stephanie ""Silvas"" Moreno",REP,14,18
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,District Clerk,Zenaida Silva,REP,13,17
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,County Clerk,Nickelle Clark Gonzales,REP,12,16
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"County Commissioner, Precinct No. 4",Ken Haggard,REP,14,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,"Justice of the Peace, Precinct No. 4",Leticia Cantu,REP,12,13
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,County Chairman,Patricia Johnson,REP,12,16
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,United States Senator,Mary Miller,REP,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,United States Senator,"Bruce Jacobson, Jr.",REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,United States Senator,Geraldine Sam,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,United States Senator,Ted Cruz,REP,9,46
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"United States Representative, District No. 34",Rey Gonzalez,REP,7,38
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Governor,Greg Abbott,REP,8,51
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Governor,Barbara Krueger,REP,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Lieutenant Governor,Scott Milder,REP,2,11
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Lieutenant Governor,Dan Patrick,REP,7,40
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Attorney General,Ken Paxton,REP,8,45
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Comptroller of Public Accounts,Glenn Hegar,REP,7,44
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of the General Land Office,Davey Edwards,REP,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of the General Land Office,Rick Range,REP,3,4
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of the General Land Office,Jerry Patterson,REP,1,8
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of the General Land Office,George P. Bush,REP,5,32
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of Agriculture,Trey Blocker,REP,2,9
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of Agriculture,Sid Miller,REP,5,26
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Commissioner of Agriculture,Jim Hogan,REP,1,15
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Railroad Commissioner,Christi Craddick,REP,7,39
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Railroad Commissioner,Weston Martinez,REP,2,11
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,7,40
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, Supreme Court, Place 4",John Devine,REP,7,41
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, Supreme Court, Place 6",Jeff Brown,REP,7,38
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,5,29
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,3,18
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,6,37
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,1,6
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,2,17
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,4,19
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"State Representative, District No. 43",J.M. Lozano,REP,6,43
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,5,41
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,5,40
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,5,39
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,5,40
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"District Judge, 36th Judicial District",Starr Bauer,REP,9,36
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"District Judge, 36th Judicial District",Jason Keeney,REP,0,16
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,4,36
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,County Judge,"Stephanie ""Silvas"" Moreno",REP,5,44
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,District Clerk,Zenaida Silva,REP,5,41
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,County Clerk,Nickelle Clark Gonzales,REP,4,38
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,3,16
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"County Commissioner, Precinct No. 2",Mike Smith,REP,6,40
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,5,46
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,4,39
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,County Chairman,Patricia Johnson,REP,5,38
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,United States Senator,Mary Miller,REP,1,5
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,United States Senator,"Bruce Jacobson, Jr.",REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,United States Senator,Stefano de Stefano,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,United States Senator,Ted Cruz,REP,28,59
