political_subdivision,election_date,election_name,totalprovisionalballots,totalprovisionalballotscounted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,43,71
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,28,48
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,66,111
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,64,114
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,"Constable, Precinct 1    D",Darren W. Barnett,D,65,114
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,Democratic Party County Chair,Sue Funkhouser,D,71,117
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,74,120
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,5,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,73,119
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,5,13
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,68,116
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,11,15
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,68,111
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,10,16
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,62,99
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,18,31
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,72,117
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,1,4198,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,10,14
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Willie L. Wilson,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Calvis L. Hawes,D,2,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Hillary Clinton,D,48,90
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Bernie Sanders,D,17,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,"Roque ""Rocky"" De La Fuente",D,1,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,President    D,Martin J. O'Malley,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"U. S. Representative, District 14    D",Michael Cole,D,43,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,Railroad Commissioner    D,Lon Burnam,D,14,13
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,Railroad Commissioner    D,Grady Yarbrough,D,28,29
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,Railroad Commissioner    D,Cody Garrett,D,16,49
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,47,82
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,46,85
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,45,83
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,48,81
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,49,86
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,48,86
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,50,84
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,34,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,22,34
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,48,84
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,50,91
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,"Constable, Precinct 4    D",Lance Willis,D,49,92
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,Democratic Party County Chair,Sue Funkhouser,D,52,90
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,46,94
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,11,9
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,52,95
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,5,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,49,95
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,9,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,45,92
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,10,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,41,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,15,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,37,94
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,2,3809,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,19,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Willie L. Wilson,D,1,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Calvis L. Hawes,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Hillary Clinton,D,68,39
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Bernie Sanders,D,43,45
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,"Roque ""Rocky"" De La Fuente",D,2,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,President    D,Martin J. O'Malley,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"U. S. Representative, District 22    D",A. R. Hassan,D,24,19
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"U. S. Representative, District 22    D",Mark Gibson,D,74,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,Railroad Commissioner    D,Lon Burnam,D,15,18
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,Railroad Commissioner    D,Grady Yarbrough,D,52,23
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,Railroad Commissioner    D,Cody Garrett,D,32,25
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,91,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,90,59
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,91,57
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,90,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,91,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,89,56
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"State Representative, District 29    D",John T Floyd,D,87,55
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,87,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,62,35
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,37,27
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,87,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,91,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,Democratic Party County Chair,Sue Funkhouser,D,92,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,101,73
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,14,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,99,73
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,12,4
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,103,70
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,8,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,94,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,13,3
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,95,57
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,19,23
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,103,66
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,3,4401,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,10,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Willie L. Wilson,D,1,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Keith Judd,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Calvis L. Hawes,D,1,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Hillary Clinton,D,54,63
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Bernie Sanders,D,21,9
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,"Roque ""Rocky"" De La Fuente",D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,President    D,Martin J. O'Malley,D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"U. S. Representative, District 14    D",Michael Cole,D,61,54
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,Railroad Commissioner    D,Lon Burnam,D,10,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,Railroad Commissioner    D,Grady Yarbrough,D,30,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,Railroad Commissioner    D,Cody Garrett,D,22,24
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,56,61
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,60,63
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,60,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,57,59
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,62,63
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,60,63
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,57,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,35,48
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,27,20
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,58,62
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,61,65
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,"Constable, Precinct 4    D",Lance Willis,D,64,64
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,Democratic Party County Chair,Sue Funkhouser,D,63,64
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,60,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,7,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,59,60
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,6,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,56,53
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,11,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,51,58
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,12,7
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,56,43
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,14,21
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,56,48
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,4,3073,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,12,17
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Willie L. Wilson,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Calvis L. Hawes,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Hillary Clinton,D,19,48
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Bernie Sanders,D,3,13
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,"Roque ""Rocky"" De La Fuente",D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,President    D,Martin J. O'Malley,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"U. S. Representative, District 14    D",Michael Cole,D,16,39
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,Railroad Commissioner    D,Lon Burnam,D,3,3
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,Railroad Commissioner    D,Grady Yarbrough,D,4,16
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,Railroad Commissioner    D,Cody Garrett,D,9,23
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,16,37
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,17,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,16,41
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,16,40
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,16,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,16,38
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,14,41
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,14,26
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,4,16
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,15,36
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,16,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,"Constable, Precinct 4    D",Lance Willis,D,16,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,Democratic Party County Chair,Sue Funkhouser,D,16,43
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,19,47
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,2,3
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,19,46
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,1,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,20,44
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,2,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,20,43
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,1,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,16,31
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,5,17
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,20,41
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,5,1811,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,1,9
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,6,1301,President    D,Willie L. Wilson,D,0,0
