political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #4","Jesus ""Toy"" Amaya",ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #4","Jesus ""Toy"" Amaya",ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,2,510,"Trustee, Position #3",Reynaldo Farias,ONA,38,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,2,510,"Trustee, Position #3",Reynaldo Farias,ONA,0,26
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,3,2466,"Trustee, Position #3",Reynaldo Farias,ONA,109,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,3,2466,"Trustee, Position #3",Reynaldo Farias,ONA,0,92
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,4,1479,"Trustee, Position #3",Reynaldo Farias,ONA,86,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,4,1479,"Trustee, Position #3",Reynaldo Farias,ONA,0,83
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,14,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,14,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,48,365,"Trustee, Position #3",Reynaldo Farias,ONA,16,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,48,365,"Trustee, Position #3",Reynaldo Farias,ONA,0,11
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,50,666,"Trustee, Position #3",Reynaldo Farias,ONA,24,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,50,666,"Trustee, Position #3",Reynaldo Farias,ONA,0,19
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,59,5,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,59,5,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,65,2748,"Trustee, Position #3",Reynaldo Farias,ONA,137,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,65,2748,"Trustee, Position #3",Reynaldo Farias,ONA,0,108
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,66,3452,"Trustee, Position #3",Reynaldo Farias,ONA,246,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,66,3452,"Trustee, Position #3",Reynaldo Farias,ONA,0,180
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,67,64,"Trustee, Position #3",Reynaldo Farias,ONA,5,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,67,64,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,74,454,"Trustee, Position #3",Reynaldo Farias,ONA,34,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,74,454,"Trustee, Position #3",Reynaldo Farias,ONA,0,11
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,95,717,"Trustee, Position #3",Reynaldo Farias,ONA,41,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,95,717,"Trustee, Position #3",Reynaldo Farias,ONA,0,34
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,99,371,"Trustee, Position #3",Reynaldo Farias,ONA,10,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,99,371,"Trustee, Position #3",Reynaldo Farias,ONA,0,25
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,100,3372,"Trustee, Position #3",Reynaldo Farias,ONA,198,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,100,3372,"Trustee, Position #3",Reynaldo Farias,ONA,0,117
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,102,929,"Trustee, Position #3",Reynaldo Farias,ONA,52,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,102,929,"Trustee, Position #3",Reynaldo Farias,ONA,0,35
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,105,63,"Trustee, Position #3",Reynaldo Farias,ONA,4,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,105,63,"Trustee, Position #3",Reynaldo Farias,ONA,0,6
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,108,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,108,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #3",Reynaldo Farias,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,2,510,"Trustee, Position #3",Juan Sierra,ONA,9,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,2,510,"Trustee, Position #3",Juan Sierra,ONA,0,14
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,3,2466,"Trustee, Position #3",Juan Sierra,ONA,87,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,3,2466,"Trustee, Position #3",Juan Sierra,ONA,0,98
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,4,1479,"Trustee, Position #3",Juan Sierra,ONA,50,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,4,1479,"Trustee, Position #3",Juan Sierra,ONA,0,53
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,14,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,14,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,48,365,"Trustee, Position #3",Juan Sierra,ONA,15,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,48,365,"Trustee, Position #3",Juan Sierra,ONA,0,11
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,50,666,"Trustee, Position #3",Juan Sierra,ONA,16,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,50,666,"Trustee, Position #3",Juan Sierra,ONA,0,11
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,59,5,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,59,5,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,65,2748,"Trustee, Position #3",Juan Sierra,ONA,90,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,65,2748,"Trustee, Position #3",Juan Sierra,ONA,0,95
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,66,3452,"Trustee, Position #3",Juan Sierra,ONA,116,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,66,3452,"Trustee, Position #3",Juan Sierra,ONA,0,124
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,67,64,"Trustee, Position #3",Juan Sierra,ONA,1,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,67,64,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,74,454,"Trustee, Position #3",Juan Sierra,ONA,14,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,74,454,"Trustee, Position #3",Juan Sierra,ONA,0,14
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,95,717,"Trustee, Position #3",Juan Sierra,ONA,29,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,95,717,"Trustee, Position #3",Juan Sierra,ONA,0,37
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,99,371,"Trustee, Position #3",Juan Sierra,ONA,4,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,99,371,"Trustee, Position #3",Juan Sierra,ONA,0,9
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,100,3372,"Trustee, Position #3",Juan Sierra,ONA,138,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,100,3372,"Trustee, Position #3",Juan Sierra,ONA,0,81
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,102,929,"Trustee, Position #3",Juan Sierra,ONA,27,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,102,929,"Trustee, Position #3",Juan Sierra,ONA,0,24
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,105,63,"Trustee, Position #3",Juan Sierra,ONA,2,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,105,63,"Trustee, Position #3",Juan Sierra,ONA,0,7
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,108,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,108,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/4/2014,School Trustee Election,0,0,109,0,"Trustee, Position #3",Juan Sierra,ONA,0,0
