political_subdivision,election_day,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,12,15,"Justice, Supreme Court, Place 8",,1,2,Jim Chisolm,C,3,GRN,190,7,21,0,0,0,0,0,47,3,5,0,143,4,16,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,13,16,"Judge, Court of Criminal Appeals Place 3",,1,1,Bert Richardson,C,1,REP,190,140,5,0,0,0,0,0,47,38,1,0,143,102,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,13,16,"Judge, Court of Criminal Appeals Place 3",,1,2,John Granberg,C,2,DEM,190,35,5,0,0,0,0,0,47,6,1,0,143,29,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,13,16,"Judge, Court of Criminal Appeals Place 3",,1,3,Mark W. Bennett,C,3,LIB,190,10,5,0,0,0,0,0,47,2,1,0,143,8,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,14,17,"Judge, Court of Criminal Appeals Place 4",,1,1,Kevin Patrick Yeary,C,1,REP,190,148,19,0,0,0,0,0,47,39,4,0,143,109,15,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,14,17,"Judge, Court of Criminal Appeals Place 4",,1,2,Quanah Parker,C,2,LIB,190,15,19,0,0,0,0,0,47,2,4,0,143,13,15,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,14,17,"Judge, Court of Criminal Appeals Place 4",,1,4,Judith Sanders-Castro,C,4,GRN,190,8,19,0,0,0,0,0,47,2,4,0,143,6,15,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,15,18,"Judge, Court of Criminal Appeals Place 9",,1,1,David Newell,C,1,REP,190,149,18,0,0,0,0,0,47,40,4,0,143,109,14,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,15,18,"Judge, Court of Criminal Appeals Place 9",,1,3,"William Bryan Strange, III",C,2,LIB,190,17,18,0,0,0,0,0,47,1,4,0,143,16,14,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,15,18,"Judge, Court of Criminal Appeals Place 9",,1,2,George Joseph Altgelt,C,3,GRN,190,6,18,0,0,0,0,0,47,2,4,0,143,4,14,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,34,19,"Member, State Board of Education, District 7",,1,1,David Bradley,C,1,REP,190,140,5,0,0,0,0,0,47,38,0,0,143,102,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,34,19,"Member, State Board of Education, District 7",,1,2,Kathy King,C,2,DEM,190,39,5,0,0,0,0,0,47,8,0,0,143,31,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,34,19,"Member, State Board of Education, District 7",,1,3,Megan DaGata,C,3,LIB,190,6,5,0,0,0,0,0,47,1,0,0,143,5,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,16,20,"State Senator, District 3",,1,1,Robert Nichols,C,1,REP,190,150,20,0,0,0,0,0,47,38,4,0,143,112,16,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,16,20,"State Senator, District 3",,1,2,J. Tyler Lindsey,C,2,LIB,190,20,20,0,0,0,0,0,47,5,4,0,143,15,16,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,17,21,"State Representative, District 18",,1,1,John Otto,C,1,REP,190,148,42,0,0,0,0,0,47,37,10,0,143,111,32,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,35,22,"Chief Justice, 9th Court of Appeals District",,1,1,Steve McKeithen,C,1,REP,190,150,40,0,0,0,0,0,47,38,9,0,143,112,31,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,18,23,"Justice, 9th Court of Appeals District, Place 3 Unexpired Term",,1,1,Leanne Johnson,C,1,REP,190,150,40,0,0,0,0,0,47,39,8,0,143,111,32,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,19,24,"District Judge, 75th Judicial District",,1,1,Mark Morefield,C,1,REP,190,151,39,0,0,0,0,0,47,38,9,0,143,113,30,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,52,25,"District Judge, 253rd Judicial District",,1,1,Chap Cain,C,1,REP,190,151,39,0,0,0,0,0,47,39,8,0,143,112,31,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,29,26,County Judge,,1,1,Jay Knight,C,1,REP,190,147,43,0,0,0,0,0,47,37,10,0,143,110,33,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,53,27,"Judge, County Court at Law",,1,1,Tommy Chambers,C,1,REP,190,142,4,0,0,0,0,0,47,39,0,0,143,103,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,53,27,"Judge, County Court at Law",,1,2,Walter P. Fontenot,C,2,DEM,190,44,4,0,0,0,0,0,47,8,0,0,143,36,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,22,28,District Clerk,,1,1,Donna G. Brown,C,1,REP,190,147,43,0,0,0,0,0,47,36,11,0,143,111,32,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,23,29,County Clerk,,1,1,Paulette Shivers Williams,C,1,REP,190,148,42,0,0,0,0,0,47,38,9,0,143,110,33,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,30,30,County Treasurer,,1,1,Kim Harris,C,1,REP,190,146,44,0,0,0,0,0,47,37,10,0,143,109,34,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,74,31,County Surveyor,,1,1,"John C. ""Johnny"" Moorman",C,1,REP,190,149,41,0,0,0,0,0,47,38,9,0,143,111,32,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,25,32,"County Commissioner, Precinct No. 2",,1,1,Greg Arthur,C,1,REP,190,147,43,0,0,0,0,0,47,36,11,0,143,111,32,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,55,36,"Justice of the Peace, Precinct No. 3",,1,1,Cody Parrish,C,1,REP,190,153,37,0,0,0,0,0,47,36,11,0,143,117,26,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,38,41,PROPOSITION 1  State,,1,1,For,C,1,,190,100,61,0,0,0,0,0,47,23,11,0,143,77,50,0
LIBERTY COUNTY,11/4/2014,2014 General Election,1,,1,9,1,1,812,0.23,38,41,PROPOSITION 1  State,,1,2,Against,C,2,,190,29,61,0,0,0,0,0,47,13,11,0,143,16,50,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,31,2,Straight Party,,1,1,Republican Party,C,1,REP,311,149,152,0,0,0,0,0,129,60,65,0,182,89,87,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,31,2,Straight Party,,1,2,Democratic Party,C,2,DEM,311,10,152,0,0,0,0,0,129,4,65,0,182,6,87,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,31,2,Straight Party,,1,3,Libertarian Party,C,3,LIB,311,0,152,0,0,0,0,0,129,0,65,0,182,0,87,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,31,2,Straight Party,,1,4,Green Party,C,4,GRN,311,0,152,0,0,0,0,0,129,0,65,0,182,0,87,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,32,3,United States Senator,,1,1,John Cornyn,C,1,REP,311,254,16,0,0,0,0,0,129,106,6,0,182,148,10,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,32,3,United States Senator,,1,2,David M. Alameel,C,2,DEM,311,32,16,0,0,0,0,0,129,12,6,0,182,20,10,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,32,3,United States Senator,,1,4,Rebecca Paddock,C,3,LIB,311,7,16,0,0,0,0,0,129,3,6,0,182,4,10,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,32,3,United States Senator,,1,3,"Emily ""Spicybrown"" Sanchez",C,4,GRN,311,1,16,0,0,0,0,0,129,1,6,0,182,0,10,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,2,4,"United States Representative, District 36",,1,1,Brian Babin,C,1,REP,311,261,5,0,0,0,0,0,129,110,1,0,182,151,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,2,4,"United States Representative, District 36",,1,2,Michael K. Cole,C,2,DEM,311,38,5,0,0,0,0,0,129,13,1,0,182,25,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,2,4,"United States Representative, District 36",,1,3,Rodney Veach,C,3,LIB,311,4,5,0,0,0,0,0,129,3,1,0,182,1,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,2,4,"United States Representative, District 36",,1,4,"Hal J. Ridley, Jr.",C,4,GRN,311,2,5,0,0,0,0,0,129,1,1,0,182,1,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,3,5,Governor,,1,1,Greg Abbott,C,1,REP,311,258,5,0,0,0,0,0,129,109,2,0,182,149,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,3,5,Governor,,1,2,Wendy R. Davis,C,2,DEM,311,45,5,0,0,0,0,0,129,17,2,0,182,28,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,3,5,Governor,,1,4,Kathie Glass,C,3,LIB,311,2,5,0,0,0,0,0,129,0,2,0,182,2,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,3,5,Governor,,1,3,Brandon Parmer,C,4,GRN,311,0,5,0,0,0,0,0,129,0,2,0,182,0,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,311,259,4,0,0,0,0,0,129,112,1,0,182,147,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,4,6,Lieutenant Governor,,1,2,Leticia Van de Putte,C,2,DEM,311,37,4,0,0,0,0,0,129,11,1,0,182,26,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,4,6,Lieutenant Governor,,1,4,Robert D. Butler,C,3,LIB,311,10,4,0,0,0,0,0,129,4,1,0,182,6,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,4,6,Lieutenant Governor,,1,3,Chandrakantha Courtney,C,4,GRN,311,0,4,0,0,0,0,0,129,0,1,0,182,0,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,311,259,6,0,0,0,0,0,129,111,3,0,182,148,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,5,7,Attorney General,,1,2,Sam Houston,C,2,DEM,311,37,6,0,0,0,0,0,129,12,3,0,182,25,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,5,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,311,4,6,0,0,0,0,0,129,1,3,0,182,3,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,5,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,311,4,6,0,0,0,0,0,129,1,3,0,182,3,3,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,311,251,12,0,0,0,0,0,129,104,6,0,182,147,6,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,6,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,311,40,12,0,0,0,0,0,129,13,6,0,182,27,6,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,311,5,12,0,0,0,0,0,129,3,6,0,182,2,6,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,6,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,311,2,12,0,0,0,0,0,129,2,6,0,182,0,6,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,311,262,6,0,0,0,0,0,129,112,1,0,182,150,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,7,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,311,33,6,0,0,0,0,0,129,10,1,0,182,23,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,7,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,311,5,6,0,0,0,0,0,129,3,1,0,182,2,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,7,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,311,4,6,0,0,0,0,0,129,2,1,0,182,2,5,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,311,253,8,0,0,0,0,0,129,105,4,0,182,148,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,8,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,311,42,8,0,0,0,0,0,129,15,4,0,182,27,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,8,10,Commissioner of Agriculture,,1,3,David (Rocky) Palmquist,C,3,LIB,311,2,8,0,0,0,0,0,129,1,4,0,182,1,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,8,10,Commissioner of Agriculture,,1,5,Kenneth Kendrick,C,5,GRN,311,5,8,0,0,0,0,0,129,3,4,0,182,2,4,0
LIBERTY COUNTY,11/4/2014,2014 General Election,2,,1,10,2,2,1076,0.29,9,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,311,251,12,0,0,0,0,0,129,105,4,0,182,146,8,0
