political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,Precinct_name,Reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Governor,Kathie Glass,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Governor,Brandon Parmer,GRN,2,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Governor,Sarah M. Pavitt,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Lieutenant Govenor,Dan Patrick,REP,209,148
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Lieutenant Govenor,Leticia Van de Putte,DEM,31,30
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Lieutenant Govenor,Robert D. Butler,LIB,5,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Lieutenant Govenor,Chandrakantha Courtney,GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Attorney General,Ken Paxton,REP,202,133
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Attorney General,Sam Houston,DEM,34,40
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Attorney General,Jamie Balagia,LIB,4,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Attorney General,Jamar Osborne,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Comptroller of Public Accounts,Glenn Hegar,REP,196,130
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Comptroller of Public Accounts,Mike Collier,DEM,32,42
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Comptroller of Public Accounts,Ben Sanders,LIB,5,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Comptroller of Public Accounts,Deb Shafto,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of the General Land Office,George P. Bush,REP,206,142
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of the General Land Office,John Cook,DEM,30,33
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of the General Land Office,Justin Knight,LIB,8,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of the General Land Office,Valerie Alessi,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of Agriculture,Sid Miller,REP,197,137
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of Agriculture,Jim Hogan,DEM,32,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,6,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Commissioner of Agriculture,Kenneth Kendrick,GRN,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Railroad Commissioner,Ryan Sitton,REP,182,134
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Railroad Commissioner,Steve Brown,DEM,43,39
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Railroad Commissioner,Mark A. Miller,LIB,7,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Railroad Commissioner,Martina Salinas,GRN,2,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Chief Justice, Supreme Court",Nathan Hecht,REP,186,132
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Chief Justice, Supreme Court",William Moody,DEM,40,37
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Chief Justice, Supreme Court",Tom Oxford,LIB,5,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 6, Unexpired Term",Jeff Brown,REP,194,139
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 6, Unexpired Term",Lawrence Edward Meyers,DEM,32,32
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 6, Unexpired Term",Mark Ash,LIB,4,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,188,140
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,36,32
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 7",Don Fulton,LIB,5,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 8",Phil Johnson,REP,203,150
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,9,7
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,2,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,192,139
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 3",John Granberg,DEM,32,29
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 3",Mark W. Bennett,LIB,6,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,194,142
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 4",Quanah Parker,LIB,21,17
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 4",Judith Sanders-Castro,GRN,0,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,204,149
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 9","William Bryan Strange, III",LIB,11,13
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Judge, Court of Criminal Appeals Place 9",George Joseph Altgelt,GRN,1,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,State Representative District 68,Drew Springer,REP,215,160
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,204,152
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"District Judge, 46th Judicial District",Dan Mike Bird,DEM,158,113
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,County Judge,Tommy Milner,REP,99,77
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,County Judge,Greg Tyra,DEM,150,113
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,District Clerk,Brenda Peterson,DEM,167,124
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,County Clerk,Jana Kennon,REP,225,165
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,County Treasurer,"Joann ""Fo-Fo"" Carter",DEM,162,105
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,"Justice of the Peace, Precinct No. 1",Gene Morton,REP,209,162
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Proposition,For,,167,118
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 1,1211,Proposition,Against,,51,40
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Candidate for:,Republican Party,REP,20,23
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Candidate for:,Democratic Party,DEM,3,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Candidate for:,Libertarian Party,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Candidate for:,Green Party,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,United States Senator,John Cornyn,REP,78,65
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,United States Senator,David M. Alameel,DEM,7,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,United States Senator,Rebecca Paddock,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,United States Senator,"Emily ""Spicybrown"" Sanchez",GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,United States Senator,Mohammed Tahiro,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"United States Representative, District 13",Mac Thornberry,REP,78,67
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"United States Representative, District 13",Mike Minter,DEM,6,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"United States Representative, District 13",Emily Pivoda,LIB,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"United States Representative, District 13",Don Cook,GRN,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Governor,Greg Abbott,REP,83,64
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Governor,Wendy R. Davis,DEM,8,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Governor,Kathie Glass,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Governor,Brandon Parmer,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Governor,Sarah M. Pavitt,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Lieutenant Govenor,Dan Patrick,REP,78,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Lieutenant Govenor,Leticia Van de Putte,DEM,6,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Lieutenant Govenor,Robert D. Butler,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Lieutenant Govenor,Chandrakantha Courtney,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Attorney General,Ken Paxton,REP,72,57
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Attorney General,Sam Houston,DEM,11,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Attorney General,Jamie Balagia,LIB,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Attorney General,Jamar Osborne,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Comptroller of Public Accounts,Glenn Hegar,REP,70,56
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Comptroller of Public Accounts,Mike Collier,DEM,11,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Comptroller of Public Accounts,Ben Sanders,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Comptroller of Public Accounts,Deb Shafto,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of the General Land Office,George P. Bush,REP,79,62
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of the General Land Office,John Cook,DEM,9,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of the General Land Office,Justin Knight,LIB,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of the General Land Office,Valerie Alessi,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of Agriculture,Sid Miller,REP,76,59
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of Agriculture,Jim Hogan,DEM,7,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Commissioner of Agriculture,Kenneth Kendrick,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Railroad Commissioner,Ryan Sitton,REP,69,58
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Railroad Commissioner,Steve Brown,DEM,11,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Railroad Commissioner,Mark A. Miller,LIB,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Railroad Commissioner,Martina Salinas,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Chief Justice, Supreme Court",Nathan Hecht,REP,71,59
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Chief Justice, Supreme Court",William Moody,DEM,9,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Chief Justice, Supreme Court",Tom Oxford,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 6, Unexpired Term",Jeff Brown,REP,75,60
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 6, Unexpired Term",Lawrence Edward Meyers,DEM,5,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 6, Unexpired Term",Mark Ash,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,75,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,6,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 7",Don Fulton,LIB,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 8",Phil Johnson,REP,79,63
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,72,59
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 3",John Granberg,DEM,7,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 3",Mark W. Bennett,LIB,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,69,59
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 4",Quanah Parker,LIB,7,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 4",Judith Sanders-Castro,GRN,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,74,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 9","William Bryan Strange, III",LIB,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Judge, Court of Criminal Appeals Place 9",George Joseph Altgelt,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,State Representative District 68,Drew Springer,REP,77,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,73,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"District Judge, 46th Judicial District",Dan Mike Bird,DEM,59,46
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,County Judge,Tommy Milner,REP,40,26
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,County Judge,Greg Tyra,DEM,52,41
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,District Clerk,Brenda Peterson,DEM,71,47
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,County Clerk,Jana Kennon,REP,78,62
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,County Treasurer,"Joann ""Fo-Fo"" Carter",DEM,59,39
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"County Commissioner, Precinct No. 2",Phillip C. Graf,REP,80,62
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,"Justice of the Peace, Precinct No. 2",Lewis D. Templeton,REP,82,60
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Proposition,For,,65,43
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 7,381,Proposition,Against,,14,16
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Candidate for:,Republican Party,REP,66,58
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Candidate for:,Democratic Party,DEM,17,20
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Candidate for:,Libertarian Party,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Candidate for:,Green Party,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,United States Senator,John Cornyn,REP,173,119
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,United States Senator,David M. Alameel,DEM,40,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,United States Senator,Rebecca Paddock,LIB,2,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,United States Senator,"Emily ""Spicybrown"" Sanchez",GRN,4,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,United States Senator,Mohammed Tahiro,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"United States Representative, District 13",Mac Thornberry,REP,178,128
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"United States Representative, District 13",Mike Minter,DEM,37,30
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"United States Representative, District 13",Emily Pivoda,LIB,2,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"United States Representative, District 13",Don Cook,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Governor,Greg Abbott,REP,166,124
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Governor,Wendy R. Davis,DEM,52,39
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Governor,Kathie Glass,LIB,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Governor,Brandon Parmer,GRN,3,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Governor,Sarah M. Pavitt,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Lieutenant Govenor,Dan Patrick,REP,164,121
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Lieutenant Govenor,Leticia Van de Putte,DEM,43,37
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Lieutenant Govenor,Robert D. Butler,LIB,4,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Lieutenant Govenor,Chandrakantha Courtney,GRN,2,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Attorney General,Ken Paxton,REP,147,116
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Attorney General,Sam Houston,DEM,61,39
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Attorney General,Jamie Balagia,LIB,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Attorney General,Jamar Osborne,GRN,1,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Comptroller of Public Accounts,Glenn Hegar,REP,147,113
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Comptroller of Public Accounts,Mike Collier,DEM,56,40
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Comptroller of Public Accounts,Ben Sanders,LIB,6,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Comptroller of Public Accounts,Deb Shafto,GRN,1,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of the General Land Office,George P. Bush,REP,160,120
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of the General Land Office,John Cook,DEM,53,36
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of the General Land Office,Justin Knight,LIB,2,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of the General Land Office,Valerie Alessi,GRN,2,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of Agriculture,Sid Miller,REP,149,121
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of Agriculture,Jim Hogan,DEM,56,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,2,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Commissioner of Agriculture,Kenneth Kendrick,GRN,2,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Railroad Commissioner,Ryan Sitton,REP,145,112
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Railroad Commissioner,Steve Brown,DEM,60,41
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Railroad Commissioner,Mark A. Miller,LIB,4,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Railroad Commissioner,Martina Salinas,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Chief Justice, Supreme Court",Nathan Hecht,REP,145,115
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Chief Justice, Supreme Court",William Moody,DEM,60,42
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Chief Justice, Supreme Court",Tom Oxford,LIB,3,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 6, Unexpired Term",Jeff Brown,REP,153,121
