Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,118,0,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,1
San Patricio County,11/6/2018,General Election,,,118,0,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,1
San Patricio County,11/6/2018,General Election,,,118,0,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,1
San Patricio County,11/6/2018,General Election,,,118,0,"District Judge, 36th Judicial District",Starr Bauer,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,County Judge,David R. Krebs,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,"Judge, County Court-at-Law",Elizabeth Welborn,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,District Clerk,Heather Marks,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,County Clerk,Gracie Alaniz-Gonzales,DEM,0,1
San Patricio County,11/6/2018,General Election,,,118,0,County Treasurer,Denise Janak,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,County Surveyor,Julius Petrus,REP,0,0
San Patricio County,11/6/2018,General Election,,,118,0,"Justice of the Peace, Precinct No. 5",Nere Villarreal,DEM,0,1
San Patricio County,11/6/2018,General Election,,,118,0,"Constable, Precinct No. 5 
Unexpired Term",Valde Ramirez,DEM,0,1
San Patricio County,11/6/2018,General Election,,,119,1211,Straight-Party,Republican Party,REP,215,113
San Patricio County,11/6/2018,General Election,,,119,1211,Straight-Party,Democratic Party,DEM,82,42
San Patricio County,11/6/2018,General Election,,,119,1211,Straight-Party,Libertarian Party,LIB,0,1
San Patricio County,11/6/2018,General Election,,,119,1211,United States Senator,Ted Cruz,REP,303,146
San Patricio County,11/6/2018,General Election,,,119,1211,United States Senator,Beto O'Rourke,DEM,124,73
San Patricio County,11/6/2018,General Election,,,119,1211,United States Senator,Neal M. Dikeman,LIB,6,2
San Patricio County,11/6/2018,General Election,,,119,1211,"United States Representative, District No. 27",Michael Cloud,REP,298,158
San Patricio County,11/6/2018,General Election,,,119,1211,"United States Representative, District No. 27",Eric Holguin,DEM,110,49
San Patricio County,11/6/2018,General Election,,,119,1211,"United States Representative, District No. 27",Daniel Tinus,LIB,4,5
San Patricio County,11/6/2018,General Election,,,119,1211,"United States Representative, District No. 27",James Duerr,IND,16,9
San Patricio County,11/6/2018,General Election,,,119,1211,Governor,Greg Abbott,REP,318,164
San Patricio County,11/6/2018,General Election,,,119,1211,Governor,Lupe Valdez,DEM,106,53
San Patricio County,11/6/2018,General Election,,,119,1211,Governor,Mark Jay Tippetts,LIB,7,2
San Patricio County,11/6/2018,General Election,,,119,1211,Lieutenant Governor,Dan Patrick,REP,296,151
San Patricio County,11/6/2018,General Election,,,119,1211,Lieutenant Governor,Mike Collier,DEM,123,60
San Patricio County,11/6/2018,General Election,,,119,1211,Lieutenant Governor,Kerry Douglas McKennon,LIB,11,7
San Patricio County,11/6/2018,General Election,,,119,1211,Attorney General,Ken Paxton,REP,296,145
San Patricio County,11/6/2018,General Election,,,119,1211,Attorney General,Justin Nelson,DEM,117,67
San Patricio County,11/6/2018,General Election,,,119,1211,Attorney General,Michael Ray Harris,LIB,15,6
San Patricio County,11/6/2018,General Election,,,119,1211,Comptroller of Public Accounts,Glenn Hegar,REP,306,150
San Patricio County,11/6/2018,General Election,,,119,1211,Comptroller of Public Accounts,Joi Chevalier,DEM,108,57
San Patricio County,11/6/2018,General Election,,,119,1211,Comptroller of Public Accounts,Ben Sanders,LIB,12,9
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of the General Land Office,George P. Bush,REP,297,155
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of the General Land Office,Miguel Suazo,DEM,108,54
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of the General Land Office,Matt Pina,LIB,23,9
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of Agriculture,Sid Miller,REP,293,150
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of Agriculture,Kim Olson,DEM,123,64
San Patricio County,11/6/2018,General Election,,,119,1211,Commissioner of Agriculture,Richard Carpenter,LIB,10,4
San Patricio County,11/6/2018,General Election,,,119,1211,Railroad Commissioner,Christi Craddick,REP,299,155
San Patricio County,11/6/2018,General Election,,,119,1211,Railroad Commissioner,Roman McAllen,DEM,110,54
San Patricio County,11/6/2018,General Election,,,119,1211,Railroad Commissioner,Mike Wright,LIB,18,7
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,308,149
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,119,67
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 4",John Devine,REP,309,148
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,118,67
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 6",Jeff Brown,REP,306,143
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,123,73
San Patricio County,11/6/2018,General Election,,,119,1211,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,302,145
San Patricio County,11/6/2018,General Election,,,119,1211,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,115,64
San Patricio County,11/6/2018,General Election,,,119,1211,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,12,7
San Patricio County,11/6/2018,General Election,,,119,1211,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,308,150
San Patricio County,11/6/2018,General Election,,,119,1211,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,119,65
San Patricio County,11/6/2018,General Election,,,119,1211,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,322,162
San Patricio County,11/6/2018,General Election,,,119,1211,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,67,35
San Patricio County,11/6/2018,General Election,,,119,1211,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,308,146
San Patricio County,11/6/2018,General Election,,,119,1211,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,118,68
San Patricio County,11/6/2018,General Election,,,119,1211,"State Representative, District No. 43",J.M. Lozano,REP,306,164
San Patricio County,11/6/2018,General Election,,,119,1211,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,119,58
San Patricio County,11/6/2018,General Election,,,119,1211,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,302,147
San Patricio County,11/6/2018,General Election,,,119,1211,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,123,67
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,308,150
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,118,65
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,307,151
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,116,63
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,317,144
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,108,69
San Patricio County,11/6/2018,General Election,,,119,1211,"District Judge, 36th Judicial District",Starr Bauer,REP,342,178
San Patricio County,11/6/2018,General Election,,,119,1211,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,343,178
San Patricio County,11/6/2018,General Election,,,119,1211,County Judge,David R. Krebs,REP,346,182
San Patricio County,11/6/2018,General Election,,,119,1211,"Judge, County Court-at-Law",Elizabeth Welborn,REP,343,175
San Patricio County,11/6/2018,General Election,,,119,1211,District Clerk,Heather Marks,REP,345,176
San Patricio County,11/6/2018,General Election,,,119,1211,County Clerk,Gracie Alaniz-Gonzales,DEM,189,98
San Patricio County,11/6/2018,General Election,,,119,1211,County Treasurer,Denise Janak,REP,340,176
San Patricio County,11/6/2018,General Election,,,119,1211,County Surveyor,Julius Petrus,REP,338,177
San Patricio County,11/6/2018,General Election,,,119,1211,"County Commissioner, Precinct No. 2","Gary Moore, Sr.",REP,339,177
San Patricio County,11/6/2018,General Election,,,119,1211,"Justice of the Peace, Precinct No. 4",Karen Diaz,REP,350,178
San Patricio County,11/6/2018,General Election,,,120,701,Straight-Party,Republican Party,REP,139,80
San Patricio County,11/6/2018,General Election,,,120,701,Straight-Party,Democratic Party,DEM,45,18
San Patricio County,11/6/2018,General Election,,,120,701,Straight-Party,Libertarian Party,LIB,1,0
San Patricio County,11/6/2018,General Election,,,120,701,United States Senator,Ted Cruz,REP,191,99
San Patricio County,11/6/2018,General Election,,,120,701,United States Senator,Beto O'Rourke,DEM,69,27
San Patricio County,11/6/2018,General Election,,,120,701,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,120,701,"United States Representative, District No. 27",Michael Cloud,REP,192,92
San Patricio County,11/6/2018,General Election,,,120,701,"United States Representative, District No. 27",Eric Holguin,DEM,64,21
San Patricio County,11/6/2018,General Election,,,120,701,"United States Representative, District No. 27",Daniel Tinus,LIB,0,5
San Patricio County,11/6/2018,General Election,,,120,701,"United States Representative, District No. 27",James Duerr,IND,2,8
San Patricio County,11/6/2018,General Election,,,120,701,Governor,Greg Abbott,REP,197,103
San Patricio County,11/6/2018,General Election,,,120,701,Governor,Lupe Valdez,DEM,60,21
San Patricio County,11/6/2018,General Election,,,120,701,Governor,Mark Jay Tippetts,LIB,3,2
San Patricio County,11/6/2018,General Election,,,120,701,Lieutenant Governor,Dan Patrick,REP,187,93
San Patricio County,11/6/2018,General Election,,,120,701,Lieutenant Governor,Mike Collier,DEM,71,30
San Patricio County,11/6/2018,General Election,,,120,701,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,2
San Patricio County,11/6/2018,General Election,,,120,701,Attorney General,Ken Paxton,REP,176,92
San Patricio County,11/6/2018,General Election,,,120,701,Attorney General,Justin Nelson,DEM,77,27
San Patricio County,11/6/2018,General Election,,,120,701,Attorney General,Michael Ray Harris,LIB,3,6
San Patricio County,11/6/2018,General Election,,,120,701,Comptroller of Public Accounts,Glenn Hegar,REP,189,94
San Patricio County,11/6/2018,General Election,,,120,701,Comptroller of Public Accounts,Joi Chevalier,DEM,64,25
San Patricio County,11/6/2018,General Election,,,120,701,Comptroller of Public Accounts,Ben Sanders,LIB,5,4
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of the General Land Office,George P. Bush,REP,193,97
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of the General Land Office,Miguel Suazo,DEM,60,26
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of the General Land Office,Matt Pina,LIB,7,3
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of Agriculture,Sid Miller,REP,187,91
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of Agriculture,Kim Olson,DEM,68,26
San Patricio County,11/6/2018,General Election,,,120,701,Commissioner of Agriculture,Richard Carpenter,LIB,2,6
San Patricio County,11/6/2018,General Election,,,120,701,Railroad Commissioner,Christi Craddick,REP,188,94
San Patricio County,11/6/2018,General Election,,,120,701,Railroad Commissioner,Roman McAllen,DEM,66,23
San Patricio County,11/6/2018,General Election,,,120,701,Railroad Commissioner,Mike Wright,LIB,3,6
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,188,96
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,69,27
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 4",John Devine,REP,191,96
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,66,27
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 6",Jeff Brown,REP,188,97
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,68,26
San Patricio County,11/6/2018,General Election,,,120,701,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,186,93
San Patricio County,11/6/2018,General Election,,,120,701,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,64,22
San Patricio County,11/6/2018,General Election,,,120,701,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,6,8
San Patricio County,11/6/2018,General Election,,,120,701,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,192,99
San Patricio County,11/6/2018,General Election,,,120,701,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,66,24
San Patricio County,11/6/2018,General Election,,,120,701,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,191,97
San Patricio County,11/6/2018,General Election,,,120,701,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,40,19
San Patricio County,11/6/2018,General Election,,,120,701,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,192,97
San Patricio County,11/6/2018,General Election,,,120,701,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,65,25
San Patricio County,11/6/2018,General Election,,,120,701,"State Representative, District No. 43",J.M. Lozano,REP,192,103
San Patricio County,11/6/2018,General Election,,,120,701,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,63,23
San Patricio County,11/6/2018,General Election,,,120,701,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,190,96
San Patricio County,11/6/2018,General Election,,,120,701,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,67,26
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,191,98
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,67,25
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,190,95
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,67,27
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,190,95
San Patricio County,11/6/2018,General Election,,,120,701,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,67,27
San Patricio County,11/6/2018,General Election,,,120,701,"District Judge, 36th Judicial District",Starr Bauer,REP,206,107
San Patricio County,11/6/2018,General Election,,,120,701,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,205,108
San Patricio County,11/6/2018,General Election,,,120,701,County Judge,David R. Krebs,REP,203,107
San Patricio County,11/6/2018,General Election,,,120,701,"Judge, County Court-at-Law",Elizabeth Welborn,REP,205,109
San Patricio County,11/6/2018,General Election,,,120,701,District Clerk,Heather Marks,REP,204,108
San Patricio County,11/6/2018,General Election,,,120,701,County Clerk,Gracie Alaniz-Gonzales,DEM,102,42
San Patricio County,11/6/2018,General Election,,,120,701,County Treasurer,Denise Janak,REP,204,103
San Patricio County,11/6/2018,General Election,,,120,701,County Surveyor,Julius Petrus,REP,204,104
San Patricio County,11/6/2018,General Election,,,120,701,"County Commissioner, Precinct No. 4",Howard J. Gillespie,REP,213,115
San Patricio County,11/6/2018,General Election,,,120,701,"Justice of the Peace, Precinct No. 6",Susan Price,REP,205,105
San Patricio County,11/6/2018,General Election,,,121,2098,Straight-Party,Republican Party,REP,323,148
San Patricio County,11/6/2018,General Election,,,121,2098,Straight-Party,Democratic Party,DEM,132,73
San Patricio County,11/6/2018,General Election,,,121,2098,Straight-Party,Libertarian Party,LIB,4,3
San Patricio County,11/6/2018,General Election,,,121,2098,United States Senator,Ted Cruz,REP,419,186
San Patricio County,11/6/2018,General Election,,,121,2098,United States Senator,Beto O'Rourke,DEM,203,104
San Patricio County,11/6/2018,General Election,,,121,2098,United States Senator,Neal M. Dikeman,LIB,5,2
San Patricio County,11/6/2018,General Election,,,121,2098,"United States Representative, District No. 27",Michael Cloud,REP,411,183
San Patricio County,11/6/2018,General Election,,,121,2098,"United States Representative, District No. 27",Eric Holguin,DEM,192,97
San Patricio County,11/6/2018,General Election,,,121,2098,"United States Representative, District No. 27",Daniel Tinus,LIB,13,1
San Patricio County,11/6/2018,General Election,,,121,2098,"United States Representative, District No. 27",James Duerr,IND,12,9
San Patricio County,11/6/2018,General Election,,,121,2098,Governor,Greg Abbott,REP,443,208
San Patricio County,11/6/2018,General Election,,,121,2098,Governor,Lupe Valdez,DEM,170,78
San Patricio County,11/6/2018,General Election,,,121,2098,Governor,Mark Jay Tippetts,LIB,12,5
San Patricio County,11/6/2018,General Election,,,121,2098,Lieutenant Governor,Dan Patrick,REP,408,181
San Patricio County,11/6/2018,General Election,,,121,2098,Lieutenant Governor,Mike Collier,DEM,199,102
San Patricio County,11/6/2018,General Election,,,121,2098,Lieutenant Governor,Kerry Douglas McKennon,LIB,17,5
San Patricio County,11/6/2018,General Election,,,121,2098,Attorney General,Ken Paxton,REP,412,189
San Patricio County,11/6/2018,General Election,,,121,2098,Attorney General,Justin Nelson,DEM,194,96
San Patricio County,11/6/2018,General Election,,,121,2098,Attorney General,Michael Ray Harris,LIB,19,4
San Patricio County,11/6/2018,General Election,,,121,2098,Comptroller of Public Accounts,Glenn Hegar,REP,417,186
San Patricio County,11/6/2018,General Election,,,121,2098,Comptroller of Public Accounts,Joi Chevalier,DEM,183,90
San Patricio County,11/6/2018,General Election,,,121,2098,Comptroller of Public Accounts,Ben Sanders,LIB,22,12
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of the General Land Office,George P. Bush,REP,420,191
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of the General Land Office,Miguel Suazo,DEM,173,93
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of the General Land Office,Matt Pina,LIB,26,5
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of Agriculture,Sid Miller,REP,405,180
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of Agriculture,Kim Olson,DEM,196,106
San Patricio County,11/6/2018,General Election,,,121,2098,Commissioner of Agriculture,Richard Carpenter,LIB,23,1
San Patricio County,11/6/2018,General Election,,,121,2098,Railroad Commissioner,Christi Craddick,REP,412,187
San Patricio County,11/6/2018,General Election,,,121,2098,Railroad Commissioner,Roman McAllen,DEM,183,90
San Patricio County,11/6/2018,General Election,,,121,2098,Railroad Commissioner,Mike Wright,LIB,23,8
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,429,189
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,194,96
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 4",John Devine,REP,425,191
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,194,97
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 6",Jeff Brown,REP,424,186
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,198,101
San Patricio County,11/6/2018,General Election,,,121,2098,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,409,187
San Patricio County,11/6/2018,General Election,,,121,2098,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,189,96
San Patricio County,11/6/2018,General Election,,,121,2098,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,23,5
San Patricio County,11/6/2018,General Election,,,121,2098,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,428,193
San Patricio County,11/6/2018,General Election,,,121,2098,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,192,94
San Patricio County,11/6/2018,General Election,,,121,2098,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,445,210
San Patricio County,11/6/2018,General Election,,,121,2098,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,98,45
San Patricio County,11/6/2018,General Election,,,121,2098,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,420,190
San Patricio County,11/6/2018,General Election,,,121,2098,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,203,98
San Patricio County,11/6/2018,General Election,,,121,2098,"State Representative, District No. 43",J.M. Lozano,REP,438,203
San Patricio County,11/6/2018,General Election,,,121,2098,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,185,87
San Patricio County,11/6/2018,General Election,,,121,2098,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,425,184
San Patricio County,11/6/2018,General Election,,,121,2098,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,198,102
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,430,191
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,191,95
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,427,190
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,195,96
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,431,193
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,190,93
San Patricio County,11/6/2018,General Election,,,121,2098,"District Judge, 36th Judicial District",Starr Bauer,REP,484,228
San Patricio County,11/6/2018,General Election,,,121,2098,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,486,228
San Patricio County,11/6/2018,General Election,,,121,2098,County Judge,David R. Krebs,REP,494,230
San Patricio County,11/6/2018,General Election,,,121,2098,"Judge, County Court-at-Law",Elizabeth Welborn,REP,493,229
San Patricio County,11/6/2018,General Election,,,121,2098,District Clerk,Heather Marks,REP,487,227
San Patricio County,11/6/2018,General Election,,,121,2098,County Clerk,Gracie Alaniz-Gonzales,DEM,264,145
San Patricio County,11/6/2018,General Election,,,121,2098,County Treasurer,Denise Janak,REP,485,226
San Patricio County,11/6/2018,General Election,,,121,2098,County Surveyor,Julius Petrus,REP,486,224
San Patricio County,11/6/2018,General Election,,,121,2098,"County Commissioner, Precinct No. 2","Gary Moore, Sr.",REP,485,224
San Patricio County,11/6/2018,General Election,,,121,2098,"Justice of the Peace, Precinct No. 4",Karen Diaz,REP,495,232
San Patricio County,11/6/2018,General Election,,,122,0,Straight-Party,Republican Party,REP,15,0
San Patricio County,11/6/2018,General Election,,,122,0,Straight-Party,Democratic Party,DEM,4,0
San Patricio County,11/6/2018,General Election,,,122,0,Straight-Party,Libertarian Party,LIB,1,0
San Patricio County,11/6/2018,General Election,,,122,0,United States Senator,Ted Cruz,REP,20,0
San Patricio County,11/6/2018,General Election,,,122,0,United States Senator,Beto O'Rourke,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,United States Senator,Neal M. Dikeman,LIB,1,0
San Patricio County,11/6/2018,General Election,,,122,0,"United States Representative, District No. 34",Rey Gonzalez,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"United States Representative, District No. 34",Filemon B. Vela,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,Governor,Greg Abbott,REP,21,0
San Patricio County,11/6/2018,General Election,,,122,0,Governor,Lupe Valdez,DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,Governor,Mark Jay Tippetts,LIB,1,0
San Patricio County,11/6/2018,General Election,,,122,0,Lieutenant Governor,Dan Patrick,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,Lieutenant Governor,Mike Collier,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,0
San Patricio County,11/6/2018,General Election,,,122,0,Attorney General,Ken Paxton,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,Attorney General,Justin Nelson,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,Attorney General,Michael Ray Harris,LIB,3,0
San Patricio County,11/6/2018,General Election,,,122,0,Comptroller of Public Accounts,Glenn Hegar,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,Comptroller of Public Accounts,Joi Chevalier,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,Comptroller of Public Accounts,Ben Sanders,LIB,2,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of the General Land Office,George P. Bush,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of the General Land Office,Miguel Suazo,DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of the General Land Office,Matt Pina,LIB,2,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of Agriculture,Sid Miller,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of Agriculture,Kim Olson,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,Commissioner of Agriculture,Richard Carpenter,LIB,2,0
San Patricio County,11/6/2018,General Election,,,122,0,Railroad Commissioner,Christi Craddick,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,Railroad Commissioner,Roman McAllen,DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,Railroad Commissioner,Mike Wright,LIB,3,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 4",John Devine,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,13,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,19,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,17,0
San Patricio County,11/6/2018,General Election,,,122,0,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,4,0
San Patricio County,11/6/2018,General Election,,,122,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,20,0
San Patricio County,11/6/2018,General Election,,,122,0,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,19,0
