Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,110-W1,240,County Clerk,Gracie Alaniz-Gonzales,DEM,28,30
San Patricio County,11/6/2018,General Election,,,110-W1,240,County Treasurer,Denise Janak,REP,23,13
San Patricio County,11/6/2018,General Election,,,110-W1,240,County Surveyor,Julius Petrus,REP,21,13
San Patricio County,11/6/2018,General Election,,,110-W1,240,"Justice of the Peace, Precinct No. 8",Elvia L. Hernandez,DEM,27,30
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W1,240,Alderperson Ward 1,"Rolando ""Ronnie"" Rodriguez",,12,19
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W1,240,Alderperson Ward 1,Leonard Vasquez,,20,14
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W1,240,Taft Proposition A,For,,22,24
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W1,240,Taft Proposition A,Against,,14,10
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Straight-Party,Republican Party,REP,100,68
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Straight-Party,Democratic Party,DEM,107,77
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Straight-Party,Libertarian Party,LIB,1,2
San Patricio County,11/6/2018,General Election,,,110-W2,1222,United States Senator,Ted Cruz,REP,146,99
San Patricio County,11/6/2018,General Election,,,110-W2,1222,United States Senator,Beto O'Rourke,DEM,141,101
San Patricio County,11/6/2018,General Election,,,110-W2,1222,United States Senator,Neal M. Dikeman,LIB,1,3
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"United States Representative, District No. 27",Michael Cloud,REP,139,99
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"United States Representative, District No. 27",Eric Holguin,DEM,139,91
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"United States Representative, District No. 27",Daniel Tinus,LIB,2,3
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"United States Representative, District No. 27",James Duerr,IND,6,7
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Governor,Greg Abbott,REP,166,110
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Governor,Lupe Valdez,DEM,120,91
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Governor,Mark Jay Tippetts,LIB,2,2
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Lieutenant Governor,Dan Patrick,REP,145,94
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Lieutenant Governor,Mike Collier,DEM,139,104
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,4
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Attorney General,Ken Paxton,REP,141,96
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Attorney General,Justin Nelson,DEM,142,100
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Attorney General,Michael Ray Harris,LIB,5,3
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Comptroller of Public Accounts,Glenn Hegar,REP,140,94
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Comptroller of Public Accounts,Joi Chevalier,DEM,137,100
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Comptroller of Public Accounts,Ben Sanders,LIB,9,3
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of the General Land Office,George P. Bush,REP,148,104
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of the General Land Office,Miguel Suazo,DEM,129,92
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of the General Land Office,Matt Pina,LIB,11,4
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of Agriculture,Sid Miller,REP,143,95
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of Agriculture,Kim Olson,DEM,134,101
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Commissioner of Agriculture,Richard Carpenter,LIB,9,4
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Railroad Commissioner,Christi Craddick,REP,137,93
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Railroad Commissioner,Roman McAllen,DEM,139,99
San Patricio County,11/6/2018,General Election,,,110-W2,1222,Railroad Commissioner,Mike Wright,LIB,11,6
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,144,92
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,144,106
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 4",John Devine,REP,146,95
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,140,102
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 6",Jeff Brown,REP,142,91
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,144,106
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,141,89
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,135,103
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,9,3
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,144,94
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,140,100
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,162,109
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,68,42
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,145,91
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,141,104
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"State Representative, District No. 43",J.M. Lozano,REP,151,109
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,136,93
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,145,89
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,142,107
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,137,92
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,148,105
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,145,90
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,140,106
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,147,93
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,140,102
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"District Judge, 36th Judicial District",Starr Bauer,REP,182,124
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,186,124
San Patricio County,11/6/2018,General Election,,,110-W2,1222,County Judge,David R. Krebs,REP,190,134
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Judge, County Court-at-Law",Elizabeth Welborn,REP,189,125
San Patricio County,11/6/2018,General Election,,,110-W2,1222,District Clerk,Heather Marks,REP,185,123
San Patricio County,11/6/2018,General Election,,,110-W2,1222,County Clerk,Gracie Alaniz-Gonzales,DEM,170,133
San Patricio County,11/6/2018,General Election,,,110-W2,1222,County Treasurer,Denise Janak,REP,181,122
San Patricio County,11/6/2018,General Election,,,110-W2,1222,County Surveyor,Julius Petrus,REP,184,126
San Patricio County,11/6/2018,General Election,,,110-W2,1222,"Justice of the Peace, Precinct No. 8",Elvia L. Hernandez,DEM,181,137
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W2,1222,Alderperson Ward 2,Lolo Hernandez,,219,162
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W2,1222,Taft Proposition A,For,,172,143
"City of Taft, Texas",11/6/2018,General/Special Election,,,110-W2,1222,Taft Proposition A,Against,,105,52
San Patricio County,11/6/2018,General Election,,,112-W1,577,Straight-Party,Republican Party,REP,8,13
San Patricio County,11/6/2018,General Election,,,112-W1,577,Straight-Party,Democratic Party,DEM,45,68
San Patricio County,11/6/2018,General Election,,,112-W1,577,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,United States Senator,Ted Cruz,REP,10,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,United States Senator,Beto O'Rourke,DEM,64,83
San Patricio County,11/6/2018,General Election,,,112-W1,577,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,"United States Representative, District No. 27",Michael Cloud,REP,9,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,"United States Representative, District No. 27",Eric Holguin,DEM,67,78
San Patricio County,11/6/2018,General Election,,,112-W1,577,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,"United States Representative, District No. 27",James Duerr,IND,0,1
San Patricio County,11/6/2018,General Election,,,112-W1,577,Governor,Greg Abbott,REP,15,24
San Patricio County,11/6/2018,General Election,,,112-W1,577,Governor,Lupe Valdez,DEM,62,75
San Patricio County,11/6/2018,General Election,,,112-W1,577,Governor,Mark Jay Tippetts,LIB,0,1
San Patricio County,11/6/2018,General Election,,,112-W1,577,Lieutenant Governor,Dan Patrick,REP,11,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,Lieutenant Governor,Mike Collier,DEM,63,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,Attorney General,Ken Paxton,REP,11,16
San Patricio County,11/6/2018,General Election,,,112-W1,577,Attorney General,Justin Nelson,DEM,63,81
San Patricio County,11/6/2018,General Election,,,112-W1,577,Attorney General,Michael Ray Harris,LIB,0,2
San Patricio County,11/6/2018,General Election,,,112-W1,577,Comptroller of Public Accounts,Glenn Hegar,REP,11,18
San Patricio County,11/6/2018,General Election,,,112-W1,577,Comptroller of Public Accounts,Joi Chevalier,DEM,63,79
San Patricio County,11/6/2018,General Election,,,112-W1,577,Comptroller of Public Accounts,Ben Sanders,LIB,1,2
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of the General Land Office,George P. Bush,REP,13,20
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of the General Land Office,Miguel Suazo,DEM,61,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of the General Land Office,Matt Pina,LIB,1,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of Agriculture,Sid Miller,REP,10,16
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of Agriculture,Kim Olson,DEM,64,81
San Patricio County,11/6/2018,General Election,,,112-W1,577,Commissioner of Agriculture,Richard Carpenter,LIB,0,2
San Patricio County,11/6/2018,General Election,,,112-W1,577,Railroad Commissioner,Christi Craddick,REP,10,17
San Patricio County,11/6/2018,General Election,,,112-W1,577,Railroad Commissioner,Roman McAllen,DEM,63,82
San Patricio County,11/6/2018,General Election,,,112-W1,577,Railroad Commissioner,Mike Wright,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,11,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,64,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 4",John Devine,REP,10,20
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,64,79
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 6",Jeff Brown,REP,10,21
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,64,78
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,11,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,64,79
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,1
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,11,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,64,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,18,27
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,20,33
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,10,15
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,67,84
San Patricio County,11/6/2018,General Election,,,112-W1,577,"State Representative, District No. 43",J.M. Lozano,REP,11,19
San Patricio County,11/6/2018,General Election,,,112-W1,577,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,65,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,10,18
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,66,81
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,11,18
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,65,80
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,12,17
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,64,83
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,12,20
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,63,79
San Patricio County,11/6/2018,General Election,,,112-W1,577,"District Judge, 36th Judicial District",Starr Bauer,REP,20,39
San Patricio County,11/6/2018,General Election,,,112-W1,577,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,20,38
San Patricio County,11/6/2018,General Election,,,112-W1,577,County Judge,David R. Krebs,REP,23,36
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Judge, County Court-at-Law",Elizabeth Welborn,REP,19,36
San Patricio County,11/6/2018,General Election,,,112-W1,577,District Clerk,Heather Marks,REP,18,34
San Patricio County,11/6/2018,General Election,,,112-W1,577,County Clerk,Gracie Alaniz-Gonzales,DEM,71,90
San Patricio County,11/6/2018,General Election,,,112-W1,577,County Treasurer,Denise Janak,REP,20,35
San Patricio County,11/6/2018,General Election,,,112-W1,577,County Surveyor,Julius Petrus,REP,20,35
San Patricio County,11/6/2018,General Election,,,112-W1,577,"Justice of the Peace, Precinct No. 8",Elvia L. Hernandez,DEM,67,85
"City of Taft, Texas",11/6/2018,General/Special Election,,,112-W1,577,Alderperson Ward 1,"Rolando ""Ronnie"" Rodriguez",,29,33
"City of Taft, Texas",11/6/2018,General/Special Election,,,112-W1,577,Alderperson Ward 1,Leonard Vasquez,,38,60
"City of Taft, Texas",11/6/2018,General/Special Election,,,112-W1,577,Taft Proposition A,For,,44,71
"City of Taft, Texas",11/6/2018,General/Special Election,,,112-W1,577,Taft Proposition A,Against,,28,25
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Straight-Party,Republican Party,REP,1,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Straight-Party,Democratic Party,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,United States Senator,Ted Cruz,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,United States Senator,Beto O'Rourke,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"United States Representative, District No. 34",Rey Gonzalez,REP,4,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"United States Representative, District No. 34",Filemon B. Vela,DEM,2,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Governor,Greg Abbott,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Governor,Lupe Valdez,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Lieutenant Governor,Dan Patrick,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Lieutenant Governor,Mike Collier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Attorney General,Ken Paxton,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Attorney General,Justin Nelson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Attorney General,Michael Ray Harris,LIB,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Comptroller of Public Accounts,Glenn Hegar,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Comptroller of Public Accounts,Ben Sanders,LIB,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of the General Land Office,George P. Bush,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of the General Land Office,Miguel Suazo,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of the General Land Office,Matt Pina,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of Agriculture,Sid Miller,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of Agriculture,Kim Olson,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Railroad Commissioner,Christi Craddick,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Railroad Commissioner,Roman McAllen,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,Railroad Commissioner,Mike Wright,LIB,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 4",John Devine,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 6",Jeff Brown,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"State Representative, District No. 43",J.M. Lozano,REP,6,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,5,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,4,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,5,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,5,0
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"District Judge, 36th Judicial District",Starr Bauer,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,County Judge,David R. Krebs,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Judge, County Court-at-Law",Elizabeth Welborn,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,District Clerk,Heather Marks,REP,5,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,County Clerk,Gracie Alaniz-Gonzales,DEM,4,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,County Treasurer,Denise Janak,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,County Surveyor,Julius Petrus,REP,6,1
San Patricio County,11/6/2018,General Election,,,117-MISD,11,"Justice of the Peace, Precinct No. 1",Yolanda P. Guerrero,DEM,5,1
Mathis Independent School District,11/6/2018,Special Election,,,117-MISD,11,Mathis ISD Proposition A,For,,3,0
Mathis Independent School District,11/6/2018,Special Election,,,117-MISD,11,Mathis ISD Proposition A,Against,,3,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Straight-Party,Republican Party,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Straight-Party,Democratic Party,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,United States Senator,Ted Cruz,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,United States Senator,Beto O'Rourke,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"United States Representative, District No. 27",Michael Cloud,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"United States Representative, District No. 27",Eric Holguin,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"United States Representative, District No. 27",James Duerr,IND,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Governor,Greg Abbott,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Governor,Lupe Valdez,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Lieutenant Governor,Dan Patrick,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Lieutenant Governor,Mike Collier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Attorney General,Ken Paxton,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Attorney General,Justin Nelson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Attorney General,Michael Ray Harris,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Comptroller of Public Accounts,Glenn Hegar,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of the General Land Office,George P. Bush,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of the General Land Office,Miguel Suazo,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of the General Land Office,Matt Pina,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of Agriculture,Sid Miller,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of Agriculture,Kim Olson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Railroad Commissioner,Christi Craddick,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Railroad Commissioner,Roman McAllen,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,Railroad Commissioner,Mike Wright,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0
