Contest	PrecinctName	VotingType	Choice	Party	Votes	VotesPercent	TotalVotes	TotalVotesPercent	CastTotal	CastTotalPercent	MainTotal	MainTotalPercent	UnderVotes	TotalUnderVotes	OverVotes	TotalOverVotes	InvalidVotes	TotalInvalidVotes	RejectedWriteInVotes	TotalRejectedWriteInVotes	UnresolvedWriteInVotes	TotalUnresolvedWriteInVotes
"Justice, 1st Court of Appeals District, Place No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Jane Bland	REP	27	77.14%	38	80.85%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Jane Bland	REP	8	88.89%	38	80.85%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Gordon Goodman	DEM	0	0.00%	9	19.15%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Gordon Goodman	DEM	8	22.86%	9	19.15%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Gordon Goodman	DEM	1	11.11%	9	19.15%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Harvey Brown	REP	3	100.00%	39	82.98%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Harvey Brown	REP	28	80.00%	39	82.98%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Harvey Brown	REP	8	88.89%	39	82.98%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Sarah Beth Landau	DEM	0	0.00%	8	17.02%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Sarah Beth Landau	DEM	7	20.00%	8	17.02%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Sarah Beth Landau	DEM	1	11.11%	8	17.02%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Terry Yates	REP	3	100.00%	39	82.98%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Terry Yates	REP	27	77.14%	39	82.98%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Terry Yates	REP	9	100.00%	39	82.98%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Julie Countiss	DEM	0	0.00%	8	17.02%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Julie Countiss	DEM	8	22.86%	8	17.02%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 7"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Julie Countiss	DEM	0	0.00%	8	17.02%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Michael Massengale	REP	3	100.00%	39	82.98%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Michael Massengale	REP	28	80.00%	39	82.98%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Michael Massengale	REP	8	88.89%	39	82.98%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Richard Hightower	DEM	0	0.00%	8	17.02%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Richard Hightower	DEM	7	20.00%	8	17.02%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Richard Hightower	DEM	1	11.11%	8	17.02%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Jennifer Caughey	REP	3	100.00%	40	85.11%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Jennifer Caughey	REP	28	80.00%	40	85.11%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Jennifer Caughey	REP	9	100.00%	40	85.11%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Peter Kelly	DEM	0	0.00%	7	14.89%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Peter Kelly	DEM	7	20.00%	7	14.89%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 1st Court of Appeals District, Place No. 9"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Peter Kelly	DEM	0	0.00%	7	14.89%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Brett Busby	REP	3	100.00%	39	84.78%	3	100.00%	46	100.00%	0	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Brett Busby	REP	27	79.41%	39	84.78%	34	100.00%	46	100.00%	2	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Brett Busby	REP	9	100.00%	39	84.78%	9	100.00%	46	100.00%	3	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Jerry Zimmerer	DEM	0	0.00%	7	15.22%	3	100.00%	46	100.00%	0	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Jerry Zimmerer	DEM	7	20.59%	7	15.22%	34	100.00%	46	100.00%	2	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 3"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Jerry Zimmerer	DEM	0	0.00%	7	15.22%	9	100.00%	46	100.00%	3	5	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Marc Brown	REP	3	100.00%	40	85.11%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Marc Brown	REP	28	80.00%	40	85.11%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Marc Brown	REP	9	100.00%	40	85.11%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Charles Spain	DEM	0	0.00%	7	14.89%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Charles Spain	DEM	7	20.00%	7	14.89%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 4"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Charles Spain	DEM	0	0.00%	7	14.89%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Martha Hill Jamison	REP	3	100.00%	40	85.11%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Martha Hill Jamison	REP	28	80.00%	40	85.11%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Martha Hill Jamison	REP	9	100.00%	40	85.11%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Frances Bourliot	DEM	0	0.00%	7	14.89%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Frances Bourliot	DEM	7	20.00%	7	14.89%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 5"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Frances Bourliot	DEM	0	0.00%	7	14.89%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Bill Boyce	REP	3	100.00%	38	80.85%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Bill Boyce	REP	27	77.14%	38	80.85%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Bill Boyce	REP	8	88.89%	38	80.85%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Meagan Hassan	DEM	0	0.00%	9	19.15%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Meagan Hassan	DEM	8	22.86%	9	19.15%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 6"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Meagan Hassan	DEM	1	11.11%	9	19.15%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	John Donovan	REP	3	100.00%	38	80.85%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	John Donovan	REP	27	77.14%	38	80.85%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	John Donovan	REP	8	88.89%	38	80.85%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	"Margaret ""Meg"" Poissant"	DEM	0	0.00%	9	19.15%	3	100.00%	47	100.00%	0	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	"Margaret ""Meg"" Poissant"	DEM	8	22.86%	9	19.15%	35	100.00%	47	100.00%	1	4	0	0	0	0	0	0	0	0
"Justice, 14th Court of Appeals District, Place No. 8"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	"Margaret ""Meg"" Poissant"	DEM	1	11.11%	9	19.15%	9	100.00%	47	100.00%	3	4	0	0	0	0	0	0	0	0
"District Judge, 253rd Judicial District"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Chap Cain	REP	3	100.00%	46	100.00%	3	100.00%	46	100.00%	0	5	0	0	0	0	0	0	0	0
"District Judge, 253rd Judicial District"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Chap Cain	REP	32	100.00%	46	100.00%	32	100.00%	46	100.00%	4	5	0	0	0	0	0	0	0	0
"District Judge, 253rd Judicial District"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Chap Cain	REP	11	100.00%	46	100.00%	11	100.00%	46	100.00%	1	5	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Jimmy Sylvia	REP	3	100.00%	40	80.00%	3	100.00%	50	100.00%	0	1	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Jimmy Sylvia	REP	28	77.78%	40	80.00%	36	100.00%	50	100.00%	0	1	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Jimmy Sylvia	REP	9	81.82%	40	80.00%	11	100.00%	50	100.00%	1	1	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	"Jack Daniel Foster, Jr."	DEM	0	0.00%	10	20.00%	3	100.00%	50	100.00%	0	1	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	"Jack Daniel Foster, Jr."	DEM	8	22.22%	10	20.00%	36	100.00%	50	100.00%	0	1	0	0	0	0	0	0	0	0
County Judge	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	"Jack Daniel Foster, Jr."	DEM	2	18.18%	10	20.00%	11	100.00%	50	100.00%	1	1	0	0	0	0	0	0	0	0
District Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Patti L. Henry	REP	3	100.00%	43	100.00%	3	100.00%	43	100.00%	0	8	0	0	0	0	0	0	0	0
District Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Patti L. Henry	REP	30	100.00%	43	100.00%	30	100.00%	43	100.00%	6	8	0	0	0	0	0	0	0	0
District Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Patti L. Henry	REP	10	100.00%	43	100.00%	10	100.00%	43	100.00%	2	8	0	0	0	0	0	0	0	0
County Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Heather H. Hawthorne	REP	3	100.00%	45	100.00%	3	100.00%	45	100.00%	0	6	0	0	0	0	0	0	0	0
County Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Heather H. Hawthorne	REP	31	100.00%	45	100.00%	31	100.00%	45	100.00%	5	6	0	0	0	0	0	0	0	0
County Clerk	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Heather H. Hawthorne	REP	11	100.00%	45	100.00%	11	100.00%	45	100.00%	1	6	0	0	0	0	0	0	0	0
County Treasurer	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Nicole (Nikki) Whittington	REP	3	100.00%	45	100.00%	3	100.00%	45	100.00%	0	6	0	0	0	0	0	0	0	0
County Treasurer	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Nicole (Nikki) Whittington	REP	31	100.00%	45	100.00%	31	100.00%	45	100.00%	5	6	0	0	0	0	0	0	0	0
County Treasurer	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Nicole (Nikki) Whittington	REP	11	100.00%	45	100.00%	11	100.00%	45	100.00%	1	6	0	0	0	0	0	0	0	0
County Surveyor	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Michael W. Chandler (W)		0	0.00%	0	0.00%	0	0.00%	0	0.00%	3	51	0	0	0	0	0	0	0	0
County Surveyor	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Michael W. Chandler (W)		0	0.00%	0	0.00%	0	0.00%	0	0.00%	36	51	0	0	0	0	0	0	0	0
County Surveyor	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Michael W. Chandler (W)		0	0.00%	0	0.00%	0	0.00%	0	0.00%	12	51	0	0	0	0	0	0	0	0
"Justice of the Peace, Precinct No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Randy Van Deventer	REP	3	100.00%	44	100.00%	3	100.00%	44	100.00%	0	7	0	0	0	0	0	0	0	0
"Justice of the Peace, Precinct No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Randy Van Deventer	REP	30	100.00%	44	100.00%	30	100.00%	44	100.00%	6	7	0	0	0	0	0	0	0	0
"Justice of the Peace, Precinct No. 2"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Randy Van Deventer	REP	11	100.00%	44	100.00%	11	100.00%	44	100.00%	1	7	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Tommy Gilbert		0	0.00%	29	82.86%	0	0.00%	35	100.00%	3	16	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Tommy Gilbert		21	77.78%	29	82.86%	27	100.00%	35	100.00%	9	16	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Tommy Gilbert		8	100.00%	29	82.86%	8	100.00%	35	100.00%	4	16	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Absentee Voting	Broderick Dargin		0	0.00%	6	17.14%	0	0.00%	35	100.00%	3	16	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Early Voting	Broderick Dargin		6	22.22%	6	17.14%	27	100.00%	35	100.00%	9	16	0	0	0	0	0	0	0	0
"Director, Precinct No. 1 - Vote for none or one"	Precinct 14B - Anahuac Airport/TBCD 1	Election Day Voting	Broderick Dargin		0	0.00%	6	17.14%	8	100.00%	35	100.00%	4	16	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Republican Party REP	REP	2	100.00%	4	80.00%	2	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Republican Party REP	REP	2	100.00%	4	80.00%	2	100.00%	5	100.00%	1	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Republican Party REP	REP	0	0.00%	4	80.00%	1	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Democratic Party DEM	DEM	0	0.00%	1	20.00%	2	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Democratic Party DEM	DEM	0	0.00%	1	20.00%	2	100.00%	5	100.00%	1	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Democratic Party DEM	DEM	1	100.00%	1	20.00%	1	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Libertarian Party LIB	LIB	0	0.00%	0	0.00%	2	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Libertarian Party LIB	LIB	0	0.00%	0	0.00%	2	100.00%	5	100.00%	1	1	0	0	0	0	0	0	0	0
Straight Party	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Libertarian Party LIB	LIB	0	0.00%	0	0.00%	1	100.00%	5	100.00%	0	1	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Ted Cruz	REP	2	100.00%	5	83.33%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Ted Cruz	REP	3	100.00%	5	83.33%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Ted Cruz	REP	0	0.00%	5	83.33%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Beto O'Rourke	DEM	0	0.00%	1	16.67%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Beto O'Rourke	DEM	0	0.00%	1	16.67%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Beto O'Rourke	DEM	1	100.00%	1	16.67%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Neal M. Dikeman	LIB	0	0.00%	0	0.00%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Neal M. Dikeman	LIB	0	0.00%	0	0.00%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
United States Senator	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Neal M. Dikeman	LIB	0	0.00%	0	0.00%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Brian Babin	REP	2	100.00%	5	83.33%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Brian Babin	REP	3	100.00%	5	83.33%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Brian Babin	REP	0	0.00%	5	83.33%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Dayna Steele	DEM	0	0.00%	1	16.67%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Dayna Steele	DEM	0	0.00%	1	16.67%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
"United States Representative, District No. 36"	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Dayna Steele	DEM	1	100.00%	1	16.67%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Greg Abbott	REP	2	100.00%	5	83.33%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Greg Abbott	REP	3	100.00%	5	83.33%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Greg Abbott	REP	0	0.00%	5	83.33%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Lupe Valdez	DEM	0	0.00%	1	16.67%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Lupe Valdez	DEM	0	0.00%	1	16.67%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Lupe Valdez	DEM	1	100.00%	1	16.67%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Mark Jay Tippetts	LIB	0	0.00%	0	0.00%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Mark Jay Tippetts	LIB	0	0.00%	0	0.00%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Governor	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Mark Jay Tippetts	LIB	0	0.00%	0	0.00%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Lieutenant Governor	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Dan Patrick	REP	2	100.00%	5	83.33%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Lieutenant Governor	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Dan Patrick	REP	3	100.00%	5	83.33%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Lieutenant Governor	Precinct 14C - Anahuac Airport/TBCD 3	Election Day Voting	Dan Patrick	REP	0	0.00%	5	83.33%	1	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Lieutenant Governor	Precinct 14C - Anahuac Airport/TBCD 3	Absentee Voting	Mike Collier	DEM	0	0.00%	1	16.67%	2	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
Lieutenant Governor	Precinct 14C - Anahuac Airport/TBCD 3	Early Voting	Mike Collier	DEM	0	0.00%	1	16.67%	3	100.00%	6	100.00%	0	0	0	0	0	0	0	0	0	0
