political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,#Precinct,Registered Voters,Contest Title,Choice Name,Choice Party,Absentee Voting Votes,Early Voting Votes,early_votes,Election Day Voting Votes
,,,,,4,948,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,99,,67
,,,,,4,948,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,17,216,,64
,,,,,4,948,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,11,93,,63
,,,,,4,948,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,3,,6
,,,,,4,948,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,16,217,,68
,,,,,4,948,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,11,94,,62
,,,,,4,948,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,17,229,,72
,,,,,4,948,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,7,21,,20
,,,,,4,948,"State Representative, 
District No. 1",Gary Van Deaver,REP,27,245,,90
,,,,,4,948,"Justice, 6th Court of Appeals
District, Place No. 2",Scott Stevens,REP,23,231,,88
,,,,,4,948,"District Judge, 102nd Judicial District",Jeff M. Addison,REP,23,229,,88
,,,,,4,948,County Judge,L. D. Williamson,REP,24,248,,90
,,,,,4,948,District Clerk,Janice Bivins Gentry,DEM,15,153,,94
,,,,,4,948,County Clerk,Shawn Sargent Weemes,REP,25,246,,91
,,,,,4,948,County Treasurer,Sandra Storey Embrey,REP,24,242,,89
,,,,,4,948,"County Commissioner,
Precinct No. 4",Dan (Danny) Halley,REP,25,232,,86
,,,,,4,948,"Justice of the Peace
",Shelley Benton,REP,24,243,,91
,,,,,5,1088,Straight Party,Republican Party    REP,REP,11,118,,196
,,,,,5,1088,Straight Party,Democratic Party   DEM,DEM,6,11,,25
,,,,,5,1088,Straight Party,Libertarian Party    LIB,LIB,0,0,,2
,,,,,5,1088,United States Senator,Ted Cruz,REP,19,171,,304
,,,,,5,1088,United States Senator,Beto O'Rourke,DEM,9,20,,35
,,,,,5,1088,United States Senator,Neal M. Dikeman,LIB,0,0,,1
,,,,,5,1088,"United States Representative,
District No. 4",John Ratcliffe,REP,19,169,,303
,,,,,5,1088,"United States Representative,
District No. 4",Catherine Krantz,DEM,9,18,,31
,,,,,5,1088,"United States Representative,
District No. 4",Ken Ashby,LIB,0,2,,5
,,,,,5,1088,Governor,Greg Abbott,REP,19,172,,300
,,,,,5,1088,Governor,Lupe Valdez,DEM,9,18,,34
,,,,,5,1088,Governor,Mark Jay Tippetts,LIB,0,0,,5
,,,,,5,1088,Lieutenant Governor,Dan Patrick,REP,18,165,,287
,,,,,5,1088,Lieutenant Governor,Mike Collier,DEM,10,24,,47
,,,,,5,1088,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,1,,6
,,,,,5,1088,Attorney General,Ken Paxton,REP,17,166,,296
,,,,,5,1088,Attorney General,Justin Nelson,DEM,11,23,,36
,,,,,5,1088,Attorney General,Michael Ray Harris,LIB,0,1,,5
,,,,,5,1088,Comptroller of Public Accounts,Glenn Hegar,REP,20,166,,293
,,,,,5,1088,Comptroller of Public Accounts,Joi Chevalier,DEM,8,19,,31
,,,,,5,1088,Comptroller of Public Accounts,Ben Sanders,LIB,0,1,,9
,,,,,5,1088,"Commissioner of the General
Land Office",George P. Bush,REP,18,168,,299
,,,,,5,1088,"Commissioner of the General
Land Office",Miguel Suazo,DEM,9,18,,30
,,,,,5,1088,"Commissioner of the General
Land Office",Matt Piña,LIB,0,2,,7
,,,,,5,1088,Commissioner of Agriculture,Sid Miller,REP,18,167,,297
,,,,,5,1088,Commissioner of Agriculture,Kim Olson,DEM,9,20,,33
,,,,,5,1088,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,7
,,,,,5,1088,Railroad Commissioner,Christi Craddick,REP,18,166,,294
,,,,,5,1088,Railroad Commissioner,Roman McAllen,DEM,9,18,,32
,,,,,5,1088,Railroad Commissioner,Mike Wright,LIB,0,1,,8
,,,,,5,1088,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,18,167,,302
,,,,,5,1088,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,9,19,,33
,,,,,5,1088,"Justice, Supreme Court, Place 4",John Devine,REP,18,166,,298
,,,,,5,1088,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,9,20,,36
,,,,,5,1088,"Justice, Supreme Court, Place 6",Jeff Brown,REP,18,166,,300
,,,,,5,1088,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,9,20,,33
,,,,,5,1088,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,18,165,,293
,,,,,5,1088,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,9,21,,32
,,,,,5,1088,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,8
,,,,,5,1088,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,18,163,,300
,,,,,5,1088,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,9,21,,32
,,,,,5,1088,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,18,165,,296
,,,,,5,1088,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,4,12,,21
,,,,,5,1088,"State Representative, 
District No. 1",Gary Van Deaver,REP,20,172,,312
,,,,,5,1088,"Justice, 6th Court of Appeals
District, Place No. 2",Scott Stevens,REP,17,169,,308
,,,,,5,1088,"District Judge, 102nd Judicial District",Jeff M. Addison,REP,17,167,,309
,,,,,5,1088,County Judge,L. D. Williamson,REP,19,166,,308
,,,,,5,1088,District Clerk,Janice Bivins Gentry,DEM,14,80,,168
,,,,,5,1088,County Clerk,Shawn Sargent Weemes,REP,22,172,,311
,,,,,5,1088,County Treasurer,Sandra Storey Embrey,REP,20,167,,308
,,,,,5,1088,"Justice of the Peace
",Shelley Benton,REP,20,169,,309
,,,,,7,227,Straight Party,Republican Party    REP,REP,4,33,,45
,,,,,7,227,Straight Party,Democratic Party   DEM,DEM,0,8,,11
,,,,,7,227,Straight Party,Libertarian Party    LIB,LIB,1,0,,0
,,,,,7,227,United States Senator,Ted Cruz,REP,9,44,,71
,,,,,7,227,United States Senator,Beto O'Rourke,DEM,0,10,,16
,,,,,7,227,United States Senator,Neal M. Dikeman,LIB,1,0,,0
,,,,,7,227,"United States Representative,
District No. 4",John Ratcliffe,REP,8,44,,73
,,,,,7,227,"United States Representative,
District No. 4",Catherine Krantz,DEM,1,10,,13
,,,,,7,227,"United States Representative,
District No. 4",Ken Ashby,LIB,1,0,,0
,,,,,7,227,Governor,Greg Abbott,REP,9,44,,74
,,,,,7,227,Governor,Lupe Valdez,DEM,0,10,,13
,,,,,7,227,Governor,Mark Jay Tippetts,LIB,1,0,,0
,,,,,7,227,Lieutenant Governor,Dan Patrick,REP,8,41,,65
,,,,,7,227,Lieutenant Governor,Mike Collier,DEM,1,13,,20
,,,,,7,227,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,0,,0
,,,,,7,227,Attorney General,Ken Paxton,REP,7,42,,71
,,,,,7,227,Attorney General,Justin Nelson,DEM,2,10,,16
,,,,,7,227,Attorney General,Michael Ray Harris,LIB,1,2,,0
,,,,,7,227,Comptroller of Public Accounts,Glenn Hegar,REP,8,44,,70
,,,,,7,227,Comptroller of Public Accounts,Joi Chevalier,DEM,1,10,,13
,,,,,7,227,Comptroller of Public Accounts,Ben Sanders,LIB,1,0,,2
,,,,,7,227,"Commissioner of the General
Land Office",George P. Bush,REP,8,43,,70
,,,,,7,227,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,10,,14
,,,,,7,227,"Commissioner of the General
Land Office",Matt Piña,LIB,1,1,,1
,,,,,7,227,Commissioner of Agriculture,Sid Miller,REP,8,44,,71
,,,,,7,227,Commissioner of Agriculture,Kim Olson,DEM,1,10,,12
,,,,,7,227,Commissioner of Agriculture,Richard Carpenter,LIB,1,0,,2
,,,,,7,227,Railroad Commissioner,Christi Craddick,REP,8,44,,71
,,,,,7,227,Railroad Commissioner,Roman McAllen,DEM,1,10,,15
,,,,,7,227,Railroad Commissioner,Mike Wright,LIB,1,0,,0
,,,,,7,227,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,8,44,,70
,,,,,7,227,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,1,10,,16
,,,,,7,227,"Justice, Supreme Court, Place 4",John Devine,REP,8,44,,71
,,,,,7,227,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,1,10,,14
,,,,,7,227,"Justice, Supreme Court, Place 6",Jeff Brown,REP,8,44,,72
,,,,,7,227,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,1,10,,14
,,,,,7,227,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,8,44,,72
,,,,,7,227,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,1,10,,14
,,,,,7,227,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,1,0,,0
,,,,,7,227,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,8,44,,72
,,,,,7,227,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,1,10,,13
,,,,,7,227,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,8,44,,73
,,,,,7,227,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,2,3,,5
,,,,,7,227,"State Representative, 
District No. 1",Gary Van Deaver,REP,6,47,,75
,,,,,7,227,"Justice, 6th Court of Appeals
District, Place No. 2",Scott Stevens,REP,8,47,,75
,,,,,7,227,"District Judge, 102nd Judicial District",Jeff M. Addison,REP,8,46,,75
,,,,,7,227,County Judge,L. D. Williamson,REP,6,46,,72
,,,,,7,227,District Clerk,Janice Bivins Gentry,DEM,6,22,,41
,,,,,7,227,County Clerk,Shawn Sargent Weemes,REP,9,48,,75
,,,,,7,227,County Treasurer,Sandra Storey Embrey,REP,8,46,,76
,,,,,7,227,"Justice of the Peace
",Shelley Benton,REP,9,47,,75
,,,,,9,289,Straight Party,Republican Party    REP,REP,8,51,,64
,,,,,9,289,Straight Party,Democratic Party   DEM,DEM,0,2,,4
,,,,,9,289,Straight Party,Libertarian Party    LIB,LIB,0,0,,0
,,,,,9,289,United States Senator,Ted Cruz,REP,9,68,,94
,,,,,9,289,United States Senator,Beto O'Rourke,DEM,1,3,,4
,,,,,9,289,United States Senator,Neal M. Dikeman,LIB,0,0,,0
,,,,,9,289,"United States Representative,
District No. 4",John Ratcliffe,REP,9,69,,91
,,,,,9,289,"United States Representative,
District No. 4",Catherine Krantz,DEM,1,2,,5
,,,,,9,289,"United States Representative,
District No. 4",Ken Ashby,LIB,0,0,,0
,,,,,9,289,Governor,Greg Abbott,REP,8,69,,94
,,,,,9,289,Governor,Lupe Valdez,DEM,1,2,,4
,,,,,9,289,Governor,Mark Jay Tippetts,LIB,0,0,,0
,,,,,9,289,Lieutenant Governor,Dan Patrick,REP,8,65,,85
,,,,,9,289,Lieutenant Governor,Mike Collier,DEM,1,4,,11
,,,,,9,289,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,2,,0
,,,,,9,289,Attorney General,Ken Paxton,REP,8,68,,90
,,,,,9,289,Attorney General,Justin Nelson,DEM,1,3,,5
,,,,,9,289,Attorney General,Michael Ray Harris,LIB,0,0,,1
,,,,,9,289,Comptroller of Public Accounts,Glenn Hegar,REP,8,67,,89
,,,,,9,289,Comptroller of Public Accounts,Joi Chevalier,DEM,1,3,,7
,,,,,9,289,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,0
,,,,,9,289,"Commissioner of the General
Land Office",George P. Bush,REP,9,68,,91
,,,,,9,289,"Commissioner of the General
Land Office",Miguel Suazo,DEM,1,1,,5
,,,,,9,289,"Commissioner of the General
Land Office",Matt Piña,LIB,0,1,,0
,,,,,9,289,Commissioner of Agriculture,Sid Miller,REP,9,65,,89
,,,,,9,289,Commissioner of Agriculture,Kim Olson,DEM,1,3,,8
,,,,,9,289,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,0
,,,,,9,289,Railroad Commissioner,Christi Craddick,REP,8,65,,90
,,,,,9,289,Railroad Commissioner,Roman McAllen,DEM,1,4,,6
,,,,,9,289,Railroad Commissioner,Mike Wright,LIB,0,0,,0
,,,,,9,289,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,8,66,,90
,,,,,9,289,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,1,4,,6
,,,,,9,289,"Justice, Supreme Court, Place 4",John Devine,REP,8,67,,89
,,,,,9,289,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,1,3,,7
,,,,,9,289,"Justice, Supreme Court, Place 6",Jeff Brown,REP,9,67,,87
,,,,,9,289,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,1,3,,7
,,,,,9,289,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,8,66,,89
,,,,,9,289,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,1,4,,6
,,,,,9,289,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,1
,,,,,9,289,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,9,67,,90
,,,,,9,289,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,1,3,,6
,,,,,9,289,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,8,67,,91
,,,,,9,289,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,1,2,,2
,,,,,9,289,"State Representative, 
District No. 1",Gary Van Deaver,REP,9,69,,91
,,,,,9,289,"Justice, 6th Court of Appeals
District, Place No. 2",Scott Stevens,REP,9,68,,91
,,,,,9,289,"District Judge, 102nd Judicial District",Jeff M. Addison,REP,9,67,,90
,,,,,9,289,County Judge,L. D. Williamson,REP,9,65,,90
,,,,,9,289,District Clerk,Janice Bivins Gentry,DEM,2,32,,40
,,,,,9,289,County Clerk,Shawn Sargent Weemes,REP,9,67,,91
,,,,,9,289,County Treasurer,Sandra Storey Embrey,REP,9,66,,90
,,,,,9,289,"Justice of the Peace
",Shelley Benton,REP,9,66,,90
,,,,,10,216,Straight Party,Republican Party    REP,REP,5,27,,52
,,,,,10,216,Straight Party,Democratic Party   DEM,DEM,0,2,,3
,,,,,10,216,Straight Party,Libertarian Party    LIB,LIB,0,0,,0
,,,,,10,216,United States Senator,Ted Cruz,REP,11,38,,68
,,,,,10,216,United States Senator,Beto O'Rourke,DEM,0,3,,3
,,,,,10,216,United States Senator,Neal M. Dikeman,LIB,0,0,,1
,,,,,10,216,"United States Representative,
District No. 4",John Ratcliffe,REP,11,37,,68
,,,,,10,216,"United States Representative,
District No. 4",Catherine Krantz,DEM,0,4,,3
,,,,,10,216,"United States Representative,
District No. 4",Ken Ashby,LIB,0,0,,0
,,,,,10,216,Governor,Greg Abbott,REP,11,37,,69
,,,,,10,216,Governor,Lupe Valdez,DEM,0,3,,3
,,,,,10,216,Governor,Mark Jay Tippetts,LIB,0,0,,0
,,,,,10,216,Lieutenant Governor,Dan Patrick,REP,11,37,,65
,,,,,10,216,Lieutenant Governor,Mike Collier,DEM,0,4,,5
,,,,,10,216,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,,2
,,,,,10,216,Attorney General,Ken Paxton,REP,11,38,,63
,,,,,10,216,Attorney General,Justin Nelson,DEM,0,3,,4
,,,,,10,216,Attorney General,Michael Ray Harris,LIB,0,0,,3
,,,,,10,216,Comptroller of Public Accounts,Glenn Hegar,REP,11,37,,64
,,,,,10,216,Comptroller of Public Accounts,Joi Chevalier,DEM,0,3,,3
,,,,,10,216,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,3
,,,,,10,216,"Commissioner of the General
Land Office",George P. Bush,REP,11,35,,59
,,,,,10,216,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,3,,8
,,,,,10,216,"Commissioner of the General
Land Office",Matt Piña,LIB,0,3,,4
,,,,,10,216,Commissioner of Agriculture,Sid Miller,REP,11,37,,65
