political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #5",Leonel G. Garza,ONA,100,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #5",Leonel G. Garza,ONA,0,41
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #5",Leonel G. Garza,ONA,111,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #5",Leonel G. Garza,ONA,0,49
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #5",Leonel G. Garza,ONA,37,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,99,478,"Trustee, Position #5",Leonel G. Garza,ONA,0,31
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #5",Leonel G. Garza,ONA,700,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #5",Leonel G. Garza,ONA,0,301
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #5",Leonel G. Garza,ONA,133,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #5",Leonel G. Garza,ONA,0,67
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #5",Leonel G. Garza,ONA,7,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #5",Leonel G. Garza,ONA,0,6
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #5",Leonel G. Garza,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #5",Leonel G. Garza,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #5",Leonel G. Garza,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #5",Leonel G. Garza,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #5",Juan Sierra,ONA,35,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #5",Juan Sierra,ONA,0,27
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #5",Juan Sierra,ONA,308,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #5",Juan Sierra,ONA,0,106
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #5",Juan Sierra,ONA,121,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #5",Juan Sierra,ONA,0,71
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #5",Juan Sierra,ONA,38,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #5",Juan Sierra,ONA,0,11
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #5",Juan Sierra,ONA,54,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #5",Juan Sierra,ONA,0,19
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #5",Juan Sierra,ONA,263,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #5",Juan Sierra,ONA,0,136
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,66,4270,"Trustee, Position #5",Juan Sierra,ONA,491,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,66,4270,"Trustee, Position #5",Juan Sierra,ONA,0,181
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #5",Juan Sierra,ONA,9,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #5",Juan Sierra,ONA,0,2
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #5",Juan Sierra,ONA,37,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #5",Juan Sierra,ONA,0,21
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #5",Juan Sierra,ONA,73,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #5",Juan Sierra,ONA,0,52
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #5",Juan Sierra,ONA,25,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #5",Juan Sierra,ONA,0,13
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #5",Juan Sierra,ONA,347,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,100,4912,"Trustee, Position #5",Juan Sierra,ONA,0,158
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #5",Juan Sierra,ONA,77,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #5",Juan Sierra,ONA,0,39
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #5",Juan Sierra,ONA,8,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #5",Juan Sierra,ONA,0,2
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #5",Juan Sierra,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #6",Sandra L. Garcia,ONA,106,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,2,2,2,522,"Trustee, Position #6",Sandra L. Garcia,ONA,0,54
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #6",Sandra L. Garcia,ONA,460,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #6",Sandra L. Garcia,ONA,0,161
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #6",Sandra L. Garcia,ONA,302,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,4,1696,"Trustee, Position #6",Sandra L. Garcia,ONA,0,154
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #6",Sandra L. Garcia,ONA,81,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #6",Sandra L. Garcia,ONA,0,39
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #6",Sandra L. Garcia,ONA,111,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #6",Sandra L. Garcia,ONA,0,47
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #6",Sandra L. Garcia,ONA,1,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #6",Sandra L. Garcia,ONA,485,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,65,3138,"Trustee, Position #6",Sandra L. Garcia,ONA,0,234
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,66,4270,"Trustee, Position #6",Sandra L. Garcia,ONA,881,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,4,4,66,4270,"Trustee, Position #6",Sandra L. Garcia,ONA,0,367
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #6",Sandra L. Garcia,ONA,12,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #6",Sandra L. Garcia,ONA,0,6
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #6",Sandra L. Garcia,ONA,120,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #6",Sandra L. Garcia,ONA,0,51
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #6",Sandra L. Garcia,ONA,162,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #6",Sandra L. Garcia,ONA,0,82
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #6",Sandra L. Garcia,ONA,52,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #6",Sandra L. Garcia,ONA,0,36
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #6",Sandra L. Garcia,ONA,921,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,100,4912,"Trustee, Position #6",Sandra L. Garcia,ONA,0,420
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #6",Sandra L. Garcia,ONA,180,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #6",Sandra L. Garcia,ONA,0,99
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #6",Sandra L. Garcia,ONA,15,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #6",Sandra L. Garcia,ONA,0,6
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #6",Sandra L. Garcia,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #7",Leticia Quintero,ONA,49,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #7",Leticia Quintero,ONA,0,34
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #7",Leticia Quintero,ONA,341,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #7",Leticia Quintero,ONA,0,124
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #7",Leticia Quintero,ONA,188,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,2,2,4,1696,"Trustee, Position #7",Leticia Quintero,ONA,0,94
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #7",Leticia Quintero,ONA,63,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #7",Leticia Quintero,ONA,0,26
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #7",Leticia Quintero,ONA,82,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #7",Leticia Quintero,ONA,0,45
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #7",Leticia Quintero,ONA,1,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #7",Leticia Quintero,ONA,289,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,65,3138,"Trustee, Position #7",Leticia Quintero,ONA,0,140
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,66,4270,"Trustee, Position #7",Leticia Quintero,ONA,488,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,2,2,66,4270,"Trustee, Position #7",Leticia Quintero,ONA,0,227
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #7",Leticia Quintero,ONA,10,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #7",Leticia Quintero,ONA,0,3
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #7",Leticia Quintero,ONA,81,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #7",Leticia Quintero,ONA,0,37
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #7",Leticia Quintero,ONA,96,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #7",Leticia Quintero,ONA,0,51
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #7",Leticia Quintero,ONA,26,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,99,478,"Trustee, Position #7",Leticia Quintero,ONA,0,25
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #7",Leticia Quintero,ONA,657,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,1,1,100,4912,"Trustee, Position #7",Leticia Quintero,ONA,0,317
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #7",Leticia Quintero,ONA,120,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #7",Leticia Quintero,ONA,0,66
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #7",Leticia Quintero,ONA,11,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #7",Leticia Quintero,ONA,0,6
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #7",Leticia Quintero,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,2,522,"Trustee, Position #7",Darlene Pederson,ONA,79,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,2,2,2,522,"Trustee, Position #7",Darlene Pederson,ONA,0,37
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #7",Darlene Pederson,ONA,278,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,3,2656,"Trustee, Position #7",Darlene Pederson,ONA,0,91
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #7",Darlene Pederson,ONA,175,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,4,1696,"Trustee, Position #7",Darlene Pederson,ONA,0,100
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,14,1,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #7",Darlene Pederson,ONA,31,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,48,511,"Trustee, Position #7",Darlene Pederson,ONA,0,20
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #7",Darlene Pederson,ONA,54,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,50,805,"Trustee, Position #7",Darlene Pederson,ONA,0,11
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,59,3,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #7",Darlene Pederson,ONA,349,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,65,3138,"Trustee, Position #7",Darlene Pederson,ONA,0,159
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,66,4270,"Trustee, Position #7",Darlene Pederson,ONA,647,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,2,2,66,4270,"Trustee, Position #7",Darlene Pederson,ONA,0,220
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #7",Darlene Pederson,ONA,9,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,67,80,"Trustee, Position #7",Darlene Pederson,ONA,0,4
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #7",Darlene Pederson,ONA,58,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,74,604,"Trustee, Position #7",Darlene Pederson,ONA,0,25
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #7",Darlene Pederson,ONA,89,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,95,862,"Trustee, Position #7",Darlene Pederson,ONA,0,49
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #7",Darlene Pederson,ONA,35,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,99,478,"Trustee, Position #7",Darlene Pederson,ONA,0,20
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #7",Darlene Pederson,ONA,391,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,100,4912,"Trustee, Position #7",Darlene Pederson,ONA,0,143
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #7",Darlene Pederson,ONA,90,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,102,1088,"Trustee, Position #7",Darlene Pederson,ONA,0,42
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #7",Darlene Pederson,ONA,4,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,105,66,"Trustee, Position #7",Darlene Pederson,ONA,0,2
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,108,0,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #7",Darlene Pederson,ONA,0,0
LOS FRESNOS CONS. ISD,11/6/2018,School Trustee Election,0,0,109,0,"Trustee, Position #7",Darlene Pederson,ONA,0,0
