political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,,,,Absentee Voting Votes,Early Voting Votes
Gaines County,11/6/2018,General Election,,,2,8926,Railroad Commissioner,Roman McAllen,DEM,9,8,,,,2,7
Gaines County,11/6/2018,General Election,,,2,8926,Railroad Commissioner,Mike Wright,LIB,5,0,,,,0,5
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,216,88,,,,12,204
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,13,8,,,,2,11
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 4",John Devine,REP,220,89,,,,12,208
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,9,7,,,,2,7
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,220,87,,,,12,208
Gaines County,11/6/2018,General Election,,,2,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,9,8,,,,2,7
Gaines County,11/6/2018,General Election,,,2,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,214,85,,,,12,202
Gaines County,11/6/2018,General Election,,,2,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,13,8,,,,2,11
Gaines County,11/6/2018,General Election,,,2,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,4,2,,,,0,4
Gaines County,11/6/2018,General Election,,,2,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,220,86,,,,12,208
Gaines County,11/6/2018,General Election,,,2,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,9,9,,,,2,7
Gaines County,11/6/2018,General Election,,,2,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,220,90,,,,13,207
Gaines County,11/6/2018,General Election,,,2,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,2,3,,,,0,2
Gaines County,11/6/2018,General Election,,,2,8926,"State Senator, District No. 31",Kel Seliger,REP,218,88,,,,13,205
Gaines County,11/6/2018,General Election,,,2,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,7,3,,,,0,7
Gaines County,11/6/2018,General Election,,,2,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,219,86,,,,12,207
Gaines County,11/6/2018,General Election,,,2,8926,"State Representative, 
District No. 83",Drew Landry,DEM,12,9,,,,2,10
Gaines County,11/6/2018,General Election,,,2,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,223,90,,,,13,210
Gaines County,11/6/2018,General Election,,,2,8926,"District Judge, 106th Judicial District",Reed Filley,REP,225,90,,,,13,212
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Straight Party,Republican Party    REP,REP,239,98,,,,20,219
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Straight Party,Democratic Party   DEM,DEM,41,14,,,,10,31
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Straight Party,Libertarian Party    LIB,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,United States Senator,Ted Cruz,REP,323,130,,,,29,294
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,United States Senator,Beto O'Rourke,DEM,62,20,,,,12,50
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,United States Senator,Neal M. Dikeman,LIB,2,2,,,,0,2
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,330,132,,,,30,300
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,57,20,,,,11,46
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Governor,Greg Abbott,REP,329,128,,,,28,301
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Governor,Lupe Valdez,DEM,59,21,,,,12,47
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Governor,Mark Jay Tippetts,LIB,1,3,,,,0,1
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Lieutenant Governor,Dan Patrick,REP,307,119,,,,27,280
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Lieutenant Governor,Mike Collier,DEM,76,26,,,,13,63
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,7,,,,1,4
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Attorney General,Ken Paxton,REP,310,125,,,,27,283
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Attorney General,Justin Nelson,DEM,70,22,,,,12,58
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Attorney General,Michael Ray Harris,LIB,8,5,,,,0,8
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Comptroller of Public Accounts,Glenn Hegar,REP,322,127,,,,27,295
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,57,18,,,,12,45
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Comptroller of Public Accounts,Ben Sanders,LIB,7,6,,,,0,7
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Commissioner of the General
Land Office",George P. Bush,REP,317,129,,,,29,288
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,60,17,,,,12,48
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,11,4,,,,0,11
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Commissioner of Agriculture,Sid Miller,REP,321,124,,,,29,292
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Commissioner of Agriculture,Kim Olson,DEM,62,23,,,,11,51
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Commissioner of Agriculture,Richard Carpenter,LIB,6,3,,,,1,5
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Railroad Commissioner,Christi Craddick,REP,321,128,,,,29,292
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Railroad Commissioner,Roman McAllen,DEM,59,18,,,,11,48
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,Railroad Commissioner,Mike Wright,LIB,7,5,,,,0,7
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,326,128,,,,27,299
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,60,23,,,,12,48
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 4",John Devine,REP,323,130,,,,27,296
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,63,22,,,,13,50
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,324,130,,,,27,297
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,62,22,,,,13,49
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,323,128,,,,28,295
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,56,20,,,,12,44
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,8,4,,,,0,8
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,327,128,,,,27,300
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,59,24,,,,13,46
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,333,132,,,,28,305
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,24,15,,,,3,21
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"State Senator, District No. 31",Kel Seliger,REP,332,132,,,,29,303
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,27,16,,,,1,26
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,325,126,,,,29,296
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"State Representative, 
District No. 83",Drew Landry,DEM,64,26,,,,12,52
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,345,143,,,,29,316
Gaines County,11/6/2018,General Election,,,2 - Seminole,8926,"District Judge, 106th Judicial District",Reed Filley,REP,349,142,,,,29,320
Gaines County,11/6/2018,General Election,2,,3,8926,Straight Party,Republican Party    REP,REP,382,109,,,,10,372
Gaines County,11/6/2018,General Election,,,3,8926,Straight Party,Democratic Party   DEM,DEM,16,13,,,,3,13
Gaines County,11/6/2018,General Election,,,3,8926,Straight Party,Libertarian Party    LIB,LIB,0,4,,,,0,0
Gaines County,11/6/2018,General Election,,,3,8926,United States Senator,Ted Cruz,REP,464,132,,,,17,447
Gaines County,11/6/2018,General Election,,,3,8926,United States Senator,Beto O'Rourke,DEM,26,20,,,,4,22
Gaines County,11/6/2018,General Election,,,3,8926,United States Senator,Neal M. Dikeman,LIB,0,5,,,,0,0
Gaines County,11/6/2018,General Election,,,3,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,470,136,,,,17,453
Gaines County,11/6/2018,General Election,,,3,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,20,19,,,,4,16
Gaines County,11/6/2018,General Election,,,3,8926,Governor,Greg Abbott,REP,459,134,,,,17,442
Gaines County,11/6/2018,General Election,,,3,8926,Governor,Lupe Valdez,DEM,25,16,,,,4,21
Gaines County,11/6/2018,General Election,,,3,8926,Governor,Mark Jay Tippetts,LIB,5,7,,,,0,5
Gaines County,11/6/2018,General Election,,,3,8926,Lieutenant Governor,Dan Patrick,REP,436,118,,,,15,421
Gaines County,11/6/2018,General Election,,,3,8926,Lieutenant Governor,Mike Collier,DEM,45,27,,,,5,40
Gaines County,11/6/2018,General Election,,,3,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,4,11,,,,0,4
Gaines County,11/6/2018,General Election,,,3,8926,Attorney General,Ken Paxton,REP,460,127,,,,16,444
Gaines County,11/6/2018,General Election,,,3,8926,Attorney General,Justin Nelson,DEM,28,21,,,,4,24
Gaines County,11/6/2018,General Election,,,3,8926,Attorney General,Michael Ray Harris,LIB,1,8,,,,0,1
Gaines County,11/6/2018,General Election,,,3,8926,Comptroller of Public Accounts,Glenn Hegar,REP,465,129,,,,16,449
Gaines County,11/6/2018,General Election,,,3,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,20,18,,,,4,16
Gaines County,11/6/2018,General Election,,,3,8926,Comptroller of Public Accounts,Ben Sanders,LIB,2,8,,,,1,1
Gaines County,11/6/2018,General Election,,,3,8926,"Commissioner of the General
Land Office",George P. Bush,REP,450,127,,,,14,436
Gaines County,11/6/2018,General Election,,,3,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,21,16,,,,5,16
Gaines County,11/6/2018,General Election,,,3,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,10,13,,,,0,10
Gaines County,11/6/2018,General Election,,,3,8926,Commissioner of Agriculture,Sid Miller,REP,464,130,,,,16,448
Gaines County,11/6/2018,General Election,,,3,8926,Commissioner of Agriculture,Kim Olson,DEM,22,19,,,,5,17
Gaines County,11/6/2018,General Election,,,3,8926,Commissioner of Agriculture,Richard Carpenter,LIB,2,6,,,,0,2
Gaines County,11/6/2018,General Election,,,3,8926,Railroad Commissioner,Christi Craddick,REP,463,130,,,,15,448
Gaines County,11/6/2018,General Election,,,3,8926,Railroad Commissioner,Roman McAllen,DEM,23,19,,,,6,17
Gaines County,11/6/2018,General Election,,,3,8926,Railroad Commissioner,Mike Wright,LIB,1,7,,,,0,1
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,463,132,,,,15,448
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,22,22,,,,5,17
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 4",John Devine,REP,461,132,,,,15,446
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,22,22,,,,5,17
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,464,133,,,,16,448
Gaines County,11/6/2018,General Election,,,3,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,21,22,,,,4,17
Gaines County,11/6/2018,General Election,,,3,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,459,129,,,,14,445
Gaines County,11/6/2018,General Election,,,3,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,21,19,,,,4,17
Gaines County,11/6/2018,General Election,,,3,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,5,8,,,,2,3
Gaines County,11/6/2018,General Election,,,3,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,462,134,,,,14,448
Gaines County,11/6/2018,General Election,,,3,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,23,20,,,,6,17
Gaines County,11/6/2018,General Election,,,3,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,463,136,,,,17,446
Gaines County,11/6/2018,General Election,,,3,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,7,13,,,,0,7
Gaines County,11/6/2018,General Election,,,3,8926,"State Senator, District No. 31",Kel Seliger,REP,464,133,,,,16,448
Gaines County,11/6/2018,General Election,,,3,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,13,17,,,,1,12
Gaines County,11/6/2018,General Election,,,3,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,453,132,,,,17,436
Gaines County,11/6/2018,General Election,,,3,8926,"State Representative, 
District No. 83",Drew Landry,DEM,34,21,,,,4,30
Gaines County,11/6/2018,General Election,,,3,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,468,137,,,,17,451
Gaines County,11/6/2018,General Election,,,3,8926,"District Judge, 106th Judicial District",Reed Filley,REP,468,137,,,,17,451
Gaines County,11/6/2018,General Election,2,,3 - Seminole,8926,Straight Party,Republican Party    REP,REP,296,91,,,,17,279
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Straight Party,Democratic Party   DEM,DEM,19,4,,,,4,15
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Straight Party,Libertarian Party    LIB,LIB,2,1,,,,0,2
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,United States Senator,Ted Cruz,REP,420,119,,,,28,392
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,United States Senator,Beto O'Rourke,DEM,48,20,,,,11,37
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,United States Senator,Neal M. Dikeman,LIB,2,2,,,,0,2
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,428,128,,,,30,398
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,40,12,,,,9,31
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Governor,Greg Abbott,REP,412,124,,,,27,385
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Governor,Lupe Valdez,DEM,41,13,,,,10,31
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Governor,Mark Jay Tippetts,LIB,11,5,,,,1,10
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Lieutenant Governor,Dan Patrick,REP,365,111,,,,25,340
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Lieutenant Governor,Mike Collier,DEM,86,24,,,,12,74
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,11,2,,,,0,11
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Attorney General,Ken Paxton,REP,404,119,,,,25,379
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Attorney General,Justin Nelson,DEM,53,15,,,,12,41
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Attorney General,Michael Ray Harris,LIB,7,3,,,,0,7
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Comptroller of Public Accounts,Glenn Hegar,REP,413,122,,,,27,386
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,38,13,,,,9,29
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Comptroller of Public Accounts,Ben Sanders,LIB,7,2,,,,0,7
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Commissioner of the General
Land Office",George P. Bush,REP,410,119,,,,28,382
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,47,10,,,,10,37
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,8,9,,,,0,8
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Commissioner of Agriculture,Sid Miller,REP,418,121,,,,26,392
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Commissioner of Agriculture,Kim Olson,DEM,41,14,,,,11,30
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Commissioner of Agriculture,Richard Carpenter,LIB,5,3,,,,0,5
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Railroad Commissioner,Christi Craddick,REP,422,121,,,,28,394
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Railroad Commissioner,Roman McAllen,DEM,36,12,,,,9,27
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,Railroad Commissioner,Mike Wright,LIB,6,4,,,,0,6
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,420,123,,,,27,393
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,38,14,,,,9,29
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 4",John Devine,REP,420,124,,,,26,394
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,39,12,,,,10,29
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,419,126,,,,26,393
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,39,10,,,,10,29
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,415,122,,,,26,389
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,38,12,,,,10,28
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,6,3,,,,0,6
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,421,127,,,,28,393
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,35,10,,,,8,27
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,422,126,,,,29,393
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,25,10,,,,4,21
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"State Senator, District No. 31",Kel Seliger,REP,426,126,,,,31,395
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,31,13,,,,4,27
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,410,123,,,,27,383
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"State Representative, 
District No. 83",Drew Landry,DEM,55,15,,,,10,45
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,426,130,,,,28,398
Gaines County,11/6/2018,General Election,,,3 - Seminole,8926,"District Judge, 106th Judicial District",Reed Filley,REP,433,131,,,,29,404
Gaines County,11/6/2018,General Election,,,4,8926,Straight Party,Republican Party    REP,REP,101,24,,,,7,94
Gaines County,11/6/2018,General Election,,,4,8926,Straight Party,Democratic Party   DEM,DEM,1,3,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,United States Senator,Ted Cruz,REP,116,28,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,United States Senator,Beto O'Rourke,DEM,3,7,,,,1,2
Gaines County,11/6/2018,General Election,,,4,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,117,29,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,3,6,,,,1,2
Gaines County,11/6/2018,General Election,,,4,8926,Governor,Greg Abbott,REP,116,29,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,Governor,Lupe Valdez,DEM,3,6,,,,1,2
Gaines County,11/6/2018,General Election,,,4,8926,Governor,Mark Jay Tippetts,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,Lieutenant Governor,Dan Patrick,REP,109,28,,,,7,102
Gaines County,11/6/2018,General Election,,,4,8926,Lieutenant Governor,Mike Collier,DEM,8,6,,,,1,7
Gaines County,11/6/2018,General Election,,,4,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,4,8926,Attorney General,Ken Paxton,REP,111,29,,,,7,104
Gaines County,11/6/2018,General Election,,,4,8926,Attorney General,Justin Nelson,DEM,4,5,,,,1,3
Gaines County,11/6/2018,General Election,,,4,8926,Attorney General,Michael Ray Harris,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,4,8926,Comptroller of Public Accounts,Glenn Hegar,REP,114,29,,,,7,107
Gaines County,11/6/2018,General Election,,,4,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,1,4,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"Commissioner of the General
Land Office",George P. Bush,REP,114,29,,,,7,107
Gaines County,11/6/2018,General Election,,,4,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,1,5,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,2,1,,,,0,2
Gaines County,11/6/2018,General Election,,,4,8926,Commissioner of Agriculture,Sid Miller,REP,117,29,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,Commissioner of Agriculture,Kim Olson,DEM,1,5,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,Railroad Commissioner,Christi Craddick,REP,116,29,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,Railroad Commissioner,Roman McAllen,DEM,2,4,,,,1,1
