political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,,,,Absentee Voting Votes,Early Voting Votes
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,25,45,,,,0,25
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Governor,Greg Abbott,REP,64,37,,,,3,61
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Governor,Lupe Valdez,DEM,25,44,,,,0,25
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Governor,Mark Jay Tippetts,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Lieutenant Governor,Dan Patrick,REP,62,32,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Lieutenant Governor,Mike Collier,DEM,28,47,,,,0,28
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,3,,,,0,0
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Attorney General,Ken Paxton,REP,62,37,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Attorney General,Justin Nelson,DEM,28,44,,,,0,28
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Attorney General,Michael Ray Harris,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Comptroller of Public Accounts,Glenn Hegar,REP,64,36,,,,3,61
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,25,41,,,,0,25
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Comptroller of Public Accounts,Ben Sanders,LIB,1,4,,,,0,1
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Commissioner of the General
Land Office",George P. Bush,REP,62,37,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,26,44,,,,0,26
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Commissioner of Agriculture,Sid Miller,REP,62,38,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Commissioner of Agriculture,Kim Olson,DEM,27,43,,,,0,27
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Railroad Commissioner,Christi Craddick,REP,63,36,,,,3,60
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Railroad Commissioner,Roman McAllen,DEM,23,43,,,,0,23
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Railroad Commissioner,Mike Wright,LIB,2,3,,,,0,2
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,62,35,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,26,47,,,,0,26
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 4",John Devine,REP,61,36,,,,3,58
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,26,46,,,,0,26
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,62,36,,,,3,59
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,26,46,,,,0,26
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,59,35,,,,3,56
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,26,47,,,,0,26
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,0,,,,0,2
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,63,35,,,,3,60
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,25,47,,,,0,25
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,63,42,,,,3,60
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,14,16,,,,0,14
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"State Senator, District No. 31",Kel Seliger,REP,67,40,,,,3,64
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,13,18,,,,0,13
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,61,35,,,,3,58
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"State Representative, 
District No. 83",Drew Landry,DEM,29,47,,,,0,29
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,68,48,,,,3,65
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"District Judge, 106th Judicial District",Reed Filley,REP,67,47,,,,3,64
Gaines County,11/6/2018,General Election,1,,8,8926,Straight Party,Republican Party    REP,REP,100,32,,,,2,98
Gaines County,11/6/2018,General Election,,,8,8926,Straight Party,Democratic Party   DEM,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8,8926,United States Senator,Ted Cruz,REP,116,37,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,United States Senator,Beto O'Rourke,DEM,9,3,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,9,2,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,Governor,Greg Abbott,REP,115,38,,,,4,111
Gaines County,11/6/2018,General Election,,,8,8926,Governor,Lupe Valdez,DEM,9,2,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,Governor,Mark Jay Tippetts,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8,8926,Lieutenant Governor,Dan Patrick,REP,113,36,,,,4,109
Gaines County,11/6/2018,General Election,,,8,8926,Lieutenant Governor,Mike Collier,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,8,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8,8926,Attorney General,Ken Paxton,REP,114,37,,,,4,110
Gaines County,11/6/2018,General Election,,,8,8926,Attorney General,Justin Nelson,DEM,10,1,,,,0,10
Gaines County,11/6/2018,General Election,,,8,8926,Attorney General,Michael Ray Harris,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,8,8926,Comptroller of Public Accounts,Glenn Hegar,REP,115,38,,,,4,111
Gaines County,11/6/2018,General Election,,,8,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,Comptroller of Public Accounts,Ben Sanders,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,8,8926,"Commissioner of the General
Land Office",George P. Bush,REP,110,36,,,,4,106
Gaines County,11/6/2018,General Election,,,8,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,9,2,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,2,0,,,,0,2
Gaines County,11/6/2018,General Election,,,8,8926,Commissioner of Agriculture,Sid Miller,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,Commissioner of Agriculture,Kim Olson,DEM,8,1,,,,0,8
Gaines County,11/6/2018,General Election,,,8,8926,Commissioner of Agriculture,Richard Carpenter,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,8,8926,Railroad Commissioner,Christi Craddick,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,Railroad Commissioner,Roman McAllen,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,Railroad Commissioner,Mike Wright,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,115,38,,,,4,111
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,9,2,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 4",John Devine,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,115,38,,,,4,111
Gaines County,11/6/2018,General Election,,,8,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,9,1,,,,0,9
Gaines County,11/6/2018,General Election,,,8,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,116,38,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,5,0,,,,0,5
Gaines County,11/6/2018,General Election,,,8,8926,"State Senator, District No. 31",Kel Seliger,REP,116,36,,,,4,112
Gaines County,11/6/2018,General Election,,,8,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,5,1,,,,0,5
Gaines County,11/6/2018,General Election,,,8,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,117,38,,,,4,113
Gaines County,11/6/2018,General Election,,,8,8926,"State Representative, 
District No. 83",Drew Landry,DEM,8,2,,,,0,8
Gaines County,11/6/2018,General Election,,,8,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,118,38,,,,4,114
Gaines County,11/6/2018,General Election,,,8,8926,"District Judge, 106th Judicial District",Reed Filley,REP,118,38,,,,4,114
Gaines County,11/6/2018,General Election,1,,8 - Seagraves,8926,Straight Party,Republican Party    REP,REP,110,37,,,,7,103
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Straight Party,Democratic Party   DEM,DEM,22,21,,,,1,21
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Straight Party,Libertarian Party    LIB,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,United States Senator,Ted Cruz,REP,166,57,,,,12,154
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,United States Senator,Beto O'Rourke,DEM,31,29,,,,2,29
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,United States Senator,Neal M. Dikeman,LIB,1,0,,,,1,0
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,171,61,,,,12,159
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,28,25,,,,2,26
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Governor,Greg Abbott,REP,168,56,,,,13,155
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Governor,Lupe Valdez,DEM,28,28,,,,2,26
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Governor,Mark Jay Tippetts,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Lieutenant Governor,Dan Patrick,REP,150,48,,,,13,137
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Lieutenant Governor,Mike Collier,DEM,46,34,,,,2,44
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,2,,,,0,2
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Attorney General,Ken Paxton,REP,156,57,,,,12,144
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Attorney General,Justin Nelson,DEM,41,27,,,,3,38
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Attorney General,Michael Ray Harris,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Comptroller of Public Accounts,Glenn Hegar,REP,164,55,,,,11,153
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,28,24,,,,2,26
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Comptroller of Public Accounts,Ben Sanders,LIB,5,4,,,,2,3
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Commissioner of the General
Land Office",George P. Bush,REP,167,56,,,,13,154
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,28,25,,,,2,26
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,4,2,,,,0,4
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Commissioner of Agriculture,Sid Miller,REP,168,57,,,,12,156
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Commissioner of Agriculture,Kim Olson,DEM,30,26,,,,2,28
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Commissioner of Agriculture,Richard Carpenter,LIB,2,2,,,,1,1
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Railroad Commissioner,Christi Craddick,REP,167,57,,,,11,156
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Railroad Commissioner,Roman McAllen,DEM,27,26,,,,2,25
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,Railroad Commissioner,Mike Wright,LIB,4,1,,,,2,2
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,166,57,,,,11,155
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,32,26,,,,3,29
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 4",John Devine,REP,170,57,,,,12,158
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,27,26,,,,2,25
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,167,57,,,,12,155
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,30,25,,,,2,28
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,167,55,,,,11,156
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,28,27,,,,2,26
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,1,,,,1,1
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,165,56,,,,11,154
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,32,27,,,,3,29
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,176,60,,,,12,164
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,12,13,,,,2,10
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"State Senator, District No. 31",Kel Seliger,REP,174,66,,,,12,162
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,14,13,,,,2,12
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,162,57,,,,11,151
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"State Representative, 
District No. 83",Drew Landry,DEM,36,29,,,,3,33
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,174,72,,,,10,164
Gaines County,11/6/2018,General Election,,,8 - Seagraves,8926,"District Judge, 106th Judicial District",Reed Filley,REP,173,72,,,,10,163
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Straight Party,Republican Party    REP,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Straight Party,Democratic Party   DEM,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,United States Senator,Ted Cruz,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,United States Senator,Beto O'Rourke,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Governor,Greg Abbott,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Governor,Lupe Valdez,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Governor,Mark Jay Tippetts,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Lieutenant Governor,Dan Patrick,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Lieutenant Governor,Mike Collier,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Attorney General,Ken Paxton,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Attorney General,Justin Nelson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Attorney General,Michael Ray Harris,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Comptroller of Public Accounts,Glenn Hegar,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Commissioner of the General
Land Office",George P. Bush,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Commissioner of Agriculture,Sid Miller,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Commissioner of Agriculture,Kim Olson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Railroad Commissioner,Christi Craddick,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Railroad Commissioner,Roman McAllen,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,Railroad Commissioner,Mike Wright,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 4",John Devine,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"State Senator, District No. 31",Kel Seliger,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"State Representative, 
District No. 83",Drew Landry,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,8 - Loop,8926,"District Judge, 106th Judicial District",Reed Filley,REP,1,0,,,,0,1
Gaines County,11/6/2018,General Election,2,,9,8926,Straight Party,Republican Party    REP,REP,125,52,,,,3,122
Gaines County,11/6/2018,General Election,,,9,8926,Straight Party,Democratic Party   DEM,DEM,6,2,,,,0,6
Gaines County,11/6/2018,General Election,,,9,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9,8926,United States Senator,Ted Cruz,REP,144,56,,,,3,141
Gaines County,11/6/2018,General Election,,,9,8926,United States Senator,Beto O'Rourke,DEM,10,3,,,,0,10
Gaines County,11/6/2018,General Election,,,9,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,143,55,,,,3,140
Gaines County,11/6/2018,General Election,,,9,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,10,4,,,,0,10
Gaines County,11/6/2018,General Election,,,9,8926,Governor,Greg Abbott,REP,142,56,,,,3,139
Gaines County,11/6/2018,General Election,,,9,8926,Governor,Lupe Valdez,DEM,10,3,,,,0,10
Gaines County,11/6/2018,General Election,,,9,8926,Governor,Mark Jay Tippetts,LIB,2,0,,,,0,2
Gaines County,11/6/2018,General Election,,,9,8926,Lieutenant Governor,Dan Patrick,REP,139,55,,,,3,136
Gaines County,11/6/2018,General Election,,,9,8926,Lieutenant Governor,Mike Collier,DEM,11,4,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,3,0,,,,0,3
Gaines County,11/6/2018,General Election,,,9,8926,Attorney General,Ken Paxton,REP,143,56,,,,3,140
Gaines County,11/6/2018,General Election,,,9,8926,Attorney General,Justin Nelson,DEM,10,3,,,,0,10
Gaines County,11/6/2018,General Election,,,9,8926,Attorney General,Michael Ray Harris,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,9,8926,Comptroller of Public Accounts,Glenn Hegar,REP,140,55,,,,3,137
Gaines County,11/6/2018,General Election,,,9,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,11,4,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,Comptroller of Public Accounts,Ben Sanders,LIB,2,0,,,,0,2
Gaines County,11/6/2018,General Election,,,9,8926,"Commissioner of the General
Land Office",George P. Bush,REP,134,55,,,,3,131
Gaines County,11/6/2018,General Election,,,9,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,10,4,,,,0,10
Gaines County,11/6/2018,General Election,,,9,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,8,0,,,,0,8
Gaines County,11/6/2018,General Election,,,9,8926,Commissioner of Agriculture,Sid Miller,REP,141,56,,,,3,138
Gaines County,11/6/2018,General Election,,,9,8926,Commissioner of Agriculture,Kim Olson,DEM,11,2,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,Commissioner of Agriculture,Richard Carpenter,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,9,8926,Railroad Commissioner,Christi Craddick,REP,141,56,,,,3,138
Gaines County,11/6/2018,General Election,,,9,8926,Railroad Commissioner,Roman McAllen,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,Railroad Commissioner,Mike Wright,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,142,56,,,,3,139
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,11,3,,,,0,11
