Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",053,Early Voting,Sam B. Gonzalez,,635,45.49%,861,43.88%,1396,100.00%,1962,100.00%,325,470,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",053,Election Day,Sam B. Gonzalez,,206,40.39%,861,43.88%,510,100.00%,1962,100.00%,129,470,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Absentee Voting,Martin Castillo,,11,50.00%,248,48.63%,22,100.00%,510,100.00%,5,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Early Voting,Martin Castillo,,175,47.04%,248,48.63%,372,100.00%,510,100.00%,183,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Election Day,Martin Castillo,,62,53.45%,248,48.63%,116,100.00%,510,100.00%,60,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Absentee Voting,Sam B. Gonzalez,,11,50.00%,262,51.37%,22,100.00%,510,100.00%,5,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Early Voting,Sam B. Gonzalez,,197,52.96%,262,51.37%,372,100.00%,510,100.00%,183,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",054,Election Day,Sam B. Gonzalez,,54,46.55%,262,51.37%,116,100.00%,510,100.00%,60,248,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Absentee Voting,Martin Castillo,,9,25.00%,403,41.29%,36,100.00%,976,100.00%,57,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Early Voting,Martin Castillo,,313,41.68%,403,41.29%,751,100.00%,976,100.00%,603,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Election Day,Martin Castillo,,81,42.86%,403,41.29%,189,100.00%,976,100.00%,109,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Absentee Voting,Sam B. Gonzalez,,27,75.00%,573,58.71%,36,100.00%,976,100.00%,57,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Early Voting,Sam B. Gonzalez,,438,58.32%,573,58.71%,751,100.00%,976,100.00%,603,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",062,Election Day,Sam B. Gonzalez,,108,57.14%,573,58.71%,189,100.00%,976,100.00%,109,769,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Absentee Voting,Martin Castillo,,4,57.14%,113,43.97%,7,100.00%,257,100.00%,4,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Early Voting,Martin Castillo,,80,44.20%,113,43.97%,181,100.00%,257,100.00%,79,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Election Day,Martin Castillo,,29,42.03%,113,43.97%,69,100.00%,257,100.00%,48,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Absentee Voting,Sam B. Gonzalez,,3,42.86%,144,56.03%,7,100.00%,257,100.00%,4,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Early Voting,Sam B. Gonzalez,,101,55.80%,144,56.03%,181,100.00%,257,100.00%,79,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",065,Election Day,Sam B. Gonzalez,,40,57.97%,144,56.03%,69,100.00%,257,100.00%,48,131,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Absentee Voting,Martin Castillo,,12,52.17%,227,39.21%,23,100.00%,579,100.00%,26,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Early Voting,Martin Castillo,,159,37.59%,227,39.21%,423,100.00%,579,100.00%,325,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Election Day,Martin Castillo,,56,42.11%,227,39.21%,133,100.00%,579,100.00%,83,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Absentee Voting,Sam B. Gonzalez,,11,47.83%,352,60.79%,23,100.00%,579,100.00%,26,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Early Voting,Sam B. Gonzalez,,264,62.41%,352,60.79%,423,100.00%,579,100.00%,325,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",067,Election Day,Sam B. Gonzalez,,77,57.89%,352,60.79%,133,100.00%,579,100.00%,83,434,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Absentee Voting,Martin Castillo,,16,50.00%,534,55.68%,32,100.00%,959,100.00%,13,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Early Voting,Martin Castillo,,356,55.02%,534,55.68%,647,100.00%,959,100.00%,177,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Election Day,Martin Castillo,,162,57.86%,534,55.68%,280,100.00%,959,100.00%,81,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Absentee Voting,Sam B. Gonzalez,,16,50.00%,425,44.32%,32,100.00%,959,100.00%,13,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Early Voting,Sam B. Gonzalez,,291,44.98%,425,44.32%,647,100.00%,959,100.00%,177,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",068,Election Day,Sam B. Gonzalez,,118,42.14%,425,44.32%,280,100.00%,959,100.00%,81,271,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Absentee Voting,Martin Castillo,,21,52.50%,518,57.81%,40,100.00%,896,100.00%,5,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Early Voting,Martin Castillo,,327,60.11%,518,57.81%,544,100.00%,896,100.00%,181,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Election Day,Martin Castillo,,170,54.49%,518,57.81%,312,100.00%,896,100.00%,63,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Absentee Voting,Sam B. Gonzalez,,19,47.50%,378,42.19%,40,100.00%,896,100.00%,5,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Early Voting,Sam B. Gonzalez,,217,39.89%,378,42.19%,544,100.00%,896,100.00%,181,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",069,Election Day,Sam B. Gonzalez,,142,45.51%,378,42.19%,312,100.00%,896,100.00%,63,249,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Absentee Voting,Martin Castillo,,6,66.67%,142,39.01%,9,100.00%,364,100.00%,3,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Early Voting,Martin Castillo,,97,36.33%,142,39.01%,267,100.00%,364,100.00%,182,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Election Day,Martin Castillo,,39,44.32%,142,39.01%,88,100.00%,364,100.00%,45,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Absentee Voting,Sam B. Gonzalez,,3,33.33%,222,60.99%,9,100.00%,364,100.00%,3,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Early Voting,Sam B. Gonzalez,,170,63.67%,222,60.99%,267,100.00%,364,100.00%,182,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",072,Election Day,Sam B. Gonzalez,,49,55.68%,222,60.99%,88,100.00%,364,100.00%,45,230,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Absentee Voting,Martin Castillo,,11,45.83%,370,42.77%,24,100.00%,865,100.00%,21,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Early Voting,Martin Castillo,,270,42.45%,370,42.77%,636,100.00%,865,100.00%,503,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Election Day,Martin Castillo,,89,43.41%,370,42.77%,205,100.00%,865,100.00%,124,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Absentee Voting,Sam B. Gonzalez,,13,54.17%,495,57.23%,24,100.00%,865,100.00%,21,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Early Voting,Sam B. Gonzalez,,366,57.55%,495,57.23%,636,100.00%,865,100.00%,503,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",073,Election Day,Sam B. Gonzalez,,116,56.59%,495,57.23%,205,100.00%,865,100.00%,124,648,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Absentee Voting,Martin Castillo,,1,16.67%,85,42.50%,6,100.00%,200,100.00%,4,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Early Voting,Martin Castillo,,55,44.72%,85,42.50%,123,100.00%,200,100.00%,113,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Election Day,Martin Castillo,,29,40.85%,85,42.50%,71,100.00%,200,100.00%,33,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Absentee Voting,Sam B. Gonzalez,,5,83.33%,115,57.50%,6,100.00%,200,100.00%,4,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Early Voting,Sam B. Gonzalez,,68,55.28%,115,57.50%,123,100.00%,200,100.00%,113,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",074,Election Day,Sam B. Gonzalez,,42,59.15%,115,57.50%,71,100.00%,200,100.00%,33,150,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Absentee Voting,Martin Castillo,,17,40.48%,603,43.10%,42,100.00%,1399,100.00%,15,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Early Voting,Martin Castillo,,426,41.36%,603,43.10%,1030,100.00%,1399,100.00%,612,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Election Day,Martin Castillo,,160,48.93%,603,43.10%,327,100.00%,1399,100.00%,179,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Absentee Voting,Sam B. Gonzalez,,25,59.52%,796,56.90%,42,100.00%,1399,100.00%,15,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Early Voting,Sam B. Gonzalez,,604,58.64%,796,56.90%,1030,100.00%,1399,100.00%,612,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",081,Election Day,Sam B. Gonzalez,,167,51.07%,796,56.90%,327,100.00%,1399,100.00%,179,806,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Absentee Voting,Martin Castillo,,4,50.00%,98,39.36%,8,100.00%,249,100.00%,7,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Early Voting,Martin Castillo,,65,35.91%,98,39.36%,181,100.00%,249,100.00%,92,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Election Day,Martin Castillo,,29,48.33%,98,39.36%,60,100.00%,249,100.00%,40,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Absentee Voting,Sam B. Gonzalez,,4,50.00%,151,60.64%,8,100.00%,249,100.00%,7,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Early Voting,Sam B. Gonzalez,,116,64.09%,151,60.64%,181,100.00%,249,100.00%,92,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",084,Election Day,Sam B. Gonzalez,,31,51.67%,151,60.64%,60,100.00%,249,100.00%,40,139,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Absentee Voting,Martin Castillo,,1,50.00%,30,42.86%,2,100.00%,70,100.00%,0,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Early Voting,Martin Castillo,,23,48.94%,30,42.86%,47,100.00%,70,100.00%,11,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Election Day,Martin Castillo,,6,28.57%,30,42.86%,21,100.00%,70,100.00%,9,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Absentee Voting,Sam B. Gonzalez,,1,50.00%,40,57.14%,2,100.00%,70,100.00%,0,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Early Voting,Sam B. Gonzalez,,24,51.06%,40,57.14%,47,100.00%,70,100.00%,11,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",092,Election Day,Sam B. Gonzalez,,15,71.43%,40,57.14%,21,100.00%,70,100.00%,9,20,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Absentee Voting,Martin Castillo,,14,38.89%,342,39.09%,36,100.00%,875,100.00%,25,559,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Early Voting,Martin Castillo,,254,38.43%,342,39.09%,661,100.00%,875,100.00%,437,559,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Election Day,Martin Castillo,,74,41.57%,342,39.09%,178,100.00%,875,100.00%,97,559,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Absentee Voting,Sam B. Gonzalez,,22,61.11%,533,60.91%,36,100.00%,875,100.00%,25,559,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Early Voting,Sam B. Gonzalez,,407,61.57%,533,60.91%,661,100.00%,875,100.00%,437,559,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",096,Election Day,Sam B. Gonzalez,,104,58.43%,533,60.91%,178,100.00%,875,100.00%,97,559,0,0,0,0,0,0,0,0
