Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots_Counted,Precinct_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,225,104,10,0,0,0,0,0,63,26,4,0,162,78,6,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,225,1,10,0,0,0,0,0,63,1,4,0,162,0,6,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,225,111,5,0,0,0,0,0,63,33,1,0,162,78,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,225,107,5,0,0,0,0,0,63,28,1,0,162,79,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,225,2,5,0,0,0,0,0,63,1,1,0,162,1,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,225,110,6,0,0,0,0,0,63,32,1,0,162,78,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,225,107,6,0,0,0,0,0,63,29,1,0,162,78,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,225,2,6,0,0,0,0,0,63,1,1,0,162,1,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,225,108,7,0,0,0,0,0,63,33,2,0,162,75,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,225,110,7,0,0,0,0,0,63,28,2,0,162,82,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,225,108,9,0,0,0,0,0,63,31,4,0,162,77,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,225,108,9,0,0,0,0,0,63,28,4,0,162,80,5,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,225,108,6,0,0,0,0,0,63,33,2,0,162,75,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,225,111,6,0,0,0,0,0,63,28,2,0,162,83,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,225,105,8,0,0,0,0,0,63,29,4,0,162,76,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,225,110,8,0,0,0,0,0,63,30,4,0,162,80,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,225,2,8,0,0,0,0,0,63,0,4,0,162,2,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,225,107,7,0,0,0,0,0,63,30,3,0,162,77,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,225,111,7,0,0,0,0,0,63,30,3,0,162,81,4,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,225,121,80,0,0,0,0,0,63,37,20,0,162,84,60,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,225,24,80,0,0,0,0,0,63,6,20,0,162,18,60,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,225,121,81,0,0,0,0,0,63,33,22,0,162,88,59,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,225,23,81,0,0,0,0,0,63,8,22,0,162,15,59,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,225,112,6,0,0,0,0,0,63,32,3,0,162,80,3,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,225,107,6,0,0,0,0,0,63,28,3,0,162,79,3,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,225,126,99,0,0,0,0,0,63,37,26,0,162,89,73,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,225,127,98,0,0,0,0,0,63,37,26,0,162,90,72,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,225,125,100,0,0,0,0,0,63,35,28,0,162,90,72,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,225,127,98,0,0,0,0,0,63,38,25,0,162,89,73,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,225,131,94,0,0,0,0,0,63,40,23,0,162,91,71,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,225,146,79,0,0,0,0,0,63,40,23,0,162,106,56,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,225,125,100,0,0,0,0,0,63,36,27,0,162,89,73,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,225,98,7,0,0,0,0,0,63,27,4,0,162,71,3,0
Castro County,11/6/2018,General Election,0,101,1,3,1,1,715,0.31,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,225,120,7,0,0,0,0,0,63,32,4,0,162,88,3,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,2,2,Straight Party,,1,1,Republican,C,1,REP,28,12,14,0,0,0,0,0,18,10,7,0,10,2,7,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,2,2,Straight Party,,1,2,Democratic,C,2,DEM,28,2,14,0,0,0,0,0,18,1,7,0,10,1,7,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,28,0,14,0,0,0,0,0,18,0,7,0,10,0,7,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,28,24,0,0,0,0,0,0,18,16,0,0,10,8,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,28,4,0,0,0,0,0,0,18,2,0,0,10,2,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,5,5,Governor,,1,1,Greg Abbott,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,28,21,0,0,0,0,0,0,18,15,0,0,10,6,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,28,7,0,0,0,0,0,0,18,3,0,0,10,4,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,28,22,0,0,0,0,0,0,18,16,0,0,10,6,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,28,6,0,0,0,0,0,0,18,2,0,0,10,4,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,28,24,0,0,0,0,0,0,18,17,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,28,4,0,0,0,0,0,0,18,1,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,28,22,1,0,0,0,0,0,18,16,0,0,10,6,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,28,5,1,0,0,0,0,0,18,2,0,0,10,3,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,28,0,1,0,0,0,0,0,18,0,0,0,10,0,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,28,25,0,0,0,0,0,0,18,16,0,0,10,9,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,28,2,0,0,0,0,0,0,18,1,0,0,10,1,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,28,1,0,0,0,0,0,0,18,1,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,28,24,0,0,0,0,0,0,18,17,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,28,4,0,0,0,0,0,0,18,1,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,28,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,28,25,1,0,0,0,0,0,18,17,0,0,10,8,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,28,2,1,0,0,0,0,0,18,1,0,0,10,1,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,28,26,1,0,0,0,0,0,18,17,0,0,10,9,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,28,1,1,0,0,0,0,0,18,1,0,0,10,0,1,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,28,23,0,0,0,0,0,0,18,16,0,0,10,7,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,28,5,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,28,26,2,0,0,0,0,0,18,18,0,0,10,8,2,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,28,26,2,0,0,0,0,0,18,18,0,0,10,8,2,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,28,26,2,0,0,0,0,0,18,18,0,0,10,8,2,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,28,25,3,0,0,0,0,0,18,17,1,0,10,8,2,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,28,24,4,0,0,0,0,0,18,17,1,0,10,7,3,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,28,11,17,0,0,0,0,0,18,5,13,0,10,6,4,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,28,25,3,0,0,0,0,0,18,17,1,0,10,8,2,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,28,14,0,0,0,0,0,0,18,11,0,0,10,3,0,0
Castro County,11/6/2018,General Election,0,105,1,3,2,2,68,0.41,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,28,14,0,0,0,0,0,0,18,7,0,0,10,7,0,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,2,2,Straight Party,,1,1,Republican,C,1,REP,263,46,124,0,0,0,0,0,154,31,79,0,109,15,45,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,2,2,Straight Party,,1,2,Democratic,C,2,DEM,263,90,124,0,0,0,0,0,154,43,79,0,109,47,45,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,263,3,124,0,0,0,0,0,154,1,79,0,109,2,45,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,263,141,12,1,0,0,0,0,154,89,9,1,109,52,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,263,109,12,1,0,0,0,0,154,55,9,1,109,54,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,263,0,12,1,0,0,0,0,154,0,9,1,109,0,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,263,123,23,1,0,0,0,0,154,76,16,1,109,47,7,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,263,116,23,1,0,0,0,0,154,61,16,1,109,55,7,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,5,5,Governor,,1,1,Greg Abbott,C,1,REP,263,137,17,1,0,0,0,0,154,85,12,1,109,52,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,263,106,17,1,0,0,0,0,154,55,12,1,109,51,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,263,2,17,1,0,0,0,0,154,1,12,1,109,1,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,263,116,19,1,0,0,0,0,154,72,16,1,109,44,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,263,117,19,1,0,0,0,0,154,62,16,1,109,55,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,263,10,19,1,0,0,0,0,154,3,16,1,109,7,3,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,263,124,20,1,0,0,0,0,154,77,14,1,109,47,6,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,263,115,20,1,0,0,0,0,154,61,14,1,109,54,6,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,263,3,20,1,0,0,0,0,154,1,14,1,109,2,6,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,263,120,21,1,0,0,0,0,154,76,16,1,109,44,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,263,111,21,1,0,0,0,0,154,59,16,1,109,52,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,263,10,21,1,0,0,0,0,154,2,16,1,109,8,5,0
