Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots_Counted,Precinct_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,481,372,25,0,0,0,0,0,321,239,22,0,160,133,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,481,84,25,0,0,0,0,0,321,60,22,0,160,24,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,481,388,65,0,0,0,0,0,321,254,47,0,160,134,18,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,481,28,65,0,0,0,0,0,321,20,47,0,160,8,18,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,481,406,49,0,0,0,0,0,321,269,34,0,160,137,15,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,481,26,49,0,0,0,0,0,321,18,34,0,160,8,15,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,481,396,9,0,0,0,0,0,321,262,8,0,160,134,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,481,76,9,0,0,0,0,0,321,51,8,0,160,25,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,481,389,92,0,0,0,0,0,321,250,71,0,160,139,21,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,481,388,93,0,0,0,0,0,321,251,70,0,160,137,23,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,481,388,93,0,0,0,0,0,321,252,69,0,160,136,24,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,481,392,89,0,0,0,0,0,321,256,65,0,160,136,24,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,481,390,91,0,0,0,0,0,321,257,64,0,160,133,27,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,481,308,173,0,0,0,0,0,321,213,108,0,160,95,65,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,481,404,77,0,0,0,0,0,321,266,55,0,160,138,22,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,481,238,11,0,0,0,0,0,321,147,9,0,160,91,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,481,232,11,0,0,0,0,0,321,165,9,0,160,67,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,2,2,Straight Party,,1,1,Republican,C,1,REP,46,15,25,0,0,0,0,0,26,8,14,0,20,7,11,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,2,2,Straight Party,,1,2,Democratic,C,2,DEM,46,6,25,0,0,0,0,0,26,4,14,0,20,2,11,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,46,0,25,0,0,0,0,0,26,0,14,0,20,0,11,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,46,38,2,0,0,0,0,0,26,21,2,0,20,17,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,46,6,2,0,0,0,0,0,26,3,2,0,20,3,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,46,0,2,0,0,0,0,0,26,0,2,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,46,36,1,0,0,0,0,0,26,20,1,0,20,16,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,46,9,1,0,0,0,0,0,26,5,1,0,20,4,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,5,5,Governor,,1,1,Greg Abbott,C,1,REP,46,38,1,0,0,0,0,0,26,22,1,0,20,16,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,46,7,1,0,0,0,0,0,26,3,1,0,20,4,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,46,0,1,0,0,0,0,0,26,0,1,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,46,30,2,0,0,0,0,0,26,17,2,0,20,13,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,46,12,2,0,0,0,0,0,26,5,2,0,20,7,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,46,2,2,0,0,0,0,0,26,2,2,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,46,35,2,0,0,0,0,0,26,19,2,0,20,16,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,46,8,2,0,0,0,0,0,26,4,2,0,20,4,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,46,1,2,0,0,0,0,0,26,1,2,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,46,38,1,0,0,0,0,0,26,21,1,0,20,17,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,46,6,1,0,0,0,0,0,26,4,1,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,46,1,1,0,0,0,0,0,26,0,1,0,20,1,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,46,31,4,0,0,0,0,0,26,16,4,0,20,15,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,46,9,4,0,0,0,0,0,26,5,4,0,20,4,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,46,2,4,0,0,0,0,0,26,1,4,0,20,1,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,46,35,0,0,0,0,0,0,26,20,0,0,20,15,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,46,11,0,0,0,0,0,0,26,6,0,0,20,5,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,46,0,0,0,0,0,0,0,26,0,0,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,46,38,0,0,0,0,0,0,26,21,0,0,20,17,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,46,8,0,0,0,0,0,0,26,5,0,0,20,3,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,46,0,0,0,0,0,0,0,26,0,0,0,20,0,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,46,38,0,0,0,0,0,0,26,20,0,0,20,18,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,46,8,0,0,0,0,0,0,26,6,0,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,46,40,0,0,0,0,0,0,26,22,0,0,20,18,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,46,6,0,0,0,0,0,0,26,4,0,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,46,39,1,0,0,0,0,0,26,21,1,0,20,18,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,46,6,1,0,0,0,0,0,26,4,1,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,46,37,1,0,0,0,0,0,26,20,1,0,20,17,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,46,7,1,0,0,0,0,0,26,5,1,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,46,1,1,0,0,0,0,0,26,0,1,0,20,1,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,46,39,0,0,0,0,0,0,26,21,0,0,20,18,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,46,7,0,0,0,0,0,0,26,5,0,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,46,39,7,0,0,0,0,0,26,21,5,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,46,0,7,0,0,0,0,0,26,0,5,0,20,0,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,46,40,6,0,0,0,0,0,26,22,4,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,46,0,6,0,0,0,0,0,26,0,4,0,20,0,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,46,38,0,0,0,0,0,0,26,20,0,0,20,18,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,46,8,0,0,0,0,0,0,26,6,0,0,20,2,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,46,40,6,0,0,0,0,0,26,22,4,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,46,39,7,0,0,0,0,0,26,21,5,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,46,39,7,0,0,0,0,0,26,21,5,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,46,39,7,0,0,0,0,0,26,21,5,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,46,34,12,0,0,0,0,0,26,17,9,0,20,17,3,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,46,27,19,0,0,0,0,0,26,14,12,0,20,13,7,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,46,39,7,0,0,0,0,0,26,21,5,0,20,18,2,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,46,30,0,0,0,0,0,0,26,15,0,0,20,15,0,0
Castro County,11/6/2018,General Election,0,307,1,4,6,6,140,0.33,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,46,16,0,0,0,0,0,0,26,11,0,0,20,5,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,2,2,Straight Party,,1,1,Republican,C,1,REP,38,27,10,0,0,0,0,0,21,13,7,0,17,14,3,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,2,2,Straight Party,,1,2,Democratic,C,2,DEM,38,1,10,0,0,0,0,0,21,1,7,0,17,0,3,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,38,0,10,0,0,0,0,0,21,0,7,0,17,0,3,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,38,37,0,0,0,0,0,0,21,20,0,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,38,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,38,37,0,0,0,0,0,0,21,20,0,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,5,5,Governor,,1,1,Greg Abbott,C,1,REP,38,37,0,0,0,0,0,0,21,20,0,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,38,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,38,36,0,0,0,0,0,0,21,20,0,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,38,1,0,0,0,0,0,0,21,0,0,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,38,36,0,0,0,0,0,0,21,20,0,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,38,1,0,0,0,0,0,0,21,0,0,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,38,35,1,0,0,0,0,0,21,19,1,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,38,1,1,0,0,0,0,0,21,0,1,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,38,36,1,0,0,0,0,0,21,19,1,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,38,0,1,0,0,0,0,0,21,0,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,38,34,2,0,0,0,0,0,21,18,2,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,38,1,2,0,0,0,0,0,21,1,2,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,38,1,2,0,0,0,0,0,21,0,2,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,38,37,0,0,0,0,0,0,21,20,0,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,38,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,38,36,1,0,0,0,0,0,21,19,1,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,38,36,1,0,0,0,0,0,21,19,1,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,38,36,1,0,0,0,0,0,21,19,1,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,38,35,1,0,0,0,0,0,21,19,1,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,38,1,1,0,0,0,0,0,21,0,1,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,38,36,1,0,0,0,0,0,21,19,1,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,38,1,1,0,0,0,0,0,21,1,1,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,38,35,2,0,0,0,0,0,21,19,2,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,38,1,2,0,0,0,0,0,21,0,2,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,38,36,1,0,0,0,0,0,21,20,1,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,38,1,1,0,0,0,0,0,21,0,1,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,38,37,0,0,0,0,0,0,21,20,0,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,38,1,0,0,0,0,0,0,21,1,0,0,17,0,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,38,7,31,0,0,0,0,0,21,3,18,0,17,4,13,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,38,36,2,0,0,0,0,0,21,19,2,0,17,17,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,38,35,1,0,0,0,0,0,21,19,1,0,17,16,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,38,2,1,0,0,0,0,0,21,1,1,0,17,1,0,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,31,31,Hereford ISD Proposition A,,1,3,For,C,3,,38,15,7,0,0,0,0,0,21,6,4,0,17,9,3,0
Castro County,11/6/2018,General Election,0,307HISD,1,4,7,7,60,0.63,31,31,Hereford ISD Proposition A,,1,4,Against,C,4,,38,16,7,0,0,0,0,0,21,11,4,0,17,5,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,2,2,Straight Party,,1,1,Republican,C,1,REP,140,35,71,0,0,0,0,0,79,24,41,0,61,11,30,0
