Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
"United States Representative, District 13 - Vote for One",121,Early Voting,Greg Sagan,DEM,139,17.44%,203,16.64%,797,100.00%,1220,100.00%,5,6,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",121,Election Day Voting,Greg Sagan,DEM,44,14.47%,203,16.64%,304,100.00%,1220,100.00%,0,6,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",121,Absentee Voting,Calvin DeWeese,LIB,3,2.52%,23,1.89%,119,100.00%,1220,100.00%,1,6,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",121,Early Voting,Calvin DeWeese,LIB,15,1.88%,23,1.89%,797,100.00%,1220,100.00%,5,6,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",121,Election Day Voting,Calvin DeWeese,LIB,5,1.64%,23,1.89%,304,100.00%,1220,100.00%,0,6,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Absentee Voting,Greg Abbott,REP,97,81.51%,996,81.71%,119,100.00%,1219,100.00%,1,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Early Voting,Greg Abbott,REP,643,80.78%,996,81.71%,796,100.00%,1219,100.00%,6,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Election Day Voting,Greg Abbott,REP,256,84.21%,996,81.71%,304,100.00%,1219,100.00%,0,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Absentee Voting,Lupe Valdez,DEM,22,18.49%,209,17.15%,119,100.00%,1219,100.00%,1,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Early Voting,Lupe Valdez,DEM,141,17.71%,209,17.15%,796,100.00%,1219,100.00%,6,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Election Day Voting,Lupe Valdez,DEM,46,15.13%,209,17.15%,304,100.00%,1219,100.00%,0,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Absentee Voting,Mark Jay Tippetts,LIB,0,0.00%,14,1.15%,119,100.00%,1219,100.00%,1,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Early Voting,Mark Jay Tippetts,LIB,12,1.51%,14,1.15%,796,100.00%,1219,100.00%,6,7,0,0,0,0,0,0,0,0
Governor - Vote for One,121,Election Day Voting,Mark Jay Tippetts,LIB,2,0.66%,14,1.15%,304,100.00%,1219,100.00%,0,7,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Absentee Voting,Dan Patrick,REP,91,76.47%,928,76.44%,119,100.00%,1214,100.00%,1,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Early Voting,Dan Patrick,REP,603,75.94%,928,76.44%,794,100.00%,1214,100.00%,8,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Election Day Voting,Dan Patrick,REP,234,77.74%,928,76.44%,301,100.00%,1214,100.00%,3,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Absentee Voting,Mike Collier,DEM,26,21.85%,259,21.33%,119,100.00%,1214,100.00%,1,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Early Voting,Mike Collier,DEM,177,22.29%,259,21.33%,794,100.00%,1214,100.00%,8,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Election Day Voting,Mike Collier,DEM,56,18.60%,259,21.33%,301,100.00%,1214,100.00%,3,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Absentee Voting,Kerry Douglas McKennon,LIB,2,1.68%,27,2.22%,119,100.00%,1214,100.00%,1,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Early Voting,Kerry Douglas McKennon,LIB,14,1.76%,27,2.22%,794,100.00%,1214,100.00%,8,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,121,Election Day Voting,Kerry Douglas McKennon,LIB,11,3.65%,27,2.22%,301,100.00%,1214,100.00%,3,12,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Absentee Voting,Ken Paxton,REP,92,76.67%,946,77.73%,120,100.00%,1217,100.00%,0,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Early Voting,Ken Paxton,REP,611,76.95%,946,77.73%,794,100.00%,1217,100.00%,8,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Election Day Voting,Ken Paxton,REP,243,80.20%,946,77.73%,303,100.00%,1217,100.00%,1,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Absentee Voting,Justin Nelson,DEM,26,21.67%,249,20.46%,120,100.00%,1217,100.00%,0,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Early Voting,Justin Nelson,DEM,170,21.41%,249,20.46%,794,100.00%,1217,100.00%,8,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Election Day Voting,Justin Nelson,DEM,53,17.49%,249,20.46%,303,100.00%,1217,100.00%,1,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Absentee Voting,Michael Ray Harris,LIB,2,1.67%,22,1.81%,120,100.00%,1217,100.00%,0,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Early Voting,Michael Ray Harris,LIB,13,1.64%,22,1.81%,794,100.00%,1217,100.00%,8,9,0,0,0,0,0,0,0,0
Attorney General - Vote for One,121,Election Day Voting,Michael Ray Harris,LIB,7,2.31%,22,1.81%,303,100.00%,1217,100.00%,1,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Absentee Voting,Glenn Hegar,REP,92,79.31%,963,80.05%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Early Voting,Glenn Hegar,REP,622,78.93%,963,80.05%,788,100.00%,1203,100.00%,14,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Election Day Voting,Glenn Hegar,REP,249,83.28%,963,80.05%,299,100.00%,1203,100.00%,5,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Absentee Voting,Joi Chevalier,DEM,21,18.10%,211,17.54%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Early Voting,Joi Chevalier,DEM,147,18.65%,211,17.54%,788,100.00%,1203,100.00%,14,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Election Day Voting,Joi Chevalier,DEM,43,14.38%,211,17.54%,299,100.00%,1203,100.00%,5,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Absentee Voting,Ben Sanders,LIB,3,2.59%,29,2.41%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Early Voting,Ben Sanders,LIB,19,2.41%,29,2.41%,788,100.00%,1203,100.00%,14,23,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,121,Election Day Voting,Ben Sanders,LIB,7,2.34%,29,2.41%,299,100.00%,1203,100.00%,5,23,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Absentee Voting,George P. Bush,REP,91,78.45%,965,79.62%,116,100.00%,1212,100.00%,4,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Early Voting,George P. Bush,REP,624,78.49%,965,79.62%,795,100.00%,1212,100.00%,7,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Election Day Voting,George P. Bush,REP,250,83.06%,965,79.62%,301,100.00%,1212,100.00%,3,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Absentee Voting,Miguel Suazo,DEM,21,18.10%,206,17.00%,116,100.00%,1212,100.00%,4,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Early Voting,Miguel Suazo,DEM,143,17.99%,206,17.00%,795,100.00%,1212,100.00%,7,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Election Day Voting,Miguel Suazo,DEM,42,13.95%,206,17.00%,301,100.00%,1212,100.00%,3,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Absentee Voting,Matt Pina,LIB,4,3.45%,41,3.38%,116,100.00%,1212,100.00%,4,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Early Voting,Matt Pina,LIB,28,3.52%,41,3.38%,795,100.00%,1212,100.00%,7,14,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,121,Election Day Voting,Matt Pina,LIB,9,2.99%,41,3.38%,301,100.00%,1212,100.00%,3,14,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Absentee Voting,Sid Miller,REP,89,76.72%,936,77.81%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Early Voting,Sid Miller,REP,611,77.44%,936,77.81%,789,100.00%,1203,100.00%,13,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Election Day Voting,Sid Miller,REP,236,79.19%,936,77.81%,298,100.00%,1203,100.00%,6,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Absentee Voting,Kim Olson,DEM,26,22.41%,238,19.78%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Early Voting,Kim Olson,DEM,160,20.28%,238,19.78%,789,100.00%,1203,100.00%,13,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Election Day Voting,Kim Olson,DEM,52,17.45%,238,19.78%,298,100.00%,1203,100.00%,6,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Absentee Voting,Richard Carpenter,LIB,1,0.86%,29,2.41%,116,100.00%,1203,100.00%,4,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Early Voting,Richard Carpenter,LIB,18,2.28%,29,2.41%,789,100.00%,1203,100.00%,13,23,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,121,Election Day Voting,Richard Carpenter,LIB,10,3.36%,29,2.41%,298,100.00%,1203,100.00%,6,23,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Absentee Voting,Christi Craddick,REP,95,81.20%,959,79.65%,117,100.00%,1204,100.00%,3,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Early Voting,Christi Craddick,REP,623,79.06%,959,79.65%,788,100.00%,1204,100.00%,14,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Election Day Voting,Christi Craddick,REP,241,80.60%,959,79.65%,299,100.00%,1204,100.00%,5,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Absentee Voting,Roman McAllen,DEM,21,17.95%,214,17.77%,117,100.00%,1204,100.00%,3,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Early Voting,Roman McAllen,DEM,144,18.27%,214,17.77%,788,100.00%,1204,100.00%,14,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Election Day Voting,Roman McAllen,DEM,49,16.39%,214,17.77%,299,100.00%,1204,100.00%,5,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Absentee Voting,Mike Wright,LIB,1,0.85%,31,2.57%,117,100.00%,1204,100.00%,3,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Early Voting,Mike Wright,LIB,21,2.66%,31,2.57%,788,100.00%,1204,100.00%,14,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,121,Election Day Voting,Mike Wright,LIB,9,3.01%,31,2.57%,299,100.00%,1204,100.00%,5,22,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Absentee Voting,Jimmy Blacklock,REP,95,79.83%,969,79.88%,119,100.00%,1213,100.00%,1,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Early Voting,Jimmy Blacklock,REP,632,79.70%,969,79.88%,793,100.00%,1213,100.00%,9,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Election Day Voting,Jimmy Blacklock,REP,242,80.40%,969,79.88%,301,100.00%,1213,100.00%,3,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Absentee Voting,Steven Kirkland,DEM,24,20.17%,244,20.12%,119,100.00%,1213,100.00%,1,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Early Voting,Steven Kirkland,DEM,161,20.30%,244,20.12%,793,100.00%,1213,100.00%,9,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",121,Election Day Voting,Steven Kirkland,DEM,59,19.60%,244,20.12%,301,100.00%,1213,100.00%,3,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Absentee Voting,John Devine,REP,94,78.99%,970,79.97%,119,100.00%,1213,100.00%,1,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Early Voting,John Devine,REP,632,79.70%,970,79.97%,793,100.00%,1213,100.00%,9,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Election Day Voting,John Devine,REP,244,81.06%,970,79.97%,301,100.00%,1213,100.00%,3,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Absentee Voting,R. K. Sandill,DEM,25,21.01%,243,20.03%,119,100.00%,1213,100.00%,1,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Early Voting,R. K. Sandill,DEM,161,20.30%,243,20.03%,793,100.00%,1213,100.00%,9,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",121,Election Day Voting,R. K. Sandill,DEM,57,18.94%,243,20.03%,301,100.00%,1213,100.00%,3,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Absentee Voting,Jeff Brown,REP,95,79.83%,972,80.07%,119,100.00%,1214,100.00%,1,12,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Early Voting,Jeff Brown,REP,633,79.72%,972,80.07%,794,100.00%,1214,100.00%,8,12,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Election Day Voting,Jeff Brown,REP,244,81.06%,972,80.07%,301,100.00%,1214,100.00%,3,12,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Absentee Voting,Kathy Cheng,DEM,24,20.17%,242,19.93%,119,100.00%,1214,100.00%,1,12,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Early Voting,Kathy Cheng,DEM,161,20.28%,242,19.93%,794,100.00%,1214,100.00%,8,12,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",121,Election Day Voting,Kathy Cheng,DEM,57,18.94%,242,19.93%,301,100.00%,1214,100.00%,3,12,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Absentee Voting,Sharon Keller,REP,92,78.63%,950,78.64%,117,100.00%,1208,100.00%,3,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Early Voting,Sharon Keller,REP,616,77.88%,950,78.64%,791,100.00%,1208,100.00%,11,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Election Day Voting,Sharon Keller,REP,242,80.67%,950,78.64%,300,100.00%,1208,100.00%,4,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Absentee Voting,Maria T. (Terri) Jackson,DEM,24,20.51%,229,18.96%,117,100.00%,1208,100.00%,3,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Early Voting,Maria T. (Terri) Jackson,DEM,156,19.72%,229,18.96%,791,100.00%,1208,100.00%,11,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Election Day Voting,Maria T. (Terri) Jackson,DEM,49,16.33%,229,18.96%,300,100.00%,1208,100.00%,4,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Absentee Voting,William Bryan Strange III,LIB,1,0.85%,29,2.40%,117,100.00%,1208,100.00%,3,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Early Voting,William Bryan Strange III,LIB,19,2.40%,29,2.40%,791,100.00%,1208,100.00%,11,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",121,Election Day Voting,William Bryan Strange III,LIB,9,3.00%,29,2.40%,300,100.00%,1208,100.00%,4,18,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Absentee Voting,Barbara Parker Hervey,REP,95,80.51%,970,80.70%,118,100.00%,1202,100.00%,2,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Early Voting,Barbara Parker Hervey,REP,635,80.69%,970,80.70%,787,100.00%,1202,100.00%,15,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Election Day Voting,Barbara Parker Hervey,REP,240,80.81%,970,80.70%,297,100.00%,1202,100.00%,7,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Absentee Voting,Ramona Franklin,DEM,23,19.49%,232,19.30%,118,100.00%,1202,100.00%,2,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Early Voting,Ramona Franklin,DEM,152,19.31%,232,19.30%,787,100.00%,1202,100.00%,15,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",121,Election Day Voting,Ramona Franklin,DEM,57,19.19%,232,19.30%,297,100.00%,1202,100.00%,7,24,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Absentee Voting,Michelle Slaughter,REP,98,92.45%,1009,87.21%,106,100.00%,1157,100.00%,14,69,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Early Voting,Michelle Slaughter,REP,649,85.62%,1009,87.21%,758,100.00%,1157,100.00%,44,69,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Election Day Voting,Michelle Slaughter,REP,262,89.42%,1009,87.21%,293,100.00%,1157,100.00%,11,69,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Absentee Voting,Mark Ash,LIB,8,7.55%,148,12.79%,106,100.00%,1157,100.00%,14,69,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Early Voting,Mark Ash,LIB,109,14.38%,148,12.79%,758,100.00%,1157,100.00%,44,69,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",121,Election Day Voting,Mark Ash,LIB,31,10.58%,148,12.79%,293,100.00%,1157,100.00%,11,69,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Absentee Voting,Kel Seliger,REP,97,89.81%,1024,86.93%,108,100.00%,1178,100.00%,12,48,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Early Voting,Kel Seliger,REP,665,85.92%,1024,86.93%,774,100.00%,1178,100.00%,28,48,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Election Day Voting,Kel Seliger,REP,262,88.51%,1024,86.93%,296,100.00%,1178,100.00%,8,48,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Absentee Voting,Jack B. Westbrook,LIB,11,10.19%,154,13.07%,108,100.00%,1178,100.00%,12,48,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Early Voting,Jack B. Westbrook,LIB,109,14.08%,154,13.07%,774,100.00%,1178,100.00%,28,48,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",121,Election Day Voting,Jack B. Westbrook,LIB,34,11.49%,154,13.07%,296,100.00%,1178,100.00%,8,48,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",121,Absentee Voting,Four Price,REP,96,100.00%,1078,100.00%,96,100.00%,1078,100.00%,24,148,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",121,Early Voting,Four Price,REP,704,100.00%,1078,100.00%,704,100.00%,1078,100.00%,98,148,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",121,Election Day Voting,Four Price,REP,278,100.00%,1078,100.00%,278,100.00%,1078,100.00%,26,148,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",121,Absentee Voting,Judy Parker,REP,99,100.00%,1065,100.00%,99,100.00%,1065,100.00%,21,161,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",121,Early Voting,Judy Parker,REP,687,100.00%,1065,100.00%,687,100.00%,1065,100.00%,115,161,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",121,Election Day Voting,Judy Parker,REP,279,100.00%,1065,100.00%,279,100.00%,1065,100.00%,25,161,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",121,Absentee Voting,Pat Pirtle,REP,98,100.00%,1062,100.00%,98,100.00%,1062,100.00%,22,164,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",121,Early Voting,Pat Pirtle,REP,691,100.00%,1062,100.00%,691,100.00%,1062,100.00%,111,164,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",121,Election Day Voting,Pat Pirtle,REP,273,100.00%,1062,100.00%,273,100.00%,1062,100.00%,31,164,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",121,Absentee Voting,Dan L. Schaap,REP,97,100.00%,1065,100.00%,97,100.00%,1065,100.00%,23,161,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",121,Early Voting,Dan L. Schaap,REP,691,100.00%,1065,100.00%,691,100.00%,1065,100.00%,111,161,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",121,Election Day Voting,Dan L. Schaap,REP,277,100.00%,1065,100.00%,277,100.00%,1065,100.00%,27,161,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",121,Absentee Voting,John B. Board,REP,95,100.00%,1058,100.00%,95,100.00%,1058,100.00%,25,168,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",121,Early Voting,John B. Board,REP,690,100.00%,1058,100.00%,690,100.00%,1058,100.00%,112,168,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",121,Election Day Voting,John B. Board,REP,273,100.00%,1058,100.00%,273,100.00%,1058,100.00%,31,168,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",121,Absentee Voting,Ana Elizabeth Estevez,REP,97,100.00%,1060,100.00%,97,100.00%,1060,100.00%,23,166,0,0,0,0,0,0,0,0
