political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,Choice ID,party code,early_votes,election_votes
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Chairman,Kelly McMichael,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #1,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #1,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #2,FOR,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #2,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #3,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #3,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #4,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #4,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #5,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #5,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #6,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #7,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #7,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #8,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #8,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #9,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #9,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #10,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #10,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #11,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #11,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #12,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Stefano de Stefano,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Ted Cruz,0,,24,54
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Geraldine Sam,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Mary Miller,0,,3,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,"Bruce Jacobson, Jr.",0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Representative District 11,Mike Conaway,0,,21,47
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Representative District 11,Paul Myers,0,,5,11
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Greg Abbott,0,,21,55
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Barbara Krueger,0,,4,5
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,SECEDE Kilgore,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Lieutenant Governor,Dan Patrick,0,,21,30
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Lieutenant Governor,Scott Milder,0,,8,27
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Attorney General,Ken Paxton,0,,24,49
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Comptroller of Public Accounts,Glenn Hegar,0,,23,47
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,Rick Range,0,,3,7
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,Davey Edwards,0,,3,8
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,Jerry Patterson,0,,10,12
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,George P. Bush,0,,10,29
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of Agriculture,Sid Miller,0,,17,39
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of Agriculture,Trey Blocker,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of Agriculture,Jim Hogan,0,,4,14
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Railroad Commissioner,Christi Craddick,0,,21,39
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Railroad Commissioner,Weston Martinez,0,,4,15
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,22,46
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 4",John Devine,0,,22,45
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 6",Jeff Brown,0,,22,47
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,13,32
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,14,22
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,22,46
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,16,20
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,6,27
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"State Representative, District 60",Jim Largent,0,,6,21
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"State Representative, District 60",Mike Lang,0,,20,38
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"State Representative, District 60",Gregory Risse,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,21,51
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Criminal District Attorney,Russell (Russ) D. Thomason,0,,23,50
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Judge,James R. King,0,,2,8
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Judge,Paul W. Lewallen,0,,2,9
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Judge,Rex Fields,0,,13,31
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Judge,Ken Knowles,0,,8,9
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Judge,Teresa Slaughter,0,,4,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,District Clerk,Tessa K. Culverhouse,0,,24,51
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Clerk,Cathy Jentho,0,,24,49
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Treasurer,Christina L. Dodrill,0,,25,49
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Surveyor,Lynn Williamson,0,,26,53
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice of the Peace, Precinct 2",Jesse Speer,0,,5,17
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,12,19
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice of the Peace, Precinct 2",D. J. Walker,0,,12,24
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Chairman,Sean C. Schaefer,0,,24,49
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Edward Kimbrough,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Sema Hernandez,0,,3,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,United States Senator,Beto O'Rourke,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"United States Representative, District 11",Eric Pfalzgraf,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"United States Representative, District 11",Jennie Lou Leeder,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Tom Wakely,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Grady Yarbrough,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Jeffrey Payne,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,"Cedric Davis, Sr.",0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Andrew White,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Adrian Ocegueda,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Governor,Lupe Valdez,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Lieutenant Governor,Michael Cooper,0,,3,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Lieutenant Governor,Mike Collier,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Attorney General,Justin Nelson,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Comptroller of Public Accounts,Tim Mahoney,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Comptroller of Public Accounts,Joi Chevalier,0,,4,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,Miguel Suazo,0,,4,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of the General Land Office,Tex Morgan,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Commissioner of Agriculture,Kim Olson,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Railroad Commissioner,Roman McAllen,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Railroad Commissioner,Chris Spellmon,0,,3,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,County Chairman,Kelly McMichael,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #1,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #1,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #2,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #2,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #3,FOR,0,,5,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #3,AGAINST,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #4,FOR,0,,5,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #4,AGAINST,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #5,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #5,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #6,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #7,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #7,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #8,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #8,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #9,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #9,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #10,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #10,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #11,FOR,0,,4,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #11,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #12,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,6,316,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Stefano de Stefano,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Ted Cruz,0,,193,258
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Geraldine Sam,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Mary Miller,0,,6,10
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,"Bruce Jacobson, Jr.",0,,13,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Representative District 11,Mike Conaway,0,,183,236
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Representative District 11,Paul Myers,0,,28,36
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Greg Abbott,0,,206,253
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Barbara Krueger,0,,9,19
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,SECEDE Kilgore,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Lieutenant Governor,Dan Patrick,0,,178,207
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Lieutenant Governor,Scott Milder,0,,38,71
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Attorney General,Ken Paxton,0,,188,241
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Comptroller of Public Accounts,Glenn Hegar,0,,178,238
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,Rick Range,0,,21,32
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,Davey Edwards,0,,27,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,Jerry Patterson,0,,45,65
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,George P. Bush,0,,103,151
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of Agriculture,Sid Miller,0,,142,191
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of Agriculture,Trey Blocker,0,,26,35
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of Agriculture,Jim Hogan,0,,26,40
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Railroad Commissioner,Christi Craddick,0,,150,202
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Railroad Commissioner,Weston Martinez,0,,39,44
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,175,230
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 4",John Devine,0,,176,225
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 6",Jeff Brown,0,,166,224
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,101,155
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,74,80
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,167,216
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,117,119
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,39,87
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,15,23
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"State Representative, District 60",Jim Largent,0,,52,95
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"State Representative, District 60",Mike Lang,0,,155,175
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"State Representative, District 60",Gregory Risse,0,,7,7
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,184,235
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Criminal District Attorney,Russell (Russ) D. Thomason,0,,182,242
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Judge,James R. King,0,,56,65
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Judge,Paul W. Lewallen,0,,9,6
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Judge,Rex Fields,0,,114,152
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Judge,Ken Knowles,0,,12,34
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Judge,Teresa Slaughter,0,,19,24
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,District Clerk,Tessa K. Culverhouse,0,,182,244
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Clerk,Cathy Jentho,0,,177,236
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Treasurer,Christina L. Dodrill,0,,170,231
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Surveyor,Lynn Williamson,0,,177,237
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Christopher Salinas,0,,51,70
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Cheryl Howerton,0,,30,49
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Sonya May Neill,0,,7,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Jon Glenn,0,,80,80
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Sheila Stephens,0,,6,21
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice of the Peace, Precinct 1",Ray Darden,0,,30,28
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Chairman,Sean C. Schaefer,0,,177,224
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Edward Kimbrough,0,,5,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Sema Hernandez,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,United States Senator,Beto O'Rourke,0,,9,9
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"United States Representative, District 11",Eric Pfalzgraf,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"United States Representative, District 11",Jennie Lou Leeder,0,,14,13
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Tom Wakely,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Grady Yarbrough,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Jeffrey Payne,0,,3,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,"Cedric Davis, Sr.",0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Andrew White,0,,2,6
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Adrian Ocegueda,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Governor,Lupe Valdez,0,,5,8
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Lieutenant Governor,Michael Cooper,0,,5,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Lieutenant Governor,Mike Collier,0,,10,13
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Attorney General,Justin Nelson,0,,14,15
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Comptroller of Public Accounts,Tim Mahoney,0,,7,8
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Comptroller of Public Accounts,Joi Chevalier,0,,8,9
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,Miguel Suazo,0,,9,11
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of the General Land Office,Tex Morgan,0,,7,5
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Commissioner of Agriculture,Kim Olson,0,,14,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Railroad Commissioner,Roman McAllen,0,,10,11
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Railroad Commissioner,Chris Spellmon,0,,6,4
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,14,15
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,14,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,14,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,13,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,13,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,County Chairman,Kelly McMichael,0,,13,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #1,FOR,0,,12,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #1,AGAINST,0,,3,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #2,FOR,0,,13,15
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #2,AGAINST,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #3,FOR,0,,14,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #3,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #4,FOR,0,,13,14
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #4,AGAINST,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #5,FOR,0,,13,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #5,AGAINST,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #6,FOR,0,,15,18
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #7,FOR,0,,13,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #7,AGAINST,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #8,FOR,0,,12,14
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #8,AGAINST,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #9,FOR,0,,14,18
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #9,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #10,FOR,0,,14,17
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #10,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #11,FOR,0,,13,16
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #11,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #12,FOR,0,,15,18
eastland county,3/6/2018,2018 joint primary,12,1,7,1942,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Stefano de Stefano,0,,4,9
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Ted Cruz,0,,258,327
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Geraldine Sam,0,,1,6
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Mary Miller,0,,12,17
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,"Bruce Jacobson, Jr.",0,,8,8
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Representative District 11,Mike Conaway,0,,240,279
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Representative District 11,Paul Myers,0,,27,54
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Greg Abbott,0,,255,342
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Barbara Krueger,0,,14,22
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,SECEDE Kilgore,0,,6,1
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Lieutenant Governor,Dan Patrick,0,,223,248
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Lieutenant Governor,Scott Milder,0,,50,99
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Attorney General,Ken Paxton,0,,250,324
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Comptroller of Public Accounts,Glenn Hegar,0,,251,309
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,Rick Range,0,,44,25
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,Davey Edwards,0,,40,36
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,Jerry Patterson,0,,40,73
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,George P. Bush,0,,138,207
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of Agriculture,Sid Miller,0,,195,231
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of Agriculture,Trey Blocker,0,,27,32
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of Agriculture,Jim Hogan,0,,38,63
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Railroad Commissioner,Christi Craddick,0,,213,226
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Railroad Commissioner,Weston Martinez,0,,40,78
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,237,296
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 4",John Devine,0,,232,290
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 6",Jeff Brown,0,,228,287
