political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,Choice ID,party code,early_votes,election_votes
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Judge,Rex Fields,0,,217,156
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Judge,Ken Knowles,0,,30,27
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Judge,Teresa Slaughter,0,,21,18
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,District Clerk,Tessa K. Culverhouse,0,,365,283
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Clerk,Cathy Jentho,0,,336,259
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Treasurer,Christina L. Dodrill,0,,343,259
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Surveyor,Lynn Williamson,0,,374,269
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Christopher Salinas,0,,120,82
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Cheryl Howerton,0,,60,43
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Sonya May Neill,0,,16,25
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Jon Glenn,0,,114,66
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Sheila Stephens,0,,11,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice of the Peace, Precinct 1",Ray Darden,0,,83,68
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Chairman,Sean C. Schaefer,0,,336,244
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Precinct Chairman, Precinct 1",Robin Hayes,0,,329,261
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,United States Senator,Edward Kimbrough,0,,5,7
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,United States Senator,Sema Hernandez,0,,3,6
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,United States Senator,Beto O'Rourke,0,,13,10
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"United States Representative, District 11",Eric Pfalzgraf,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"United States Representative, District 11",Jennie Lou Leeder,0,,18,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Tom Wakely,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Grady Yarbrough,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Jeffrey Payne,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,"Cedric Davis, Sr.",0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Andrew White,0,,11,8
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,James Jolly Clark,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Adrian Ocegueda,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Governor,Lupe Valdez,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Lieutenant Governor,Michael Cooper,0,,5,9
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Lieutenant Governor,Mike Collier,0,,14,13
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Attorney General,Justin Nelson,0,,20,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Comptroller of Public Accounts,Tim Mahoney,0,,8,14
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Comptroller of Public Accounts,Joi Chevalier,0,,9,7
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Commissioner of the General Land Office,Miguel Suazo,0,,8,10
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Commissioner of the General Land Office,Tex Morgan,0,,9,10
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Commissioner of Agriculture,Kim Olson,0,,19,20
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Railroad Commissioner,Roman McAllen,0,,8,11
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Railroad Commissioner,Chris Spellmon,0,,10,9
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,18,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,18,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,19,20
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,19,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,18,20
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,County Chairman,Kelly McMichael,0,,19,20
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #1,FOR,0,,20,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #1,AGAINST,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #2,FOR,0,,19,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #2,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #3,FOR,0,,20,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #3,AGAINST,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #4,FOR,0,,20,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #4,AGAINST,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #5,FOR,0,,21,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #5,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #6,FOR,0,,22,23
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #7,FOR,0,,20,23
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #7,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #8,FOR,0,,21,20
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #8,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #9,FOR,0,,20,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #9,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #10,FOR,0,,19,21
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #10,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #11,FOR,0,,21,23
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #11,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #12,FOR,0,,21,22
eastland county,3/6/2018,2018 joint primary,12,1,1,2698,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Stefano de Stefano,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Ted Cruz,0,,50,53
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Geraldine Sam,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Mary Miller,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,"Bruce Jacobson, Jr.",0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Representative District 11,Mike Conaway,0,,44,57
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Representative District 11,Paul Myers,0,,7,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Greg Abbott,0,,51,56
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Barbara Krueger,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,SECEDE Kilgore,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Lieutenant Governor,Dan Patrick,0,,45,48
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Lieutenant Governor,Scott Milder,0,,5,11
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Attorney General,Ken Paxton,0,,48,56
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Comptroller of Public Accounts,Glenn Hegar,0,,44,58
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,Rick Range,0,,7,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,Davey Edwards,0,,4,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,Jerry Patterson,0,,7,5
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,George P. Bush,0,,27,43
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of Agriculture,Sid Miller,0,,33,38
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of Agriculture,Trey Blocker,0,,5,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of Agriculture,Jim Hogan,0,,11,11
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Railroad Commissioner,Christi Craddick,0,,35,46
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Railroad Commissioner,Weston Martinez,0,,11,10
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,44,55
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 4",John Devine,0,,44,55
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 6",Jeff Brown,0,,43,53
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,27,35
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,18,18
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,44,52
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,23,28
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,15,15
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,6,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"State Representative, District 60",Jim Largent,0,,13,18
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"State Representative, District 60",Mike Lang,0,,38,44
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"State Representative, District 60",Gregory Risse,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,47,57
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Criminal District Attorney,Russell (Russ) D. Thomason,0,,45,57
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Judge,James R. King,0,,17,15
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Judge,Paul W. Lewallen,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Judge,Rex Fields,0,,32,34
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Judge,Ken Knowles,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Judge,Teresa Slaughter,0,,0,4
eastland county,3/6/2018,2018 joint primary,12,1,2,337,District Clerk,Tessa K. Culverhouse,0,,44,56
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Clerk,Cathy Jentho,0,,47,55
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Treasurer,Christina L. Dodrill,0,,39,57
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Surveyor,Lynn Williamson,0,,47,58
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"County Commissioner, Precinct 2",Jay Gentry,0,,16,9
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"County Commissioner, Precinct 2",Jason Marks,0,,23,22
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"County Commissioner, Precinct 2",Wendell Tipton,0,,5,9
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"County Commissioner, Precinct 2",Travis Griffin,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"County Commissioner, Precinct 2",Martin Gohlke,0,,8,21
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice of the Peace, Precinct 2",Jesse Speer,0,,27,34
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,6,8
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice of the Peace, Precinct 2",D. J. Walker,0,,20,17
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Chairman,Sean C. Schaefer,0,,42,54
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Precinct Chairman, Precinct 2",Larry Wesson,0,,45,53
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Edward Kimbrough,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Sema Hernandez,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,United States Senator,Beto O'Rourke,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"United States Representative, District 11",Eric Pfalzgraf,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"United States Representative, District 11",Jennie Lou Leeder,0,,0,5
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Tom Wakely,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Grady Yarbrough,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Jeffrey Payne,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,"Cedric Davis, Sr.",0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Joe Mumbach,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Andrew White,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Adrian Ocegueda,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Governor,Lupe Valdez,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Lieutenant Governor,Michael Cooper,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Lieutenant Governor,Mike Collier,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Attorney General,Justin Nelson,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Comptroller of Public Accounts,Tim Mahoney,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Comptroller of Public Accounts,Joi Chevalier,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,Miguel Suazo,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of the General Land Office,Tex Morgan,0,,0,4
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Commissioner of Agriculture,Kim Olson,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Railroad Commissioner,Roman McAllen,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Railroad Commissioner,Chris Spellmon,0,,0,4
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,County Chairman,Kelly McMichael,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #1,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #1,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #2,FOR,0,,0,5
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #2,AGAINST,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #3,FOR,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #3,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #4,FOR,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #4,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #5,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #5,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #6,FOR,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #7,FOR,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #7,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #8,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #8,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #9,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #9,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #10,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #10,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #11,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #11,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #12,FOR,0,,0,6
eastland county,3/6/2018,2018 joint primary,12,1,2,337,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Stefano de Stefano,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Ted Cruz,0,,83,232
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Geraldine Sam,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Mary Miller,0,,0,11
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,"Bruce Jacobson, Jr.",0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Representative District 11,Mike Conaway,0,,71,200
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Representative District 11,Paul Myers,0,,13,38
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Greg Abbott,0,,81,229
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Barbara Krueger,0,,6,18
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,SECEDE Kilgore,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Lieutenant Governor,Dan Patrick,0,,67,190
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Lieutenant Governor,Scott Milder,0,,22,52
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Attorney General,Ken Paxton,0,,81,219
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Comptroller of Public Accounts,Glenn Hegar,0,,78,206
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,Rick Range,0,,9,28
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,Davey Edwards,0,,10,30
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,Jerry Patterson,0,,24,53
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,George P. Bush,0,,44,127
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of Agriculture,Sid Miller,0,,56,165
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of Agriculture,Trey Blocker,0,,14,25
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of Agriculture,Jim Hogan,0,,15,43
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Railroad Commissioner,Christi Craddick,0,,59,169
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Railroad Commissioner,Weston Martinez,0,,23,47
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,78,208
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 4",John Devine,0,,76,197
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 6",Jeff Brown,0,,77,198
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,48,147
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,34,67
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,74,193
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,48,128
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,21,66
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,9,16
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"State Representative, District 60",Jim Largent,0,,31,57
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"State Representative, District 60",Mike Lang,0,,59,185
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"State Representative, District 60",Gregory Risse,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,80,220
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Criminal District Attorney,Russell (Russ) D. Thomason,0,,77,228
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Judge,James R. King,0,,15,60
