political_subdivision,election_date,election_name,number provisional ballots,number provisional ballots counted,precinct_number,Precinct_name,REP Ballots Cast,DEM Ballots Cast,race_name,p,election_votes,Party_Code,candidate_name,early_votes,absentee,Early Voting Votes
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,Commissioner of Agriculture,,115,REP,Sid Miller,107,16,91
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,Commissioner of Agriculture,,32,REP,Trey Blocker,27,2,25
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,Railroad Commissioner,,137,REP,Christi Craddick,148,17,131
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,Railroad Commissioner,,32,REP,Weston Martinez,42,3,39
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Justice, Supreme Court, Place 2",,167,REP,Jimmy Blacklock,189,18,171
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Justice, Supreme Court, Place 4",,166,REP,John Devine,186,19,167
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Justice, Supreme Court, Place 6",,167,REP,Jeff Brown,188,18,170
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Presiding Judge, Court of Criminal Appeals",,115,REP,David Bridges,116,13,103
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Presiding Judge, Court of Criminal Appeals",,45,REP,Sharon Keller,69,7,62
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Judge, Court of Criminal Appeals, Place 7",,161,REP,Barbara Parker Hervey,184,19,165
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Judge, Court of Criminal Appeals, Place 8",,48,REP,Dib Waldrip,39,6,33
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Judge, Court of Criminal Appeals, Place 8",,40,REP,Jay Brandon,58,10,48
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Judge, Court of Criminal Appeals, Place 8",,72,REP,Michelle Slaughter,79,4,75
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"State Senator, District No. 5",,117,REP,Charles Schwertner,136,18,118
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"State Senator, District No. 5",,51,REP,Harold Ramm,69,4,65
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"State Representative, 
District No. 57",,181,REP,Trent Ashby,211,19,192
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Chief Justice, 10th Court of Appeals District",,162,REP,Tom Gray,191,19,172
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"District Judge, 278th Judicial District",,167,REP,Hal  R. Ridley,196,18,178
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,Criminal District Attorney Madison County,,182,REP,Brian L. Risinger,202,19,183
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,8,REP,Douglas R. Holly,9,0,9
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,58,REP,Tony Leago,59,6,53
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,36,REP,Norann McDonnell,32,1,31
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,14,REP,"David H. Culbreth, SR",14,1,13
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,58,REP,"C. E. ""Butch"" McDaniel",74,8,66
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Judge,,33,REP,Andre Dean,45,7,38
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,District Clerk,,191,REP,Rhonda Cook Savage,219,20,199
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Clerk,,187,REP,Susanne Morris,214,20,194
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Treasurer,,188,REP,Judi Williams Delesandri,214,20,194
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Justice of the Peace,
Precinct No. 1",,78,REP,Karla Plotts Clark,89,8,81
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,"Justice of the Peace,
Precinct No. 1",,127,REP,Jon Stevens,145,15,130
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,1,1,101,1763,452,23,County Chairman,,172,REP,Kevin Counsil,195,17,178
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,United States Senator,,2,DEM,Beto O'Rourke,3,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,United States Senator,,3,DEM,Edward Kimbrough,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,United States Senator,,5,DEM,Sema Hernandez,6,4,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"United States Representative, District No. 8",,8,DEM,Steven David,12,7,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,0,DEM,Adrian Ocegueda,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,3,DEM,Andrew White,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,1,DEM,"Cedric Davis, Sr.",0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,1,DEM,Grady Yarbrough,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,0,DEM,James Jolly Clark,2,2,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,0,DEM,Jeffrey Payne,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,0,DEM,Joe Mumbach,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,2,DEM,Lupe Valdez,2,2,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Governor,,1,DEM,Tom Wakely,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Lieutenant Governor,,6,DEM,Michael Cooper,9,5,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Lieutenant Governor,,1,DEM,Mike Collier,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Attorney General,,8,DEM,Justin Nelson,12,7,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Comptroller of Public Accounts,,1,DEM,Joi Chevalier,4,4,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Comptroller of Public Accounts,,7,DEM,Tim Mahoney,8,2,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Commissioner of the General Land Office,,3,DEM,Miguel Suazo,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Commissioner of the General Land Office,,4,DEM,Tex Morgan,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Commissioner of Agriculture,,8,DEM,Kim Olson,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Railroad Commissioner,,3,DEM,Chris Spellmon,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Railroad Commissioner,,2,DEM,Roman McAllen,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"Justice, Supreme Court, Place 2",,8,DEM,Steven Kirkland,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"Justice, Supreme Court, Place 4",,7,DEM,R.K. Sandill,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"Justice, Supreme Court, Place 6",,7,DEM,Kathy Cheng,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"Presiding Judge, Court of Criminal Appeals",,7,DEM,Maria T. (Terri) Jackson,10,6,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"Judge, Court of Criminal Appeals, Place 7",,7,DEM,Ramona Franklin,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"State Senator, District No. 5",,3,DEM,Brian E. Cronin,6,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"State Senator, District No. 5",,1,DEM,"Glenn ""Grumpy"" Williams",0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"State Senator, District No. 5",,1,DEM,Meg Walsh,6,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,"State Representative,
District No. 57",,8,DEM,Jason Rogers,11,6,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #1,,10,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #1,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #2,,9,DEM,Yes,8,3,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #2,,1,DEM,No,5,4,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #3,,8,DEM,Yes,12,7,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #3,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #4,,9,DEM,Yes,12,7,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #4,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #5,,9,DEM,Yes,11,5,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #5,,1,DEM,No,2,2,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #6,,10,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #6,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #7,,9,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #7,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #8,,8,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #8,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #9,,10,DEM,Yes,12,7,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #9,,0,DEM,No,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #10,,9,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #10,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #11,,9,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #11,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #12,,8,DEM,Yes,13,7,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,2,2,101,1763,452,23,Proposition #12,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 1,,116,REP,YES,129,12,117
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 1,,71,REP,NO,83,5,78
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 2,,186,REP,YES,202,18,184
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 2,,10,REP,NO,19,3,16
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 3,,169,REP,YES,176,20,156
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 3,,24,REP,NO,41,1,40
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 4,,177,REP,YES,183,19,164
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 4,,15,REP,NO,33,2,31
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 5,,137,REP,YES,144,15,129
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 5,,63,REP,NO,78,5,73
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 6,,194,REP,YES,209,20,189
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 6,,7,REP,NO,19,1,18
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 7,,142,REP,YES,147,17,130
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 7,,59,REP,NO,71,4,67
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 8,,194,REP,YES,219,20,199
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 8,,9,REP,NO,8,1,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 9,,186,REP,YES,187,18,169
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 9,,15,REP,NO,38,3,35
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 10,,181,REP,YES,184,18,166
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 10,,11,REP,NO,28,1,27
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 11,,186,REP,YES,185,15,170
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,101,1763,452,23,Proposition 11,,18,REP,NO,42,6,36
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,United States Senator,,6,REP,"Bruce Jacobson, Jr.",14,6,8
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,United States Senator,,5,REP,Geraldine Sam,6,0,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,United States Senator,,8,REP,Mary Miller,18,1,17
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,United States Senator,,3,REP,Stefano de Stefano,4,0,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,United States Senator,,201,REP,Ted Cruz,281,37,244
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"United States Representative, District No. 8",,203,REP,Kevin Brady,306,42,264
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Governor,,13,REP,Barbara Krueger,38,2,36
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Governor,,204,REP,Greg Abbott,287,44,243
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Governor,,3,REP,SECEDE Kilgore,3,0,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Lieutenant Governor,,161,REP,Dan Patrick,223,42,181
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Lieutenant Governor,,58,REP,Scott Milder,104,2,102
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Attorney General,,205,REP,Ken Paxton,300,41,259
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Comptroller of Public Accounts,,191,REP,Glenn Hegar,287,39,248
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,13,REP,Davey Edwards,23,5,18
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,129,REP,George P. Bush,174,21,153
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,44,REP,Jerry Patterson,82,14,68
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,13,REP,Rick Range,24,3,21
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of Agriculture,,55,REP,Jim Hogan,83,8,75
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of Agriculture,,95,REP,Sid Miller,170,31,139
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Commissioner of Agriculture,,38,REP,Trey Blocker,46,4,42
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Railroad Commissioner,,142,REP,Christi Craddick,234,37,197
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Railroad Commissioner,,44,REP,Weston Martinez,62,6,56
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 2",,184,REP,Jimmy Blacklock,276,37,239
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 4",,185,REP,John Devine,271,38,233
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 6",,182,REP,Jeff Brown,271,39,232
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Presiding Judge, Court of Criminal Appeals",,120,REP,David Bridges,177,17,160
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Presiding Judge, Court of Criminal Appeals",,62,REP,Sharon Keller,106,18,88
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Judge, Court of Criminal Appeals, Place 7",,181,REP,Barbara Parker Hervey,265,35,230
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Judge, Court of Criminal Appeals, Place 8",,37,REP,Dib Waldrip,75,9,66
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Judge, Court of Criminal Appeals, Place 8",,63,REP,Jay Brandon,82,13,69
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Judge, Court of Criminal Appeals, Place 8",,80,REP,Michelle Slaughter,114,12,102
