political_subdivision,election_date,election_name,number provisional ballots,number provisional ballots counted,precinct_number,Precinct_name,REP Ballots Cast,DEM Ballots Cast,race_name,p,election_votes,Party_Code,candidate_name,early_votes,absentee,Early Voting Votes
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,3,DEM,Grady Yarbrough,3,3,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,1,DEM,James Jolly Clark,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,0,DEM,Jeffrey Payne,3,3,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,0,DEM,Joe Mumbach,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,3,DEM,Lupe Valdez,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,0,DEM,Tom Wakely,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Lieutenant Governor,,14,DEM,Michael Cooper,9,7,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Lieutenant Governor,,3,DEM,Mike Collier,7,5,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Attorney General,,17,DEM,Justin Nelson,19,13,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Comptroller of Public Accounts,,6,DEM,Joi Chevalier,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Comptroller of Public Accounts,,12,DEM,Tim Mahoney,14,11,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,10,DEM,Miguel Suazo,9,7,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,8,DEM,Tex Morgan,7,5,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Commissioner of Agriculture,,17,DEM,Kim Olson,18,12,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Railroad Commissioner,,10,DEM,Chris Spellmon,8,7,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Railroad Commissioner,,8,DEM,Roman McAllen,8,5,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 2",,15,DEM,Steven Kirkland,13,9,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 4",,16,DEM,R.K. Sandill,14,10,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 6",,15,DEM,Kathy Cheng,15,11,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"Presiding Judge, Court of Criminal Appeals",,20,DEM,Maria T. (Terri) Jackson,17,12,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"Judge, Court of Criminal Appeals, Place 7",,20,DEM,Ramona Franklin,17,13,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"State Senator, District No. 5",,4,DEM,Brian E. Cronin,7,5,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"State Senator, District No. 5",,6,DEM,"Glenn ""Grumpy"" Williams",6,5,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"State Senator, District No. 5",,8,DEM,Meg Walsh,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"State Representative,
District No. 57",,18,DEM,Jason Rogers,17,12,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #1,,17,DEM,Yes,16,10,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #1,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #2,,16,DEM,Yes,18,11,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #2,,2,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #3,,16,DEM,Yes,17,10,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #3,,2,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #4,,17,DEM,Yes,18,11,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #4,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #5,,14,DEM,Yes,15,9,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #5,,4,DEM,No,1,1,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #6,,16,DEM,Yes,17,10,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #6,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #7,,19,DEM,Yes,15,9,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #7,,0,DEM,No,1,1,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #8,,17,DEM,Yes,16,10,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #8,,2,DEM,No,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #9,,19,DEM,Yes,16,10,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #9,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #10,,18,DEM,Yes,16,10,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #10,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #11,,17,DEM,Yes,15,10,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #11,,2,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #12,,17,DEM,Yes,16,10,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Proposition #12,,1,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 1,,88,REP,YES,89,24,65
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 1,,75,REP,NO,74,5,69
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 2,,160,REP,YES,157,30,127
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 2,,11,REP,NO,14,3,11
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 3,,140,REP,YES,142,30,112
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 3,,34,REP,NO,27,1,26
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 4,,151,REP,YES,151,31,120
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 4,,25,REP,NO,15,0,15
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 5,,132,REP,YES,116,24,92
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 5,,46,REP,NO,51,5,46
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 6,,161,REP,YES,167,32,135
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 6,,14,REP,NO,7,0,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 7,,124,REP,YES,118,27,91
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 7,,53,REP,NO,50,5,45
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 8,,167,REP,YES,169,33,136
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 8,,12,REP,NO,6,0,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 9,,153,REP,YES,148,31,117
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 9,,26,REP,NO,29,5,24
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 10,,159,REP,YES,155,32,123
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 10,,14,REP,NO,17,0,17
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 11,,145,REP,YES,149,33,116
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Proposition 11,,31,REP,NO,23,0,23
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,United States Senator,,16,REP,"Bruce Jacobson, Jr.",12,0,12
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,United States Senator,,4,REP,Geraldine Sam,5,1,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,United States Senator,,17,REP,Mary Miller,19,1,18
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,United States Senator,,5,REP,Stefano de Stefano,8,0,8
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,United States Senator,,233,REP,Ted Cruz,299,36,263
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"United States Representative, District No. 8",,264,REP,Kevin Brady,316,34,282
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Governor,,23,REP,Barbara Krueger,32,2,30
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Governor,,252,REP,Greg Abbott,310,37,273
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Governor,,3,REP,SECEDE Kilgore,5,0,5
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Lieutenant Governor,,202,REP,Dan Patrick,227,34,193
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Lieutenant Governor,,70,REP,Scott Milder,120,5,115
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Attorney General,,258,REP,Ken Paxton,314,34,280
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Comptroller of Public Accounts,,244,REP,Glenn Hegar,301,33,268
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,23,REP,Davey Edwards,34,0,34
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,160,REP,George P. Bush,196,22,174
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,61,REP,Jerry Patterson,79,11,68
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,15,REP,Rick Range,19,3,16
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of Agriculture,,70,REP,Jim Hogan,81,4,77
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of Agriculture,,125,REP,Sid Miller,161,20,141
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Commissioner of Agriculture,,47,REP,Trey Blocker,64,9,55
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Railroad Commissioner,,185,REP,Christi Craddick,220,28,192
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Railroad Commissioner,,51,REP,Weston Martinez,88,8,80
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 2",,230,REP,Jimmy Blacklock,291,29,262
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 4",,230,REP,John Devine,284,30,254
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 6",,223,REP,Jeff Brown,286,30,256
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Presiding Judge, Court of Criminal Appeals",,154,REP,David Bridges,190,14,176
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Presiding Judge, Court of Criminal Appeals",,79,REP,Sharon Keller,99,13,86
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Judge, Court of Criminal Appeals, Place 7",,221,REP,Barbara Parker Hervey,280,27,253
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Judge, Court of Criminal Appeals, Place 8",,58,REP,Dib Waldrip,64,2,62
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Judge, Court of Criminal Appeals, Place 8",,68,REP,Jay Brandon,104,9,95
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Judge, Court of Criminal Appeals, Place 8",,92,REP,Michelle Slaughter,118,17,101
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"State Senator, District No. 5",,186,REP,Charles Schwertner,228,30,198
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"State Senator, District No. 5",,64,REP,Harold Ramm,93,7,86
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"State Representative, 
District No. 57",,252,REP,Trent Ashby,307,31,276
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Chief Justice, 10th Court of Appeals District",,225,REP,Tom Gray,284,31,253
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"District Judge, 278th Judicial District",,224,REP,Hal  R. Ridley,281,28,253
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Criminal District Attorney Madison County,,250,REP,Brian L. Risinger,301,36,265
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,18,REP,Douglas R. Holly,24,1,23
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,51,REP,Tony Leago,79,14,65
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,30,REP,Norann McDonnell,49,3,46
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,14,REP,"David H. Culbreth, SR",22,2,20
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,107,REP,"C. E. ""Butch"" McDaniel",122,12,110
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Judge,,58,REP,Andre Dean,56,6,50
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,District Clerk,,251,REP,Rhonda Cook Savage,309,32,277
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Clerk,,250,REP,Susanne Morris,312,34,278
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Treasurer,,253,REP,Judi Williams Delesandri,310,34,276
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"County Commissioner,
Precinct No. 4",,62,REP,Lynn Standley,70,10,60
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"County Commissioner,
Precinct No. 4",,22,REP,Robbie (Andrus) Holder,28,5,23
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"County Commissioner,
Precinct No. 4",,71,REP,George Hartsfield,87,8,79
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"County Commissioner,
Precinct No. 4",,118,REP,David Pohorelsky,159,15,144
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,90,REP,Mitchell Dill,97,8,89
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,9,REP,Stan Rodgers,11,1,10
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,25,REP,Lynn Jeffries,43,3,40
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,66,REP,Steven Cole,90,13,77
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,45,REP,Richard Gilbreath,53,8,45
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,"Justice of the Peace,
Precinct No. 2",,39,REP,Kelly Navarro,53,6,47
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,County Chairman,,236,REP,Kevin Counsil,294,30,264
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,United States Senator,,10,DEM,Beto O'Rourke,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,United States Senator,,3,DEM,Edward Kimbrough,2,0,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,United States Senator,,2,DEM,Sema Hernandez,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"United States Representative, District No. 8",,14,DEM,Steven David,6,2,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,2,DEM,Adrian Ocegueda,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,4,DEM,Andrew White,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,1,DEM,"Cedric Davis, Sr.",0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,2,DEM,Grady Yarbrough,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,0,DEM,James Jolly Clark,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,0,DEM,Jeffrey Payne,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,0,DEM,Joe Mumbach,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,6,DEM,Lupe Valdez,3,2,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Governor,,0,DEM,Tom Wakely,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Lieutenant Governor,,4,DEM,Michael Cooper,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Lieutenant Governor,,10,DEM,Mike Collier,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Attorney General,,14,DEM,Justin Nelson,,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Comptroller of Public Accounts,,8,DEM,Joi Chevalier,,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Comptroller of Public Accounts,,6,DEM,Tim Mahoney,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,10,DEM,Miguel Suazo,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Commissioner of the General Land Office,,5,DEM,Tex Morgan,,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Commissioner of Agriculture,,14,DEM,Kim Olson,,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Railroad Commissioner,,11,DEM,Chris Spellmon,,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Railroad Commissioner,,4,DEM,Roman McAllen,,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 2",,14,DEM,Steven Kirkland,,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 4",,14,DEM,R.K. Sandill,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"Justice, Supreme Court, Place 6",,14,DEM,Kathy Cheng,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"Presiding Judge, Court of Criminal Appeals",,14,DEM,Maria T. (Terri) Jackson,,1,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"Judge, Court of Criminal Appeals, Place 7",,14,DEM,Ramona Franklin,,1,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"State Senator, District No. 5",,1,DEM,Brian E. Cronin,,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"State Senator, District No. 5",,2,DEM,"Glenn ""Grumpy"" Williams",,0,0
